tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,note,velocity
5616,note_off,,424,0,1,,,,,,,0,,71,14
5664,note_off,,96,0,2,,,,,,,2,,67,9
5664,note_on,,0,0,2,,,,,,,2,,69,57
5760,note_off,,0,0,2,,,,,,,2,,75,10
5760,note_on,,0,0,2,,,,,,,2,,35,30
5760,note_on,,0,0,2,,,,,,,2,,64,44
5760,note_on,,0,0,2,,,,,,,2,,67,40
5760,note_on,,0,0,2,,,,,,,2,,71,35
5760,note_off,,96,0,2,,,,,,,2,,69,11
5778,control_change,,18,0,2,,,,,64,127,2,,,
5856,note_on,,0,0,2,,,,,,,2,,47,51
5856,note_off,,78,0,2,,,,,,,2,,64,5
5856,note_off,,0,0,2,,,,,,,2,,35,6
5952,note_off,,0,0,2,,,,,,,2,,71,6
5952,note_off,,0,0,2,,,,,,,2,,67,8
5952,note_on,,0,0,2,,,,,,,2,,52,1
5952,note_on,,0,0,2,,,,,,,2,,67,57
5952,note_off,,96,0,2,,,,,,,2,,47,8
6048,note_off,,96,0,2,,,,,,,2,,67,12
6048,note_on,,0,0,2,,,,,,,2,,55,38
6144,note_off,,0,0,2,,,,,,,2,,52,11
6144,note_on,,0,0,2,,,,,,,2,,64,39
6144,note_on,,0,0,2,,,,,,,2,,58,35
6144,note_off,,96,0,2,,,,,,,2,,55,8
6166,control_change,,22,0,2,,,,,64,0,2,,,
6240,note_off,,74,0,2,,,,,,,2,,58,8
6240,note_on,,0,0,2,,,,,,,2,,59,24
6336,note_on,,0,0,2,,,,,,,2,,55,45
6336,note_on,,0,0,2,,,,,,,2,,52,35
6336,note_on,,0,0,2,,,,,,,2,,28,45
6336,note_off,,96,0,2,,,,,,,2,,59,9
6336,note_on,,0,0,2,,,,,,,2,,61,43
6336,note_off,,0,0,2,,,,,,,2,,64,7
6354,control_change,,18,0,2,,,,,64,127,2,,,
6432,note_on,,0,0,2,,,,,,,2,,35,47
6432,note_off,,78,0,2,,,,,,,2,,28,5
6528,note_off,,0,0,2,,,,,,,2,,61,7
6528,note_off,,0,0,2,,,,,,,2,,55,6
6528,note_on,,0,0,2,,,,,,,2,,58,45
6528,note_off,,0,0,2,,,,,,,2,,52,9
6528,note_on,,0,0,2,,,,,,,2,,40,33
6528,note_on,,0,0,2,,,,,,,2,,52,21
6528,note_off,,96,0,2,,,,,,,2,,35,9
6624,note_off,,96,0,2,,,,,,,2,,58,11
6624,note_on,,0,0,2,,,,,,,2,,43,59
6624,note_off,,0,0,2,,,,,,,2,,40,10
6624,note_off,,0,0,2,,,,,,,2,,52,7
6720,note_on,,0,0,2,,,,,,,2,,52,45
6720,note_on,,0,0,2,,,,,,,2,,55,50
6720,control_change,,0,0,2,,,,,64,0,2,,,
6720,note_off,,96,0,2,,,,,,,2,,43,12
6720,note_on,,0,0,2,,,,,,,2,,47,38
6816,note_on,,0,0,2,,,,,,,2,,49,47
6816,note_off,,96,0,2,,,,,,,2,,47,10
6912,note_on,,0,0,2,,,,,,,2,,54,41
6912,note_off,,96,0,2,,,,,,,2,,49,13
6912,note_off,,0,0,2,,,,,,,2,,55,9
6912,note_off,,0,0,2,,,,,,,2,,52,11
6912,note_on,,0,0,2,,,,,,,2,,35,33
6912,note_on,,0,0,2,,,,,,,2,,50,32
7104,note_on,,192,0,2,,,,,,,2,,59,18
7200,note_off,,0,0,2,,,,,,,2,,35,9
7200,note_off,,96,0,2,,,,,,,2,,59,11
7200,note_off,,0,0,2,,,,,,,2,,54,7
7200,note_off,,0,0,2,,,,,,,2,,50,7
7296,note_on,,96,0,2,,,,,,,2,,62,29
7296,note_on,,1680,0,1,,,,,,,0,,71,38
7296,note_on,,0,0,2,,,,,,,2,,71,26
7376,note_on,,80,0,1,,,,,,,0,,73,66
7378,note_off,,2,0,1,,,,,,,0,,71,6
7392,note_on,,0,0,2,,,,,,,2,,73,46
7392,note_on,,0,0,2,,,,,,,2,,64,16
7392,note_off,,0,0,2,,,,,,,2,,62,7
7392,note_off,,96,0,2,,,,,,,2,,71,8
7480,note_on,,102,0,1,,,,,,,0,,74,68
7486,note_off,,6,0,1,,,,,,,0,,73,8
7488,note_off,,96,0,2,,,,,,,2,,73,6
7488,note_off,,0,0,2,,,,,,,2,,64,7
7488,note_on,,0,0,2,,,,,,,2,,47,35
7488,note_on,,0,0,2,,,,,,,2,,66,43
7488,note_on,,0,0,2,,,,,,,2,,74,27
7584,note_on,,0,0,2,,,,,,,2,,71,28
7584,note_off,,0,0,2,,,,,,,2,,66,7
7584,note_off,,96,0,2,,,,,,,2,,74,7
7676,note_on,,190,0,1,,,,,,,0,,73,61
7680,note_off,,96,0,2,,,,,,,2,,71,6
7680,note_on,,0,0,2,,,,,,,2,,66,37
7684,note_off,,8,0,1,,,,,,,0,,74,7
7776,note_off,,96,0,2,,,,,,,2,,66,11
7776,note_off,,0,0,2,,,,,,,2,,47,5
7776,note_on,,0,0,2,,,,,,,2,,62,36
7854,note_off,,170,0,1,,,,,,,0,,73,11
7864,note_on,,10,0,1,,,,,,,0,,71,59
7872,note_on,,0,0,2,,,,,,,2,,59,31
7872,note_off,,96,0,2,,,,,,,2,,62,10
7968,note_on,,0,0,2,,,,,,,2,,54,42
7968,note_off,,96,0,2,,,,,,,2,,59,7
8050,note_off,,186,0,1,,,,,,,0,,71,7
8052,note_on,,2,0,1,,,,,,,0,,70,68
8064,note_on,,0,0,2,,,,,,,2,,50,44
8064,note_off,,96,0,2,,,,,,,2,,54,8
8064,note_on,,0,0,2,,,,,,,2,,50,45
8160,note_on,,0,0,2,,,,,,,2,,54,43
8160,note_off,,0,0,2,,,,,,,2,,50,0
8160,note_off,,96,0,2,,,,,,,2,,50,8
8246,note_off,,194,0,1,,,,,,,0,,70,12
8256,note_off,,96,0,2,,,,,,,2,,54,7
8256,note_on,,10,0,1,,,,,,,0,,71,62
8256,note_on,,0,0,2,,,,,,,2,,59,43
8352,note_on,,0,0,2,,,,,,,2,,62,45
8352,note_off,,96,0,2,,,,,,,2,,59,9
8438,note_on,,182,0,1,,,,,,,0,,73,63
8448,note_on,,0,0,2,,,,,,,2,,66,41
8448,note_on,,0,0,2,,,,,,,2,,73,42
8448,note_off,,96,0,2,,,,,,,2,,62,9
8448,note_off,,10,0,1,,,,,,,0,,71,5
8538,note_on,,90,0,1,,,,,,,0,,74,71
8540,note_off,,2,0,1,,,,,,,0,,73,7
8544,note_off,,96,0,2,,,,,,,2,,73,5
8544,note_off,,0,0,2,,,,,,,2,,66,6
8544,note_on,,0,0,2,,,,,,,2,,71,34
8544,note_on,,0,0,2,,,,,,,2,,74,50
8640,note_on,,0,0,2,,,,,,,2,,67,18
8640,note_on,,0,0,2,,,,,,,2,,76,36
8640,note_on,,0,0,2,,,,,,,2,,49,37
8640,note_off,,96,0,2,,,,,,,2,,74,9
8640,note_off,,0,0,2,,,,,,,2,,71,12
8648,note_off,,108,0,1,,,,,,,0,,74,7
8648,note_on,,0,0,1,,,,,,,0,,76,64
8736,note_off,,96,0,2,,,,,,,2,,76,8
8736,note_off,,0,0,2,,,,,,,2,,67,6
8736,note_on,,0,0,2,,,,,,,2,,71,36
8828,note_off,,180,0,1,,,,,,,0,,76,8
8830,note_on,,2,0,1,,,,,,,0,,74,63
8832,note_off,,96,0,2,,,,,,,2,,71,7
8832,note_on,,0,0,2,,,,,,,2,,67,43
8928,note_off,,96,0,2,,,,,,,2,,67,9
8928,note_off,,0,0,2,,,,,,,2,,49,8
8928,note_on,,0,0,2,,,,,,,2,,64,44
9014,note_on,,184,0,1,,,,,,,0,,73,57
9024,note_off,,96,0,2,,,,,,,2,,64,11
9024,note_on,,0,0,2,,,,,,,2,,59,48
9026,note_off,,12,0,1,,,,,,,0,,74,9
9120,note_off,,96,0,2,,,,,,,2,,59,6
9120,note_on,,0,0,2,,,,,,,2,,55,28
9202,note_off,,176,0,1,,,,,,,0,,73,9
9202,note_on,,0,0,1,,,,,,,0,,71,57
9216,note_on,,0,0,2,,,,,,,2,,52,28
9216,note_off,,96,0,2,,,,,,,2,,55,8
9312,note_on,,0,0,2,,,,,,,2,,55,41
9312,note_off,,96,0,2,,,,,,,2,,52,8
9404,note_on,,202,0,1,,,,,,,0,,73,71
9408,note_on,,0,0,2,,,,,,,2,,59,36
9408,note_off,,96,0,2,,,,,,,2,,55,5
9410,note_off,,6,0,1,,,,,,,0,,71,6
9464,note_off,,54,0,1,,,,,,,0,,73,7
9488,note_on,,24,0,1,,,,,,,0,,73,51
9504,note_on,,0,0,2,,,,,,,2,,64,46
9504,note_off,,96,0,2,,,,,,,2,,59,8
9586,note_off,,98,0,1,,,,,,,0,,73,8
9594,note_on,,8,0,1,,,,,,,0,,74,67
9600,note_off,,96,0,2,,,,,,,2,,64,7
9600,note_on,,0,0,2,,,,,,,2,,74,47
9600,note_on,,0,0,2,,,,,,,2,,71,37
9686,note_off,,92,0,1,,,,,,,0,,74,12
9692,note_on,,6,0,1,,,,,,,0,,76,72
9696,note_off,,96,0,2,,,,,,,2,,74,8
9696,note_off,,0,0,2,,,,,,,2,,71,8
9696,note_on,,0,0,2,,,,,,,2,,76,45
9696,note_on,,0,0,2,,,,,,,2,,73,44
9788,note_off,,96,0,1,,,,,,,0,,76,10
9792,note_on,,4,0,1,,,,,,,0,,78,73
9792,note_off,,96,0,2,,,,,,,2,,76,10
9792,note_off,,0,0,2,,,,,,,2,,73,9
9792,note_on,,0,0,2,,,,,,,2,,50,40
9792,note_on,,0,0,2,,,,,,,2,,71,34
9792,note_on,,0,0,2,,,,,,,2,,78,45
9888,note_off,,0,0,2,,,,,,,2,,71,6
9888,note_on,,0,0,2,,,,,,,2,,74,41
9888,note_off,,96,0,2,,,,,,,2,,78,7
9982,note_off,,190,0,1,,,,,,,0,,78,7
9984,note_off,,0,0,2,,,,,,,2,,50,6
9984,note_on,,0,0,2,,,,,,,2,,71,41
9984,note_off,,96,0,2,,,,,,,2,,74,8
9988,note_on,,6,0,1,,,,,,,0,,74,67
10080,note_off,,96,0,2,,,,,,,2,,71,8
10080,note_on,,0,0,2,,,,,,,2,,66,23
10150,note_off,,162,0,1,,,,,,,0,,74,12
10166,note_on,,16,0,1,,,,,,,0,,71,55
10176,note_off,,96,0,2,,,,,,,2,,66,8
10176,note_on,,0,0,2,,,,,,,2,,62,39
10272,note_off,,96,0,2,,,,,,,2,,62,6
10272,note_on,,0,0,2,,,,,,,2,,59,42
10360,note_off,,194,0,1,,,,,,,0,,71,8
10368,note_off,,96,0,2,,,,,,,2,,59,9
10368,note_on,,0,0,2,,,,,,,2,,54,54
10368,note_on,,8,0,1,,,,,,,0,,69,64
10464,note_on,,0,0,2,,,,,,,2,,57,31
10464,note_off,,96,0,2,,,,,,,2,,54,7
10560,note_off,,96,0,2,,,,,,,2,,57,9
10560,note_on,,0,0,2,,,,,,,2,,62,34
10562,note_on,,194,0,1,,,,,,,0,,66,66
10564,note_off,,2,0,1,,,,,,,0,,69,11
10656,note_on,,0,0,2,,,,,,,2,,66,35
10656,note_off,,96,0,2,,,,,,,2,,62,7
10746,note_on,,182,0,1,,,,,,,0,,74,69
10752,note_on,,0,0,2,,,,,,,2,,69,39
10752,note_off,,96,0,2,,,,,,,2,,66,6
10756,note_off,,10,0,1,,,,,,,0,,66,8
10848,note_on,,0,0,2,,,,,,,2,,74,39
10848,note_off,,96,0,2,,,,,,,2,,69,6
10936,note_on,,180,0,1,,,,,,,0,,73,74
10944,note_off,,96,0,2,,,,,,,2,,74,6
10944,note_on,,0,0,2,,,,,,,2,,52,30
10944,note_off,,8,0,1,,,,,,,0,,74,6
11040,note_on,,0,0,2,,,,,,,2,,55,38
11040,note_off,,96,0,2,,,,,,,2,,52,6
11122,note_off,,178,0,1,,,,,,,0,,73,8
11132,note_on,,10,0,1,,,,,,,0,,71,61
11136,note_off,,96,0,2,,,,,,,2,,55,10
11136,note_on,,0,0,2,,,,,,,2,,61,46
11232,note_off,,96,0,2,,,,,,,2,,61,7
11232,note_on,,0,0,2,,,,,,,2,,64,42
11314,note_off,,182,0,1,,,,,,,0,,71,10
11322,note_on,,8,0,1,,,,,,,0,,70,68
11328,note_on,,0,0,2,,,,,,,2,,67,50
11328,note_off,,96,0,2,,,,,,,2,,64,7
11424,note_off,,96,0,2,,,,,,,2,,67,7
11424,note_on,,0,0,2,,,,,,,2,,73,32
11520,note_off,,96,0,2,,,,,,,2,,73,12
11520,note_on,,0,0,2,,,,,,,2,,54,45
11520,note_on,,198,0,1,,,,,,,0,,73,65
11528,note_off,,8,0,1,,,,,,,0,,70,9
11616,note_off,,96,0,2,,,,,,,2,,54,6
11616,note_on,,0,0,2,,,,,,,2,,58,37
11712,note_on,,0,0,2,,,,,,,2,,61,37
11712,note_off,,96,0,2,,,,,,,2,,58,7
11808,note_on,,0,0,2,,,,,,,2,,66,46
11808,note_off,,96,0,2,,,,,,,2,,61,8
11904,note_off,,96,0,2,,,,,,,2,,66,10
11904,note_on,,0,0,2,,,,,,,2,,78,55
12000,note_on,,0,0,2,,,,,,,2,,79,52
12000,note_off,,96,0,2,,,,,,,2,,78,6
12094,note_off,,566,0,1,,,,,,,0,,73,8
12096,note_off,,96,0,2,,,,,,,2,,79,15
12096,note_on,,0,0,2,,,,,,,2,,47,38
12096,note_on,,0,0,2,,,,,,,2,,69,25
12096,note_on,,0,0,2,,,,,,,2,,71,29
12096,note_on,,0,0,2,,,,,,,2,,75,49
12096,note_on,,0,0,2,,,,,,,2,,81,62
12104,note_on,,10,0,1,,,,,,,0,,71,60
12192,note_on,,0,0,2,,,,,,,2,,59,44
12192,note_off,,96,0,2,,,,,,,2,,47,9
12288,note_on,,0,0,2,,,,,,,2,,78,51
12288,note_off,,96,0,2,,,,,,,2,,59,9
12288,note_off,,0,0,2,,,,,,,2,,81,5
12288,note_on,,0,0,2,,,,,,,2,,63,33
12384,note_on,,0,0,2,,,,,,,2,,66,55
12384,note_off,,96,0,2,,,,,,,2,,78,9
12384,note_off,,0,0,2,,,,,,,2,,63,9
12384,note_off,,0,0,2,,,,,,,2,,69,6
12384,note_off,,0,0,2,,,,,,,2,,71,3
12384,note_off,,0,0,2,,,,,,,2,,75,7
12480,note_on,,0,0,2,,,,,,,2,,75,68
12480,note_on,,0,0,2,,,,,,,2,,67,50
12480,note_off,,96,0,2,,,,,,,2,,66,11
12528,note_off,,424,0,1,,,,,,,0,,71,14
12576,note_on,,0,0,2,,,,,,,2,,69,57
12576,note_off,,96,0,2,,,,,,,2,,67,9
12672,note_on,,0,0,2,,,,,,,2,,71,35
12672,note_off,,0,0,2,,,,,,,2,,75,10
12672,note_on,,0,0,2,,,,,,,2,,35,30
12672,note_on,,0,0,2,,,,,,,2,,64,44
12672,note_on,,0,0,2,,,,,,,2,,67,40
12672,note_off,,96,0,2,,,,,,,2,,69,11
12690,control_change,,18,0,2,,,,,64,127,2,,,
12768,note_off,,0,0,2,,,,,,,2,,35,6
12768,note_on,,0,0,2,,,,,,,2,,47,51
12768,note_off,,78,0,2,,,,,,,2,,64,5
12864,note_off,,0,0,2,,,,,,,2,,67,8
12864,note_on,,0,0,2,,,,,,,2,,52,1
12864,note_on,,0,0,2,,,,,,,2,,67,57
12864,note_off,,0,0,2,,,,,,,2,,71,6
12864,note_off,,96,0,2,,,,,,,2,,47,8
12960,note_off,,96,0,2,,,,,,,2,,67,12
12960,note_on,,0,0,2,,,,,,,2,,55,38
13056,note_off,,96,0,2,,,,,,,2,,55,8
13056,note_off,,0,0,2,,,,,,,2,,52,11
13056,note_on,,0,0,2,,,,,,,2,,58,35
13056,note_on,,0,0,2,,,,,,,2,,64,39
13078,control_change,,22,0,2,,,,,64,0,2,,,
13152,note_off,,74,0,2,,,,,,,2,,58,8
13152,note_on,,0,0,2,,,,,,,2,,59,24
13248,note_on,,0,0,2,,,,,,,2,,52,35
13248,note_off,,96,0,2,,,,,,,2,,59,9
13248,note_off,,0,0,2,,,,,,,2,,64,7
13248,note_on,,0,0,2,,,,,,,2,,28,45
13248,note_on,,0,0,2,,,,,,,2,,55,45
13248,note_on,,0,0,2,,,,,,,2,,61,43
13266,control_change,,18,0,2,,,,,64,127,2,,,
13344,note_off,,78,0,2,,,,,,,2,,28,5
13344,note_on,,0,0,2,,,,,,,2,,35,47
13440,note_on,,0,0,2,,,,,,,2,,52,21
13440,note_off,,96,0,2,,,,,,,2,,35,9
13440,note_off,,0,0,2,,,,,,,2,,61,7
13440,note_off,,0,0,2,,,,,,,2,,55,6
13440,note_off,,0,0,2,,,,,,,2,,52,9
