tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,data,control,value,channel,program,key,note,velocity
30022,note_on,0,0,0,,,,,,,,,0,,,78,0
30022,note_on,0,0,0,,,,,,,,,0,,,81,0
30022,note_on,0,0,0,,,,,,,,,0,,,78,78
30144,note_on,122,0,0,,,,,,,,,0,,,66,0
30144,note_on,0,0,0,,,,,,,,,0,,,62,0
30238,note_on,94,0,0,,,,,,,,,0,,,78,0
30240,note_on,2,0,0,,,,,,,,,0,,,78,98
30240,note_on,0,0,0,,,,,,,,,0,,,57,80
30240,note_on,0,0,0,,,,,,,,,0,,,62,80
30480,note_on,240,0,0,,,,,,,,,0,,,78,0
30480,note_on,0,0,0,,,,,,,,,0,,,81,85
30624,note_on,144,0,0,,,,,,,,,0,,,57,0
30624,note_on,0,0,0,,,,,,,,,0,,,62,0
30720,note_on,96,0,0,,,,,,,,,0,,,81,0
30720,note_on,0,0,0,,,,,,,,,0,,,75,104
30720,note_on,0,0,0,,,,,,,,,0,,,78,104
30720,note_on,0,0,0,,,,,,,,,0,,,83,104
30720,note_on,0,0,0,,,,,,,,,0,,,71,104
30720,note_on,0,0,0,,,,,,,,,0,,,47,87
31152,note_on,432,0,0,,,,,,,,,0,,,47,0
31200,note_on,48,0,0,,,,,,,,,0,,,63,80
31200,note_on,0,0,0,,,,,,,,,0,,,69,85
31200,note_on,0,0,0,,,,,,,,,0,,,66,80
31462,note_on,262,0,0,,,,,,,,,0,,,75,0
31462,note_on,0,0,0,,,,,,,,,0,,,78,0
31462,note_on,0,0,0,,,,,,,,,0,,,83,0
31462,note_on,0,0,0,,,,,,,,,0,,,71,0
31462,note_on,0,0,0,,,,,,,,,0,,,78,78
31584,note_on,122,0,0,,,,,,,,,0,,,63,0
31584,note_on,0,0,0,,,,,,,,,0,,,66,0
31678,note_on,94,0,0,,,,,,,,,0,,,78,0
31680,note_on,2,0,0,,,,,,,,,0,,,69,0
31680,note_on,0,0,0,,,,,,,,,0,,,75,97
31680,note_on,0,0,0,,,,,,,,,0,,,78,97
31680,note_on,0,0,0,,,,,,,,,0,,,71,97
31680,note_on,0,0,0,,,,,,,,,0,,,63,79
31680,note_on,0,0,0,,,,,,,,,0,,,59,79
31680,note_on,0,0,0,,,,,,,,,0,,,66,79
31920,note_on,240,0,0,,,,,,,,,0,,,75,0
31920,note_on,0,0,0,,,,,,,,,0,,,78,0
31920,note_on,0,0,0,,,,,,,,,0,,,71,0
31920,note_on,0,0,0,,,,,,,,,0,,,81,101
32064,note_on,144,0,0,,,,,,,,,0,,,63,0
32064,note_on,0,0,0,,,,,,,,,0,,,66,0
32160,note_on,96,0,0,,,,,,,,,0,,,59,0
32160,note_on,0,0,0,,,,,,,,,0,,,81,0
32160,note_on,0,0,0,,,,,,,,,0,,,81,99
32160,note_on,0,0,0,,,,,,,,,0,,,52,85
32160,note_on,0,0,0,,,,,,,,,0,,,74,99
32160,note_on,0,0,0,,,,,,,,,0,,,71,99
32400,note_on,240,0,0,,,,,,,,,0,,,81,0
32400,note_on,0,0,0,,,,,,,,,0,,,71,0
32400,note_on,0,0,0,,,,,,,,,0,,,80,86
32480,set_tempo,80,1,0,,,,,717703,,,,,,,,
32592,note_on,112,0,0,,,,,,,,,0,,,52,0
32640,note_on,48,0,0,,,,,,,,,0,,,74,0
32640,note_on,0,0,0,,,,,,,,,0,,,80,0
32640,note_on,0,0,0,,,,,,,,,0,,,69,74
32640,note_on,0,0,0,,,,,,,,,0,,,78,74
32640,note_on,0,0,0,,,,,,,,,0,,,59,64
32640,note_on,0,0,0,,,,,,,,,0,,,74,74
32640,note_on,0,0,0,,,,,,,,,0,,,62,64
33024,note_on,384,0,0,,,,,,,,,0,,,59,0
33024,note_on,0,0,0,,,,,,,,,0,,,62,0
33072,note_on,48,0,0,,,,,,,,,0,,,69,0
33072,note_on,0,0,0,,,,,,,,,0,,,78,0
33120,note_on,48,0,0,,,,,,,,,0,,,74,0
33120,note_on,0,0,0,,,,,,,,,0,,,59,48
33120,note_on,0,0,0,,,,,,,,,0,,,68,58
33120,note_on,0,0,0,,,,,,,,,0,,,74,58
33120,note_on,0,0,0,,,,,,,,,0,,,76,58
33120,note_on,0,0,0,,,,,,,,,0,,,52,72
33120,note_on,0,0,0,,,,,,,,,0,,,64,48
33504,note_on,384,0,0,,,,,,,,,0,,,59,0
33504,note_on,0,0,0,,,,,,,,,0,,,64,0
33552,note_on,48,0,0,,,,,,,,,0,,,68,0
33552,note_on,0,0,0,,,,,,,,,0,,,76,0
33600,note_on,48,0,0,,,,,,,,,0,,,74,0
33600,note_on,0,0,0,,,,,,,,,0,,,52,0
33600,set_tempo,0,1,0,,,,,644468,,,,,,,,
33600,note_on,0,0,0,,,,,,,,,0,,,73,55
33600,note_on,0,0,0,,,,,,,,,0,,,45,45
33600,note_on,0,0,0,,,,,,,,,0,,,64,55
34032,note_on,432,0,0,,,,,,,,,0,,,45,0
34036,note_on,4,0,0,,,,,,,,,0,,,52,44
34080,note_on,44,0,0,,,,,,,,,0,,,61,44
34342,note_on,262,0,0,,,,,,,,,0,,,73,0
34342,note_on,0,0,0,,,,,,,,,0,,,64,0
34342,note_on,0,0,0,,,,,,,,,0,,,69,38
34464,note_on,122,0,0,,,,,,,,,0,,,52,0
34524,note_on,60,0,0,,,,,,,,,0,,,49,41
34558,note_on,34,0,0,,,,,,,,,0,,,61,0
34558,note_on,0,0,0,,,,,,,,,0,,,69,0
34560,note_on,2,0,0,,,,,,,,,0,,,57,41
34560,note_on,0,0,0,,,,,,,,,0,,,61,63
34560,note_on,0,0,0,,,,,,,,,0,,,69,63
34800,note_on,240,0,0,,,,,,,,,0,,,61,0
34800,note_on,0,0,0,,,,,,,,,0,,,69,0
34800,note_on,0,0,0,,,,,,,,,0,,,73,50
34800,note_on,0,0,0,,,,,,,,,0,,,64,50
34944,note_on,144,0,0,,,,,,,,,0,,,49,0
34944,note_on,0,0,0,,,,,,,,,0,,,57,0
35040,note_on,96,0,0,,,,,,,,,0,,,73,0
35040,note_on,0,0,0,,,,,,,,,0,,,64,0
35040,note_on,0,0,0,,,,,,,,,0,,,73,63
35040,note_on,0,0,0,,,,,,,,,0,,,45,53
35040,note_on,0,0,0,,,,,,,,,0,,,64,63
35472,note_on,432,0,0,,,,,,,,,0,,,45,0
35476,note_on,4,0,0,,,,,,,,,0,,,52,48
35520,note_on,44,0,0,,,,,,,,,0,,,61,48
35782,note_on,262,0,0,,,,,,,,,0,,,73,0
35782,note_on,0,0,0,,,,,,,,,0,,,64,0
35782,note_on,0,0,0,,,,,,,,,0,,,69,38
35904,note_on,122,0,0,,,,,,,,,0,,,52,0
35964,note_on,60,0,0,,,,,,,,,0,,,49,51
35998,note_on,34,0,0,,,,,,,,,0,,,61,0
35998,note_on,0,0,0,,,,,,,,,0,,,69,0
36000,note_on,2,0,0,,,,,,,,,0,,,57,51
36000,note_on,0,0,0,,,,,,,,,0,,,61,63
36000,note_on,0,0,0,,,,,,,,,0,,,69,63
36240,note_on,240,0,0,,,,,,,,,0,,,61,0
36240,note_on,0,0,0,,,,,,,,,0,,,69,0
36240,note_on,0,0,0,,,,,,,,,0,,,73,71
36240,note_on,0,0,0,,,,,,,,,0,,,64,71
36384,note_on,144,0,0,,,,,,,,,0,,,49,0
36384,note_on,0,0,0,,,,,,,,,0,,,57,0
36480,note_on,96,0,0,,,,,,,,,0,,,73,0
36480,note_on,0,0,0,,,,,,,,,0,,,64,0
36480,note_on,0,0,0,,,,,,,,,0,,,66,74
36480,note_on,0,0,0,,,,,,,,,0,,,74,74
36480,note_on,0,0,0,,,,,,,,,0,,,45,60
36792,note_on,312,0,0,,,,,,,,,0,,,76,62
36912,note_on,120,0,0,,,,,,,,,0,,,74,0
36912,note_on,0,0,0,,,,,,,,,0,,,45,0
36912,note_on,0,0,0,,,,,,,,,0,,,76,0
36912,note_on,0,0,0,,,,,,,,,0,,,74,57
36928,note_on,16,0,0,,,,,,,,,0,,,50,49
36960,note_on,32,0,0,,,,,,,,,0,,,66,0
36972,note_on,12,0,0,,,,,,,,,0,,,73,60
36972,note_on,0,0,0,,,,,,,,,0,,,62,49
36972,note_on,0,0,0,,,,,,,,,0,,,64,60
37032,note_on,60,0,0,,,,,,,,,0,,,74,0
37356,note_on,324,0,0,,,,,,,,,0,,,50,0
37356,note_on,0,0,0,,,,,,,,,0,,,62,0
37396,note_on,40,0,0,,,,,,,,,0,,,54,37
37440,note_on,44,0,0,,,,,,,,,0,,,71,45
37440,note_on,0,0,0,,,,,,,,,0,,,57,37
37440,note_on,0,0,0,,,,,,,,,0,,,62,45
37452,note_on,12,0,0,,,,,,,,,0,,,73,0
37452,note_on,0,0,0,,,,,,,,,0,,,64,0
37824,note_on,372,0,0,,,,,,,,,0,,,54,0
37824,note_on,0,0,0,,,,,,,,,0,,,57,0
37872,note_on,48,0,0,,,,,,,,,0,,,71,0
37872,note_on,0,0,0,,,,,,,,,0,,,62,0
37920,note_on,48,0,0,,,,,,,,,0,,,73,58
37920,note_on,0,0,0,,,,,,,,,0,,,45,51
37920,note_on,0,0,0,,,,,,,,,0,,,64,58
38352,note_on,432,0,0,,,,,,,,,0,,,45,0
38356,note_on,4,0,0,,,,,,,,,0,,,57,48
38400,note_on,44,0,0,,,,,,,,,0,,,61,48
38662,note_on,262,0,0,,,,,,,,,0,,,73,0
38662,note_on,0,0,0,,,,,,,,,0,,,64,0
38662,note_on,0,0,0,,,,,,,,,0,,,69,38
38784,note_on,122,0,0,,,,,,,,,0,,,57,0
38784,note_on,0,0,0,,,,,,,,,0,,,61,0
38844,note_on,60,0,0,,,,,,,,,0,,,61,45
38878,note_on,34,0,0,,,,,,,,,0,,,69,0
38880,note_on,2,0,0,,,,,,,,,0,,,69,62
38880,note_on,0,0,0,,,,,,,,,0,,,64,45
39120,note_on,240,0,0,,,,,,,,,0,,,69,0
39120,note_on,0,0,0,,,,,,,,,0,,,76,52
39120,note_on,0,0,0,,,,,,,,,0,,,73,52
39264,note_on,144,0,0,,,,,,,,,0,,,61,0
39264,note_on,0,0,0,,,,,,,,,0,,,64,0
39360,note_on,96,0,0,,,,,,,,,0,,,76,0
39360,note_on,0,0,0,,,,,,,,,0,,,73,0
39360,note_on,0,0,0,,,,,,,,,0,,,78,68
39360,note_on,0,0,0,,,,,,,,,0,,,54,57
39360,note_on,0,0,0,,,,,,,,,0,,,69,68
39792,note_on,432,0,0,,,,,,,,,0,,,54,0
39796,note_on,4,0,0,,,,,,,,,0,,,61,49
39840,note_on,44,0,0,,,,,,,,,0,,,66,49
40102,note_on,262,0,0,,,,,,,,,0,,,78,0
40102,note_on,0,0,0,,,,,,,,,0,,,69,0
40102,note_on,0,0,0,,,,,,,,,0,,,73,38
40224,note_on,122,0,0,,,,,,,,,0,,,61,0
40224,note_on,0,0,0,,,,,,,,,0,,,66,0
40276,note_on,52,0,0,,,,,,,,,0,,,57,45
40318,note_on,42,0,0,,,,,,,,,0,,,73,0
40320,note_on,2,0,0,,,,,,,,,0,,,69,62
40320,note_on,0,0,0,,,,,,,,,0,,,73,62
40320,note_on,0,0,0,,,,,,,,,0,,,61,45
40560,note_on,240,0,0,,,,,,,,,0,,,69,0
40560,note_on,0,0,0,,,,,,,,,0,,,73,0
40560,note_on,0,0,0,,,,,,,,,0,,,76,52
40704,note_on,144,0,0,,,,,,,,,0,,,57,0
40704,note_on,0,0,0,,,,,,,,,0,,,61,0
40800,note_on,96,0,0,,,,,,,,,0,,,76,0
40800,note_on,0,0,0,,,,,,,,,0,,,78,67
40800,note_on,0,0,0,,,,,,,,,0,,,54,57
40800,note_on,0,0,0,,,,,,,,,0,,,69,67
41232,note_on,432,0,0,,,,,,,,,0,,,54,0
41236,note_on,4,0,0,,,,,,,,,0,,,61,49
41280,note_on,44,0,0,,,,,,,,,0,,,66,49
41542,note_on,262,0,0,,,,,,,,,0,,,78,0
41542,note_on,0,0,0,,,,,,,,,0,,,69,0
41542,note_on,0,0,0,,,,,,,,,0,,,73,38
41664,note_on,122,0,0,,,,,,,,,0,,,61,0
41664,note_on,0,0,0,,,,,,,,,0,,,66,0
41716,note_on,52,0,0,,,,,,,,,0,,,57,49
41758,note_on,42,0,0,,,,,,,,,0,,,73,0
41760,note_on,2,0,0,,,,,,,,,0,,,69,73
41760,note_on,0,0,0,,,,,,,,,0,,,73,73
41760,note_on,0,0,0,,,,,,,,,0,,,61,49
42000,note_on,240,0,0,,,,,,,,,0,,,69,0
42000,note_on,0,0,0,,,,,,,,,0,,,73,0
42000,note_on,0,0,0,,,,,,,,,0,,,76,64
42144,note_on,144,0,0,,,,,,,,,0,,,57,0
42144,note_on,0,0,0,,,,,,,,,0,,,61,0
42240,note_on,96,0,0,,,,,,,,,0,,,76,0
42240,note_on,0,0,0,,,,,,,,,0,,,69,84
42240,note_on,0,0,0,,,,,,,,,0,,,81,84
42240,note_on,0,0,0,,,,,,,,,0,,,49,73
42480,note_on,240,0,0,,,,,,,,,0,,,69,0
42480,note_on,0,0,0,,,,,,,,,0,,,81,0
42480,note_on,0,0,0,,,,,,,,,0,,,76,80
42672,note_on,192,0,0,,,,,,,,,0,,,49,0
42720,note_on,48,0,0,,,,,,,,,0,,,76,0
42720,set_tempo,0,1,0,,,,,717703,,,,,,,,
42720,note_on,0,0,0,,,,,,,,,0,,,74,73
42720,note_on,0,0,0,,,,,,,,,0,,,68,73
42720,note_on,0,0,0,,,,,,,,,0,,,52,64
43104,note_on,384,0,0,,,,,,,,,0,,,52,0
43152,note_on,48,0,0,,,,,,,,,0,,,74,0
43152,note_on,0,0,0,,,,,,,,,0,,,68,0
43200,note_on,48,0,0,,,,,,,,,0,,,71,58
43200,note_on,0,0,0,,,,,,,,,0,,,56,48
43200,note_on,0,0,0,,,,,,,,,0,,,62,58
43200,note_on,0,0,0,,,,,,,,,0,,,52,48
43584,note_on,384,0,0,,,,,,,,,0,,,56,0
43584,note_on,0,0,0,,,,,,,,,0,,,52,0
43632,note_on,48,0,0,,,,,,,,,0,,,71,0
43632,note_on,0,0,0,,,,,,,,,0,,,62,0
43680,set_tempo,48,1,0,,,,,625325,,,,,,,,
43680,note_on,0,0,0,,,,,,,,,0,,,69,73
43680,note_on,0,0,0,,,,,,,,,0,,,45,62
43680,note_on,0,0,0,,,,,,,,,0,,,61,73
44112,note_on,432,0,0,,,,,,,,,0,,,45,0
44160,note_on,48,0,0,,,,,,,,,0,,,57,58
44160,note_on,0,0,0,,,,,,,,,0,,,52,58
44422,note_on,262,0,0,,,,,,,,,0,,,69,0
44422,note_on,0,0,0,,,,,,,,,0,,,61,0
44422,note_on,0,0,0,,,,,,,,,0,,,73,46
44422,note_on,0,0,0,,,,,,,,,0,,,64,46
44544,note_on,122,0,0,,,,,,,,,0,,,57,0
44544,note_on,0,0,0,,,,,,,,,0,,,52,0
44638,note_on,94,0,0,,,,,,,,,0,,,73,0
44638,note_on,0,0,0,,,,,,,,,0,,,64,0
44640,note_on,2,0,0,,,,,,,,,0,,,64,64
44640,note_on,0,0,0,,,,,,,,,0,,,73,64
44640,note_on,0,0,0,,,,,,,,,0,,,45,55
44640,note_on,0,0,0,,,,,,,,,0,,,52,55
44880,note_on,240,0,0,,,,,,,,,0,,,64,0
44880,note_on,0,0,0,,,,,,,,,0,,,73,0
44880,note_on,0,0,0,,,,,,,,,0,,,76,85
45024,note_on,144,0,0,,,,,,,,,0,,,45,0
45024,note_on,0,0,0,,,,,,,,,0,,,52,0
45120,note_on,96,0,0,,,,,,,,,0,,,76,0
45120,note_on,0,0,0,,,,,,,,,0,,,40,62
45120,note_on,0,0,0,,,,,,,,,0,,,68,73
45120,note_on,0,0,0,,,,,,,,,0,,,74,73
45120,note_on,0,0,0,,,,,,,,,0,,,76,73
45552,note_on,432,0,0,,,,,,,,,0,,,40,0
45600,note_on,48,0,0,,,,,,,,,0,,,59,58
45600,note_on,0,0,0,,,,,,,,,0,,,62,58
45862,note_on,262,0,0,,,,,,,,,0,,,68,0
45862,note_on,0,0,0,,,,,,,,,0,,,74,0
45862,note_on,0,0,0,,,,,,,,,0,,,76,0
45862,note_on,0,0,0,,,,,,,,,0,,,71,46
45984,note_on,122,0,0,,,,,,,,,0,,,59,0
45984,note_on,0,0,0,,,,,,,,,0,,,62,0
46078,note_on,94,0,0,,,,,,,,,0,,,71,0
46080,note_on,2,0,0,,,,,,,,,0,,,71,64
46080,note_on,0,0,0,,,,,,,,,0,,,56,55
46080,note_on,0,0,0,,,,,,,,,0,,,52,55
46320,note_on,240,0,0,,,,,,,,,0,,,71,0
46320,note_on,0,0,0,,,,,,,,,0,,,74,85
46320,note_on,0,0,0,,,,,,,,,0,,,76,85
46464,note_on,144,0,0,,,,,,,,,0,,,56,0
46464,note_on,0,0,0,,,,,,,,,0,,,52,0
46560,note_on,96,0,0,,,,,,,,,0,,,74,0
46560,note_on,0,0,0,,,,,,,,,0,,,76,0
46560,note_on,0,0,0,,,,,,,,,0,,,45,62
46560,note_on,0,0,0,,,,,,,,,0,,,69,82
46560,note_on,0,0,0,,,,,,,,,0,,,73,82
46560,note_on,0,0,0,,,,,,,,,0,,,76,82
46992,note_on,432,0,0,,,,,,,,,0,,,45,0
47040,note_on,48,0,0,,,,,,,,,0,,,61,58
47040,note_on,0,0,0,,,,,,,,,0,,,57,58
47302,note_on,262,0,0,,,,,,,,,0,,,69,0
47302,note_on,0,0,0,,,,,,,,,0,,,73,0
47302,note_on,0,0,0,,,,,,,,,0,,,76,0
47302,note_on,0,0,0,,,,,,,,,0,,,73,48
47424,note_on,122,0,0,,,,,,,,,0,,,61,0
47424,note_on,0,0,0,,,,,,,,,0,,,57,0
47518,note_on,94,0,0,,,,,,,,,0,,,73,0
47520,note_on,2,0,0,,,,,,,,,0,,,73,64
47520,note_on,0,0,0,,,,,,,,,0,,,57,55
47520,note_on,0,0,0,,,,,,,,,0,,,52,55
47760,note_on,240,0,0,,,,,,,,,0,,,73,0
47760,note_on,0,0,0,,,,,,,,,0,,,76,85
47904,note_on,144,0,0,,,,,,,,,0,,,57,0
47904,note_on,0,0,0,,,,,,,,,0,,,52,0
48000,note_on,96,0,0,,,,,,,,,0,,,76,0
48000,note_on,0,0,0,,,,,,,,,0,,,73,76
48000,note_on,0,0,0,,,,,,,,,0,,,81,76
48000,note_on,0,0,0,,,,,,,,,0,,,79,76
48000,note_on,0,0,0,,,,,,,,,0,,,45,62
48432,note_on,432,0,0,,,,,,,,,0,,,45,0
48480,note_on,48,0,0,,,,,,,,,0,,,67,58
48480,note_on,0,0,0,,,,,,,,,0,,,64,58
48742,note_on,262,0,0,,,,,,,,,0,,,73,0
48742,note_on,0,0,0,,,,,,,,,0,,,81,0
48742,note_on,0,0,0,,,,,,,,,0,,,79,0
48742,note_on,0,0,0,,,,,,,,,0,,,76,46
48864,note_on,122,0,0,,,,,,,,,0,,,67,0
48864,note_on,0,0,0,,,,,,,,,0,,,64,0
48958,note_on,94,0,0,,,,,,,,,0,,,76,0
48960,note_on,2,0,0,,,,,,,,,0,,,76,74
48960,note_on,0,0,0,,,,,,,,,0,,,57,61
48960,note_on,0,0,0,,,,,,,,,0,,,61,61
49200,note_on,240,0,0,,,,,,,,,0,,,76,0
49200,note_on,0,0,0,,,,,,,,,0,,,79,85
49200,note_on,0,0,0,,,,,,,,,0,,,81,85
49344,note_on,144,0,0,,,,,,,,,0,,,57,0
49344,note_on,0,0,0,,,,,,,,,0,,,61,0
49440,note_on,96,0,0,,,,,,,,,0,,,79,0
49440,note_on,0,0,0,,,,,,,,,0,,,81,0
49440,note_on,0,0,0,,,,,,,,,0,,,50,75
49440,note_on,0,0,0,,,,,,,,,0,,,74,96
49440,note_on,0,0,0,,,,,,,,,0,,,78,96
49440,note_on,0,0,0,,,,,,,,,0,,,81,96
49872,note_on,432,0,0,,,,,,,,,0,,,50,0
49920,note_on,48,0,0,,,,,,,,,0,,,66,76
49920,note_on,0,0,0,,,,,,,,,0,,,62,76
50182,note_on,262,0,0,,,,,,,,,0,,,74,0
50182,note_on,0,0,0,,,,,,,,,0,,,78,0
50182,note_on,0,0,0,,,,,,,,,0,,,81,0
50182,note_on,0,0,0,,,,,,,,,0,,,78,78
50304,note_on,122,0,0,,,,,,,,,0,,,66,0
50304,note_on,0,0,0,,,,,,,,,0,,,62,0
50398,note_on,94,0,0,,,,,,,,,0,,,78,0
50400,note_on,2,0,0,,,,,,,,,0,,,78,99
50400,note_on,0,0,0,,,,,,,,,0,,,57,80
50400,note_on,0,0,0,,,,,,,,,0,,,62,80
50640,note_on,240,0,0,,,,,,,,,0,,,78,0
50640,note_on,0,0,0,,,,,,,,,0,,,81,85
50784,note_on,144,0,0,,,,,,,,,0,,,57,0
50784,note_on,0,0,0,,,,,,,,,0,,,62,0
50880,note_on,96,0,0,,,,,,,,,0,,,81,0
50880,note_on,0,0,0,,,,,,,,,0,,,75,104
50880,note_on,0,0,0,,,,,,,,,0,,,78,104
50880,note_on,0,0,0,,,,,,,,,0,,,83,104
50880,note_on,0,0,0,,,,,,,,,0,,,71,104
50880,note_on,0,0,0,,,,,,,,,0,,,47,90
51312,note_on,432,0,0,,,,,,,,,0,,,47,0
51360,note_on,48,0,0,,,,,,,,,0,,,63,79
51360,note_on,0,0,0,,,,,,,,,0,,,69,83
51360,note_on,0,0,0,,,,,,,,,0,,,66,79
51622,note_on,262,0,0,,,,,,,,,0,,,75,0
51622,note_on,0,0,0,,,,,,,,,0,,,78,0
51622,note_on,0,0,0,,,,,,,,,0,,,83,0
51622,note_on,0,0,0,,,,,,,,,0,,,71,0
51622,note_on,0,0,0,,,,,,,,,0,,,78,78
51744,note_on,122,0,0,,,,,,,,,0,,,63,0
51744,note_on,0,0,0,,,,,,,,,0,,,69,0
51744,note_on,0,0,0,,,,,,,,,0,,,66,0
51838,note_on,94,0,0,,,,,,,,,0,,,78,0
51840,note_on,2,0,0,,,,,,,,,0,,,75,95
51840,note_on,0,0,0,,,,,,,,,0,,,78,95
51840,note_on,0,0,0,,,,,,,,,0,,,71,95
51840,note_on,0,0,0,,,,,,,,,0,,,63,77
51840,note_on,0,0,0,,,,,,,,,0,,,59,77
51840,note_on,0,0,0,,,,,,,,,0,,,66,77
52080,note_on,240,0,0,,,,,,,,,0,,,75,0
52080,note_on,0,0,0,,,,,,,,,0,,,78,0
52080,note_on,0,0,0,,,,,,,,,0,,,71,0
52080,note_on,0,0,0,,,,,,,,,0,,,81,104
52224,note_on,144,0,0,,,,,,,,,0,,,63,0
52224,note_on,0,0,0,,,,,,,,,0,,,66,0
52320,note_on,96,0,0,,,,,,,,,0,,,59,0
52320,note_on,0,0,0,,,,,,,,,0,,,81,0
52320,note_on,0,0,0,,,,,,,,,0,,,81,104
52320,note_on,0,0,0,,,,,,,,,0,,,52,87
52320,note_on,0,0,0,,,,,,,,,0,,,74,104
52320,note_on,0,0,0,,,,,,,,,0,,,71,104
52560,note_on,240,0,0,,,,,,,,,0,,,81,0
52560,note_on,0,0,0,,,,,,,,,0,,,74,0
52560,note_on,0,0,0,,,,,,,,,0,,,71,0
52560,note_on,0,0,0,,,,,,,,,0,,,80,88
52752,note_on,192,0,0,,,,,,,,,0,,,52,0
52800,note_on,48,0,0,,,,,,,,,0,,,80,0
52800,set_tempo,0,1,0,,,,,717703,,,,,,,,
52800,note_on,0,0,0,,,,,,,,,0,,,69,76
52800,note_on,0,0,0,,,,,,,,,0,,,78,76
52800,note_on,0,0,0,,,,,,,,,0,,,59,66
52800,note_on,0,0,0,,,,,,,,,0,,,74,76
52800,note_on,0,0,0,,,,,,,,,0,,,62,66
53184,note_on,384,0,0,,,,,,,,,0,,,59,0
53184,note_on,0,0,0,,,,,,,,,0,,,62,0
53232,note_on,48,0,0,,,,,,,,,0,,,69,0
53232,note_on,0,0,0,,,,,,,,,0,,,78,0
53280,note_on,48,0,0,,,,,,,,,0,,,74,0
53280,note_on,0,0,0,,,,,,,,,0,,,59,49
53280,note_on,0,0,0,,,,,,,,,0,,,68,60
53280,note_on,0,0,0,,,,,,,,,0,,,74,60
53280,note_on,0,0,0,,,,,,,,,0,,,76,60
53280,note_on,0,0,0,,,,,,,,,0,,,52,49
53280,note_on,0,0,0,,,,,,,,,0,,,64,49
53664,note_on,384,0,0,,,,,,,,,0,,,59,0
53664,note_on,0,0,0,,,,,,,,,0,,,64,0
53712,note_on,48,0,0,,,,,,,,,0,,,68,0
53712,note_on,0,0,0,,,,,,,,,0,,,76,0
53760,note_on,48,0,0,,,,,,,,,0,,,74,0
53760,note_on,0,0,0,,,,,,,,,0,,,52,0
53760,set_tempo,0,1,0,,,,,625325,,,,,,,,
53760,note_on,0,0,0,,,,,,,,,0,,,85,73
53760,note_on,0,0,0,,,,,,,,,0,,,45,71
53760,note_on,0,0,0,,,,,,,,,0,,,76,73
54192,note_on,432,0,0,,,,,,,,,0,,,45,0
54204,note_on,12,0,0,,,,,,,,,0,,,52,64
54240,note_on,36,0,0,,,,,,,,,0,,,61,64
54262,note_on,22,0,0,,,,,,,,,0,,,85,0
54262,note_on,0,0,0,,,,,,,,,0,,,76,0
54400,note_on,138,0,0,,,,,,,,,0,,,69,54
54400,note_on,0,0,0,,,,,,,,,0,,,64,54
54560,note_on,160,0,0,,,,,,,,,0,,,69,0
54560,note_on,0,0,0,,,,,,,,,0,,,64,0
54560,note_on,0,0,0,,,,,,,,,0,,,73,64
54624,note_on,64,0,0,,,,,,,,,0,,,52,0
54624,note_on,0,0,0,,,,,,,,,0,,,61,0
54676,note_on,52,0,0,,,,,,,,,0,,,49,61
54720,note_on,44,0,0,,,,,,,,,0,,,73,0
54720,note_on,0,0,0,,,,,,,,,0,,,57,61
54720,note_on,0,0,0,,,,,,,,,0,,,81,79
54720,note_on,0,0,0,,,,,,,,,0,,,76,79
54880,note_on,160,0,0,,,,,,,,,0,,,81,0
54880,note_on,0,0,0,,,,,,,,,0,,,76,0
54880,note_on,0,0,0,,,,,,,,,0,,,85,85
55040,note_on,160,0,0,,,,,,,,,0,,,85,0
55040,note_on,0,0,0,,,,,,,,,0,,,81,69
55104,note_on,64,0,0,,,,,,,,,0,,,49,0
55104,note_on,0,0,0,,,,,,,,,0,,,57,0
55200,note_on,96,0,0,,,,,,,,,0,,,81,0
55200,note_on,0,0,0,,,,,,,,,0,,,45,71
55200,note_on,0,0,0,,,,,,,,,0,,,85,73
55200,note_on,0,0,0,,,,,,,,,0,,,76,73
55632,note_on,432,0,0,,,,,,,,,0,,,45,0
55644,note_on,12,0,0,,,,,,,,,0,,,52,64
55680,note_on,36,0,0,,,,,,,,,0,,,61,64
55702,note_on,22,0,0,,,,,,,,,0,,,85,0
55702,note_on,0,0,0,,,,,,,,,0,,,76,0
55840,note_on,138,0,0,,,,,,,,,0,,,69,54
55840,note_on,0,0,0,,,,,,,,,0,,,64,54
56000,note_on,160,0,0,,,,,,,,,0,,,69,0
56000,note_on,0,0,0,,,,,,,,,0,,,64,0
56000,note_on,0,0,0,,,,,,,,,0,,,73,64
56064,note_on,64,0,0,,,,,,,,,0,,,52,0
56064,note_on,0,0,0,,,,,,,,,0,,,61,0
56116,note_on,52,0,0,,,,,,,,,0,,,49,69
56160,note_on,44,0,0,,,,,,,,,0,,,73,0
56160,note_on,0,0,0,,,,,,,,,0,,,57,69
56160,note_on,0,0,0,,,,,,,,,0,,,81,79
56160,note_on,0,0,0,,,,,,,,,0,,,76,79
56320,note_on,160,0,0,,,,,,,,,0,,,81,0
56320,note_on,0,0,0,,,,,,,,,0,,,76,0
56320,note_on,0,0,0,,,,,,,,,0,,,85,85
56480,note_on,160,0,0,,,,,,,,,0,,,85,0
56480,note_on,0,0,0,,,,,,,,,0,,,81,69
56544,note_on,64,0,0,,,,,,,,,0,,,49,0
