tick,type,frame_rate,hours,minutes,seconds,frames,sub_frames,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,note,velocity
32866,note_off,,,,,,,50,0,0,,,,,,,,,0,50,64
32869,note_off,,,,,,,3,0,0,,,,,,,,,0,60,64
33096,note_on,,,,,,,227,0,0,,,,,,,,,0,58,25
33099,note_on,,,,,,,3,0,0,,,,,,,,,0,67,46
33140,note_off,,,,,,,41,0,0,,,,,,,,,0,66,64
33140,note_on,,,,,,,0,0,0,,,,,,,,,0,43,31
33148,control_change,,,,,,,8,0,0,,,,,,,64,0,0,,
33158,note_off,,,,,,,10,0,0,,,,,,,,,0,69,64
33362,control_change,,,,,,,204,0,0,,,,,,,64,127,0,,
33390,note_off,,,,,,,28,0,0,,,,,,,,,0,58,64
33396,note_off,,,,,,,6,0,0,,,,,,,,,0,43,64
33436,note_off,,,,,,,40,0,0,,,,,,,,,0,67,64
33718,note_on,,,,,,,282,0,0,,,,,,,,,0,74,78
33728,note_on,,,,,,,10,0,0,,,,,,,,,0,70,33
33736,note_on,,,,,,,8,0,0,,,,,,,,,0,46,25
33736,note_on,,,,,,,0,0,0,,,,,,,,,0,65,37
33744,note_on,,,,,,,8,0,0,,,,,,,,,0,34,24
33776,control_change,,,,,,,32,0,0,,,,,,,64,0,0,,
34038,control_change,,,,,,,262,0,0,,,,,,,64,127,0,,
34048,note_off,,,,,,,10,0,0,,,,,,,,,0,65,64
34194,note_off,,,,,,,146,0,0,,,,,,,,,0,34,64
34232,note_off,,,,,,,38,0,0,,,,,,,,,0,46,64
34338,note_on,,,,,,,106,0,0,,,,,,,,,0,72,68
34338,note_on,,,,,,,0,0,0,,,,,,,,,0,63,43
34360,note_off,,,,,,,22,0,0,,,,,,,,,0,70,64
34362,note_on,,,,,,,2,0,0,,,,,,,,,0,48,26
34370,note_off,,,,,,,8,0,0,,,,,,,,,0,74,64
34370,note_on,,,,,,,0,0,0,,,,,,,,,0,36,31
34370,note_on,,,,,,,0,0,0,,,,,,,,,0,69,21
34452,control_change,,,,,,,82,0,0,,,,,,,64,0,0,,
34652,control_change,,,,,,,200,0,0,,,,,,,64,127,0,,
34676,note_off,,,,,,,24,0,0,,,,,,,,,0,69,64
34698,note_off,,,,,,,22,0,0,,,,,,,,,0,48,64
34780,note_off,,,,,,,82,0,0,,,,,,,,,0,63,64
34800,note_off,,,,,,,20,0,0,,,,,,,,,0,36,64
34976,note_on,,,,,,,176,0,0,,,,,,,,,0,69,57
34976,note_on,,,,,,,0,0,0,,,,,,,,,0,66,34
34984,note_on,,,,,,,8,0,0,,,,,,,,,0,60,35
35008,note_on,,,,,,,24,0,0,,,,,,,,,0,38,31
35008,note_on,,,,,,,0,0,0,,,,,,,,,0,50,24
35026,note_off,,,,,,,18,0,0,,,,,,,,,0,72,64
35082,control_change,,,,,,,56,0,0,,,,,,,64,0,0,,
35452,control_change,,,,,,,370,0,0,,,,,,,64,127,0,,
35460,note_off,,,,,,,8,0,0,,,,,,,,,0,50,64
35602,note_off,,,,,,,142,0,0,,,,,,,,,0,60,64
35746,note_off,,,,,,,144,0,0,,,,,,,,,0,38,64
35920,note_off,,,,,,,174,0,0,,,,,,,,,0,66,64
35992,note_on,,,,,,,72,0,0,,,,,,,,,0,67,24
35994,note_on,,,,,,,2,0,0,,,,,,,,,0,58,20
36000,note_on,,,,,,,6,0,0,,,,,,,,,0,31,20
36002,note_on,,,,,,,2,0,0,,,,,,,,,0,43,24
36004,control_change,,,,,,,2,0,0,,,,,,,64,0,0,,
36044,note_off,,,,,,,40,0,0,,,,,,,,,0,69,64
36188,control_change,,,,,,,144,0,0,,,,,,,64,127,0,,
36193,note_off,,,,,,,5,0,0,,,,,,,,,0,31,64
36193,note_off,,,,,,,0,0,0,,,,,,,,,0,43,64
36214,note_off,,,,,,,21,0,0,,,,,,,,,0,67,64
36218,note_off,,,,,,,4,0,0,,,,,,,,,0,58,64
36412,note_on,,,,,,,194,0,0,,,,,,,,,0,67,34
36436,control_change,,,,,,,24,0,0,,,,,,,64,0,0,,
36436,note_on,,,,,,,0,0,0,,,,,,,,,0,58,19
36444,note_on,,,,,,,8,0,0,,,,,,,,,0,43,24
36446,note_on,,,,,,,2,0,0,,,,,,,,,0,31,30
36684,note_off,,,,,,,238,0,0,,,,,,,,,0,43,64
36696,control_change,,,,,,,12,0,0,,,,,,,64,127,0,,
36750,note_off,,,,,,,54,0,0,,,,,,,,,0,58,64
36774,note_off,,,,,,,24,0,0,,,,,,,,,0,31,64
36776,note_off,,,,,,,2,0,0,,,,,,,,,0,67,64
37288,note_on,,,,,,,512,0,0,,,,,,,,,0,67,54
37290,note_on,,,,,,,2,0,0,,,,,,,,,0,58,30
37298,note_on,,,,,,,8,0,0,,,,,,,,,0,39,44
37298,note_on,,,,,,,0,0,0,,,,,,,,,0,63,43
37298,note_on,,,,,,,0,0,0,,,,,,,,,0,27,54
37672,note_off,,,,,,,374,0,0,,,,,,,,,0,63,64
37746,note_off,,,,,,,74,0,0,,,,,,,,,0,58,64
37816,note_off,,,,,,,70,0,0,,,,,,,,,0,27,64
37822,note_off,,,,,,,6,0,0,,,,,,,,,0,39,64
37966,note_on,,,,,,,144,0,0,,,,,,,,,0,56,40
37969,note_on,,,,,,,3,0,0,,,,,,,,,0,29,52
37969,note_on,,,,,,,0,0,0,,,,,,,,,0,65,60
37978,note_on,,,,,,,9,0,0,,,,,,,,,0,62,42
37982,note_on,,,,,,,4,0,0,,,,,,,,,0,41,44
38000,note_off,,,,,,,18,0,0,,,,,,,,,0,67,64
38048,control_change,,,,,,,48,0,0,,,,,,,64,0,0,,
38292,note_off,,,,,,,244,0,0,,,,,,,,,0,62,64
38324,control_change,,,,,,,32,0,0,,,,,,,64,127,0,,
38330,note_off,,,,,,,6,0,0,,,,,,,,,0,41,64
38336,note_off,,,,,,,6,0,0,,,,,,,,,0,29,64
38400,note_off,,,,,,,64,0,0,,,,,,,,,0,56,64
38592,note_on,,,,,,,192,0,0,,,,,,,,,0,63,71
38602,note_on,,,,,,,10,0,0,,,,,,,,,0,55,55
38605,note_on,,,,,,,3,0,0,,,,,,,,,0,58,31
38614,note_on,,,,,,,9,0,0,,,,,,,,,0,43,36
38616,note_on,,,,,,,2,0,0,,,,,,,,,0,31,32
38632,control_change,,,,,,,16,0,0,,,,,,,64,0,0,,
38660,note_off,,,,,,,28,0,0,,,,,,,,,0,65,64
38770,note_off,,,,,,,110,0,0,,,,,,,,,0,43,64
38796,note_off,,,,,,,26,0,0,,,,,,,,,0,55,64
38800,control_change,,,,,,,4,0,0,,,,,,,64,127,0,,
38832,note_off,,,,,,,32,0,0,,,,,,,,,0,63,64
38862,note_off,,,,,,,30,0,0,,,,,,,,,0,31,64
38918,note_on,,,,,,,56,0,0,,,,,,,,,0,65,69
38918,note_on,,,,,,,0,0,0,,,,,,,,,0,56,54
38928,note_on,,,,,,,10,0,0,,,,,,,,,0,29,38
38932,note_on,,,,,,,4,0,0,,,,,,,,,0,41,38
38940,note_off,,,,,,,8,0,0,,,,,,,,,0,58,64
38946,note_on,,,,,,,6,0,0,,,,,,,,,0,62,44
38970,control_change,,,,,,,24,0,0,,,,,,,64,0,0,,
39084,note_off,,,,,,,114,0,0,,,,,,,,,0,62,64
39124,note_off,,,,,,,40,0,0,,,,,,,,,0,29,64
39124,control_change,,,,,,,0,0,0,,,,,,,64,127,0,,
39132,note_off,,,,,,,8,0,0,,,,,,,,,0,41,64
39138,note_off,,,,,,,6,0,0,,,,,,,,,0,56,64
39294,note_on,,,,,,,156,0,0,,,,,,,,,0,62,71
39300,note_off,,,,,,,6,0,0,,,,,,,,,0,65,64
39310,note_on,,,,,,,10,0,0,,,,,,,,,0,53,69
39316,note_on,,,,,,,6,0,0,,,,,,,,,0,59,42
39320,note_on,,,,,,,4,0,0,,,,,,,,,0,43,33
39334,note_on,,,,,,,14,0,0,,,,,,,,,0,31,30
39340,control_change,,,,,,,6,0,0,,,,,,,64,0,0,,
39610,note_off,,,,,,,270,0,0,,,,,,,,,0,31,64
39630,control_change,,,,,,,20,0,0,,,,,,,64,127,0,,
39684,note_off,,,,,,,54,0,0,,,,,,,,,0,53,64
39964,note_on,,,,,,,280,0,0,,,,,,,,,0,60,62
39970,note_off,,,,,,,6,0,0,,,,,,,,,0,43,64
39972,note_on,,,,,,,2,0,0,,,,,,,,,0,51,40
39980,note_on,,,,,,,8,0,0,,,,,,,,,0,48,31
39984,note_on,,,,,,,4,0,0,,,,,,,,,0,36,35
40000,control_change,,,,,,,16,0,0,,,,,,,64,0,0,,
40006,note_off,,,,,,,6,0,0,,,,,,,,,0,59,64
40048,note_off,,,,,,,42,0,0,,,,,,,,,0,62,64
40259,control_change,,,,,,,211,0,0,,,,,,,64,127,0,,
40262,note_off,,,,,,,3,0,0,,,,,,,,,0,48,64
40302,note_off,,,,,,,40,0,0,,,,,,,,,0,51,64
40344,note_off,,,,,,,42,0,0,,,,,,,,,0,60,64
40360,note_off,,,,,,,16,0,0,,,,,,,,,0,36,64
40750,note_on,,,,,,,390,0,0,,,,,,,,,0,67,74
40760,note_on,,,,,,,10,0,0,,,,,,,,,0,58,38
40764,note_on,,,,,,,4,0,0,,,,,,,,,0,63,53
40770,note_on,,,,,,,6,0,0,,,,,,,,,0,27,38
40772,note_on,,,,,,,2,0,0,,,,,,,,,0,39,37
41044,control_change,,,,,,,272,0,0,,,,,,,64,0,0,,
41244,control_change,,,,,,,200,0,0,,,,,,,64,127,0,,
41280,note_off,,,,,,,36,0,0,,,,,,,,,0,58,64
41300,note_off,,,,,,,20,0,0,,,,,,,,,0,27,64
41324,note_off,,,,,,,24,0,0,,,,,,,,,0,39,64
41450,note_on,,,,,,,126,0,0,,,,,,,,,0,56,61
41454,note_on,,,,,,,4,0,0,,,,,,,,,0,65,78
41464,note_on,,,,,,,10,0,0,,,,,,,,,0,62,57
41468,note_on,,,,,,,4,0,0,,,,,,,,,0,29,58
41470,note_on,,,,,,,2,0,0,,,,,,,,,0,41,55
41524,note_off,,,,,,,54,0,0,,,,,,,,,0,63,64
41562,note_off,,,,,,,38,0,0,,,,,,,,,0,67,64
41598,control_change,,,,,,,36,0,0,,,,,,,64,0,0,,
41880,note_off,,,,,,,282,0,0,,,,,,,,,0,62,64
41982,control_change,,,,,,,102,0,0,,,,,,,64,127,0,,
42012,note_off,,,,,,,30,0,0,,,,,,,,,0,29,64
42020,note_off,,,,,,,8,0,0,,,,,,,,,0,56,64
42026,note_off,,,,,,,6,0,0,,,,,,,,,0,41,64
42064,note_off,,,,,,,38,0,0,,,,,,,,,0,65,64
42328,note_on,,,,,,,264,0,0,,,,,,,,,0,70,73
42344,note_on,,,,,,,16,0,0,,,,,,,,,0,58,46
42356,note_on,,,,,,,12,0,0,,,,,,,,,0,43,42
42362,note_on,,,,,,,6,0,0,,,,,,,,,0,31,49
42370,note_on,,,,,,,8,0,0,,,,,,,,,0,62,44
42426,control_change,,,,,,,56,0,0,,,,,,,64,0,0,,
42934,control_change,,,,,,,508,0,0,,,,,,,64,127,0,,
42962,note_off,,,,,,,28,0,0,,,,,,,,,0,43,64
43062,note_off,,,,,,,100,0,0,,,,,,,,,0,62,64
43460,note_off,,,,,,,398,0,0,,,,,,,,,0,31,64
43462,note_on,,,,,,,2,0,0,,,,,,,,,0,45,30
43464,note_on,,,,,,,2,0,0,,,,,,,,,0,61,44
43492,note_on,,,,,,,28,0,0,,,,,,,,,0,33,20
43502,control_change,,,,,,,10,0,0,,,,,,,64,0,0,,
43840,control_change,,,,,,,338,0,0,,,,,,,64,127,0,,
43882,note_off,,,,,,,42,0,0,,,,,,,,,0,58,64
44106,note_off,,,,,,,224,0,0,,,,,,,,,0,70,64
44262,note_on,,,,,,,156,0,0,,,,,,,,,0,69,38
44286,note_on,,,,,,,24,0,0,,,,,,,,,0,57,14
44378,control_change,,,,,,,92,0,0,,,,,,,64,0,0,,
44624,control_change,,,,,,,246,0,0,,,,,,,64,127,0,,
44712,note_off,,,,,,,88,0,0,,,,,,,,,0,45,64
44722,note_off,,,,,,,10,0,0,,,,,,,,,0,57,64
44738,note_off,,,,,,,16,0,0,,,,,,,,,0,33,64
44786,note_off,,,,,,,48,0,0,,,,,,,,,0,69,64
44846,note_off,,,,,,,60,0,0,,,,,,,,,0,61,64
45400,note_on,,,,,,,554,0,0,,,,,,,,,0,69,19
45416,note_on,,,,,,,16,0,0,,,,,,,,,0,64,18
45432,note_on,,,,,,,16,0,0,,,,,,,,,0,57,14
45435,note_on,,,,,,,3,0,0,,,,,,,,,0,45,7
45450,note_on,,,,,,,15,0,0,,,,,,,,,0,33,13
45700,control_change,,,,,,,250,0,0,,,,,,,64,0,0,,
45944,control_change,,,,,,,244,0,0,,,,,,,64,127,0,,
46610,note_off,,,,,,,666,0,0,,,,,,,,,0,57,64
46932,note_off,,,,,,,322,0,0,,,,,,,,,0,33,64
46940,note_off,,,,,,,8,0,0,,,,,,,,,0,45,64
47066,note_off,,,,,,,126,0,0,,,,,,,,,0,69,64
47102,note_off,,,,,,,36,0,0,,,,,,,,,0,64,64
48600,note_on,,,,,,,1498,0,0,,,,,,,,,0,50,20
48602,note_on,,,,,,,2,0,0,,,,,,,,,0,81,29
48606,note_on,,,,,,,4,0,0,,,,,,,,,0,45,20
48608,note_on,,,,,,,2,0,0,,,,,,,,,0,77,15
48618,note_on,,,,,,,10,0,0,,,,,,,,,0,69,11
48620,note_on,,,,,,,2,0,0,,,,,,,,,0,38,21
48650,control_change,,,,,,,30,0,0,,,,,,,64,0,0,,
48880,control_change,,,,,,,230,0,0,,,,,,,64,127,0,,
48922,note_off,,,,,,,42,0,0,,,,,,,,,0,50,64
48938,note_off,,,,,,,16,0,0,,,,,,,,,0,45,64
48960,note_off,,,,,,,22,0,0,,,,,,,,,0,69,64
48976,note_off,,,,,,,16,0,0,,,,,,,,,0,38,64
49022,note_off,,,,,,,46,0,0,,,,,,,,,0,81,64
49050,note_off,,,,,,,28,0,0,,,,,,,,,0,77,64
49378,note_on,,,,,,,328,0,0,,,,,,,,,0,70,29
49386,note_on,,,,,,,8,0,0,,,,,,,,,0,82,27
49388,note_on,,,,,,,2,0,0,,,,,,,,,0,46,29
49420,note_on,,,,,,,32,0,0,,,,,,,,,0,79,29
49446,note_off,,,,,,,26,0,0,,,,,,,,,0,70,64
49464,note_off,,,,,,,18,0,0,,,,,,,,,0,46,64
49476,note_off,,,,,,,12,0,0,,,,,,,,,0,82,64
49526,note_off,,,,,,,50,0,0,,,,,,,,,0,79,64
49558,note_on,,,,,,,32,0,0,,,,,,,,,0,81,50
49568,note_on,,,,,,,10,0,0,,,,,,,,,0,69,30
49572,note_on,,,,,,,4,0,0,,,,,,,,,0,77,36
49582,note_on,,,,,,,10,0,0,,,,,,,,,0,45,26
49592,note_on,,,,,,,10,0,0,,,,,,,,,0,38,18
49616,note_on,,,,,,,24,0,0,,,,,,,,,0,50,10
49632,control_change,,,,,,,16,0,0,,,,,,,64,0,0,,
49876,note_off,,,,,,,244,0,0,,,,,,,,,0,50,64
49898,note_off,,,,,,,22,0,0,,,,,,,,,0,38,64
49910,control_change,,,,,,,12,0,0,,,,,,,64,127,0,,
49926,note_off,,,,,,,16,0,0,,,,,,,,,0,77,64
49944,note_off,,,,,,,18,0,0,,,,,,,,,0,45,64
49947,note_off,,,,,,,3,0,0,,,,,,,,,0,81,64
50048,note_off,,,,,,,101,0,0,,,,,,,,,0,69,64
50384,note_on,,,,,,,336,0,0,,,,,,,,,0,77,47
50402,note_on,,,,,,,18,0,0,,,,,,,,,0,74,39
50408,note_on,,,,,,,6,0,0,,,,,,,,,0,65,26
50412,note_on,,,,,,,4,0,0,,,,,,,,,0,41,26
50424,note_on,,,,,,,12,0,0,,,,,,,,,0,50,17
50442,note_on,,,,,,,18,0,0,,,,,,,,,0,38,14
50464,control_change,,,,,,,22,0,0,,,,,,,64,0,0,,
50542,note_off,,,,,,,78,0,0,,,,,,,,,0,38,64
50550,note_off,,,,,,,8,0,0,,,,,,,,,0,50,64
50570,control_change,,,,,,,20,0,0,,,,,,,64,127,0,,
50580,note_off,,,,,,,10,0,0,,,,,,,,,0,41,64
50584,note_off,,,,,,,4,0,0,,,,,,,,,0,74,64
50592,note_off,,,,,,,8,0,0,,,,,,,,,0,65,64
50614,note_off,,,,,,,22,0,0,,,,,,,,,0,77,64
50790,note_on,,,,,,,176,0,0,,,,,,,,,0,79,71
50793,note_on,,,,,,,3,0,0,,,,,,,,,0,76,49
50796,note_on,,,,,,,3,0,0,,,,,,,,,0,67,50
50800,control_change,,,,,,,4,0,0,,,,,,,64,0,0,,
50806,note_on,,,,,,,6,0,0,,,,,,,,,0,50,33
50816,note_on,,,,,,,10,0,0,,,,,,,,,0,43,29
50822,note_on,,,,,,,6,0,0,,,,,,,,,0,38,23
50934,note_off,,,,,,,112,0,0,,,,,,,,,0,38,64
50976,note_off,,,,,,,42,0,0,,,,,,,,,0,50,64
51008,note_off,,,,,,,32,0,0,,,,,,,,,0,43,64
51010,control_change,,,,,,,2,0,0,,,,,,,64,127,0,,
51024,note_off,,,,,,,14,0,0,,,,,,,,,0,67,64
51038,note_off,,,,,,,14,0,0,,,,,,,,,0,76,64
51046,note_off,,,,,,,8,0,0,,,,,,,,,0,79,64
51216,note_on,,,,,,,170,0,0,,,,,,,,,0,69,44
51221,note_on,,,,,,,5,0,0,,,,,,,,,0,81,58
51224,note_on,,,,,,,3,0,0,,,,,,,,,0,50,34
51228,note_on,,,,,,,4,0,0,,,,,,,,,0,77,44
51240,note_on,,,,,,,12,0,0,,,,,,,,,0,38,22
51240,note_on,,,,,,,0,0,0,,,,,,,,,0,45,33
51262,control_change,,,,,,,22,0,0,,,,,,,64,0,0,,
51492,control_change,,,,,,,230,0,0,,,,,,,64,127,0,,
51502,note_off,,,,,,,10,0,0,,,,,,,,,0,50,64
51544,note_off,,,,,,,42,0,0,,,,,,,,,0,81,64
51552,note_off,,,,,,,8,0,0,,,,,,,,,0,69,64
51558,note_off,,,,,,,6,0,0,,,,,,,,,0,38,64
51590,note_off,,,,,,,32,0,0,,,,,,,,,0,45,64
51604,note_off,,,,,,,14,0,0,,,,,,,,,0,77,64
52032,note_on,,,,,,,428,0,0,,,,,,,,,0,74,50
52046,note_on,,,,,,,14,0,0,,,,,,,,,0,65,27
52052,note_on,,,,,,,6,0,0,,,,,,,,,0,62,44
52060,control_change,,,,,,,8,0,0,,,,,,,64,0,0,,
52074,note_on,,,,,,,14,0,0,,,,,,,,,0,41,27
52074,note_on,,,,,,,0,0,0,,,,,,,,,0,38,22
52076,note_on,,,,,,,2,0,0,,,,,,,,,0,50,21
52300,note_off,,,,,,,224,0,0,,,,,,,,,0,50,64
52320,control_change,,,,,,,20,0,0,,,,,,,64,127,0,,
52342,note_off,,,,,,,22,0,0,,,,,,,,,0,62,64
52358,note_off,,,,,,,16,0,0,,,,,,,,,0,41,64
52368,note_off,,,,,,,10,0,0,,,,,,,,,0,38,64
52374,note_off,,,,,,,6,0,0,,,,,,,,,0,74,64
52396,note_off,,,,,,,22,0,0,,,,,,,,,0,65,64
52872,note_on,,,,,,,476,0,0,,,,,,,,,0,76,39
52894,note_on,,,,,,,22,0,0,,,,,,,,,0,64,34
52908,note_on,,,,,,,14,0,0,,,,,,,,,0,45,18
52916,note_on,,,,,,,8,0,0,,,,,,,,,0,69,24
52920,note_on,,,,,,,4,0,0,,,,,,,,,0,33,23
52922,note_on,,,,,,,2,0,0,,,,,,,,,0,40,29
52952,control_change,,,,,,,30,0,0,,,,,,,64,0,0,,
53382,control_change,,,,,,,430,0,0,,,,,,,64,127,0,,
53536,note_off,,,,,,,154,0,0,,,,,,,,,0,45,64
53570,note_off,,,,,,,34,0,0,,,,,,,,,0,33,64
53614,note_off,,,,,,,44,0,0,,,,,,,,,0,69,64
53628,note_off,,,,,,,14,0,0,,,,,,,,,0,76,64
53728,note_off,,,,,,,100,0,0,,,,,,,,,0,64,64
53744,note_off,,,,,,,16,0,0,,,,,,,,,0,40,64
54278,note_on,,,,,,,534,0,0,,,,,,,,,0,69,16
54288,note_on,,,,,,,10,0,0,,,,,,,,,0,57,16
54292,note_on,,,,,,,4,0,0,,,,,,,,,0,45,8
54318,note_on,,,,,,,26,0,0,,,,,,,,,0,33,15
54452,note_off,,,,,,,134,0,0,,,,,,,,,0,45,64
54455,note_off,,,,,,,3,0,0,,,,,,,,,0,33,64
54476,note_off,,,,,,,21,0,0,,,,,,,,,0,69,64
54482,note_off,,,,,,,6,0,0,,,,,,,,,0,57,64
54788,note_on,,,,,,,306,0,0,,,,,,,,,0,45,12
54791,note_on,,,,,,,3,0,0,,,,,,,,,0,69,20
54796,control_change,,,,,,,5,0,0,,,,,,,64,0,0,,
54796,note_on,,,,,,,0,0,0,,,,,,,,,0,57,15
54804,note_on,,,,,,,8,0,0,,,,,,,,,0,33,17
55072,control_change,,,,,,,268,0,0,,,,,,,64,127,0,,
55094,note_off,,,,,,,22,0,0,,,,,,,,,0,57,64
55094,note_off,,,,,,,0,0,0,,,,,,,,,0,33,64
55130,note_off,,,,,,,36,0,0,,,,,,,,,0,45,64
55182,note_off,,,,,,,52,0,0,,,,,,,,,0,69,64
55746,note_on,,,,,,,564,0,0,,,,,,,,,0,76,32
55766,note_on,,,,,,,20,0,0,,,,,,,,,0,64,24
55780,note_on,,,,,,,14,0,0,,,,,,,,,0,52,27
55886,control_change,,,,,,,106,0,0,,,,,,,64,0,0,,
56270,control_change,,,,,,,384,0,0,,,,,,,64,127,0,,
56420,note_off,,,,,,,150,0,0,,,,,,,,,0,64,64
56558,note_off,,,,,,,138,0,0,,,,,,,,,0,52,64
56558,note_on,,,,,,,0,0,0,,,,,,,,,0,69,17
56561,note_on,,,,,,,3,0,0,,,,,,,,,0,45,20
56568,note_on,,,,,,,7,0,0,,,,,,,,,0,57,12
56578,control_change,,,,,,,10,0,0,,,,,,,64,0,0,,
56598,note_off,,,,,,,20,0,0,,,,,,,,,0,76,64
56792,control_change,,,,,,,194,0,0,,,,,,,64,127,0,,
56804,note_off,,,,,,,12,0,0,,,,,,,,,0,57,64
56834,note_off,,,,,,,30,0,0,,,,,,,,,0,69,64
56940,note_off,,,,,,,106,0,0,,,,,,,,,0,45,64
57544,note_on,,,,,,,604,0,0,,,,,,,,,0,64,27
57546,control_change,,,,,,,2,0,0,,,,,,,64,0,0,,
57546,note_on,,,,,,,0,0,0,,,,,,,,,0,40,26
57930,control_change,,,,,,,384,0,0,,,,,,,64,127,0,,
58458,note_on,,,,,,,528,0,0,,,,,,,,,0,45,16
58468,control_change,,,,,,,10,0,0,,,,,,,64,0,0,,
58472,note_on,,,,,,,4,0,0,,,,,,,,,0,57,17
58474,note_on,,,,,,,2,0,0,,,,,,,,,0,33,15
58486,note_off,,,,,,,12,0,0,,,,,,,,,0,40,64
58500,note_off,,,,,,,14,0,0,,,,,,,,,0,64,64
58744,control_change,,,,,,,244,0,0,,,,,,,64,127,0,,
58810,note_off,,,,,,,66,0,0,,,,,,,,,0,33,64
58844,note_off,,,,,,,34,0,0,,,,,,,,,0,57,64
58850,note_off,,,,,,,6,0,0,,,,,,,,,0,45,64
59666,note_on,,,,,,,816,0,0,,,,,,,,,0,77,36
59669,note_on,,,,,,,3,0,0,,,,,,,,,0,81,38
59674,note_on,,,,,,,5,0,0,,,,,,,,,0,69,15
59688,note_on,,,,,,,14,0,0,,,,,,,,,0,50,15
59690,note_on,,,,,,,2,0,0,,,,,,,,,0,38,18
59700,note_on,,,,,,,10,0,0,,,,,,,,,0,45,16
59774,control_change,,,,,,,74,0,0,,,,,,,64,0,0,,
59990,control_change,,,,,,,216,0,0,,,,,,,64,127,0,,
60054,note_off,,,,,,,64,0,0,,,,,,,,,0,69,64
60094,note_off,,,,,,,40,0,0,,,,,,,,,0,38,64
60102,note_off,,,,,,,8,0,0,,,,,,,,,0,81,64
60102,note_off,,,,,,,0,0,0,,,,,,,,,0,50,64
60128,note_off,,,,,,,26,0,0,,,,,,,,,0,45,64
60162,note_off,,,,,,,34,0,0,,,,,,,,,0,77,64
60318,note_on,,,,,,,156,0,0,,,,,,,,,0,82,43
60330,note_on,,,,,,,12,0,0,,,,,,,,,0,70,30
60330,note_on,,,,,,,0,0,0,,,,,,,,,0,79,40
60350,note_on,,,,,,,20,0,0,,,,,,,,,0,46,19
60392,note_off,,,,,,,42,0,0,,,,,,,,,0,82,64
60402,note_off,,,,,,,10,0,0,,,,,,,,,0,70,64
60414,note_off,,,,,,,12,0,0,,,,,,,,,0,79,64
60424,note_off,,,,,,,10,0,0,,,,,,,,,0,46,64
60494,note_on,,,,,,,70,0,0,,,,,,,,,0,81,67
60504,note_on,,,,,,,10,0,0,,,,,,,,,0,69,38
60512,note_on,,,,,,,8,0,0,,,,,,,,,0,77,42
60528,note_on,,,,,,,16,0,0,,,,,,,,,0,50,23
60532,note_on,,,,,,,4,0,0,,,,,,,,,0,38,21
60542,note_on,,,,,,,10,0,0,,,,,,,,,0,45,20
60726,control_change,,,,,,,184,0,0,,,,,,,64,0,0,,
60942,control_change,,,,,,,216,0,0,,,,,,,64,127,0,,
60950,note_off,,,,,,,8,0,0,,,,,,,,,0,50,64
60972,note_off,,,,,,,22,0,0,,,,,,,,,0,38,64
60990,note_off,,,,,,,18,0,0,,,,,,,,,0,45,64
60993,note_off,,,,,,,3,0,0,,,,,,,,,0,77,64
61010,note_off,,,,,,,17,0,0,,,,,,,,,0,81,64
61092,note_off,,,,,,,82,0,0,,,,,,,,,0,69,64
61334,note_on,,,,,,,242,0,0,,,,,,,,,0,77,62
61336,note_on,,,,,,,2,0,0,,,,,,,,,0,74,51
61344,note_on,,,,,,,8,0,0,,,,,,,,,0,65,40
61364,note_on,,,,,,,20,0,0,,,,,,,,,0,50,29
61378,note_on,,,,,,,14,0,0,,,,,,,,,0,41,23
61404,note_on,,,,,,,26,0,0,,,,,,,,,0,38,16
61494,note_off,,,,,,,90,0,0,,,,,,,,,0,38,64
61510,note_off,,,,,,,16,0,0,,,,,,,,,0,50,64
61534,note_off,,,,,,,24,0,0,,,,,,,,,0,41,64
61568,note_off,,,,,,,34,0,0,,,,,,,,,0,65,64
61584,note_off,,,,,,,16,0,0,,,,,,,,,0,77,64
61586,note_off,,,,,,,2,0,0,,,,,,,,,0,74,64
61754,note_on,,,,,,,168,0,0,,,,,,,,,0,79,75
61754,note_on,,,,,,,0,0,0,,,,,,,,,0,67,60
61760,note_on,,,,,,,6,0,0,,,,,,,,,0,76,48
61766,note_on,,,,,,,6,0,0,,,,,,,,,0,50,26
61776,note_on,,,,,,,10,0,0,,,,,,,,,0,43,29
61784,note_on,,,,,,,8,0,0,,,,,,,,,0,38,19
61840,control_change,,,,,,,56,0,0,,,,,,,64,0,0,,
61940,note_off,,,,,,,100,0,0,,,,,,,,,0,38,64
61956,note_off,,,,,,,16,0,0,,,,,,,,,0,50,64
61976,note_off,,,,,,,20,0,0,,,,,,,,,0,43,64
61986,control_change,,,,,,,10,0,0,,,,,,,64,127,0,,
62006,note_off,,,,,,,20,0,0,,,,,,,,,0,67,64
62020,note_off,,,,,,,14,0,0,,,,,,,,,0,79,64
62020,note_off,,,,,,,0,0,0,,,,,,,,,0,76,64
62202,note_on,,,,,,,182,0,0,,,,,,,,,0,69,40
62205,note_on,,,,,,,3,0,0,,,,,,,,,0,81,57
62210,note_on,,,,,,,5,0,0,,,,,,,,,0,77,46
62232,note_on,,,,,,,22,0,0,,,,,,,,,0,45,28
62232,note_on,,,,,,,0,0,0,,,,,,,,,0,38,19
62232,note_on,,,,,,,0,0,0,,,,,,,,,0,50,19
62235,control_change,,,,,,,3,0,0,,,,,,,64,0,0,,
