tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,data,control,value,channel,program,note,velocity
7680,note_on,0,0,0,,,,,,,,,,0,,58,70
7800,control_change,120,0,0,,,,,,,,64,0,0,,,
8160,note_on,360,0,0,,,,,,,,,,0,,64,0
8160,note_on,0,0,0,,,,,,,,,,0,,58,0
8192,note_on,32,0,0,,,,,,,,,,0,,81,80
8640,note_on,448,0,0,,,,,,,,,,0,,81,0
8640,note_on,0,0,0,,,,,,,,,,0,,54,70
8640,note_on,0,0,0,,,,,,,,,,0,,72,80
8880,control_change,240,0,0,,,,,,,,64,127,0,,,
9072,note_on,192,0,0,,,,,,,,,,0,,54,0
9120,note_on,48,0,0,,,,,,,,,,0,,72,0
9120,note_on,0,0,0,,,,,,,,,,0,,63,70
9120,note_on,0,0,0,,,,,,,,,,0,,57,70
9240,control_change,120,0,0,,,,,,,,64,0,0,,,
9600,note_on,360,0,0,,,,,,,,,,0,,63,0
9600,note_on,0,0,0,,,,,,,,,,0,,57,0
9632,note_on,32,0,0,,,,,,,,,,0,,79,80
10080,note_on,448,0,0,,,,,,,,,,0,,79,0
10080,set_tempo,0,1,0,,,,,,387096,,,,,,,
10080,note_on,0,0,0,,,,,,,,,,0,,70,74
10080,note_on,0,0,0,,,,,,,,,,0,,62,68
10080,note_on,0,0,0,,,,,,,,,,0,,55,68
10520,note_on,440,0,0,,,,,,,,,,0,,70,0
10520,note_on,0,0,0,,,,,,,,,,0,,62,0
10520,note_on,0,0,0,,,,,,,,,,0,,55,0
10560,note_on,40,0,0,,,,,,,,,,0,,75,70
10560,note_on,0,0,0,,,,,,,,,,0,,48,68
10560,control_change,0,0,0,,,,,,,,64,127,0,,,
10560,note_on,0,0,0,,,,,,,,,,0,,67,70
10800,set_tempo,240,1,0,,,,,,392156,,,,,,,
11040,note_on,240,0,0,,,,,,,,,,0,,75,0
11040,control_change,0,0,0,,,,,,,,64,0,0,,,
11040,note_on,0,0,0,,,,,,,,,,0,,69,68
11510,note_on,470,0,0,,,,,,,,,,0,,69,0
11520,note_on,10,0,0,,,,,,,,,,0,,48,0
11520,note_on,0,0,0,,,,,,,,,,0,,67,0
11520,set_tempo,0,1,0,,,,,,428571,,,,,,,
11520,note_on,0,0,0,,,,,,,,,,0,,66,68
11520,note_on,0,0,0,,,,,,,,,,0,,50,66
11520,control_change,0,0,0,,,,,,,,64,127,0,,,
11520,note_on,0,0,0,,,,,,,,,,0,,69,68
11952,note_on,432,0,0,,,,,,,,,,0,,50,0
12000,note_on,48,0,0,,,,,,,,,,0,,62,66
12432,note_on,432,0,0,,,,,,,,,,0,,62,0
12480,note_on,48,0,0,,,,,,,,,,0,,66,0
12480,note_on,0,0,0,,,,,,,,,,0,,69,0
12480,set_tempo,0,1,0,,,,,,375000,,,,,,,
12512,note_on,32,0,0,,,,,,,,,,0,,74,70
12512,control_change,0,0,0,,,,,,,,64,0,0,,,
12960,note_on,448,0,0,,,,,,,,,,0,,74,0
12960,note_on,0,0,0,,,,,,,,,,0,,50,63
12960,note_on,0,0,0,,,,,,,,,,0,,69,70
13200,control_change,240,0,0,,,,,,,,64,127,0,,,
13200,control_change,0,0,0,,,,,,,,64,127,0,,,
13440,note_on,240,0,0,,,,,,,,,,0,,50,0
13440,note_on,0,0,0,,,,,,,,,,0,,69,0
13440,note_on,0,0,0,,,,,,,,,,0,,53,63
13440,note_on,0,0,0,,,,,,,,,,0,,62,63
13440,note_on,0,0,0,,,,,,,,,,0,,57,63
13440,control_change,0,0,0,,,,,,,,64,0,0,,,
13440,control_change,0,0,0,,,,,,,,64,0,0,,,
13920,note_on,480,0,0,,,,,,,,,,0,,53,0
13920,note_on,0,0,0,,,,,,,,,,0,,62,0
13920,note_on,0,0,0,,,,,,,,,,0,,57,0
13952,note_on,32,0,0,,,,,,,,,,0,,77,70
14400,note_on,448,0,0,,,,,,,,,,0,,77,0
14400,note_on,0,0,0,,,,,,,,,,0,,52,63
14400,note_on,0,0,0,,,,,,,,,,0,,73,70
14520,control_change,120,0,0,,,,,,,,64,127,0,,,
14640,control_change,120,0,0,,,,,,,,64,127,0,,,
14880,note_on,240,0,0,,,,,,,,,,0,,52,0
14880,note_on,0,0,0,,,,,,,,,,0,,73,0
14880,note_on,0,0,0,,,,,,,,,,0,,55,63
14880,note_on,0,0,0,,,,,,,,,,0,,58,63
14880,note_on,0,0,0,,,,,,,,,,0,,61,63
15000,control_change,120,0,0,,,,,,,,64,0,0,,,
15000,control_change,0,0,0,,,,,,,,64,0,0,,,
15360,note_on,360,0,0,,,,,,,,,,0,,55,0
15360,note_on,0,0,0,,,,,,,,,,0,,58,0
15360,note_on,0,0,0,,,,,,,,,,0,,61,0
15392,note_on,32,0,0,,,,,,,,,,0,,76,70
15840,note_on,448,0,0,,,,,,,,,,0,,76,0
15840,note_on,0,0,0,,,,,,,,,,0,,53,68
15840,note_on,0,0,0,,,,,,,,,,0,,69,70
15960,control_change,120,0,0,,,,,,,,64,127,0,,,
16080,control_change,120,0,0,,,,,,,,64,127,0,,,
16320,note_on,240,0,0,,,,,,,,,,0,,53,0
16320,note_on,0,0,0,,,,,,,,,,0,,69,0
16320,note_on,0,0,0,,,,,,,,,,0,,62,70
16320,note_on,0,0,0,,,,,,,,,,0,,57,70
16320,control_change,0,0,0,,,,,,,,64,0,0,,,
16440,control_change,120,0,0,,,,,,,,64,0,0,,,
16800,note_on,360,0,0,,,,,,,,,,0,,62,0
16800,note_on,0,0,0,,,,,,,,,,0,,57,0
16832,note_on,32,0,0,,,,,,,,,,0,,81,76
17280,note_on,448,0,0,,,,,,,,,,0,,81,0
17280,note_on,0,0,0,,,,,,,,,,0,,55,70
17280,note_on,0,0,0,,,,,,,,,,0,,74,76
17400,control_change,120,0,0,,,,,,,,64,127,0,,,
17520,control_change,120,0,0,,,,,,,,64,127,0,,,
17712,note_on,192,0,0,,,,,,,,,,0,,55,0
17760,note_on,48,0,0,,,,,,,,,,0,,74,0
17760,note_on,0,0,0,,,,,,,,,,0,,62,70
17760,note_on,0,0,0,,,,,,,,,,0,,58,70
17880,control_change,120,0,0,,,,,,,,64,0,0,,,
17880,control_change,0,0,0,,,,,,,,64,0,0,,,
18240,note_on,360,0,0,,,,,,,,,,0,,62,0
18240,note_on,0,0,0,,,,,,,,,,0,,58,0
18272,note_on,32,0,0,,,,,,,,,,0,,82,76
18720,note_on,448,0,0,,,,,,,,,,0,,82,0
18720,note_on,0,0,0,,,,,,,,,,0,,55,70
18720,note_on,0,0,0,,,,,,,,,,0,,73,78
18960,control_change,240,0,0,,,,,,,,64,127,0,,,
18960,control_change,0,0,0,,,,,,,,64,127,0,,,
19152,note_on,192,0,0,,,,,,,,,,0,,55,0
19200,note_on,48,0,0,,,,,,,,,,0,,73,0
19200,note_on,0,0,0,,,,,,,,,,0,,64,70
19200,note_on,0,0,0,,,,,,,,,,0,,58,70
19320,control_change,120,0,0,,,,,,,,64,0,0,,,
19320,control_change,0,0,0,,,,,,,,64,0,0,,,
19680,note_on,360,0,0,,,,,,,,,,0,,64,0
19680,note_on,0,0,0,,,,,,,,,,0,,58,0
19712,note_on,32,0,0,,,,,,,,,,0,,81,78
20160,note_on,448,0,0,,,,,,,,,,0,,81,0
20160,note_on,0,0,0,,,,,,,,,,0,,54,70
20160,note_on,0,0,0,,,,,,,,,,0,,72,78
20400,control_change,240,0,0,,,,,,,,64,127,0,,,
20400,control_change,0,0,0,,,,,,,,64,127,0,,,
20592,note_on,192,0,0,,,,,,,,,,0,,54,0
20640,note_on,48,0,0,,,,,,,,,,0,,72,0
20640,note_on,0,0,0,,,,,,,,,,0,,63,70
20640,note_on,0,0,0,,,,,,,,,,0,,57,70
20760,control_change,120,0,0,,,,,,,,64,0,0,,,
20760,control_change,0,0,0,,,,,,,,64,0,0,,,
21120,note_on,360,0,0,,,,,,,,,,0,,63,0
21120,note_on,0,0,0,,,,,,,,,,0,,57,0
21152,note_on,32,0,0,,,,,,,,,,0,,79,80
21600,note_on,448,0,0,,,,,,,,,,0,,79,0
21600,set_tempo,0,1,0,,,,,,387096,,,,,,,
21600,note_on,0,0,0,,,,,,,,,,0,,70,74
21600,note_on,0,0,0,,,,,,,,,,0,,62,68
21600,note_on,0,0,0,,,,,,,,,,0,,55,68
22040,note_on,440,0,0,,,,,,,,,,0,,70,0
22040,note_on,0,0,0,,,,,,,,,,0,,62,0
22040,note_on,0,0,0,,,,,,,,,,0,,55,0
22080,note_on,40,0,0,,,,,,,,,,0,,75,70
22080,note_on,0,0,0,,,,,,,,,,0,,48,68
22080,control_change,0,0,0,,,,,,,,64,127,0,,,
22080,note_on,0,0,0,,,,,,,,,,0,,67,70
22080,control_change,0,0,0,,,,,,,,64,127,0,,,
22560,note_on,480,0,0,,,,,,,,,,0,,75,0
22560,control_change,0,0,0,,,,,,,,64,0,0,,,
22560,note_on,0,0,0,,,,,,,,,,0,,69,68
22560,control_change,0,0,0,,,,,,,,64,0,0,,,
23030,note_on,470,0,0,,,,,,,,,,0,,69,0
23040,note_on,10,0,0,,,,,,,,,,0,,48,0
23040,note_on,0,0,0,,,,,,,,,,0,,67,0
23040,set_tempo,0,1,0,,,,,,434782,,,,,,,
23040,note_on,0,0,0,,,,,,,,,,0,,66,68
23040,note_on,0,0,0,,,,,,,,,,0,,50,66
23040,control_change,0,0,0,,,,,,,,64,127,0,,,
23040,note_on,0,0,0,,,,,,,,,,0,,69,68
23040,control_change,0,0,0,,,,,,,,64,127,0,,,
23472,note_on,432,0,0,,,,,,,,,,0,,50,0
23520,note_on,48,0,0,,,,,,,,,,0,,62,66
23952,note_on,432,0,0,,,,,,,,,,0,,62,0
24000,note_on,48,0,0,,,,,,,,,,0,,66,0
24000,note_on,0,0,0,,,,,,,,,,0,,69,0
24000,set_tempo,0,1,0,,,,,,375000,,,,,,,
24000,control_change,0,0,0,,,,,,,,64,0,0,,,
24032,note_on,32,0,0,,,,,,,,,,0,,74,60
24480,note_on,448,0,0,,,,,,,,,,0,,74,0
24480,note_on,0,0,0,,,,,,,,,,0,,56,58
24480,note_on,0,0,0,,,,,,,,,,0,,70,60
24720,control_change,240,0,0,,,,,,,,64,127,0,,,
24912,note_on,192,0,0,,,,,,,,,,0,,56,0
24960,note_on,48,0,0,,,,,,,,,,0,,70,0
24960,note_on,0,0,0,,,,,,,,,,0,,62,58
24960,note_on,0,0,0,,,,,,,,,,0,,58,58
25080,control_change,120,0,0,,,,,,,,64,0,0,,,
25440,note_on,360,0,0,,,,,,,,,,0,,62,0
25440,note_on,0,0,0,,,,,,,,,,0,,58,0
25472,note_on,32,0,0,,,,,,,,,,0,,77,60
25920,note_on,448,0,0,,,,,,,,,,0,,77,0
25920,note_on,0,0,0,,,,,,,,,,0,,55,58
25920,note_on,0,0,0,,,,,,,,,,0,,70,60
26160,control_change,240,0,0,,,,,,,,64,127,0,,,
26352,note_on,192,0,0,,,,,,,,,,0,,55,0
26400,note_on,48,0,0,,,,,,,,,,0,,70,0
26400,note_on,0,0,0,,,,,,,,,,0,,58,58
26400,note_on,0,0,0,,,,,,,,,,0,,63,58
26520,control_change,120,0,0,,,,,,,,64,0,0,,,
26880,note_on,360,0,0,,,,,,,,,,0,,58,0
26880,note_on,0,0,0,,,,,,,,,,0,,63,0
26912,note_on,32,0,0,,,,,,,,,,0,,75,62
27360,note_on,448,0,0,,,,,,,,,,0,,75,0
27360,note_on,0,0,0,,,,,,,,,,0,,53,60
27360,note_on,0,0,0,,,,,,,,,,0,,68,62
27600,control_change,240,0,0,,,,,,,,64,127,0,,,
27792,note_on,192,0,0,,,,,,,,,,0,,53,0
27840,note_on,48,0,0,,,,,,,,,,0,,68,0
27840,note_on,0,0,0,,,,,,,,,,0,,58,66
27840,note_on,0,0,0,,,,,,,,,,0,,62,66
27960,control_change,120,0,0,,,,,,,,64,0,0,,,
28320,note_on,360,0,0,,,,,,,,,,0,,58,0
28320,note_on,0,0,0,,,,,,,,,,0,,62,0
28352,note_on,32,0,0,,,,,,,,,,0,,80,76
28800,note_on,448,0,0,,,,,,,,,,0,,80,0
28800,note_on,0,0,0,,,,,,,,,,0,,51,72
28800,note_on,0,0,0,,,,,,,,,,0,,79,74
29040,control_change,240,0,0,,,,,,,,64,127,0,,,
29232,note_on,192,0,0,,,,,,,,,,0,,51,0
29280,note_on,48,0,0,,,,,,,,,,0,,79,0
29280,note_on,0,0,0,,,,,,,,,,0,,58,72
29280,note_on,0,0,0,,,,,,,,,,0,,63,72
29400,control_change,120,0,0,,,,,,,,64,0,0,,,
29760,note_on,360,0,0,,,,,,,,,,0,,58,0
29760,note_on,0,0,0,,,,,,,,,,0,,63,0
29792,note_on,32,0,0,,,,,,,,,,0,,79,78
30240,note_on,448,0,0,,,,,,,,,,0,,49,72
30480,control_change,240,0,0,,,,,,,,64,127,0,,,
30672,note_on,192,0,0,,,,,,,,,,0,,49,0
30720,note_on,48,0,0,,,,,,,,,,0,,69,74
30720,note_on,0,0,0,,,,,,,,,,0,,57,72
30720,note_on,0,0,0,,,,,,,,,,0,,64,72
30840,control_change,120,0,0,,,,,,,,64,0,0,,,
31007,note_on,167,0,0,,,,,,,,,,0,,79,0
31180,note_on,173,0,0,,,,,,,,,,0,,69,0
31200,note_on,20,0,0,,,,,,,,,,0,,57,0
31200,note_on,0,0,0,,,,,,,,,,0,,64,0
31232,note_on,32,0,0,,,,,,,,,,0,,79,72
31680,note_on,448,0,0,,,,,,,,,,0,,50,70
31920,control_change,240,0,0,,,,,,,,64,127,0,,,
32112,note_on,192,0,0,,,,,,,,,,0,,50,0
32160,note_on,48,0,0,,,,,,,,,,0,,69,72
32160,note_on,0,0,0,,,,,,,,,,0,,62,70
32160,note_on,0,0,0,,,,,,,,,,0,,57,70
32280,control_change,120,0,0,,,,,,,,64,0,0,,,
32447,note_on,167,0,0,,,,,,,,,,0,,79,0
32620,note_on,173,0,0,,,,,,,,,,0,,69,0
32640,note_on,20,0,0,,,,,,,,,,0,,62,0
32640,note_on,0,0,0,,,,,,,,,,0,,57,0
32672,note_on,32,0,0,,,,,,,,,,0,,79,79
33120,note_on,448,0,0,,,,,,,,,,0,,52,72
33360,control_change,240,0,0,,,,,,,,64,127,0,,,
33552,note_on,192,0,0,,,,,,,,,,0,,52,0
33600,note_on,48,0,0,,,,,,,,,,0,,73,74
33600,note_on,0,0,0,,,,,,,,,,0,,67,74
33600,note_on,0,0,0,,,,,,,,,,0,,57,72
33720,control_change,120,0,0,,,,,,,,64,0,0,,,
33887,note_on,167,0,0,,,,,,,,,,0,,79,0
34060,note_on,173,0,0,,,,,,,,,,0,,73,0
34080,note_on,20,0,0,,,,,,,,,,0,,67,0
34080,note_on,0,0,0,,,,,,,,,,0,,57,0
34112,note_on,32,0,0,,,,,,,,,,0,,81,82
34560,note_on,448,0,0,,,,,,,,,,0,,54,72
34800,control_change,240,0,0,,,,,,,,64,127,0,,,
35040,note_on,240,0,0,,,,,,,,,,0,,54,0
35040,note_on,0,0,0,,,,,,,,,,0,,74,74
35040,note_on,0,0,0,,,,,,,,,,0,,62,72
35040,note_on,0,0,0,,,,,,,,,,0,,57,72
35160,control_change,120,0,0,,,,,,,,64,0,0,,,
35327,note_on,167,0,0,,,,,,,,,,0,,81,0
35500,note_on,173,0,0,,,,,,,,,,0,,74,0
35520,note_on,20,0,0,,,,,,,,,,0,,62,0
35520,note_on,0,0,0,,,,,,,,,,0,,57,0
35552,note_on,32,0,0,,,,,,,,,,0,,86,80
36000,note_on,448,0,0,,,,,,,,,,0,,86,0
36000,note_on,0,0,0,,,,,,,,,,0,,55,58
36000,note_on,0,0,0,,,,,,,,,,0,,74,60
36000,control_change,0,0,0,,,,,,,,64,127,0,,,
36000,note_on,0,0,0,,,,,,,,,,0,,82,60
36470,note_on,470,0,0,,,,,,,,,,0,,82,0
36480,note_on,10,0,0,,,,,,,,,,0,,55,0
36480,note_on,0,0,0,,,,,,,,,,0,,74,0
36480,note_on,0,0,0,,,,,,,,,,0,,62,58
36480,note_on,0,0,0,,,,,,,,,,0,,70,60
36480,note_on,0,0,0,,,,,,,,,,0,,65,58
36960,note_on,480,0,0,,,,,,,,,,0,,62,0
36960,note_on,0,0,0,,,,,,,,,,0,,70,0
36960,note_on,0,0,0,,,,,,,,,,0,,65,0
36992,note_on,32,0,0,,,,,,,,,,0,,79,60
37440,note_on,448,0,0,,,,,,,,,,0,,79,0
37440,note_on,0,0,0,,,,,,,,,,0,,76,60
37440,note_on,0,0,0,,,,,,,,,,0,,67,60
37440,note_on,0,0,0,,,,,,,,,,0,,48,58
37560,control_change,120,0,0,,,,,,,,64,0,0,,,
37680,control_change,120,0,0,,,,,,,,64,127,0,,,
37910,note_on,230,0,0,,,,,,,,,,0,,76,0
37920,note_on,10,0,0,,,,,,,,,,0,,67,0
37920,note_on,0,0,0,,,,,,,,,,0,,48,0
37920,note_on,0,0,0,,,,,,,,,,0,,64,58
37920,control_change,0,0,0,,,,,,,,64,0,0,,,
37920,note_on,0,0,0,,,,,,,,,,0,,58,58
38400,note_on,480,0,0,,,,,,,,,,0,,64,0
38400,note_on,0,0,0,,,,,,,,,,0,,58,0
38432,note_on,32,0,0,,,,,,,,,,0,,84,60
38880,note_on,448,0,0,,,,,,,,,,0,,84,0
38880,note_on,0,0,0,,,,,,,,,,0,,53,58
38880,note_on,0,0,0,,,,,,,,,,0,,72,60
38880,control_change,0,0,0,,,,,,,,64,127,0,,,
38880,note_on,0,0,0,,,,,,,,,,0,,81,60
39350,note_on,470,0,0,,,,,,,,,,0,,81,0
39360,note_on,10,0,0,,,,,,,,,,0,,53,0
39360,note_on,0,0,0,,,,,,,,,,0,,72,0
39360,note_on,0,0,0,,,,,,,,,,0,,60,58
39360,note_on,0,0,0,,,,,,,,,,0,,69,60
39360,note_on,0,0,0,,,,,,,,,,0,,64,58
39840,note_on,480,0,0,,,,,,,,,,0,,60,0
39840,note_on,0,0,0,,,,,,,,,,0,,69,0
39840,note_on,0,0,0,,,,,,,,,,0,,64,0
39872,note_on,32,0,0,,,,,,,,,,0,,77,60
40320,note_on,448,0,0,,,,,,,,,,0,,77,0
40320,note_on,0,0,0,,,,,,,,,,0,,74,60
40320,note_on,0,0,0,,,,,,,,,,0,,65,58
40320,control_change,0,0,0,,,,,,,,64,0,0,,,
40320,note_on,0,0,0,,,,,,,,,,0,,46,58
40560,control_change,240,0,0,,,,,,,,64,127,0,,,
40790,note_on,230,0,0,,,,,,,,,,0,,74,0
40800,note_on,10,0,0,,,,,,,,,,0,,65,0
40800,note_on,0,0,0,,,,,,,,,,0,,46,0
40800,note_on,0,0,0,,,,,,,,,,0,,62,58
40800,note_on,0,0,0,,,,,,,,,,0,,57,58
40920,control_change,120,0,0,,,,,,,,64,0,0,,,
41280,note_on,360,0,0,,,,,,,,,,0,,62,0
41280,note_on,0,0,0,,,,,,,,,,0,,57,0
41312,note_on,32,0,0,,,,,,,,,,0,,82,60
41760,note_on,448,0,0,,,,,,,,,,0,,82,0
41760,note_on,0,0,0,,,,,,,,,,0,,80,58
41760,note_on,0,0,0,,,,,,,,,,0,,74,58
41760,note_on,0,0,0,,,,,,,,,,0,,47,56
42000,control_change,240,0,0,,,,,,,,64,127,0,,,
42230,note_on,230,0,0,,,,,,,,,,0,,80,0
42240,note_on,10,0,0,,,,,,,,,,0,,74,0
42240,note_on,0,0,0,,,,,,,,,,0,,47,0
42240,note_on,0,0,0,,,,,,,,,,0,,65,56
42240,note_on,0,0,0,,,,,,,,,,0,,62,56
42360,control_change,120,0,0,,,,,,,,64,0,0,,,
42720,note_on,360,0,0,,,,,,,,,,0,,65,0
42720,note_on,0,0,0,,,,,,,,,,0,,62,0
42752,note_on,32,0,0,,,,,,,,,,0,,81,58
43200,note_on,448,0,0,,,,,,,,,,0,,81,0
43200,note_on,0,0,0,,,,,,,,,,0,,78,58
43200,note_on,0,0,0,,,,,,,,,,0,,69,58
43200,note_on,0,0,0,,,,,,,,,,0,,49,56
43440,control_change,240,0,0,,,,,,,,64,127,0,,,
43670,note_on,230,0,0,,,,,,,,,,0,,78,0
43680,note_on,10,0,0,,,,,,,,,,0,,69,0
43680,note_on,0,0,0,,,,,,,,,,0,,49,0
43680,note_on,0,0,0,,,,,,,,,,0,,64,56
43680,control_change,0,0,0,,,,,,,,64,0,0,,,
43680,note_on,0,0,0,,,,,,,,,,0,,57,56
44160,note_on,480,0,0,,,,,,,,,,0,,64,0
44160,note_on,0,0,0,,,,,,,,,,0,,57,0
44192,note_on,32,0,0,,,,,,,,,,0,,79,58
44640,note_on,448,0,0,,,,,,,,,,0,,79,0
44640,set_tempo,0,1,0,,,,,,387096,,,,,,,
44640,note_on,0,0,0,,,,,,,,,,0,,76,64
44640,note_on,0,0,0,,,,,,,,,,0,,69,64
44640,note_on,0,0,0,,,,,,,,,,0,,50,62
45072,note_on,432,0,0,,,,,,,,,,0,,76,0
45072,note_on,0,0,0,,,,,,,,,,0,,69,0
45072,note_on,0,0,0,,,,,,,,,,0,,50,0
45120,note_on,48,0,0,,,,,,,,,,0,,77,74
45120,note_on,0,0,0,,,,,,,,,,0,,50,72
45120,note_on,0,0,0,,,,,,,,,,0,,68,74
45120,control_change,0,0,0,,,,,,,,64,127,0,,,
45120,note_on,0,0,0,,,,,,,,,,0,,46,72
45600,note_on,480,0,0,,,,,,,,,,0,,77,0
45600,note_on,0,0,0,,,,,,,,,,0,,74,64
45840,control_change,240,0,0,,,,,,,,64,0,0,,,
45984,note_on,144,0,0,,,,,,,,,,0,,50,0
45984,note_on,0,0,0,,,,,,,,,,0,,68,0
45984,note_on,0,0,0,,,,,,,,,,0,,46,0
46078,note_on,94,0,0,,,,,,,,,,0,,74,0
46080,set_tempo,2,1,0,,,,,,428571,,,,,,,
46080,note_on,0,0,0,,,,,,,,,,0,,69,64
46080,note_on,0,0,0,,,,,,,,,,0,,45,62
46080,note_on,0,0,0,,,,,,,,,,0,,73,64
46200,control_change,120,0,0,,,,,,,,64,127,0,,,
46512,note_on,312,0,0,,,,,,,,,,0,,45,0
46560,note_on,48,0,0,,,,,,,,,,0,,57,62
46992,note_on,432,0,0,,,,,,,,,,0,,57,0
47040,note_on,48,0,0,,,,,,,,,,0,,69,0
47040,note_on,0,0,0,,,,,,,,,,0,,73,0
47040,set_tempo,0,1,0,,,,,,375000,,,,,,,
47040,note_on,0,0,0,,,,,,,,,,0,,74,64
47040,control_change,0,0,0,,,,,,,,64,0,0,,,
47040,control_change,0,0,0,,,,,,,,64,0,0,,,
47040,control_change,0,0,0,,,,,,,,64,0,0,,,
47040,control_change,0,0,0,,,,,,,,64,0,0,,,
47040,control_change,0,0,0,,,,,,,,64,0,0,,,
47520,note_on,480,0,0,,,,,,,,,,0,,74,0
47520,note_on,0,0,0,,,,,,,,,,0,,56,62
47520,note_on,0,0,0,,,,,,,,,,0,,70,64
47760,control_change,240,0,0,,,,,,,,64,127,0,,,
47760,control_change,0,0,0,,,,,,,,64,127,0,,,
47760,control_change,0,0,0,,,,,,,,64,127,0,,,
47760,control_change,0,0,0,,,,,,,,64,127,0,,,
47760,control_change,0,0,0,,,,,,,,64,127,0,,,
47952,note_on,192,0,0,,,,,,,,,,0,,56,0
48000,note_on,48,0,0,,,,,,,,,,0,,70,0
48000,note_on,0,0,0,,,,,,,,,,0,,62,62
48000,note_on,0,0,0,,,,,,,,,,0,,58,62
