tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,note,velocity
2808,control_change,,,,,18,0,1,,64,72,0,,
2813,control_change,,,,,5,0,1,,64,127,0,,
2818,note_off,,,,,5,0,1,,,,0,50,64
2825,note_off,,,,,7,0,1,,,,0,65,64
2832,note_off,,,,,7,0,1,,,,0,43,64
2840,note_off,,,,,8,0,1,,,,0,58,64
2883,note_off,,,,,43,0,1,,,,0,67,64
2891,note_on,,,,,0,0,1,,,,0,64,55
2891,note_on,,,,,0,0,1,,,,0,58,43
2891,note_on,,,,,0,0,1,,,,0,48,44
2891,note_on,,,,,8,0,1,,,,0,67,63
2925,control_change,,,,,34,0,1,,64,72,0,,
2930,control_change,,,,,5,0,1,,64,0,0,,
2958,control_change,,,,,28,0,1,,64,56,0,,
2963,control_change,,,,,5,0,1,,64,127,0,,
2980,note_off,,,,,17,0,1,,,,0,48,64
3000,note_off,,,,,20,0,1,,,,0,58,64
3002,note_off,,,,,2,0,1,,,,0,64,64
3077,note_on,,,,,75,0,1,,,,0,62,41
3077,note_on,,,,,0,0,1,,,,0,48,39
3077,note_on,,,,,0,0,1,,,,0,58,42
3088,control_change,,,,,11,0,1,,64,88,0,,
3093,control_change,,,,,5,0,1,,64,24,0,,
3098,control_change,,,,,5,0,1,,64,0,0,,
3108,control_change,,,,,10,0,1,,64,56,0,,
3113,control_change,,,,,5,0,1,,64,127,0,,
3120,note_off,,,,,7,0,1,,,,0,67,64
3125,note_off,,,,,5,0,1,,,,0,48,64
3127,note_off,,,,,2,0,1,,,,0,58,64
3142,note_off,,,,,15,0,1,,,,0,62,64
3186,note_on,,,,,0,0,1,,,,0,53,28
3186,note_on,,,,,0,0,1,,,,0,60,44
3186,note_on,,,,,0,0,1,,,,0,41,45
3186,note_on,,,,,44,0,1,,,,0,69,63
3215,control_change,,,,,29,0,1,,64,88,0,,
3221,control_change,,,,,6,0,1,,64,0,0,,
3250,control_change,,,,,29,0,1,,64,40,0,,
3253,note_off,,,,,3,0,1,,,,0,41,64
3255,control_change,,,,,2,0,1,,64,104,0,,
3258,control_change,,,,,3,0,1,,64,127,0,,
3271,note_off,,,,,13,0,1,,,,0,53,64
3285,note_off,,,,,14,0,1,,,,0,69,64
3296,note_off,,,,,11,0,1,,,,0,60,64
3367,note_on,,,,,0,0,1,,,,0,62,53
3367,note_on,,,,,0,0,1,,,,0,46,36
3367,note_on,,,,,0,0,1,,,,0,53,34
3367,note_on,,,,,71,0,1,,,,0,70,65
3375,control_change,,,,,8,0,1,,64,56,0,,
3380,control_change,,,,,5,0,1,,64,0,0,,
3395,control_change,,,,,15,0,1,,64,88,0,,
3398,note_off,,,,,3,0,1,,,,0,53,64
3400,control_change,,,,,2,0,1,,64,127,0,,
3405,note_off,,,,,5,0,1,,,,0,46,64
3416,note_off,,,,,11,0,1,,,,0,62,64
3425,note_off,,,,,9,0,1,,,,0,70,64
3468,note_on,,,,,0,0,1,,,,0,48,38
3468,note_on,,,,,0,0,1,,,,0,53,42
3468,note_on,,,,,0,0,1,,,,0,69,63
3468,note_on,,,,,43,0,1,,,,0,60,52
3491,control_change,,,,,23,0,1,,64,88,0,,
3496,control_change,,,,,5,0,1,,64,0,0,,
3525,control_change,,,,,29,0,1,,64,127,0,,
3532,note_off,,,,,7,0,1,,,,0,48,64
3552,note_off,,,,,20,0,1,,,,0,53,64
3601,note_off,,,,,49,0,1,,,,0,60,64
3610,note_off,,,,,9,0,1,,,,0,69,64
3637,note_on,,,,,27,0,1,,,,0,65,58
3637,note_on,,,,,0,0,1,,,,0,46,33
3637,note_on,,,,,0,0,1,,,,0,53,31
3637,note_on,,,,,0,0,1,,,,0,62,40
3656,control_change,,,,,19,0,1,,64,40,0,,
3661,control_change,,,,,5,0,1,,64,0,0,,
3675,note_off,,,,,14,0,1,,,,0,53,64
3675,control_change,,,,,0,0,1,,64,88,0,,
3676,note_off,,,,,1,0,1,,,,0,62,64
3681,control_change,,,,,0,0,1,,64,127,0,,
3681,note_off,,,,,5,0,1,,,,0,46,64
3706,note_off,,,,,25,0,1,,,,0,65,64
3742,note_on,,,,,0,0,1,,,,0,53,31
3742,note_on,,,,,0,0,1,,,,0,60,46
3742,note_on,,,,,0,0,1,,,,0,48,44
3742,note_on,,,,,36,0,1,,,,0,69,69
3767,control_change,,,,,25,0,1,,64,72,0,,
3772,control_change,,,,,5,0,1,,64,0,0,,
3792,control_change,,,,,20,0,1,,64,72,0,,
3797,control_change,,,,,5,0,1,,64,127,0,,
3817,note_off,,,,,20,0,1,,,,0,60,64
3818,note_off,,,,,1,0,1,,,,0,53,64
3825,note_off,,,,,7,0,1,,,,0,48,64
3831,note_off,,,,,6,0,1,,,,0,69,64
3900,note_on,,,,,0,0,1,,,,0,58,40
3900,note_on,,,,,0,0,1,,,,0,50,38
3900,note_on,,,,,69,0,1,,,,0,70,68
3900,note_on,,,,,0,0,1,,,,0,53,35
3913,control_change,,,,,13,0,1,,64,40,0,,
3917,control_change,,,,,4,0,1,,64,0,0,,
3927,note_off,,,,,10,0,1,,,,0,58,64
3927,control_change,,,,,0,0,1,,64,56,0,,
3932,control_change,,,,,0,0,1,,64,104,0,,
3932,note_off,,,,,5,0,1,,,,0,53,64
3937,control_change,,,,,0,0,1,,64,127,0,,
3937,note_off,,,,,5,0,1,,,,0,50,64
3963,note_off,,,,,26,0,1,,,,0,70,64
4007,note_on,,,,,0,0,1,,,,0,53,31
4007,note_on,,,,,0,0,1,,,,0,60,41
4007,note_on,,,,,44,0,1,,,,0,69,70
4007,note_on,,,,,0,0,1,,,,0,48,47
4033,control_change,,,,,26,0,1,,64,56,0,,
4038,control_change,,,,,5,0,1,,64,0,0,,
4058,control_change,,,,,20,0,1,,64,40,0,,
4062,control_change,,,,,4,0,1,,64,127,0,,
4088,note_off,,,,,26,0,1,,,,0,53,64
4098,note_off,,,,,10,0,1,,,,0,69,64
4103,note_off,,,,,5,0,1,,,,0,48,64
4113,note_off,,,,,10,0,1,,,,0,60,64
4138,note_on,,,,,25,0,1,,,,0,67,60
4163,note_off,,,,,25,0,1,,,,0,67,64
4176,note_on,,,,,0,0,1,,,,0,46,35
4176,note_on,,,,,0,0,1,,,,0,62,52
4176,note_on,,,,,13,0,1,,,,0,65,60
4178,control_change,,,,,2,0,1,,64,56,0,,
4183,control_change,,,,,5,0,1,,64,0,0,,
4186,note_on,,,,,3,0,1,,,,0,53,33
4203,control_change,,,,,17,0,1,,64,88,0,,
4207,control_change,,,,,4,0,1,,64,127,0,,
4213,note_off,,,,,6,0,1,,,,0,46,64
4213,note_off,,,,,0,0,1,,,,0,62,64
4216,note_off,,,,,3,0,1,,,,0,53,64
4233,note_off,,,,,17,0,1,,,,0,65,64
4281,note_on,,,,,0,0,1,,,,0,69,63
4281,note_on,,,,,0,0,1,,,,0,60,43
4281,note_on,,,,,0,0,1,,,,0,48,34
4281,note_on,,,,,48,0,1,,,,0,53,34
4310,control_change,,,,,29,0,1,,64,104,0,,
4315,control_change,,,,,5,0,1,,64,24,0,,
4320,control_change,,,,,5,0,1,,64,0,0,,
4343,control_change,,,,,23,0,1,,64,40,0,,
4348,control_change,,,,,5,0,1,,64,127,0,,
4363,note_off,,,,,15,0,1,,,,0,60,64
4365,note_off,,,,,2,0,1,,,,0,53,64
4367,note_off,,,,,2,0,1,,,,0,48,64
4377,note_off,,,,,10,0,1,,,,0,69,64
4442,note_on,,,,,65,0,1,,,,0,70,65
4442,note_on,,,,,0,0,1,,,,0,58,47
4442,note_on,,,,,0,0,1,,,,0,53,37
4442,note_on,,,,,0,0,1,,,,0,50,44
4450,control_change,,,,,8,0,1,,64,56,0,,
4456,control_change,,,,,6,0,1,,64,0,0,,
4465,control_change,,,,,9,0,1,,64,24,0,,
4468,control_change,,,,,3,0,1,,64,72,0,,
4473,note_off,,,,,5,0,1,,,,0,53,64
4473,control_change,,,,,0,0,1,,64,127,0,,
4480,note_off,,,,,7,0,1,,,,0,50,64
4481,note_off,,,,,1,0,1,,,,0,58,64
4495,note_off,,,,,14,0,1,,,,0,70,64
4548,note_on,,,,,0,0,1,,,,0,53,43
4548,note_on,,,,,0,0,1,,,,0,60,55
4548,note_on,,,,,0,0,1,,,,0,48,53
4548,note_on,,,,,53,0,1,,,,0,69,67
4561,control_change,,,,,13,0,1,,64,72,0,,
4566,control_change,,,,,5,0,1,,64,0,0,,
4595,control_change,,,,,29,0,1,,64,40,0,,
4601,control_change,,,,,6,0,1,,64,104,0,,
4605,control_change,,,,,4,0,1,,64,127,0,,
4607,note_off,,,,,2,0,1,,,,0,48,64
4622,note_off,,,,,15,0,1,,,,0,53,64
4646,note_off,,,,,24,0,1,,,,0,69,64
4658,note_off,,,,,12,0,1,,,,0,60,64
4683,note_on,,,,,25,0,1,,,,0,67,63
4708,note_off,,,,,25,0,1,,,,0,67,64
4721,note_on,,,,,13,0,1,,,,0,65,66
4721,note_on,,,,,0,0,1,,,,0,60,49
4721,note_on,,,,,0,0,1,,,,0,48,47
4721,note_on,,,,,0,0,1,,,,0,57,36
4736,control_change,,,,,15,0,1,,64,56,0,,
4741,control_change,,,,,5,0,1,,64,0,0,,
4758,note_off,,,,,17,0,1,,,,0,48,64
4760,control_change,,,,,2,0,1,,64,40,0,,
4761,note_off,,,,,1,0,1,,,,0,57,64
4765,control_change,,,,,4,0,1,,64,104,0,,
4770,control_change,,,,,5,0,1,,64,127,0,,
4778,note_off,,,,,8,0,1,,,,0,65,64
4792,note_off,,,,,14,0,1,,,,0,60,64
4833,note_on,,,,,0,0,1,,,,0,62,56
4833,note_on,,,,,41,0,1,,,,0,67,68
4833,note_on,,,,,0,0,1,,,,0,58,49
4833,note_on,,,,,0,0,1,,,,0,48,46
4866,control_change,,,,,33,0,1,,64,56,0,,
4871,control_change,,,,,5,0,1,,64,0,0,,
4905,control_change,,,,,34,0,1,,64,104,0,,
4910,control_change,,,,,5,0,1,,64,127,0,,
4917,note_off,,,,,7,0,1,,,,0,48,64
4931,note_off,,,,,14,0,1,,,,0,58,64
4948,note_off,,,,,17,0,1,,,,0,62,64
5005,note_on,,,,,0,0,1,,,,0,64,43
5005,note_on,,,,,0,0,1,,,,0,48,51
5005,note_on,,,,,0,0,1,,,,0,60,27
5005,note_on,,,,,57,0,1,,,,0,58,26
5010,control_change,,,,,5,0,1,,64,56,0,,
5016,control_change,,,,,6,0,1,,64,0,0,,
5038,control_change,,,,,0,0,1,,64,56,0,,
5038,note_off,,,,,22,0,1,,,,0,48,64
5047,control_change,,,,,0,0,1,,64,127,0,,
5047,note_off,,,,,9,0,1,,,,0,58,64
5060,note_off,,,,,13,0,1,,,,0,60,64
5061,note_off,,,,,1,0,1,,,,0,64,64
5080,note_off,,,,,19,0,1,,,,0,67,64
5118,note_on,,,,,0,0,1,,,,0,60,43
5118,note_on,,,,,0,0,1,,,,0,53,39
5118,note_on,,,,,0,0,1,,,,0,57,43
5118,note_on,,,,,38,0,1,,,,0,65,54
5147,control_change,,,,,29,0,1,,64,88,0,,
5152,control_change,,,,,5,0,1,,64,24,0,,
5156,control_change,,,,,4,0,1,,64,0,0,,
5193,note_off,,,,,37,0,1,,,,0,57,64
5201,note_off,,,,,8,0,1,,,,0,53,64
5201,control_change,,,,,0,0,1,,64,88,0,,
5205,control_change,,,,,4,0,1,,64,127,0,,
5213,note_off,,,,,8,0,1,,,,0,60,64
5292,control_change,,,,,0,0,1,,64,88,0,,
5292,note_on,,,,,0,0,1,,,,0,53,42
5292,note_on,,,,,79,0,1,,,,0,60,37
5297,control_change,,,,,5,0,1,,64,24,0,,
5302,control_change,,,,,5,0,1,,64,0,0,,
5305,note_on,,,,,3,0,1,,,,0,57,34
5307,control_change,,,,,2,0,1,,64,40,0,,
5312,control_change,,,,,5,0,1,,64,72,0,,
5316,note_off,,,,,4,0,1,,,,0,53,64
5317,control_change,,,,,1,0,1,,64,127,0,,
5322,note_off,,,,,5,0,1,,,,0,57,64
5322,note_off,,,,,0,0,1,,,,0,60,64
5335,note_off,,,,,13,0,1,,,,0,65,64
5418,note_on,,,,,83,0,1,,,,0,72,74
5418,note_on,,,,,0,0,1,,,,0,69,53
5418,note_on,,,,,0,0,1,,,,0,65,44
5418,note_on,,,,,0,0,1,,,,0,60,25
5418,note_on,,,,,0,0,1,,,,0,53,33
5442,control_change,,,,,24,0,1,,64,104,0,,
5447,control_change,,,,,5,0,1,,64,24,0,,
5452,control_change,,,,,5,0,1,,64,0,0,,
5481,control_change,,,,,29,0,1,,64,88,0,,
5483,note_off,,,,,2,0,1,,,,0,53,64
5486,control_change,,,,,3,0,1,,64,127,0,,
5487,note_off,,,,,1,0,1,,,,0,60,64
5492,note_off,,,,,5,0,1,,,,0,65,64
5495,note_off,,,,,3,0,1,,,,0,69,64
5576,note_on,,,,,81,0,1,,,,0,69,42
5576,note_on,,,,,0,0,1,,,,0,53,24
5576,note_on,,,,,0,0,1,,,,0,60,30
5576,note_on,,,,,0,0,1,,,,0,65,39
5601,note_off,,,,,25,0,1,,,,0,53,64
5607,note_off,,,,,6,0,1,,,,0,60,64
5613,note_off,,,,,6,0,1,,,,0,65,64
5618,note_off,,,,,5,0,1,,,,0,69,64
5677,note_on,,,,,0,0,1,,,,0,65,29
5677,note_on,,,,,0,0,1,,,,0,60,34
5677,note_on,,,,,59,0,1,,,,0,53,35
5677,note_on,,,,,0,0,1,,,,0,69,38
5748,note_off,,,,,71,0,1,,,,0,65,64
5761,note_off,,,,,13,0,1,,,,0,53,64
5771,note_off,,,,,10,0,1,,,,0,69,64
5771,note_off,,,,,0,0,1,,,,0,60,64
5772,note_off,,,,,1,0,1,,,,0,72,64
5843,note_on,,,,,0,0,1,,,,0,53,41
5843,note_on,,,,,0,0,1,,,,0,65,48
5843,note_on,,,,,71,0,1,,,,0,72,74
5843,note_on,,,,,0,0,1,,,,0,60,32
5843,note_on,,,,,0,0,1,,,,0,69,54
5863,note_off,,,,,20,0,1,,,,0,69,64
5863,note_off,,,,,0,0,1,,,,0,65,64
5872,note_off,,,,,9,0,1,,,,0,60,64
5877,note_off,,,,,5,0,1,,,,0,53,64
5885,note_off,,,,,8,0,1,,,,0,72,64
5947,note_on,,,,,0,0,1,,,,0,67,46
5947,note_on,,,,,0,0,1,,,,0,53,36
5947,note_on,,,,,62,0,1,,,,0,72,74
5947,note_on,,,,,0,0,1,,,,0,70,53
5957,note_on,,,,,10,0,1,,,,0,60,27
5976,control_change,,,,,19,0,1,,64,88,0,,
5981,control_change,,,,,5,0,1,,64,40,0,,
5985,control_change,,,,,4,0,1,,64,0,0,,
6018,control_change,,,,,33,0,1,,64,88,0,,
6023,control_change,,,,,5,0,1,,64,127,0,,
6043,note_off,,,,,20,0,1,,,,0,53,64
6048,note_off,,,,,5,0,1,,,,0,60,64
6052,note_off,,,,,4,0,1,,,,0,67,64
6066,note_off,,,,,14,0,1,,,,0,72,64
6067,note_off,,,,,1,0,1,,,,0,70,64
6113,note_on,,,,,0,0,1,,,,0,70,56
6113,note_on,,,,,0,0,1,,,,0,67,54
6113,note_on,,,,,0,0,1,,,,0,53,49
6113,note_on,,,,,46,0,1,,,,0,72,82
6121,note_on,,,,,8,0,1,,,,0,60,38
6130,control_change,,,,,9,0,1,,64,56,0,,
6135,control_change,,,,,5,0,1,,64,0,0,,
6140,control_change,,,,,5,0,1,,64,56,0,,
6145,control_change,,,,,5,0,1,,64,88,0,,
6147,note_off,,,,,2,0,1,,,,0,53,64
6150,control_change,,,,,3,0,1,,64,127,0,,
6153,note_off,,,,,3,0,1,,,,0,60,64
6155,note_off,,,,,2,0,1,,,,0,67,64
6162,note_off,,,,,7,0,1,,,,0,70,64
6168,note_off,,,,,6,0,1,,,,0,72,64
6215,note_on,,,,,47,0,1,,,,0,76,86
6215,note_on,,,,,0,0,1,,,,0,70,56
6215,note_on,,,,,0,0,1,,,,0,67,55
6215,note_on,,,,,0,0,1,,,,0,60,36
6215,note_on,,,,,0,0,1,,,,0,53,36
6241,control_change,,,,,26,0,1,,64,88,0,,
6246,control_change,,,,,5,0,1,,64,0,0,,
6266,control_change,,,,,20,0,1,,64,24,0,,
6271,control_change,,,,,5,0,1,,64,104,0,,
6275,control_change,,,,,4,0,1,,64,127,0,,
6288,note_off,,,,,13,0,1,,,,0,53,64
6298,note_off,,,,,10,0,1,,,,0,60,64
6303,note_off,,,,,5,0,1,,,,0,76,64
6307,note_off,,,,,4,0,1,,,,0,67,64
6313,note_off,,,,,6,0,1,,,,0,70,64
6336,note_on,,,,,23,0,1,,,,0,74,63
6357,note_off,,,,,21,0,1,,,,0,74,64
6371,note_on,,,,,0,0,1,,,,0,70,50
6371,note_on,,,,,0,0,1,,,,0,53,45
6371,note_on,,,,,0,0,1,,,,0,67,47
6371,note_on,,,,,14,0,1,,,,0,72,80
6381,note_on,,,,,10,0,1,,,,0,60,40
6382,control_change,,,,,1,0,1,,64,72,0,,
6386,control_change,,,,,4,0,1,,64,0,0,,
6396,note_off,,,,,10,0,1,,,,0,70,64
6397,note_off,,,,,1,0,1,,,,0,53,64
6401,control_change,,,,,4,0,1,,64,88,0,,
6406,control_change,,,,,0,0,1,,64,127,0,,
6406,note_off,,,,,5,0,1,,,,0,67,64
6411,note_off,,,,,5,0,1,,,,0,60,64
6416,note_off,,,,,5,0,1,,,,0,72,64
6473,note_on,,,,,57,0,1,,,,0,69,55
6473,note_on,,,,,0,0,1,,,,0,65,44
6473,note_on,,,,,0,0,1,,,,0,60,30
6473,note_on,,,,,0,0,1,,,,0,77,80
6473,note_on,,,,,0,0,1,,,,0,53,39
6502,control_change,,,,,29,0,1,,64,24,0,,
6507,control_change,,,,,5,0,1,,64,0,0,,
6537,control_change,,,,,30,0,1,,64,72,0,,
