tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,value,channel,program,control,note,velocity
10725,note_on,2,0,0,,,,,,,,5,,,73,0
10728,note_on,3,0,0,,,,,,,,1,,,69,81
10728,note_on,0,0,0,,,,,,,,5,,,75,69
10737,note_on,9,0,0,,,,,,,,5,,,75,0
10740,note_on,3,0,0,,,,,,,,5,,,73,69
10745,note_on,5,0,0,,,,,,,,6,,,58,0
10745,note_on,0,0,0,,,,,,,,3,,,70,0
10745,note_on,0,0,0,,,,,,,,2,,,65,0
10745,note_on,0,0,0,,,,,,,,4,,,58,0
10747,note_on,2,0,0,,,,,,,,1,,,69,0
10752,note_on,5,0,0,,,,,,,,1,,,70,81
10752,note_on,0,0,0,,,,,,,,2,,,65,64
10752,note_on,0,0,0,,,,,,,,3,,,61,64
10752,note_on,0,0,0,,,,,,,,4,,,42,59
10752,note_on,0,0,0,,,,,,,,6,,,42,69
10764,note_on,12,0,0,,,,,,,,5,,,73,0
10768,note_on,4,0,0,,,,,,,,5,,,75,69
10771,note_on,3,0,0,,,,,,,,1,,,70,0
10776,note_on,5,0,0,,,,,,,,1,,,69,81
10780,note_on,4,0,0,,,,,,,,5,,,75,0
10784,note_on,4,0,0,,,,,,,,5,,,73,69
10793,note_on,9,0,0,,,,,,,,2,,,65,0
10793,note_on,0,0,0,,,,,,,,3,,,61,0
10793,note_on,0,0,0,,,,,,,,4,,,42,0
10793,note_on,0,0,0,,,,,,,,6,,,42,0
10795,note_on,2,0,0,,,,,,,,1,,,69,0
10796,note_on,1,0,0,,,,,,,,5,,,73,0
10800,note_on,4,0,0,,,,,,,,1,,,70,81
10800,note_on,0,0,0,,,,,,,,5,,,72,69
10812,note_on,12,0,0,,,,,,,,5,,,72,0
10816,note_on,4,0,0,,,,,,,,5,,,73,69
10828,note_on,12,0,0,,,,,,,,5,,,73,0
10832,note_on,4,0,0,,,,,,,,5,,,70,69
10841,note_on,9,0,0,,,,,,,,1,,,70,0
10844,note_on,3,0,0,,,,,,,,5,,,70,0
10848,note_on,4,0,0,,,,,,,,5,,,75,69
10860,note_on,12,0,0,,,,,,,,5,,,75,0
10864,note_on,4,0,0,,,,,,,,5,,,77,69
10876,note_on,12,0,0,,,,,,,,5,,,77,0
10880,note_on,4,0,0,,,,,,,,5,,,75,69
10892,note_on,12,0,0,,,,,,,,5,,,75,0
10896,note_on,4,0,0,,,,,,,,5,,,73,69
10908,note_on,12,0,0,,,,,,,,5,,,73,0
10912,note_on,4,0,0,,,,,,,,5,,,75,69
10924,note_on,12,0,0,,,,,,,,5,,,75,0
10928,note_on,4,0,0,,,,,,,,5,,,72,69
10940,note_on,12,0,0,,,,,,,,5,,,72,0
10944,note_on,4,0,0,,,,,,,,1,,,70,81
10944,note_on,0,0,0,,,,,,,,2,,,65,64
10944,note_on,0,0,0,,,,,,,,3,,,58,64
10944,note_on,0,0,0,,,,,,,,4,,,49,59
10944,note_on,0,0,0,,,,,,,,5,,,78,69
10944,note_on,0,0,0,,,,,,,,6,,,49,69
10953,note_on,9,0,0,,,,,,,,5,,,78,0
10956,note_on,3,0,0,,,,,,,,1,,,70,0
10956,note_on,0,0,0,,,,,,,,5,,,77,69
10960,note_on,4,0,0,,,,,,,,1,,,71,81
10965,note_on,5,0,0,,,,,,,,5,,,77,0
10968,note_on,3,0,0,,,,,,,,5,,,78,69
10972,note_on,4,0,0,,,,,,,,1,,,71,0
10976,note_on,4,0,0,,,,,,,,1,,,69,81
10977,note_on,1,0,0,,,,,,,,5,,,78,0
10980,note_on,3,0,0,,,,,,,,5,,,77,69
10985,note_on,5,0,0,,,,,,,,4,,,49,0
10985,note_on,0,0,0,,,,,,,,2,,,65,0
10985,note_on,0,0,0,,,,,,,,3,,,58,0
10985,note_on,0,0,0,,,,,,,,6,,,49,0
10988,note_on,3,0,0,,,,,,,,1,,,69,0
10989,note_on,1,0,0,,,,,,,,5,,,77,0
10992,note_on,3,0,0,,,,,,,,1,,,70,81
10992,note_on,0,0,0,,,,,,,,2,,,73,64
10992,note_on,0,0,0,,,,,,,,3,,,65,64
10992,note_on,0,0,0,,,,,,,,4,,,58,59
10992,note_on,0,0,0,,,,,,,,5,,,78,69
10992,note_on,0,0,0,,,,,,,,6,,,58,69
11001,note_on,9,0,0,,,,,,,,5,,,78,0
11004,note_on,3,0,0,,,,,,,,5,,,77,69
11011,note_on,7,0,0,,,,,,,,2,,,73,0
11011,note_on,0,0,0,,,,,,,,4,,,58,0
11011,note_on,0,0,0,,,,,,,,3,,,65,0
11011,note_on,0,0,0,,,,,,,,6,,,58,0
11013,note_on,2,0,0,,,,,,,,5,,,77,0
11016,note_on,3,0,0,,,,,,,,2,,,72,64
11016,note_on,0,0,0,,,,,,,,3,,,63,64
11016,note_on,0,0,0,,,,,,,,4,,,60,59
11016,note_on,0,0,0,,,,,,,,5,,,78,69
11016,note_on,0,0,0,,,,,,,,6,,,60,69
11025,note_on,9,0,0,,,,,,,,5,,,78,0
11028,note_on,3,0,0,,,,,,,,5,,,77,69
11035,note_on,7,0,0,,,,,,,,2,,,72,0
11035,note_on,0,0,0,,,,,,,,4,,,60,0
11035,note_on,0,0,0,,,,,,,,3,,,63,0
11035,note_on,0,0,0,,,,,,,,6,,,60,0
11037,note_on,2,0,0,,,,,,,,5,,,77,0
11040,note_on,3,0,0,,,,,,,,2,,,70,64
11040,note_on,0,0,0,,,,,,,,3,,,65,64
11040,note_on,0,0,0,,,,,,,,4,,,61,59
11040,note_on,0,0,0,,,,,,,,5,,,78,69
11040,note_on,0,0,0,,,,,,,,6,,,61,69
11049,note_on,9,0,0,,,,,,,,5,,,78,0
11052,note_on,3,0,0,,,,,,,,5,,,77,69
11059,note_on,7,0,0,,,,,,,,1,,,70,0
11061,note_on,2,0,0,,,,,,,,5,,,77,0
11064,note_on,3,0,0,,,,,,,,1,,,77,81
11064,note_on,0,0,0,,,,,,,,5,,,78,69
11073,note_on,9,0,0,,,,,,,,5,,,78,0
11076,note_on,3,0,0,,,,,,,,5,,,77,69
11081,note_on,5,0,0,,,,,,,,6,,,61,0
11081,note_on,0,0,0,,,,,,,,3,,,65,0
11081,note_on,0,0,0,,,,,,,,2,,,70,0
11081,note_on,0,0,0,,,,,,,,4,,,61,0
11083,note_on,2,0,0,,,,,,,,1,,,77,0
11085,note_on,2,0,0,,,,,,,,5,,,77,0
11088,note_on,3,0,0,,,,,,,,1,,,73,81
11088,note_on,0,0,0,,,,,,,,2,,,65,64
11088,note_on,0,0,0,,,,,,,,3,,,58,64
11088,note_on,0,0,0,,,,,,,,4,,,58,59
11088,note_on,0,0,0,,,,,,,,5,,,78,69
11088,note_on,0,0,0,,,,,,,,6,,,58,69
11097,note_on,9,0,0,,,,,,,,5,,,78,0
11100,note_on,3,0,0,,,,,,,,5,,,77,69
11107,note_on,7,0,0,,,,,,,,1,,,73,0
11109,note_on,2,0,0,,,,,,,,5,,,77,0
11112,note_on,3,0,0,,,,,,,,1,,,70,81
11112,note_on,0,0,0,,,,,,,,5,,,78,69
11121,note_on,9,0,0,,,,,,,,5,,,78,0
11124,note_on,3,0,0,,,,,,,,5,,,77,69
11129,note_on,5,0,0,,,,,,,,6,,,58,0
11129,note_on,0,0,0,,,,,,,,3,,,58,0
11129,note_on,0,0,0,,,,,,,,2,,,65,0
11129,note_on,0,0,0,,,,,,,,4,,,58,0
11131,note_on,2,0,0,,,,,,,,1,,,70,0
11136,note_on,5,0,0,,,,,,,,1,,,78,81
11136,note_on,0,0,0,,,,,,,,2,,,63,64
11136,note_on,0,0,0,,,,,,,,3,,,70,64
11136,note_on,0,0,0,,,,,,,,4,,,51,59
11136,note_on,0,0,0,,,,,,,,6,,,51,69
11148,note_on,12,0,0,,,,,,,,5,,,77,0
11152,note_on,4,0,0,,,,,,,,5,,,78,69
11164,note_on,12,0,0,,,,,,,,5,,,78,0
11168,note_on,4,0,0,,,,,,,,5,,,77,69
11177,note_on,9,0,0,,,,,,,,6,,,51,0
11177,note_on,0,0,0,,,,,,,,4,,,51,0
11177,note_on,0,0,0,,,,,,,,3,,,70,0
11177,note_on,0,0,0,,,,,,,,1,,,78,0
11177,note_on,0,0,0,,,,,,,,2,,,63,0
11180,note_on,3,0,0,,,,,,,,5,,,77,0
11184,note_on,4,0,0,,,,,,,,5,,,75,69
11196,note_on,12,0,0,,,,,,,,5,,,75,0
11200,note_on,4,0,0,,,,,,,,5,,,77,69
11212,note_on,12,0,0,,,,,,,,5,,,77,0
11216,note_on,4,0,0,,,,,,,,5,,,74,69
11228,note_on,12,0,0,,,,,,,,5,,,74,0
11232,note_on,4,0,0,,,,,,,,5,,,78,69
11244,note_on,12,0,0,,,,,,,,5,,,78,0
11248,note_on,4,0,0,,,,,,,,5,,,80,69
11260,note_on,12,0,0,,,,,,,,5,,,80,0
11264,note_on,4,0,0,,,,,,,,5,,,78,69
11276,note_on,12,0,0,,,,,,,,5,,,78,0
11280,note_on,4,0,0,,,,,,,,5,,,77,69
11292,note_on,12,0,0,,,,,,,,5,,,77,0
11296,note_on,4,0,0,,,,,,,,5,,,78,69
11308,note_on,12,0,0,,,,,,,,5,,,78,0
11312,note_on,4,0,0,,,,,,,,5,,,75,69
11324,note_on,12,0,0,,,,,,,,5,,,75,0
11328,note_on,4,0,0,,,,,,,,5,,,81,69
11328,note_on,0,0,0,,,,,,,,6,,,41,69
11340,note_on,12,0,0,,,,,,,,5,,,81,0
11344,note_on,4,0,0,,,,,,,,5,,,84,69
11356,note_on,12,0,0,,,,,,,,5,,,84,0
11360,note_on,4,0,0,,,,,,,,5,,,82,69
11369,note_on,9,0,0,,,,,,,,6,,,41,0
11372,note_on,3,0,0,,,,,,,,5,,,82,0
11376,note_on,4,0,0,,,,,,,,5,,,81,69
11376,note_on,0,0,0,,,,,,,,6,,,53,69
11388,note_on,12,0,0,,,,,,,,5,,,81,0
11392,note_on,4,0,0,,,,,,,,5,,,79,69
11395,note_on,3,0,0,,,,,,,,6,,,53,0
11400,note_on,5,0,0,,,,,,,,6,,,55,69
11404,note_on,4,0,0,,,,,,,,5,,,79,0
11408,note_on,4,0,0,,,,,,,,5,,,77,69
11419,note_on,11,0,0,,,,,,,,6,,,55,0
11420,note_on,1,0,0,,,,,,,,5,,,77,0
11424,note_on,4,0,0,,,,,,,,5,,,75,69
11424,note_on,0,0,0,,,,,,,,6,,,57,69
11436,note_on,12,0,0,,,,,,,,5,,,75,0
11440,note_on,4,0,0,,,,,,,,5,,,78,69
11452,note_on,12,0,0,,,,,,,,5,,,78,0
11456,note_on,4,0,0,,,,,,,,5,,,77,69
11465,note_on,9,0,0,,,,,,,,6,,,57,0
11468,note_on,3,0,0,,,,,,,,5,,,77,0
11472,note_on,4,0,0,,,,,,,,5,,,75,69
11472,note_on,0,0,0,,,,,,,,6,,,53,69
11484,note_on,12,0,0,,,,,,,,5,,,75,0
11488,note_on,4,0,0,,,,,,,,5,,,73,69
11500,note_on,12,0,0,,,,,,,,5,,,73,0
11504,note_on,4,0,0,,,,,,,,5,,,72,69
11513,note_on,9,0,0,,,,,,,,6,,,53,0
11516,note_on,3,0,0,,,,,,,,5,,,72,0
11520,note_on,4,0,0,,,,,,,,1,,,58,34
11520,note_on,0,0,0,,,,,,,,2,,,58,34
11520,note_on,0,0,0,,,,,,,,3,,,58,34
11520,note_on,0,0,0,,,,,,,,5,,,73,69
11520,note_on,0,0,0,,,,,,,,6,,,46,69
11532,note_on,12,0,0,,,,,,,,5,,,73,0
11536,note_on,4,0,0,,,,,,,,5,,,69,69
11548,note_on,12,0,0,,,,,,,,5,,,69,0
11552,note_on,4,0,0,,,,,,,,5,,,70,69
11561,note_on,9,0,0,,,,,,,,6,,,46,0
11561,note_on,0,0,0,,,,,,,,3,,,58,0
11561,note_on,0,0,0,,,,,,,,1,,,58,0
11561,note_on,0,0,0,,,,,,,,2,,,58,0
11564,note_on,3,0,0,,,,,,,,5,,,70,0
11568,note_on,4,0,0,,,,,,,,1,,,60,34
11568,note_on,0,0,0,,,,,,,,2,,,60,34
11568,note_on,0,0,0,,,,,,,,3,,,60,34
11568,note_on,0,0,0,,,,,,,,5,,,75,69
11568,note_on,0,0,0,,,,,,,,6,,,48,69
11580,note_on,12,0,0,,,,,,,,5,,,75,0
11584,note_on,4,0,0,,,,,,,,5,,,69,69
11596,note_on,12,0,0,,,,,,,,5,,,69,0
11600,note_on,4,0,0,,,,,,,,5,,,70,69
11609,note_on,9,0,0,,,,,,,,6,,,48,0
11609,note_on,0,0,0,,,,,,,,3,,,60,0
11609,note_on,0,0,0,,,,,,,,1,,,60,0
11609,note_on,0,0,0,,,,,,,,2,,,60,0
11612,note_on,3,0,0,,,,,,,,5,,,70,0
11616,note_on,4,0,0,,,,,,,,1,,,61,34
11616,note_on,0,0,0,,,,,,,,2,,,61,34
11616,note_on,0,0,0,,,,,,,,3,,,61,34
11616,note_on,0,0,0,,,,,,,,5,,,77,69
11616,note_on,0,0,0,,,,,,,,6,,,49,69
11628,note_on,12,0,0,,,,,,,,5,,,77,0
11632,note_on,4,0,0,,,,,,,,5,,,69,69
11644,note_on,12,0,0,,,,,,,,5,,,69,0
11648,note_on,4,0,0,,,,,,,,5,,,70,69
11657,note_on,9,0,0,,,,,,,,6,,,49,0
11657,note_on,0,0,0,,,,,,,,3,,,61,0
11657,note_on,0,0,0,,,,,,,,1,,,61,0
11657,note_on,0,0,0,,,,,,,,2,,,61,0
11660,note_on,3,0,0,,,,,,,,5,,,70,0
11664,note_on,4,0,0,,,,,,,,1,,,63,34
11664,note_on,0,0,0,,,,,,,,2,,,63,34
11664,note_on,0,0,0,,,,,,,,3,,,63,34
11664,note_on,0,0,0,,,,,,,,5,,,78,69
11664,note_on,0,0,0,,,,,,,,6,,,51,69
11676,note_on,12,0,0,,,,,,,,5,,,78,0
11680,note_on,4,0,0,,,,,,,,5,,,69,69
11692,note_on,12,0,0,,,,,,,,5,,,69,0
11696,note_on,4,0,0,,,,,,,,5,,,70,69
11705,note_on,9,0,0,,,,,,,,6,,,51,0
11705,note_on,0,0,0,,,,,,,,3,,,63,0
11705,note_on,0,0,0,,,,,,,,1,,,63,0
11705,note_on,0,0,0,,,,,,,,2,,,63,0
11708,note_on,3,0,0,,,,,,,,5,,,70,0
11712,note_on,4,0,0,,,,,,,,1,,,65,34
11712,note_on,0,0,0,,,,,,,,2,,,65,34
11712,note_on,0,0,0,,,,,,,,3,,,65,34
11712,note_on,0,0,0,,,,,,,,4,,,46,29
11712,note_on,0,0,0,,,,,,,,5,,,61,69
11712,note_on,0,0,0,,,,,,,,6,,,58,69
11724,note_on,12,0,0,,,,,,,,5,,,61,0
11728,note_on,4,0,0,,,,,,,,5,,,69,69
11740,note_on,12,0,0,,,,,,,,5,,,69,0
11744,note_on,4,0,0,,,,,,,,5,,,70,69
11753,note_on,9,0,0,,,,,,,,6,,,58,0
11753,note_on,0,0,0,,,,,,,,4,,,46,0
11753,note_on,0,0,0,,,,,,,,3,,,65,0
11753,note_on,0,0,0,,,,,,,,1,,,65,0
11753,note_on,0,0,0,,,,,,,,2,,,65,0
11756,note_on,3,0,0,,,,,,,,5,,,70,0
11760,note_on,4,0,0,,,,,,,,4,,,48,29
11760,note_on,0,0,0,,,,,,,,5,,,63,69
11760,note_on,0,0,0,,,,,,,,6,,,60,69
11772,note_on,12,0,0,,,,,,,,5,,,63,0
11776,note_on,4,0,0,,,,,,,,5,,,69,69
11788,note_on,12,0,0,,,,,,,,5,,,69,0
11792,note_on,4,0,0,,,,,,,,5,,,70,69
11801,note_on,9,0,0,,,,,,,,6,,,60,0
11801,note_on,0,0,0,,,,,,,,4,,,48,0
11804,note_on,3,0,0,,,,,,,,5,,,70,0
11808,note_on,4,0,0,,,,,,,,4,,,49,29
11808,note_on,0,0,0,,,,,,,,5,,,65,69
11808,note_on,0,0,0,,,,,,,,6,,,61,69
11820,note_on,12,0,0,,,,,,,,5,,,65,0
11824,note_on,4,0,0,,,,,,,,5,,,69,69
11836,note_on,12,0,0,,,,,,,,5,,,69,0
11840,note_on,4,0,0,,,,,,,,5,,,70,69
11849,note_on,9,0,0,,,,,,,,6,,,61,0
11849,note_on,0,0,0,,,,,,,,4,,,49,0
11852,note_on,3,0,0,,,,,,,,5,,,70,0
11856,note_on,4,0,0,,,,,,,,4,,,51,29
11856,note_on,0,0,0,,,,,,,,5,,,66,69
11856,note_on,0,0,0,,,,,,,,6,,,63,69
11868,note_on,12,0,0,,,,,,,,5,,,66,0
11872,note_on,4,0,0,,,,,,,,5,,,69,69
11884,note_on,12,0,0,,,,,,,,5,,,69,0
11888,note_on,4,0,0,,,,,,,,5,,,70,69
11897,note_on,9,0,0,,,,,,,,6,,,63,0
11897,note_on,0,0,0,,,,,,,,4,,,51,0
11900,note_on,3,0,0,,,,,,,,5,,,70,0
11904,note_on,4,0,0,,,,,,,,4,,,48,29
11904,note_on,0,0,0,,,,,,,,5,,,70,69
11904,note_on,0,0,0,,,,,,,,5,,,66,69
11904,note_on,0,0,0,,,,,,,,5,,,75,69
11920,note_on,16,0,0,,,,,,,,6,,,60,69
11932,note_on,12,0,0,,,,,,,,6,,,60,0
11936,note_on,4,0,0,,,,,,,,6,,,61,69
11945,note_on,9,0,0,,,,,,,,4,,,48,0
11948,note_on,3,0,0,,,,,,,,6,,,61,0
11952,note_on,4,0,0,,,,,,,,1,,,66,34
11952,note_on,0,0,0,,,,,,,,2,,,63,34
11952,note_on,0,0,0,,,,,,,,3,,,60,34
11952,note_on,0,0,0,,,,,,,,6,,,63,69
11964,note_on,12,0,0,,,,,,,,6,,,63,0
11968,note_on,4,0,0,,,,,,,,6,,,65,69
11980,note_on,12,0,0,,,,,,,,6,,,65,0
11984,note_on,4,0,0,,,,,,,,6,,,66,69
11993,note_on,9,0,0,,,,,,,,3,,,60,0
11993,note_on,0,0,0,,,,,,,,1,,,66,0
11993,note_on,0,0,0,,,,,,,,2,,,63,0
11996,note_on,3,0,0,,,,,,,,6,,,66,0
12000,note_on,4,0,0,,,,,,,,1,,,66,34
12000,note_on,0,0,0,,,,,,,,2,,,63,34
12000,note_on,0,0,0,,,,,,,,3,,,60,34
12000,note_on,0,0,0,,,,,,,,6,,,58,69
12012,note_on,12,0,0,,,,,,,,5,,,75,0
12012,note_on,0,0,0,,,,,,,,5,,,70,0
12012,note_on,0,0,0,,,,,,,,5,,,66,0
12016,note_on,4,0,0,,,,,,,,5,,,70,69
12028,note_on,12,0,0,,,,,,,,5,,,70,0
12032,note_on,4,0,0,,,,,,,,5,,,68,69
12041,note_on,9,0,0,,,,,,,,6,,,58,0
12041,note_on,0,0,0,,,,,,,,2,,,63,0
12041,note_on,0,0,0,,,,,,,,1,,,66,0
12041,note_on,0,0,0,,,,,,,,3,,,60,0
12044,note_on,3,0,0,,,,,,,,5,,,68,0
12048,note_on,4,0,0,,,,,,,,1,,,70,34
12048,note_on,0,0,0,,,,,,,,2,,,63,34
12048,note_on,0,0,0,,,,,,,,3,,,60,34
12048,note_on,0,0,0,,,,,,,,5,,,66,69
12060,note_on,12,0,0,,,,,,,,5,,,66,0
12064,note_on,4,0,0,,,,,,,,5,,,65,69
12076,note_on,12,0,0,,,,,,,,5,,,65,0
12080,note_on,4,0,0,,,,,,,,5,,,63,69
12089,note_on,9,0,0,,,,,,,,3,,,60,0
12089,note_on,0,0,0,,,,,,,,1,,,70,0
12089,note_on,0,0,0,,,,,,,,2,,,63,0
12092,note_on,3,0,0,,,,,,,,5,,,63,0
12096,note_on,4,0,0,,,,,,,,4,,,41,29
12096,note_on,0,0,0,,,,,,,,5,,,75,69
12096,note_on,0,0,0,,,,,,,,5,,,65,69
12096,note_on,0,0,0,,,,,,,,5,,,72,69
12112,note_on,16,0,0,,,,,,,,6,,,57,69
12124,note_on,12,0,0,,,,,,,,6,,,57,0
12128,note_on,4,0,0,,,,,,,,6,,,58,69
12137,note_on,9,0,0,,,,,,,,4,,,41,0
12140,note_on,3,0,0,,,,,,,,6,,,58,0
12144,note_on,4,0,0,,,,,,,,1,,,69,34
12144,note_on,0,0,0,,,,,,,,2,,,60,34
12144,note_on,0,0,0,,,,,,,,3,,,53,34
12144,note_on,0,0,0,,,,,,,,6,,,60,69
12156,note_on,12,0,0,,,,,,,,6,,,60,0
12160,note_on,4,0,0,,,,,,,,6,,,61,69
12172,note_on,12,0,0,,,,,,,,6,,,61,0
12176,note_on,4,0,0,,,,,,,,6,,,63,69
12185,note_on,9,0,0,,,,,,,,3,,,53,0
12185,note_on,0,0,0,,,,,,,,1,,,69,0
12185,note_on,0,0,0,,,,,,,,2,,,60,0
12188,note_on,3,0,0,,,,,,,,6,,,63,0
12192,note_on,4,0,0,,,,,,,,1,,,69,34
12192,note_on,0,0,0,,,,,,,,2,,,60,34
12192,note_on,0,0,0,,,,,,,,3,,,53,34
12192,note_on,0,0,0,,,,,,,,6,,,53,69
12204,note_on,12,0,0,,,,,,,,5,,,72,0
12204,note_on,0,0,0,,,,,,,,5,,,75,0
12204,note_on,0,0,0,,,,,,,,5,,,65,0
12208,note_on,4,0,0,,,,,,,,5,,,72,69
12220,note_on,12,0,0,,,,,,,,5,,,72,0
12224,note_on,4,0,0,,,,,,,,5,,,70,69
12233,note_on,9,0,0,,,,,,,,6,,,53,0
12233,note_on,0,0,0,,,,,,,,2,,,60,0
12233,note_on,0,0,0,,,,,,,,1,,,69,0
12233,note_on,0,0,0,,,,,,,,3,,,53,0
12236,note_on,3,0,0,,,,,,,,5,,,70,0
12240,note_on,4,0,0,,,,,,,,1,,,72,34
12240,note_on,0,0,0,,,,,,,,2,,,69,34
12240,note_on,0,0,0,,,,,,,,3,,,53,34
12240,note_on,0,0,0,,,,,,,,5,,,69,69
12252,note_on,12,0,0,,,,,,,,5,,,69,0
12256,note_on,4,0,0,,,,,,,,5,,,67,69
12268,note_on,12,0,0,,,,,,,,5,,,67,0
12272,note_on,4,0,0,,,,,,,,5,,,65,69
12281,note_on,9,0,0,,,,,,,,3,,,53,0
12281,note_on,0,0,0,,,,,,,,1,,,72,0
12281,note_on,0,0,0,,,,,,,,2,,,69,0
12284,note_on,3,0,0,,,,,,,,5,,,65,0
12288,note_on,4,0,0,,,,,,,,2,,,70,34
12288,note_on,0,0,0,,,,,,,,3,,,65,34
12288,note_on,0,0,0,,,,,,,,4,,,46,29
12288,note_on,0,0,0,,,,,,,,5,,,73,69
12288,note_on,0,0,0,,,,,,,,6,,,46,69
12300,note_on,12,0,0,,,,,,,,5,,,73,0
12304,note_on,4,0,0,,,,,,,,5,,,70,69
12316,note_on,12,0,0,,,,,,,,5,,,70,0
12320,note_on,4,0,0,,,,,,,,5,,,68,69
12329,note_on,9,0,0,,,,,,,,6,,,46,0
12329,note_on,0,0,0,,,,,,,,4,,,46,0
12329,note_on,0,0,0,,,,,,,,2,,,70,0
12329,note_on,0,0,0,,,,,,,,3,,,65,0
12332,note_on,3,0,0,,,,,,,,5,,,68,0
12336,note_on,4,0,0,,,,,,,,1,,,66,34
12336,note_on,0,0,0,,,,,,,,4,,,51,29
12336,note_on,0,0,0,,,,,,,,5,,,66,69
12336,note_on,0,0,0,,,,,,,,6,,,51,69
12348,note_on,12,0,0,,,,,,,,5,,,66,0
12352,note_on,4,0,0,,,,,,,,5,,,65,69
12364,note_on,12,0,0,,,,,,,,5,,,65,0
12368,note_on,4,0,0,,,,,,,,5,,,63,69
12377,note_on,9,0,0,,,,,,,,6,,,51,0
12377,note_on,0,0,0,,,,,,,,4,,,51,0
12380,note_on,3,0,0,,,,,,,,5,,,63,0
12384,note_on,4,0,0,,,,,,,,2,,,72,34
12384,note_on,0,0,0,,,,,,,,3,,,68,34
12384,note_on,0,0,0,,,,,,,,4,,,44,29
12384,note_on,0,0,0,,,,,,,,5,,,72,69
12384,note_on,0,0,0,,,,,,,,6,,,44,69
12396,note_on,12,0,0,,,,,,,,5,,,72,0
12400,note_on,4,0,0,,,,,,,,5,,,68,69
12412,note_on,12,0,0,,,,,,,,5,,,68,0
12416,note_on,4,0,0,,,,,,,,5,,,66,69
12425,note_on,9,0,0,,,,,,,,6,,,44,0
12425,note_on,0,0,0,,,,,,,,4,,,44,0
12425,note_on,0,0,0,,,,,,,,3,,,68,0
12425,note_on,0,0,0,,,,,,,,1,,,66,0
12425,note_on,0,0,0,,,,,,,,2,,,72,0
12428,note_on,3,0,0,,,,,,,,5,,,66,0
12432,note_on,4,0,0,,,,,,,,1,,,65,34
12432,note_on,0,0,0,,,,,,,,4,,,49,29
12432,note_on,0,0,0,,,,,,,,5,,,65,69
12432,note_on,0,0,0,,,,,,,,6,,,49,69
12444,note_on,12,0,0,,,,,,,,5,,,65,0
12448,note_on,4,0,0,,,,,,,,5,,,63,69
12460,note_on,12,0,0,,,,,,,,5,,,63,0
12464,note_on,4,0,0,,,,,,,,5,,,61,69
12473,note_on,9,0,0,,,,,,,,6,,,49,0
12473,note_on,0,0,0,,,,,,,,4,,,49,0
12476,note_on,3,0,0,,,,,,,,5,,,61,0
12480,note_on,4,0,0,,,,,,,,2,,,73,34
12480,note_on,0,0,0,,,,,,,,3,,,70,34
12480,note_on,0,0,0,,,,,,,,4,,,42,29
12480,note_on,0,0,0,,,,,,,,5,,,70,69
12480,note_on,0,0,0,,,,,,,,6,,,42,69
12492,note_on,12,0,0,,,,,,,,5,,,70,0
12496,note_on,4,0,0,,,,,,,,5,,,66,69
12508,note_on,12,0,0,,,,,,,,5,,,66,0
12512,note_on,4,0,0,,,,,,,,5,,,65,69
12521,note_on,9,0,0,,,,,,,,6,,,42,0
12521,note_on,0,0,0,,,,,,,,4,,,42,0
12521,note_on,0,0,0,,,,,,,,3,,,70,0
12521,note_on,0,0,0,,,,,,,,1,,,65,0
12521,note_on,0,0,0,,,,,,,,2,,,73,0
12524,note_on,3,0,0,,,,,,,,5,,,65,0
12528,note_on,4,0,0,,,,,,,,1,,,63,34
12528,note_on,0,0,0,,,,,,,,2,,,75,34
12528,note_on,0,0,0,,,,,,,,3,,,58,34
12528,note_on,0,0,0,,,,,,,,4,,,54,29
12528,note_on,0,0,0,,,,,,,,5,,,63,69
12528,note_on,0,0,0,,,,,,,,6,,,54,69
12540,note_on,12,0,0,,,,,,,,5,,,63,0
12544,note_on,4,0,0,,,,,,,,5,,,61,69
12556,note_on,12,0,0,,,,,,,,5,,,61,0
12560,note_on,4,0,0,,,,,,,,5,,,60,69
12569,note_on,9,0,0,,,,,,,,6,,,54,0
12569,note_on,0,0,0,,,,,,,,4,,,54,0
12569,note_on,0,0,0,,,,,,,,3,,,58,0
12569,note_on,0,0,0,,,,,,,,2,,,75,0
12572,note_on,3,0,0,,,,,,,,5,,,60,0
12576,note_on,4,0,0,,,,,,,,2,,,77,34
12576,note_on,0,0,0,,,,,,,,3,,,60,34
12576,note_on,0,0,0,,,,,,,,4,,,53,29
12576,note_on,0,0,0,,,,,,,,5,,,69,69
12576,note_on,0,0,0,,,,,,,,6,,,53,69
12588,note_on,12,0,0,,,,,,,,5,,,69,0
12592,note_on,4,0,0,,,,,,,,5,,,65,69
12604,note_on,12,0,0,,,,,,,,5,,,65,0
12608,note_on,4,0,0,,,,,,,,5,,,67,69
12617,note_on,9,0,0,,,,,,,,6,,,53,0
12617,note_on,0,0,0,,,,,,,,4,,,53,0
12617,note_on,0,0,0,,,,,,,,3,,,60,0
12617,note_on,0,0,0,,,,,,,,1,,,63,0
12617,note_on,0,0,0,,,,,,,,2,,,77,0
12620,note_on,3,0,0,,,,,,,,5,,,67,0
12624,note_on,4,0,0,,,,,,,,1,,,63,34
12624,note_on,0,0,0,,,,,,,,5,,,69,69
12624,note_on,0,0,0,,,,,,,,6,,,60,69
12636,note_on,12,0,0,,,,,,,,5,,,69,0
