tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,value,channel,program,control,note,velocity
8496,note_on,4,0,0,,,,,,,,5,,,72,69
8496,note_on,0,0,0,,,,,,,,6,,,51,69
8508,note_on,12,0,0,,,,,,,,5,,,72,0
8512,note_on,4,0,0,,,,,,,,5,,,73,69
8524,note_on,12,0,0,,,,,,,,5,,,73,0
8528,note_on,4,0,0,,,,,,,,5,,,75,69
8537,note_on,9,0,0,,,,,,,,6,,,51,0
8540,note_on,3,0,0,,,,,,,,5,,,75,0
8544,note_on,4,0,0,,,,,,,,5,,,65,69
8544,note_on,0,0,0,,,,,,,,6,,,45,69
8577,note_on,33,0,0,,,,,,,,5,,,65,0
8580,note_on,3,0,0,,,,,,,,5,,,75,69
8585,note_on,5,0,0,,,,,,,,6,,,45,0
8589,note_on,4,0,0,,,,,,,,5,,,75,0
8592,note_on,3,0,0,,,,,,,,5,,,73,69
8592,note_on,0,0,0,,,,,,,,6,,,46,69
8604,note_on,12,0,0,,,,,,,,6,,,46,0
8608,note_on,4,0,0,,,,,,,,6,,,49,69
8620,note_on,12,0,0,,,,,,,,6,,,49,0
8624,note_on,4,0,0,,,,,,,,6,,,46,69
8633,note_on,9,0,0,,,,,,,,5,,,73,0
8636,note_on,3,0,0,,,,,,,,6,,,46,0
8640,note_on,4,0,0,,,,,,,,5,,,63,69
8640,note_on,0,0,0,,,,,,,,6,,,54,69
8652,note_on,12,0,0,,,,,,,,5,,,63,0
8656,note_on,4,0,0,,,,,,,,5,,,73,69
8668,note_on,12,0,0,,,,,,,,5,,,73,0
8672,note_on,4,0,0,,,,,,,,5,,,72,69
8681,note_on,9,0,0,,,,,,,,6,,,54,0
8684,note_on,3,0,0,,,,,,,,5,,,72,0
8688,note_on,4,0,0,,,,,,,,5,,,61,69
8688,note_on,0,0,0,,,,,,,,6,,,53,69
8700,note_on,12,0,0,,,,,,,,5,,,61,0
8704,note_on,4,0,0,,,,,,,,5,,,72,69
8716,note_on,12,0,0,,,,,,,,5,,,72,0
8720,note_on,4,0,0,,,,,,,,5,,,70,69
8729,note_on,9,0,0,,,,,,,,6,,,53,0
8732,note_on,3,0,0,,,,,,,,5,,,70,0
8736,note_on,4,0,0,,,,,,,,5,,,60,69
8736,note_on,0,0,0,,,,,,,,6,,,51,69
8748,note_on,12,0,0,,,,,,,,5,,,60,0
8752,note_on,4,0,0,,,,,,,,5,,,70,69
8764,note_on,12,0,0,,,,,,,,5,,,70,0
8768,note_on,4,0,0,,,,,,,,5,,,69,69
8769,note_on,1,0,0,,,,,,,,6,,,51,0
8772,note_on,3,0,0,,,,,,,,6,,,54,69
8780,note_on,8,0,0,,,,,,,,5,,,69,0
8781,note_on,1,0,0,,,,,,,,6,,,54,0
8784,note_on,3,0,0,,,,,,,,5,,,66,69
8784,note_on,0,0,0,,,,,,,,6,,,60,69
8796,note_on,12,0,0,,,,,,,,5,,,66,0
8800,note_on,4,0,0,,,,,,,,5,,,65,69
8812,note_on,12,0,0,,,,,,,,5,,,65,0
8816,note_on,4,0,0,,,,,,,,5,,,64,69
8817,note_on,1,0,0,,,,,,,,6,,,60,0
8820,note_on,3,0,0,,,,,,,,6,,,58,69
8828,note_on,8,0,0,,,,,,,,5,,,64,0
8829,note_on,1,0,0,,,,,,,,6,,,58,0
8832,note_on,3,0,0,,,,,,,,5,,,65,69
8832,note_on,0,0,0,,,,,,,,6,,,57,69
8844,note_on,12,0,0,,,,,,,,5,,,65,0
8848,note_on,4,0,0,,,,,,,,5,,,66,69
8860,note_on,12,0,0,,,,,,,,5,,,66,0
8864,note_on,4,0,0,,,,,,,,5,,,64,69
8873,note_on,9,0,0,,,,,,,,6,,,57,0
8876,note_on,3,0,0,,,,,,,,5,,,64,0
8880,note_on,4,0,0,,,,,,,,1,,,75,81
8880,note_on,0,0,0,,,,,,,,2,,,69,64
8880,note_on,0,0,0,,,,,,,,3,,,65,64
8880,note_on,0,0,0,,,,,,,,4,,,41,59
8880,note_on,0,0,0,,,,,,,,5,,,65,69
8880,note_on,0,0,0,,,,,,,,6,,,53,69
8899,note_on,19,0,0,,,,,,,,3,,,65,0
8899,note_on,0,0,0,,,,,,,,1,,,75,0
8899,note_on,0,0,0,,,,,,,,2,,,69,0
8904,note_on,5,0,0,,,,,,,,1,,,73,81
8904,note_on,0,0,0,,,,,,,,2,,,70,64
8904,note_on,0,0,0,,,,,,,,3,,,67,64
8921,note_on,17,0,0,,,,,,,,4,,,41,0
8921,note_on,0,0,0,,,,,,,,6,,,53,0
8923,note_on,2,0,0,,,,,,,,2,,,70,0
8923,note_on,0,0,0,,,,,,,,1,,,73,0
8923,note_on,0,0,0,,,,,,,,3,,,67,0
8928,note_on,5,0,0,,,,,,,,1,,,75,81
8928,note_on,0,0,0,,,,,,,,2,,,72,64
8928,note_on,0,0,0,,,,,,,,3,,,69,64
8928,note_on,0,0,0,,,,,,,,4,,,53,59
8928,note_on,0,0,0,,,,,,,,6,,,53,69
8940,note_on,12,0,0,,,,,,,,5,,,65,0
8944,note_on,4,0,0,,,,,,,,5,,,60,69
8956,note_on,12,0,0,,,,,,,,5,,,60,0
8960,note_on,4,0,0,,,,,,,,5,,,58,69
8969,note_on,9,0,0,,,,,,,,6,,,53,0
8969,note_on,0,0,0,,,,,,,,4,,,53,0
8969,note_on,0,0,0,,,,,,,,3,,,69,0
8969,note_on,0,0,0,,,,,,,,1,,,75,0
8969,note_on,0,0,0,,,,,,,,2,,,72,0
8972,note_on,3,0,0,,,,,,,,5,,,58,0
8976,note_on,4,0,0,,,,,,,,1,,,72,81
8976,note_on,0,0,0,,,,,,,,2,,,65,64
8976,note_on,0,0,0,,,,,,,,3,,,57,64
8976,note_on,0,0,0,,,,,,,,4,,,41,59
8976,note_on,0,0,0,,,,,,,,5,,,57,69
8976,note_on,0,0,0,,,,,,,,6,,,41,69
8988,note_on,12,0,0,,,,,,,,5,,,57,0
8992,note_on,4,0,0,,,,,,,,5,,,58,69
9004,note_on,12,0,0,,,,,,,,5,,,58,0
9008,note_on,4,0,0,,,,,,,,5,,,60,69
9017,note_on,9,0,0,,,,,,,,6,,,41,0
9017,note_on,0,0,0,,,,,,,,4,,,41,0
9017,note_on,0,0,0,,,,,,,,3,,,57,0
9017,note_on,0,0,0,,,,,,,,1,,,72,0
9017,note_on,0,0,0,,,,,,,,2,,,65,0
9020,note_on,3,0,0,,,,,,,,5,,,60,0
9024,note_on,4,0,0,,,,,,,,1,,,69,34
9024,note_on,0,0,0,,,,,,,,2,,,65,34
9024,note_on,0,0,0,,,,,,,,3,,,60,34
9024,note_on,0,0,0,,,,,,,,4,,,41,29
9024,note_on,0,0,0,,,,,,,,6,,,51,69
9024,note_on,0,0,0,,,,,,,,6,,,53,69
9040,note_on,16,0,0,,,,,,,,5,,,69,69
9052,note_on,12,0,0,,,,,,,,5,,,69,0
9056,note_on,4,0,0,,,,,,,,5,,,70,69
9065,note_on,9,0,0,,,,,,,,6,,,51,0
9065,note_on,0,0,0,,,,,,,,6,,,53,0
9068,note_on,3,0,0,,,,,,,,5,,,70,0
9072,note_on,4,0,0,,,,,,,,5,,,72,69
9072,note_on,0,0,0,,,,,,,,6,,,41,69
9084,note_on,12,0,0,,,,,,,,5,,,72,0
9088,note_on,4,0,0,,,,,,,,5,,,69,69
9100,note_on,12,0,0,,,,,,,,5,,,69,0
9104,note_on,4,0,0,,,,,,,,5,,,63,69
9113,note_on,9,0,0,,,,,,,,6,,,41,0
9116,note_on,3,0,0,,,,,,,,5,,,63,0
9120,note_on,4,0,0,,,,,,,,6,,,51,69
9120,note_on,0,0,0,,,,,,,,6,,,53,69
9136,note_on,16,0,0,,,,,,,,5,,,69,69
9148,note_on,12,0,0,,,,,,,,5,,,69,0
9152,note_on,4,0,0,,,,,,,,5,,,70,69
9161,note_on,9,0,0,,,,,,,,6,,,51,0
9161,note_on,0,0,0,,,,,,,,6,,,53,0
9164,note_on,3,0,0,,,,,,,,5,,,70,0
9168,note_on,4,0,0,,,,,,,,5,,,72,69
9168,note_on,0,0,0,,,,,,,,6,,,41,69
9180,note_on,12,0,0,,,,,,,,5,,,72,0
9184,note_on,4,0,0,,,,,,,,5,,,69,69
9196,note_on,12,0,0,,,,,,,,5,,,69,0
9200,note_on,4,0,0,,,,,,,,5,,,63,69
9202,note_on,2,0,0,,,,,,,,1,,,69,0
9202,note_on,0,0,0,,,,,,,,3,,,60,0
9209,note_on,7,0,0,,,,,,,,6,,,41,0
9212,note_on,3,0,0,,,,,,,,5,,,63,0
9216,note_on,4,0,0,,,,,,,,1,,,70,34
9216,note_on,0,0,0,,,,,,,,3,,,61,34
9216,note_on,0,0,0,,,,,,,,6,,,49,69
9216,note_on,0,0,0,,,,,,,,6,,,53,69
9232,note_on,16,0,0,,,,,,,,5,,,70,69
9244,note_on,12,0,0,,,,,,,,5,,,70,0
9248,note_on,4,0,0,,,,,,,,5,,,72,69
9257,note_on,9,0,0,,,,,,,,6,,,49,0
9257,note_on,0,0,0,,,,,,,,6,,,53,0
9260,note_on,3,0,0,,,,,,,,5,,,72,0
9264,note_on,4,0,0,,,,,,,,5,,,73,69
9264,note_on,0,0,0,,,,,,,,6,,,41,69
9276,note_on,12,0,0,,,,,,,,5,,,73,0
9280,note_on,4,0,0,,,,,,,,5,,,70,69
9292,note_on,12,0,0,,,,,,,,5,,,70,0
9296,note_on,4,0,0,,,,,,,,5,,,65,69
9305,note_on,9,0,0,,,,,,,,6,,,41,0
9308,note_on,3,0,0,,,,,,,,5,,,65,0
9312,note_on,4,0,0,,,,,,,,6,,,49,69
9312,note_on,0,0,0,,,,,,,,6,,,53,69
9328,note_on,16,0,0,,,,,,,,5,,,70,69
9340,note_on,12,0,0,,,,,,,,5,,,70,0
9344,note_on,4,0,0,,,,,,,,5,,,72,69
9353,note_on,9,0,0,,,,,,,,6,,,49,0
9353,note_on,0,0,0,,,,,,,,6,,,53,0
9356,note_on,3,0,0,,,,,,,,5,,,72,0
9360,note_on,4,0,0,,,,,,,,5,,,73,69
9360,note_on,0,0,0,,,,,,,,6,,,41,69
9372,note_on,12,0,0,,,,,,,,5,,,73,0
9376,note_on,4,0,0,,,,,,,,5,,,70,69
9388,note_on,12,0,0,,,,,,,,5,,,70,0
9392,note_on,4,0,0,,,,,,,,5,,,65,69
9394,note_on,2,0,0,,,,,,,,2,,,65,0
9394,note_on,0,0,0,,,,,,,,3,,,61,0
9394,note_on,0,0,0,,,,,,,,1,,,70,0
9401,note_on,7,0,0,,,,,,,,6,,,41,0
9404,note_on,3,0,0,,,,,,,,5,,,65,0
9408,note_on,4,0,0,,,,,,,,1,,,72,34
9408,note_on,0,0,0,,,,,,,,2,,,69,34
9408,note_on,0,0,0,,,,,,,,3,,,63,34
9408,note_on,0,0,0,,,,,,,,6,,,48,69
9408,note_on,0,0,0,,,,,,,,6,,,53,69
9408,note_on,0,0,0,,,,,,,,6,,,51,69
9424,note_on,16,0,0,,,,,,,,5,,,72,69
9436,note_on,12,0,0,,,,,,,,5,,,72,0
9440,note_on,4,0,0,,,,,,,,5,,,73,69
9449,note_on,9,0,0,,,,,,,,6,,,51,0
9449,note_on,0,0,0,,,,,,,,6,,,53,0
9449,note_on,0,0,0,,,,,,,,6,,,48,0
9452,note_on,3,0,0,,,,,,,,5,,,73,0
9456,note_on,4,0,0,,,,,,,,5,,,75,69
9456,note_on,0,0,0,,,,,,,,6,,,41,69
9468,note_on,12,0,0,,,,,,,,5,,,75,0
9472,note_on,4,0,0,,,,,,,,5,,,72,69
9484,note_on,12,0,0,,,,,,,,5,,,72,0
9488,note_on,4,0,0,,,,,,,,5,,,69,69
9497,note_on,9,0,0,,,,,,,,6,,,41,0
9500,note_on,3,0,0,,,,,,,,5,,,69,0
9504,note_on,4,0,0,,,,,,,,6,,,51,69
9504,note_on,0,0,0,,,,,,,,6,,,48,69
9504,note_on,0,0,0,,,,,,,,6,,,53,69
9520,note_on,16,0,0,,,,,,,,5,,,72,69
9532,note_on,12,0,0,,,,,,,,5,,,72,0
9536,note_on,4,0,0,,,,,,,,5,,,73,69
9545,note_on,9,0,0,,,,,,,,6,,,53,0
9545,note_on,0,0,0,,,,,,,,6,,,48,0
9545,note_on,0,0,0,,,,,,,,6,,,51,0
9548,note_on,3,0,0,,,,,,,,5,,,73,0
9552,note_on,4,0,0,,,,,,,,5,,,75,69
9552,note_on,0,0,0,,,,,,,,6,,,41,69
9564,note_on,12,0,0,,,,,,,,5,,,75,0
9568,note_on,4,0,0,,,,,,,,5,,,72,69
9580,note_on,12,0,0,,,,,,,,5,,,72,0
9584,note_on,4,0,0,,,,,,,,5,,,69,69
9586,note_on,2,0,0,,,,,,,,1,,,72,0
9586,note_on,0,0,0,,,,,,,,3,,,63,0
9586,note_on,0,0,0,,,,,,,,2,,,69,0
9593,note_on,7,0,0,,,,,,,,6,,,41,0
9596,note_on,3,0,0,,,,,,,,5,,,69,0
9600,note_on,4,0,0,,,,,,,,1,,,73,34
9600,note_on,0,0,0,,,,,,,,2,,,65,34
9600,note_on,0,0,0,,,,,,,,3,,,61,34
9600,note_on,0,0,0,,,,,,,,6,,,53,69
9600,note_on,0,0,0,,,,,,,,6,,,46,69
9616,note_on,16,0,0,,,,,,,,5,,,73,69
9628,note_on,12,0,0,,,,,,,,5,,,73,0
9632,note_on,4,0,0,,,,,,,,5,,,75,69
9641,note_on,9,0,0,,,,,,,,6,,,53,0
9641,note_on,0,0,0,,,,,,,,6,,,46,0
9644,note_on,3,0,0,,,,,,,,5,,,75,0
9648,note_on,4,0,0,,,,,,,,5,,,77,69
9648,note_on,0,0,0,,,,,,,,6,,,41,69
9660,note_on,12,0,0,,,,,,,,5,,,77,0
9664,note_on,4,0,0,,,,,,,,5,,,73,69
9676,note_on,12,0,0,,,,,,,,5,,,73,0
9680,note_on,4,0,0,,,,,,,,5,,,70,69
9689,note_on,9,0,0,,,,,,,,6,,,41,0
9692,note_on,3,0,0,,,,,,,,5,,,70,0
9696,note_on,4,0,0,,,,,,,,6,,,46,69
9696,note_on,0,0,0,,,,,,,,6,,,53,69
9712,note_on,16,0,0,,,,,,,,5,,,73,69
9724,note_on,12,0,0,,,,,,,,5,,,73,0
9728,note_on,4,0,0,,,,,,,,5,,,75,69
9737,note_on,9,0,0,,,,,,,,6,,,46,0
9737,note_on,0,0,0,,,,,,,,6,,,53,0
9740,note_on,3,0,0,,,,,,,,5,,,75,0
9744,note_on,4,0,0,,,,,,,,5,,,77,69
9744,note_on,0,0,0,,,,,,,,6,,,41,69
9756,note_on,12,0,0,,,,,,,,5,,,77,0
9760,note_on,4,0,0,,,,,,,,5,,,73,69
9772,note_on,12,0,0,,,,,,,,5,,,73,0
9776,note_on,4,0,0,,,,,,,,5,,,70,69
9778,note_on,2,0,0,,,,,,,,1,,,73,0
9778,note_on,0,0,0,,,,,,,,3,,,61,0
9778,note_on,0,0,0,,,,,,,,2,,,65,0
9785,note_on,7,0,0,,,,,,,,6,,,41,0
9788,note_on,3,0,0,,,,,,,,5,,,70,0
9792,note_on,4,0,0,,,,,,,,1,,,69,34
9792,note_on,0,0,0,,,,,,,,2,,,60,34
9792,note_on,0,0,0,,,,,,,,3,,,66,34
9792,note_on,0,0,0,,,,,,,,6,,,48,69
9792,note_on,0,0,0,,,,,,,,6,,,53,69
9792,note_on,0,0,0,,,,,,,,6,,,51,69
9808,note_on,16,0,0,,,,,,,,5,,,75,69
9820,note_on,12,0,0,,,,,,,,5,,,75,0
9824,note_on,4,0,0,,,,,,,,5,,,77,69
9833,note_on,9,0,0,,,,,,,,6,,,51,0
9833,note_on,0,0,0,,,,,,,,6,,,53,0
9833,note_on,0,0,0,,,,,,,,6,,,48,0
9836,note_on,3,0,0,,,,,,,,5,,,77,0
9840,note_on,4,0,0,,,,,,,,5,,,78,69
9840,note_on,0,0,0,,,,,,,,6,,,41,69
9852,note_on,12,0,0,,,,,,,,5,,,78,0
9856,note_on,4,0,0,,,,,,,,5,,,75,69
9868,note_on,12,0,0,,,,,,,,5,,,75,0
9872,note_on,4,0,0,,,,,,,,5,,,72,69
9881,note_on,9,0,0,,,,,,,,6,,,41,0
9884,note_on,3,0,0,,,,,,,,5,,,72,0
9888,note_on,4,0,0,,,,,,,,6,,,51,69
9888,note_on,0,0,0,,,,,,,,6,,,48,69
9888,note_on,0,0,0,,,,,,,,6,,,53,69
9904,note_on,16,0,0,,,,,,,,5,,,75,69
9916,note_on,12,0,0,,,,,,,,5,,,75,0
9920,note_on,4,0,0,,,,,,,,5,,,77,69
9929,note_on,9,0,0,,,,,,,,6,,,53,0
9929,note_on,0,0,0,,,,,,,,6,,,48,0
9929,note_on,0,0,0,,,,,,,,6,,,51,0
9932,note_on,3,0,0,,,,,,,,5,,,77,0
9936,note_on,4,0,0,,,,,,,,5,,,78,69
9936,note_on,0,0,0,,,,,,,,6,,,41,69
9948,note_on,12,0,0,,,,,,,,5,,,78,0
9952,note_on,4,0,0,,,,,,,,5,,,75,69
9964,note_on,12,0,0,,,,,,,,5,,,75,0
9968,note_on,4,0,0,,,,,,,,5,,,72,69
9970,note_on,2,0,0,,,,,,,,1,,,69,0
9970,note_on,0,0,0,,,,,,,,3,,,66,0
9970,note_on,0,0,0,,,,,,,,2,,,60,0
9977,note_on,7,0,0,,,,,,,,6,,,41,0
9980,note_on,3,0,0,,,,,,,,5,,,72,0
9984,note_on,4,0,0,,,,,,,,1,,,70,34
9984,note_on,0,0,0,,,,,,,,2,,,65,34
9984,note_on,0,0,0,,,,,,,,3,,,61,34
9984,note_on,0,0,0,,,,,,,,6,,,46,69
9984,note_on,0,0,0,,,,,,,,6,,,53,69
10000,note_on,16,0,0,,,,,,,,5,,,73,69
10012,note_on,12,0,0,,,,,,,,5,,,73,0
10016,note_on,4,0,0,,,,,,,,5,,,75,69
10025,note_on,9,0,0,,,,,,,,6,,,46,0
10025,note_on,0,0,0,,,,,,,,6,,,53,0
10028,note_on,3,0,0,,,,,,,,5,,,75,0
10032,note_on,4,0,0,,,,,,,,5,,,77,69
10032,note_on,0,0,0,,,,,,,,6,,,41,69
10044,note_on,12,0,0,,,,,,,,5,,,77,0
10048,note_on,4,0,0,,,,,,,,5,,,73,69
10060,note_on,12,0,0,,,,,,,,5,,,73,0
10064,note_on,4,0,0,,,,,,,,5,,,70,69
10073,note_on,9,0,0,,,,,,,,6,,,41,0
10076,note_on,3,0,0,,,,,,,,5,,,70,0
10080,note_on,4,0,0,,,,,,,,6,,,49,69
10080,note_on,0,0,0,,,,,,,,6,,,53,69
10080,note_on,0,0,0,,,,,,,,6,,,46,69
10096,note_on,16,0,0,,,,,,,,5,,,73,69
10108,note_on,12,0,0,,,,,,,,5,,,73,0
10112,note_on,4,0,0,,,,,,,,5,,,75,69
10121,note_on,9,0,0,,,,,,,,6,,,46,0
10121,note_on,0,0,0,,,,,,,,6,,,53,0
10121,note_on,0,0,0,,,,,,,,6,,,49,0
10124,note_on,3,0,0,,,,,,,,5,,,75,0
10128,note_on,4,0,0,,,,,,,,5,,,77,69
10128,note_on,0,0,0,,,,,,,,6,,,41,69
10140,note_on,12,0,0,,,,,,,,5,,,77,0
10144,note_on,4,0,0,,,,,,,,5,,,73,69
10156,note_on,12,0,0,,,,,,,,5,,,73,0
10160,note_on,4,0,0,,,,,,,,5,,,70,69
10162,note_on,2,0,0,,,,,,,,3,,,61,0
10169,note_on,7,0,0,,,,,,,,6,,,41,0
10172,note_on,3,0,0,,,,,,,,5,,,70,0
10176,note_on,4,0,0,,,,,,,,3,,,63,34
10176,note_on,0,0,0,,,,,,,,6,,,51,69
10176,note_on,0,0,0,,,,,,,,6,,,53,69
10192,note_on,16,0,0,,,,,,,,5,,,72,69
10204,note_on,12,0,0,,,,,,,,5,,,72,0
10208,note_on,4,0,0,,,,,,,,5,,,73,69
10217,note_on,9,0,0,,,,,,,,6,,,51,0
10217,note_on,0,0,0,,,,,,,,6,,,53,0
10220,note_on,3,0,0,,,,,,,,5,,,73,0
10224,note_on,4,0,0,,,,,,,,5,,,75,69
10224,note_on,0,0,0,,,,,,,,6,,,41,69
10236,note_on,12,0,0,,,,,,,,5,,,75,0
10240,note_on,4,0,0,,,,,,,,5,,,72,69
10252,note_on,12,0,0,,,,,,,,5,,,72,0
10256,note_on,4,0,0,,,,,,,,5,,,70,69
10265,note_on,9,0,0,,,,,,,,6,,,41,0
10268,note_on,3,0,0,,,,,,,,5,,,70,0
10272,note_on,4,0,0,,,,,,,,6,,,53,69
10272,note_on,0,0,0,,,,,,,,6,,,51,69
10272,note_on,0,0,0,,,,,,,,6,,,48,69
10288,note_on,16,0,0,,,,,,,,5,,,72,69
10300,note_on,12,0,0,,,,,,,,5,,,72,0
10304,note_on,4,0,0,,,,,,,,5,,,73,69
10313,note_on,9,0,0,,,,,,,,6,,,48,0
10313,note_on,0,0,0,,,,,,,,6,,,51,0
10313,note_on,0,0,0,,,,,,,,6,,,53,0
10316,note_on,3,0,0,,,,,,,,5,,,73,0
10320,note_on,4,0,0,,,,,,,,5,,,75,69
10320,note_on,0,0,0,,,,,,,,6,,,41,69
10332,note_on,12,0,0,,,,,,,,5,,,75,0
10336,note_on,4,0,0,,,,,,,,5,,,72,69
10348,note_on,12,0,0,,,,,,,,5,,,72,0
10352,note_on,4,0,0,,,,,,,,5,,,70,69
10354,note_on,2,0,0,,,,,,,,3,,,63,0
10354,note_on,0,0,0,,,,,,,,1,,,70,0
10361,note_on,7,0,0,,,,,,,,6,,,41,0
10364,note_on,3,0,0,,,,,,,,5,,,70,0
10368,note_on,4,0,0,,,,,,,,1,,,69,34
10368,note_on,0,0,0,,,,,,,,3,,,60,34
10368,note_on,0,0,0,,,,,,,,6,,,48,69
10368,note_on,0,0,0,,,,,,,,6,,,51,69
10368,note_on,0,0,0,,,,,,,,6,,,53,69
10384,note_on,16,0,0,,,,,,,,5,,,72,69
10396,note_on,12,0,0,,,,,,,,5,,,72,0
10400,note_on,4,0,0,,,,,,,,5,,,73,69
10409,note_on,9,0,0,,,,,,,,6,,,53,0
10409,note_on,0,0,0,,,,,,,,6,,,51,0
10409,note_on,0,0,0,,,,,,,,6,,,48,0
10412,note_on,3,0,0,,,,,,,,5,,,73,0
10416,note_on,4,0,0,,,,,,,,5,,,75,69
10416,note_on,0,0,0,,,,,,,,6,,,41,69
10428,note_on,12,0,0,,,,,,,,5,,,75,0
10432,note_on,4,0,0,,,,,,,,5,,,72,69
10444,note_on,12,0,0,,,,,,,,5,,,72,0
10448,note_on,4,0,0,,,,,,,,5,,,69,69
10457,note_on,9,0,0,,,,,,,,6,,,41,0
10460,note_on,3,0,0,,,,,,,,5,,,69,0
10464,note_on,4,0,0,,,,,,,,6,,,48,69
10464,note_on,0,0,0,,,,,,,,6,,,51,69
10464,note_on,0,0,0,,,,,,,,6,,,53,69
10480,note_on,16,0,0,,,,,,,,5,,,72,69
10492,note_on,12,0,0,,,,,,,,5,,,72,0
10496,note_on,4,0,0,,,,,,,,5,,,73,69
10505,note_on,9,0,0,,,,,,,,6,,,53,0
10505,note_on,0,0,0,,,,,,,,6,,,51,0
10505,note_on,0,0,0,,,,,,,,6,,,48,0
10508,note_on,3,0,0,,,,,,,,5,,,73,0
10512,note_on,4,0,0,,,,,,,,5,,,75,69
10512,note_on,0,0,0,,,,,,,,6,,,41,69
10524,note_on,12,0,0,,,,,,,,5,,,75,0
10528,note_on,4,0,0,,,,,,,,5,,,72,69
10540,note_on,12,0,0,,,,,,,,5,,,72,0
10544,note_on,4,0,0,,,,,,,,5,,,69,69
10546,note_on,2,0,0,,,,,,,,4,,,41,0
10546,note_on,0,0,0,,,,,,,,3,,,60,0
10546,note_on,0,0,0,,,,,,,,1,,,69,0
10553,note_on,7,0,0,,,,,,,,6,,,41,0
10556,note_on,3,0,0,,,,,,,,5,,,69,0
10560,note_on,4,0,0,,,,,,,,1,,,70,81
10560,note_on,0,0,0,,,,,,,,3,,,58,64
10560,note_on,0,0,0,,,,,,,,4,,,46,59
10560,note_on,0,0,0,,,,,,,,5,,,75,69
10560,note_on,0,0,0,,,,,,,,6,,,46,69
10569,note_on,9,0,0,,,,,,,,5,,,75,0
10572,note_on,3,0,0,,,,,,,,5,,,73,69
10581,note_on,9,0,0,,,,,,,,5,,,73,0
10584,note_on,3,0,0,,,,,,,,5,,,75,69
10593,note_on,9,0,0,,,,,,,,5,,,75,0
10596,note_on,3,0,0,,,,,,,,5,,,73,69
10601,note_on,5,0,0,,,,,,,,1,,,70,0
10601,note_on,0,0,0,,,,,,,,4,,,46,0
10601,note_on,0,0,0,,,,,,,,3,,,58,0
10601,note_on,0,0,0,,,,,,,,2,,,65,0
10601,note_on,0,0,0,,,,,,,,6,,,46,0
10605,note_on,4,0,0,,,,,,,,5,,,73,0
10608,note_on,3,0,0,,,,,,,,1,,,70,81
10608,note_on,0,0,0,,,,,,,,2,,,73,64
10608,note_on,0,0,0,,,,,,,,3,,,65,64
10608,note_on,0,0,0,,,,,,,,4,,,58,59
10608,note_on,0,0,0,,,,,,,,5,,,75,69
10608,note_on,0,0,0,,,,,,,,6,,,58,69
10617,note_on,9,0,0,,,,,,,,5,,,75,0
10620,note_on,3,0,0,,,,,,,,5,,,73,69
10627,note_on,7,0,0,,,,,,,,2,,,73,0
10627,note_on,0,0,0,,,,,,,,4,,,58,0
10627,note_on,0,0,0,,,,,,,,3,,,65,0
10627,note_on,0,0,0,,,,,,,,6,,,58,0
10629,note_on,2,0,0,,,,,,,,5,,,73,0
10632,note_on,3,0,0,,,,,,,,2,,,72,64
10632,note_on,0,0,0,,,,,,,,3,,,63,64
10632,note_on,0,0,0,,,,,,,,4,,,60,59
10632,note_on,0,0,0,,,,,,,,5,,,75,69
10632,note_on,0,0,0,,,,,,,,6,,,60,69
10641,note_on,9,0,0,,,,,,,,5,,,75,0
10644,note_on,3,0,0,,,,,,,,5,,,73,69
10651,note_on,7,0,0,,,,,,,,2,,,72,0
10651,note_on,0,0,0,,,,,,,,4,,,60,0
10651,note_on,0,0,0,,,,,,,,3,,,63,0
10651,note_on,0,0,0,,,,,,,,6,,,60,0
10653,note_on,2,0,0,,,,,,,,5,,,73,0
10656,note_on,3,0,0,,,,,,,,2,,,70,64
10656,note_on,0,0,0,,,,,,,,3,,,65,64
10656,note_on,0,0,0,,,,,,,,4,,,61,59
10656,note_on,0,0,0,,,,,,,,5,,,75,69
10656,note_on,0,0,0,,,,,,,,6,,,61,69
10665,note_on,9,0,0,,,,,,,,5,,,75,0
10668,note_on,3,0,0,,,,,,,,5,,,73,69
10675,note_on,7,0,0,,,,,,,,1,,,70,0
10677,note_on,2,0,0,,,,,,,,5,,,73,0
10680,note_on,3,0,0,,,,,,,,1,,,77,81
10680,note_on,0,0,0,,,,,,,,5,,,75,69
10689,note_on,9,0,0,,,,,,,,5,,,75,0
10692,note_on,3,0,0,,,,,,,,5,,,73,69
10697,note_on,5,0,0,,,,,,,,6,,,61,0
10697,note_on,0,0,0,,,,,,,,3,,,65,0
10697,note_on,0,0,0,,,,,,,,2,,,70,0
10697,note_on,0,0,0,,,,,,,,4,,,61,0
10699,note_on,2,0,0,,,,,,,,1,,,77,0
10701,note_on,2,0,0,,,,,,,,5,,,73,0
10704,note_on,3,0,0,,,,,,,,1,,,73,81
10704,note_on,0,0,0,,,,,,,,2,,,65,64
10704,note_on,0,0,0,,,,,,,,3,,,70,64
10704,note_on,0,0,0,,,,,,,,4,,,58,59
10704,note_on,0,0,0,,,,,,,,5,,,75,69
10704,note_on,0,0,0,,,,,,,,6,,,58,69
10713,note_on,9,0,0,,,,,,,,5,,,75,0
10716,note_on,3,0,0,,,,,,,,5,,,73,69
10723,note_on,7,0,0,,,,,,,,1,,,73,0
