tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,note,velocity,channel
22704,note_off,,48,0,1,,,,,53,30,0
22704,note_on,,0,0,1,,,,,57,30,0
22752,note_off,,48,0,1,,,,,57,30,0
22752,note_on,,0,0,1,,,,,60,30,0
22800,note_off,,48,0,1,,,,,60,30,0
22800,note_on,,0,0,1,,,,,65,30,0
22848,note_off,,192,0,3,,,,,65,52,2
22848,note_off,,48,0,1,,,,,65,30,0
22848,note_on,,0,0,1,,,,,53,30,0
22896,note_on,,0,0,1,,,,,57,30,0
22896,note_off,,48,0,1,,,,,53,30,0
22944,note_off,,48,0,1,,,,,57,30,0
22944,note_on,,0,0,1,,,,,60,30,0
22992,note_off,,48,0,1,,,,,60,30,0
22992,note_on,,0,0,1,,,,,65,30,0
23040,note_on,,0,0,2,,,,,36,50,1
23040,note_off,,48,0,1,,,,,65,30,0
23040,note_on,,0,0,1,,,,,53,30,0
23040,note_off,,768,0,2,,,,,36,50,1
23040,note_on,,192,0,3,,,,,70,49,2
23088,note_off,,48,0,1,,,,,53,30,0
23088,note_on,,0,0,1,,,,,55,30,0
23136,note_off,,48,0,1,,,,,55,30,0
23136,note_on,,0,0,1,,,,,58,30,0
23184,note_off,,48,0,1,,,,,58,30,0
23184,note_on,,0,0,1,,,,,60,30,0
23232,note_off,,48,0,1,,,,,60,30,0
23232,note_on,,0,0,1,,,,,53,30,0
23280,note_on,,0,0,1,,,,,55,30,0
23280,note_off,,48,0,1,,,,,53,30,0
23328,note_on,,0,0,1,,,,,58,30,0
23328,note_off,,48,0,1,,,,,55,30,0
23376,note_on,,0,0,1,,,,,60,30,0
23376,note_off,,48,0,1,,,,,58,30,0
23424,note_on,,0,0,1,,,,,53,30,0
23424,note_off,,48,0,1,,,,,60,30,0
23472,note_off,,48,0,1,,,,,53,30,0
23472,note_on,,0,0,1,,,,,55,30,0
23520,note_off,,48,0,1,,,,,55,30,0
23520,note_on,,0,0,1,,,,,58,30,0
23520,note_off,,480,0,3,,,,,70,49,2
23520,note_on,,0,0,3,,,,,70,48,2
23568,note_on,,0,0,1,,,,,60,30,0
23568,note_off,,48,0,1,,,,,58,30,0
23616,note_off,,48,0,1,,,,,60,30,0
23616,note_on,,0,0,3,,,,,69,47,2
23616,note_off,,96,0,3,,,,,70,48,2
23616,note_on,,0,0,1,,,,,53,30,0
23664,note_on,,0,0,1,,,,,55,30,0
23664,note_off,,48,0,1,,,,,53,30,0
23712,note_off,,48,0,1,,,,,55,30,0
23712,note_on,,0,0,1,,,,,58,30,0
23712,note_on,,0,0,3,,,,,67,48,2
23712,note_off,,96,0,3,,,,,69,47,2
23760,note_on,,0,0,1,,,,,60,30,0
23760,note_off,,48,0,1,,,,,58,30,0
23808,note_on,,0,0,2,,,,,36,50,1
23808,note_off,,768,0,2,,,,,36,50,1
23808,note_on,,0,0,1,,,,,52,30,0
23808,note_off,,48,0,1,,,,,60,30,0
23808,note_off,,96,0,3,,,,,67,48,2
23808,note_on,,0,0,3,,,,,79,62,2
23856,note_off,,48,0,1,,,,,52,30,0
23856,note_on,,0,0,1,,,,,55,30,0
23904,note_on,,0,0,1,,,,,58,30,0
23904,note_off,,48,0,1,,,,,55,30,0
23952,note_off,,48,0,1,,,,,58,30,0
23952,note_on,,0,0,1,,,,,60,30,0
24000,note_off,,48,0,1,,,,,60,30,0
24000,note_on,,0,0,1,,,,,52,30,0
24048,note_off,,48,0,1,,,,,52,30,0
24048,note_on,,0,0,1,,,,,55,30,0
24096,note_off,,48,0,1,,,,,55,30,0
24096,note_on,,0,0,1,,,,,58,30,0
24096,note_off,,288,0,3,,,,,79,62,2
24096,note_on,,0,0,3,,,,,76,52,2
24144,note_on,,0,0,1,,,,,60,30,0
24144,note_off,,48,0,1,,,,,58,30,0
24192,note_off,,48,0,1,,,,,60,30,0
24192,note_off,,96,0,3,,,,,76,52,2
24192,note_on,,0,0,3,,,,,72,48,2
24192,note_on,,0,0,1,,,,,52,30,0
24240,note_off,,48,0,1,,,,,52,30,0
24240,note_on,,0,0,1,,,,,55,30,0
24288,note_off,,48,0,1,,,,,55,30,0
24288,note_on,,0,0,1,,,,,58,30,0
24336,note_off,,48,0,1,,,,,58,30,0
24336,note_on,,0,0,1,,,,,60,30,0
24384,note_off,,192,0,3,,,,,72,48,2
24384,note_off,,48,0,1,,,,,60,30,0
24384,note_on,,0,0,1,,,,,52,30,0
24432,note_off,,48,0,1,,,,,52,30,0
24432,note_on,,0,0,1,,,,,55,30,0
24480,note_off,,48,0,1,,,,,55,30,0
24480,note_on,,0,0,1,,,,,58,30,0
24528,note_off,,48,0,1,,,,,58,30,0
24528,note_on,,0,0,1,,,,,60,30,0
24576,note_off,,48,0,1,,,,,60,30,0
24576,note_on,,0,0,1,,,,,53,30,0
24576,note_on,,192,0,3,,,,,74,48,2
24576,note_on,,0,0,2,,,,,36,50,1
24576,note_off,,768,0,2,,,,,36,50,1
24624,note_off,,48,0,1,,,,,53,30,0
24624,note_on,,0,0,1,,,,,56,30,0
24672,note_off,,48,0,1,,,,,56,30,0
24672,note_on,,0,0,1,,,,,59,30,0
24720,note_off,,48,0,1,,,,,59,30,0
24720,note_on,,0,0,1,,,,,62,30,0
24768,note_off,,48,0,1,,,,,62,30,0
24768,note_on,,0,0,1,,,,,53,30,0
24816,note_off,,48,0,1,,,,,53,30,0
24816,note_on,,0,0,1,,,,,56,30,0
24864,note_off,,48,0,1,,,,,56,30,0
24864,note_on,,0,0,1,,,,,59,30,0
24912,note_off,,48,0,1,,,,,59,30,0
24912,note_on,,0,0,1,,,,,62,30,0
24960,note_off,,48,0,1,,,,,62,30,0
24960,note_on,,0,0,1,,,,,53,30,0
25008,note_off,,48,0,1,,,,,53,30,0
25008,note_on,,0,0,1,,,,,56,30,0
25056,note_off,,480,0,3,,,,,74,48,2
25056,note_on,,0,0,1,,,,,59,30,0
25056,note_off,,48,0,1,,,,,56,30,0
25056,note_on,,0,0,3,,,,,74,55,2
25104,note_off,,48,0,1,,,,,59,30,0
25104,note_on,,0,0,1,,,,,62,30,0
25152,note_off,,48,0,1,,,,,62,30,0
25152,note_on,,0,0,1,,,,,53,30,0
25152,note_on,,0,0,3,,,,,76,56,2
25152,note_off,,96,0,3,,,,,74,55,2
25200,note_off,,48,0,1,,,,,53,30,0
25200,note_on,,0,0,1,,,,,56,30,0
25248,note_on,,0,0,3,,,,,77,47,2
25248,note_off,,96,0,3,,,,,76,56,2
25248,note_on,,0,0,1,,,,,59,30,0
25248,note_off,,48,0,1,,,,,56,30,0
25296,note_off,,48,0,1,,,,,59,30,0
25296,note_on,,0,0,1,,,,,62,30,0
25344,note_off,,48,0,1,,,,,62,30,0
25344,note_on,,0,0,3,,,,,81,62,2
25344,note_off,,96,0,3,,,,,77,47,2
25344,note_off,,768,0,2,,,,,36,50,1
25344,note_on,,0,0,1,,,,,53,30,0
25344,note_on,,0,0,2,,,,,36,50,1
25392,note_on,,0,0,1,,,,,57,30,0
25392,note_off,,48,0,1,,,,,53,30,0
25440,note_on,,0,0,1,,,,,60,30,0
25440,note_off,,48,0,1,,,,,57,30,0
25488,note_on,,0,0,1,,,,,65,30,0
25488,note_off,,48,0,1,,,,,60,30,0
25536,note_off,,48,0,1,,,,,65,30,0
25536,note_on,,0,0,1,,,,,53,30,0
25584,note_on,,0,0,1,,,,,57,30,0
25584,note_off,,48,0,1,,,,,53,30,0
25632,note_off,,48,0,1,,,,,57,30,0
25632,note_on,,0,0,1,,,,,60,30,0
25680,note_off,,48,0,1,,,,,60,30,0
25680,note_on,,0,0,1,,,,,65,30,0
25728,note_off,,48,0,1,,,,,65,30,0
25728,note_on,,0,0,1,,,,,53,30,0
25776,note_off,,48,0,1,,,,,53,30,0
25776,note_on,,0,0,1,,,,,57,30,0
25824,note_off,,48,0,1,,,,,57,30,0
25824,note_on,,0,0,1,,,,,60,30,0
25824,note_off,,480,0,3,,,,,81,62,2
25824,note_on,,0,0,3,,,,,77,57,2
25872,note_off,,48,0,1,,,,,60,30,0
25872,note_on,,0,0,1,,,,,65,30,0
25920,note_on,,0,0,3,,,,,72,57,2
25920,note_off,,96,0,3,,,,,77,57,2
25920,note_on,,0,0,1,,,,,53,30,0
25920,note_off,,48,0,1,,,,,65,30,0
25968,note_on,,0,0,1,,,,,57,30,0
25968,note_off,,48,0,1,,,,,53,30,0
26016,note_on,,0,0,3,,,,,69,49,2
26016,note_off,,96,0,3,,,,,72,57,2
26016,note_on,,0,0,1,,,,,60,30,0
26016,note_off,,48,0,1,,,,,57,30,0
26064,note_off,,48,0,1,,,,,60,30,0
26064,note_on,,0,0,1,,,,,65,30,0
26112,note_off,,96,0,3,,,,,69,49,2
26112,note_off,,48,0,1,,,,,65,30,0
26112,note_off,,768,0,2,,,,,36,50,1
26112,note_on,,0,0,3,,,,,67,39,2
26112,note_on,,0,0,2,,,,,36,50,1
26112,note_on,,0,0,1,,,,,53,30,0
26160,note_off,,48,0,1,,,,,53,30,0
26160,note_on,,0,0,1,,,,,55,30,0
26208,note_off,,48,0,1,,,,,55,30,0
26208,note_on,,0,0,1,,,,,58,30,0
26256,note_off,,48,0,1,,,,,58,30,0
26256,note_on,,0,0,1,,,,,60,30,0
26304,note_off,,48,0,1,,,,,60,30,0
26304,note_on,,0,0,1,,,,,53,30,0
26352,note_off,,48,0,1,,,,,53,30,0
26352,note_on,,0,0,1,,,,,55,30,0
26400,note_off,,48,0,1,,,,,55,30,0
26400,note_on,,0,0,1,,,,,58,30,0
26448,note_off,,48,0,1,,,,,58,30,0
26448,note_on,,0,0,1,,,,,60,30,0
26496,note_on,,0,0,1,,,,,53,30,0
26496,note_off,,48,0,1,,,,,60,30,0
26544,note_off,,48,0,1,,,,,53,30,0
26544,note_on,,0,0,1,,,,,55,30,0
26592,note_off,,480,0,3,,,,,67,39,2
26592,note_on,,0,0,3,,,,,74,49,2
26592,note_off,,48,0,1,,,,,55,30,0
26592,note_on,,0,0,1,,,,,58,30,0
26640,note_off,,48,0,1,,,,,58,30,0
26640,note_on,,0,0,1,,,,,60,30,0
26688,note_off,,96,0,3,,,,,74,49,2
26688,note_on,,0,0,3,,,,,76,58,2
26688,note_off,,48,0,1,,,,,60,30,0
26688,note_on,,0,0,1,,,,,53,30,0
26736,note_on,,0,0,1,,,,,55,30,0
26736,note_off,,48,0,1,,,,,53,30,0
26784,note_on,,0,0,3,,,,,74,54,2
26784,note_on,,0,0,1,,,,,58,30,0
26784,note_off,,96,0,3,,,,,76,58,2
26784,note_off,,48,0,1,,,,,55,30,0
26832,note_off,,48,0,1,,,,,58,30,0
26832,note_on,,0,0,1,,,,,60,30,0
26880,note_on,,0,0,3,,,,,72,45,2
26880,note_off,,96,0,3,,,,,74,54,2
26880,note_off,,48,0,1,,,,,60,30,0
26880,note_on,,0,0,1,,,,,52,30,0
26880,note_on,,0,0,2,,,,,36,50,1
26880,note_off,,768,0,2,,,,,36,50,1
26928,note_off,,48,0,1,,,,,52,30,0
26928,note_on,,0,0,1,,,,,55,30,0
26976,note_off,,48,0,1,,,,,55,30,0
26976,note_on,,0,0,1,,,,,58,30,0
26976,note_on,,0,0,3,,,,,79,48,2
26976,note_off,,96,0,3,,,,,72,45,2
27024,note_off,,48,0,1,,,,,58,30,0
27024,note_on,,0,0,1,,,,,60,30,0
27072,note_off,,96,0,3,,,,,79,48,2
27072,note_on,,0,0,1,,,,,52,30,0
27072,note_on,,0,0,3,,,,,76,51,2
27072,note_off,,48,0,1,,,,,60,30,0
27120,note_on,,0,0,1,,,,,55,30,0
27120,note_off,,48,0,1,,,,,52,30,0
27168,note_on,,0,0,1,,,,,58,30,0
27168,note_off,,48,0,1,,,,,55,30,0
27168,note_on,,0,0,3,,,,,72,53,2
27168,note_off,,96,0,3,,,,,76,51,2
27216,note_on,,0,0,1,,,,,60,30,0
27216,note_off,,48,0,1,,,,,58,30,0
27264,note_on,,0,0,1,,,,,52,30,0
27264,note_off,,48,0,1,,,,,60,30,0
27264,note_on,,0,0,3,,,,,70,43,2
27264,note_off,,96,0,3,,,,,72,53,2
27312,note_on,,0,0,1,,,,,55,30,0
27312,note_off,,48,0,1,,,,,52,30,0
27360,note_on,,0,0,1,,,,,58,30,0
27360,note_off,,96,0,3,,,,,70,43,2
27360,note_off,,48,0,1,,,,,55,30,0
27360,note_on,,0,0,3,,,,,67,48,2
27408,note_off,,48,0,1,,,,,58,30,0
27408,note_on,,0,0,1,,,,,60,30,0
27456,note_on,,0,0,1,,,,,52,30,0
27456,note_off,,48,0,1,,,,,60,30,0
27456,note_on,,0,0,3,,,,,64,55,2
27456,note_off,,96,0,3,,,,,67,48,2
27504,note_on,,0,0,1,,,,,55,30,0
27504,note_off,,48,0,1,,,,,52,30,0
27552,note_on,,0,0,1,,,,,58,30,0
27552,note_on,,0,0,3,,,,,60,48,2
27552,note_off,,96,0,3,,,,,64,55,2
27552,note_off,,48,0,1,,,,,55,30,0
27600,note_off,,48,0,1,,,,,58,30,0
27600,note_on,,0,0,1,,,,,60,30,0
27648,note_off,,48,0,1,,,,,60,30,0
27648,note_on,,0,0,1,,,,,53,30,0
27648,note_on,,0,0,3,,,,,65,47,2
27648,note_off,,96,0,3,,,,,60,48,2
27648,note_off,,768,0,2,,,,,36,50,1
27648,note_on,,0,0,2,,,,,41,50,1
27696,note_off,,48,0,1,,,,,53,30,0
27696,note_on,,0,0,1,,,,,57,30,0
27744,note_off,,48,0,1,,,,,57,30,0
27744,note_on,,0,0,1,,,,,60,30,0
27792,note_off,,48,0,1,,,,,60,30,0
27792,note_on,,0,0,1,,,,,63,30,0
27840,note_on,,0,0,1,,,,,53,30,0
27840,note_off,,48,0,1,,,,,63,30,0
27888,note_on,,0,0,1,,,,,57,30,0
27888,note_off,,48,0,1,,,,,53,30,0
27936,note_off,,48,0,1,,,,,57,30,0
27936,note_on,,0,0,1,,,,,60,30,0
27984,note_off,,48,0,1,,,,,60,30,0
27984,note_on,,0,0,1,,,,,63,30,0
28032,note_off,,48,0,1,,,,,63,30,0
28032,note_on,,0,0,1,,,,,53,30,0
28080,note_off,,48,0,1,,,,,53,30,0
28080,note_on,,0,0,1,,,,,57,30,0
28128,note_off,,48,0,1,,,,,57,30,0
28128,note_on,,0,0,1,,,,,60,30,0
28176,note_off,,48,0,1,,,,,60,30,0
28176,note_on,,0,0,1,,,,,63,30,0
28224,note_on,,0,0,1,,,,,53,30,0
28224,note_off,,48,0,1,,,,,63,30,0
28272,note_on,,0,0,1,,,,,57,30,0
28272,note_off,,48,0,1,,,,,53,30,0
28320,note_off,,48,0,1,,,,,57,30,0
28320,note_on,,0,0,1,,,,,60,30,0
28368,note_off,,48,0,1,,,,,60,30,0
28368,note_on,,0,0,1,,,,,63,30,0
28416,note_off,,768,0,2,,,,,41,50,1
28416,note_on,,0,0,1,,,,,58,30,0
28416,note_on,,0,0,2,,,,,41,50,1
28416,note_on,,0,0,3,,,,,65,56,2
28416,note_off,,768,0,3,,,,,65,47,2
28416,note_off,,48,0,1,,,,,63,30,0
28464,note_off,,48,0,1,,,,,58,30,0
28464,note_on,,0,0,1,,,,,53,30,0
28512,note_off,,48,0,1,,,,,53,30,0
28512,note_on,,0,0,1,,,,,58,30,0
28560,note_off,,48,0,1,,,,,58,30,0
28560,note_on,,0,0,1,,,,,62,30,0
28608,note_off,,48,0,1,,,,,62,30,0
28608,note_on,,0,0,1,,,,,65,30,0
28656,note_off,,48,0,1,,,,,65,30,0
28656,note_on,,0,0,1,,,,,62,30,0
28704,note_off,,48,0,1,,,,,62,30,0
28704,note_on,,0,0,1,,,,,65,30,0
28752,note_on,,0,0,1,,,,,70,30,0
28752,note_off,,48,0,1,,,,,65,30,0
28800,note_off,,384,0,3,,,,,65,56,2
28800,note_on,,0,0,1,,,,,65,30,0
28800,note_off,,48,0,1,,,,,70,30,0
28848,note_off,,48,0,1,,,,,65,30,0
28848,note_on,,0,0,1,,,,,62,30,0
28896,note_off,,48,0,1,,,,,62,30,0
28896,note_on,,0,0,1,,,,,65,30,0
28944,note_off,,48,0,1,,,,,65,30,0
28944,note_on,,0,0,1,,,,,62,30,0
28992,note_on,,0,0,1,,,,,58,30,0
28992,note_off,,48,0,1,,,,,62,30,0
29040,note_off,,48,0,1,,,,,58,30,0
29040,note_on,,0,0,1,,,,,62,30,0
29088,note_off,,48,0,1,,,,,62,30,0
29088,note_on,,0,0,1,,,,,58,30,0
29136,note_off,,48,0,1,,,,,58,30,0
29136,note_on,,0,0,1,,,,,55,30,0
29184,note_on,,0,0,2,,,,,41,50,1
29184,note_off,,768,0,2,,,,,41,50,1
29184,note_on,,384,0,3,,,,,72,46,2
29184,note_off,,48,0,1,,,,,55,30,0
29184,note_on,,0,0,1,,,,,53,30,0
29232,note_off,,48,0,1,,,,,53,30,0
29232,note_on,,0,0,1,,,,,64,30,0
29280,note_off,,48,0,1,,,,,64,30,0
29280,note_on,,0,0,1,,,,,60,30,0
29328,note_off,,48,0,1,,,,,60,30,0
29328,note_on,,0,0,1,,,,,64,30,0
29376,note_off,,48,0,1,,,,,64,30,0
29376,note_on,,0,0,1,,,,,67,30,0
29424,note_off,,48,0,1,,,,,67,30,0
29424,note_on,,0,0,1,,,,,70,30,0
29472,note_off,,48,0,1,,,,,70,30,0
29472,note_on,,0,0,1,,,,,67,30,0
29520,note_on,,0,0,1,,,,,64,30,0
29520,note_off,,48,0,1,,,,,67,30,0
29568,note_off,,48,0,1,,,,,64,30,0
29568,note_on,,0,0,1,,,,,67,30,0
29616,note_off,,48,0,1,,,,,67,30,0
29616,note_on,,0,0,1,,,,,64,30,0
29664,note_off,,48,0,1,,,,,64,30,0
29664,note_on,,0,0,1,,,,,60,30,0
29712,note_off,,48,0,1,,,,,60,30,0
29712,note_on,,0,0,1,,,,,64,30,0
29760,note_off,,48,0,1,,,,,64,30,0
29760,note_on,,0,0,1,,,,,55,30,0
29808,note_off,,48,0,1,,,,,55,30,0
29808,note_on,,0,0,1,,,,,58,30,0
29856,note_off,,48,0,1,,,,,58,30,0
29856,note_on,,0,0,1,,,,,57,30,0
29904,note_on,,0,0,1,,,,,55,30,0
29904,note_off,,48,0,1,,,,,57,30,0
29952,note_on,,0,0,1,,,,,53,30,0
29952,note_off,,768,0,2,,,,,41,50,1
29952,note_on,,0,0,2,,,,,41,50,1
29952,note_off,,48,0,1,,,,,55,30,0
29952,note_off,,768,0,3,,,,,72,46,2
29952,note_on,,0,0,3,,,,,72,52,2
30000,note_on,,0,0,1,,,,,57,30,0
30000,note_off,,48,0,1,,,,,53,30,0
30048,note_on,,0,0,1,,,,,60,30,0
30048,note_off,,48,0,1,,,,,57,30,0
30096,note_on,,0,0,1,,,,,65,30,0
30096,note_off,,48,0,1,,,,,60,30,0
30144,note_off,,48,0,1,,,,,65,30,0
30144,note_on,,0,0,1,,,,,53,30,0
30192,note_off,,48,0,1,,,,,53,30,0
30192,note_on,,0,0,1,,,,,57,30,0
30240,note_on,,0,0,1,,,,,60,30,0
30240,note_off,,48,0,1,,,,,57,30,0
30288,note_off,,48,0,1,,,,,60,30,0
30288,note_on,,0,0,1,,,,,65,30,0
30336,note_on,,0,0,1,,,,,53,30,0
30336,note_off,,48,0,1,,,,,65,30,0
30384,note_on,,0,0,1,,,,,57,30,0
30384,note_off,,48,0,1,,,,,53,30,0
30432,note_on,,0,0,1,,,,,60,30,0
30432,note_off,,48,0,1,,,,,57,30,0
30480,note_off,,48,0,1,,,,,60,30,0
30480,note_on,,0,0,1,,,,,65,30,0
30528,end_of_track,,0,1,3,,,,,,,
30528,note_off,,576,0,3,,,,,72,52,2
30528,note_off,,48,0,1,,,,,65,30,0
30528,note_on,,0,0,1,,,,,53,30,0
30576,note_off,,48,0,1,,,,,53,30,0
30576,note_on,,0,0,1,,,,,57,30,0
30624,note_off,,48,0,1,,,,,57,30,0
30624,note_on,,0,0,1,,,,,60,30,0
30672,note_on,,0,0,1,,,,,65,30,0
30672,note_off,,48,0,1,,,,,60,30,0
30720,note_on,,0,0,2,,,,,41,50,1
30720,note_off,,768,0,2,,,,,41,50,1
30720,note_off,,48,0,1,,,,,65,30,0
30720,note_on,,0,0,1,,,,,65,30,0
30720,note_on,,0,0,1,,,,,60,30,0
30720,note_on,,0,0,1,,,,,57,30,0
30720,note_on,,0,0,1,,,,,53,30,0
31488,note_off,,0,0,1,,,,,65,30,0
31488,end_of_track,,0,1,1,,,,,,,
31488,note_off,,768,0,1,,,,,57,30,0
31488,note_off,,0,0,1,,,,,60,30,0
31488,note_off,,768,0,2,,,,,41,50,1
31488,end_of_track,,0,1,2,,,,,,,
31488,note_off,,0,0,1,,,,,53,30,0
262143,end_of_track,,262143,1,0,,,,,,,
