tick,type,key,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,note,velocity,channel,control,value
113999,note_on,,12,0,1,,,,,,,,,,,,61,0,0,,
114181,note_on,,182,0,1,,,,,,,,,,,,64,94,0,,
114187,note_on,,6,0,1,,,,,,,,,,,,40,89,0,,
114194,note_on,,7,0,1,,,,,,,,,,,,69,0,0,,
114203,control_change,,9,0,1,,,,,,,,,,,,,,0,64,0
114317,control_change,,114,0,1,,,,,,,,,,,,,,0,64,127
114391,note_on,,74,0,1,,,,,,,,,,,,40,0,0,,
114414,note_on,,23,0,1,,,,,,,,,,,,73,91,0,,
114425,note_on,,11,0,1,,,,,,,,,,,,64,0,0,,
114588,note_on,,163,0,1,,,,,,,,,,,,40,82,0,,
114594,note_on,,6,0,1,,,,,,,,,,,,62,84,0,,
114614,note_on,,20,0,1,,,,,,,,,,,,73,0,0,,
114661,note_on,,47,0,1,,,,,,,,,,,,42,79,0,,
114693,note_on,,32,0,1,,,,,,,,,,,,40,0,0,,
114752,note_on,,59,0,1,,,,,,,,,,,,40,97,0,,
114800,note_on,,48,0,1,,,,,,,,,,,,42,0,0,,
114835,note_on,,35,0,1,,,,,,,,,,,,39,90,0,,
114858,note_on,,23,0,1,,,,,,,,,,,,40,0,0,,
114861,note_on,,3,0,1,,,,,,,,,,,,73,71,0,,
114916,note_on,,55,0,1,,,,,,,,,,,,40,99,0,,
114962,note_on,,46,0,1,,,,,,,,,,,,39,0,0,,
115026,note_on,,64,0,1,,,,,,,,,,,,71,82,0,,
115026,note_on,,0,0,1,,,,,,,,,,,,42,97,0,,
115061,note_on,,35,0,1,,,,,,,,,,,,40,0,0,,
115066,note_on,,5,0,1,,,,,,,,,,,,73,0,0,,
115072,control_change,,6,0,1,,,,,,,,,,,,,,0,64,0
115140,note_on,,68,0,1,,,,,,,,,,,,62,0,0,,
115241,control_change,,101,0,1,,,,,,,,,,,,,,0,64,127
115259,note_on,,18,0,1,,,,,,,,,,,,44,89,0,,
115271,note_on,,12,0,1,,,,,,,,,,,,62,86,0,,
115323,note_on,,52,0,1,,,,,,,,,,,,42,0,0,,
115337,note_on,,14,0,1,,,,,,,,,,,,71,0,0,,
115364,note_on,,27,0,1,,,,,,,,,,,,62,0,0,,
115501,note_on,,137,0,1,,,,,,,,,,,,45,102,0,,
115511,note_on,,10,0,1,,,,,,,,,,,,61,88,0,,
115561,note_on,,50,0,1,,,,,,,,,,,,44,0,0,,
115572,control_change,,11,0,1,,,,,,,,,,,,,,0,64,0
115752,note_on,,180,0,1,,,,,,,,,,,,71,70,0,,
115765,control_change,,13,0,1,,,,,,,,,,,,,,0,64,127
116001,note_on,,236,0,1,,,,,,,,,,,,40,71,0,,
116006,note_on,,5,0,1,,,,,,,,,,,,69,73,0,,
116014,note_on,,8,0,1,,,,,,,,,,,,71,0,0,,
116043,note_on,,29,0,1,,,,,,,,,,,,61,0,0,,
116054,note_on,,11,0,1,,,,,,,,,,,,45,0,0,,
116060,control_change,,6,0,1,,,,,,,,,,,,,,0,64,0
116212,control_change,,152,0,1,,,,,,,,,,,,,,0,64,127
116291,note_on,,79,0,1,,,,,,,,,,,,61,60,0,,
116316,note_on,,25,0,1,,,,,,,,,,,,40,0,0,,
116326,note_on,,10,0,1,,,,,,,,,,,,69,0,0,,
116354,note_on,,28,0,1,,,,,,,,,,,,61,0,0,,
116617,note_on,,263,0,1,,,,,,,,,,,,59,51,0,,
116632,note_on,,15,0,1,,,,,,,,,,,,40,54,0,,
116699,control_change,,67,0,1,,,,,,,,,,,,,,0,64,0
116901,note_on,,202,0,1,,,,,,,,,,,,69,60,0,,
116919,control_change,,18,0,1,,,,,,,,,,,,,,0,64,127
117123,note_on,,204,0,1,,,,,,,,,,,,68,67,0,,
117136,note_on,,13,0,1,,,,,,,,,,,,69,0,0,,
117262,note_on,,126,0,1,,,,,,,,,,,,40,0,0,,
117357,note_on,,95,0,1,,,,,,,,,,,,66,72,0,,
117369,note_on,,12,0,1,,,,,,,,,,,,68,0,0,,
117385,note_on,,16,0,1,,,,,,,,,,,,59,0,0,,
117590,note_on,,205,0,1,,,,,,,,,,,,59,64,0,,
117595,note_on,,5,0,1,,,,,,,,,,,,40,59,0,,
117609,control_change,,14,0,1,,,,,,,,,,,,,,0,64,0
117629,note_on,,20,0,1,,,,,,,,,,,,66,0,0,,
117737,control_change,,108,0,1,,,,,,,,,,,,,,0,64,127
117781,note_on,,44,0,1,,,,,,,,,,,,59,0,0,,
117811,note_on,,30,0,1,,,,,,,,,,,,68,64,0,,
117860,note_on,,49,0,1,,,,,,,,,,,,40,0,0,,
118041,note_on,,181,0,1,,,,,,,,,,,,68,0,0,,
118045,note_on,,4,0,1,,,,,,,,,,,,62,60,0,,
118063,note_on,,18,0,1,,,,,,,,,,,,40,46,0,,
118069,control_change,,6,0,1,,,,,,,,,,,,,,0,64,0
118147,control_change,,78,0,1,,,,,,,,,,,,,,0,64,127
118304,note_on,,157,0,1,,,,,,,,,,,,40,0,0,,
118306,note_on,,2,0,1,,,,,,,,,,,,71,48,0,,
118355,note_on,,49,0,1,,,,,,,,,,,,62,0,0,,
118361,note_on,,6,0,1,,,,,,,,,,,,71,0,0,,
118612,note_on,,251,0,1,,,,,,,,,,,,69,59,0,,
118617,note_on,,5,0,1,,,,,,,,,,,,33,41,0,,
118627,note_on,,10,0,1,,,,,,,,,,,,61,26,0,,
118684,control_change,,57,0,1,,,,,,,,,,,,,,0,64,0
118838,control_change,,154,0,1,,,,,,,,,,,,,,0,64,127
118885,note_on,,47,0,1,,,,,,,,,,,,64,70,0,,
118921,note_on,,36,0,1,,,,,,,,,,,,69,0,0,,
119008,note_on,,87,0,1,,,,,,,,,,,,61,0,0,,
119117,note_on,,109,0,1,,,,,,,,,,,,66,74,0,,
119138,note_on,,21,0,1,,,,,,,,,,,,64,0,0,,
119322,note_on,,184,0,1,,,,,,,,,,,,33,0,0,,
119325,control_change,,3,0,1,,,,,,,,,,,,,,0,64,0
119343,note_on,,18,0,1,,,,,,,,,,,,66,0,0,,
119349,note_on,,6,0,1,,,,,,,,,,,,64,88,0,,
119576,note_on,,227,0,1,,,,,,,,,,,,69,83,0,,
119606,note_on,,30,0,1,,,,,,,,,,,,64,0,0,,
119811,note_on,,205,0,1,,,,,,,,,,,,64,71,0,,
119844,note_on,,33,0,1,,,,,,,,,,,,69,0,0,,
120062,note_on,,218,0,1,,,,,,,,,,,,61,44,0,,
120068,note_on,,6,0,1,,,,,,,,,,,,76,83,0,,
120080,note_on,,12,0,1,,,,,,,,,,,,64,0,0,,
120182,control_change,,102,0,1,,,,,,,,,,,,,,0,64,127
120330,note_on,,148,0,1,,,,,,,,,,,,76,0,0,,
120369,note_on,,39,0,1,,,,,,,,,,,,52,40,0,,
120382,note_on,,13,0,1,,,,,,,,,,,,61,0,0,,
120651,note_on,,269,0,1,,,,,,,,,,,,52,0,0,,
120661,note_on,,10,0,1,,,,,,,,,,,,74,74,0,,
120682,note_on,,21,0,1,,,,,,,,,,,,64,36,0,,
120684,note_on,,2,0,1,,,,,,,,,,,,59,39,0,,
120732,control_change,,48,0,1,,,,,,,,,,,,,,0,64,0
120890,note_on,,158,0,1,,,,,,,,,,,,58,84,0,,
120960,note_on,,70,0,1,,,,,,,,,,,,59,0,0,,
121109,note_on,,149,0,1,,,,,,,,,,,,59,74,0,,
121190,note_on,,81,0,1,,,,,,,,,,,,58,0,0,,
121328,note_on,,138,0,1,,,,,,,,,,,,52,73,0,,
121331,note_on,,3,0,1,,,,,,,,,,,,76,91,0,,
121352,note_on,,21,0,1,,,,,,,,,,,,74,0,0,,
121362,note_on,,10,0,1,,,,,,,,,,,,59,0,0,,
121562,note_on,,200,0,1,,,,,,,,,,,,74,89,0,,
121569,note_on,,7,0,1,,,,,,,,,,,,59,62,0,,
121587,note_on,,18,0,1,,,,,,,,,,,,52,0,0,,
121611,note_on,,24,0,1,,,,,,,,,,,,76,0,0,,
121745,control_change,,134,0,1,,,,,,,,,,,,,,0,64,127
121790,note_on,,45,0,1,,,,,,,,,,,,52,70,0,,
121819,note_on,,29,0,1,,,,,,,,,,,,59,0,0,,
121851,note_on,,32,0,1,,,,,,,,,,,,64,0,0,,
121990,note_on,,139,0,1,,,,,,,,,,,,73,87,0,,
122001,note_on,,11,0,1,,,,,,,,,,,,64,70,0,,
122011,note_on,,10,0,1,,,,,,,,,,,,74,0,0,,
122016,note_on,,5,0,1,,,,,,,,,,,,57,69,0,,
122022,note_on,,6,0,1,,,,,,,,,,,,52,0,0,,
122038,control_change,,16,0,1,,,,,,,,,,,,,,0,64,0
122192,control_change,,154,0,1,,,,,,,,,,,,,,0,64,127
122226,note_on,,34,0,1,,,,,,,,,,,,57,0,0,,
122228,note_on,,2,0,1,,,,,,,,,,,,52,80,0,,
122242,note_on,,14,0,1,,,,,,,,,,,,64,0,0,,
122461,note_on,,219,0,1,,,,,,,,,,,,52,0,0,,
122483,note_on,,22,0,1,,,,,,,,,,,,62,73,0,,
122496,note_on,,13,0,1,,,,,,,,,,,,71,73,0,,
122502,note_on,,6,0,1,,,,,,,,,,,,68,64,0,,
122534,note_on,,32,0,1,,,,,,,,,,,,73,0,0,,
122537,control_change,,3,0,1,,,,,,,,,,,,,,0,64,0
122717,note_on,,180,0,1,,,,,,,,,,,,61,84,0,,
122771,note_on,,54,0,1,,,,,,,,,,,,62,0,0,,
122897,control_change,,126,0,1,,,,,,,,,,,,,,0,64,127
122940,note_on,,43,0,1,,,,,,,,,,,,62,89,0,,
122952,note_on,,12,0,1,,,,,,,,,,,,61,0,0,,
123142,note_on,,190,0,1,,,,,,,,,,,,73,86,0,,
123162,note_on,,20,0,1,,,,,,,,,,,,71,0,0,,
123164,note_on,,2,0,1,,,,,,,,,,,,52,76,0,,
123182,note_on,,18,0,1,,,,,,,,,,,,62,0,0,,
123389,note_on,,207,0,1,,,,,,,,,,,,71,79,0,,
123393,note_on,,4,0,1,,,,,,,,,,,,62,76,0,,
123405,note_on,,12,0,1,,,,,,,,,,,,52,0,0,,
123431,note_on,,26,0,1,,,,,,,,,,,,73,0,0,,
123447,control_change,,16,0,1,,,,,,,,,,,,,,0,64,0
123588,control_change,,141,0,1,,,,,,,,,,,,,,0,64,127
123605,note_on,,17,0,1,,,,,,,,,,,,52,82,0,,
123628,note_on,,23,0,1,,,,,,,,,,,,62,0,0,,
123635,note_on,,7,0,1,,,,,,,,,,,,71,0,0,,
123641,note_on,,6,0,1,,,,,,,,,,,,68,0,0,,
123812,note_on,,171,0,1,,,,,,,,,,,,52,0,0,,
123838,note_on,,26,0,1,,,,,,,,,,,,69,78,0,,
123840,note_on,,2,0,1,,,,,,,,,,,,61,58,0,,
123848,note_on,,8,0,1,,,,,,,,,,,,64,64,0,,
123882,control_change,,34,0,1,,,,,,,,,,,,,,0,64,0
124010,control_change,,128,0,1,,,,,,,,,,,,,,0,64,127
124058,note_on,,48,0,1,,,,,,,,,,,,64,0,0,,
124061,note_on,,3,0,1,,,,,,,,,,,,52,65,0,,
124083,note_on,,22,0,1,,,,,,,,,,,,69,0,0,,
124108,note_on,,25,0,1,,,,,,,,,,,,61,0,0,,
124354,note_on,,246,0,1,,,,,,,,,,,,52,0,0,,
124368,note_on,,14,0,1,,,,,,,,,,,,76,79,0,,
124372,note_on,,4,0,1,,,,,,,,,,,,59,49,0,,
124386,note_on,,14,0,1,,,,,,,,,,,,68,44,0,,
124421,control_change,,35,0,1,,,,,,,,,,,,,,0,64,0
124549,control_change,,128,0,1,,,,,,,,,,,,,,0,64,127
124582,note_on,,33,0,1,,,,,,,,,,,,52,63,0,,
124599,note_on,,17,0,1,,,,,,,,,,,,74,87,0,,
124614,note_on,,15,0,1,,,,,,,,,,,,76,0,0,,
124664,note_on,,50,0,1,,,,,,,,,,,,68,0,0,,
124782,note_on,,118,0,1,,,,,,,,,,,,59,0,0,,
124820,note_on,,38,0,1,,,,,,,,,,,,73,84,0,,
124825,note_on,,5,0,1,,,,,,,,,,,,52,0,0,,
124831,note_on,,6,0,1,,,,,,,,,,,,69,74,0,,
124834,note_on,,3,0,1,,,,,,,,,,,,57,65,0,,
124856,control_change,,22,0,1,,,,,,,,,,,,,,0,64,0
124867,note_on,,11,0,1,,,,,,,,,,,,74,0,0,,
124997,control_change,,130,0,1,,,,,,,,,,,,,,0,64,127
125052,note_on,,55,0,1,,,,,,,,,,,,52,60,0,,
125077,note_on,,25,0,1,,,,,,,,,,,,69,0,0,,
125091,note_on,,14,0,1,,,,,,,,,,,,73,0,0,,
125091,note_on,,0,0,1,,,,,,,,,,,,57,0,0,,
125272,note_on,,181,0,1,,,,,,,,,,,,52,0,0,,
125292,note_on,,20,0,1,,,,,,,,,,,,59,57,0,,
125306,note_on,,14,0,1,,,,,,,,,,,,76,70,0,,
125311,note_on,,5,0,1,,,,,,,,,,,,68,50,0,,
125367,control_change,,56,0,1,,,,,,,,,,,,,,0,64,0
125482,control_change,,115,0,1,,,,,,,,,,,,,,0,64,127
125521,note_on,,39,0,1,,,,,,,,,,,,52,59,0,,
125540,note_on,,19,0,1,,,,,,,,,,,,74,67,0,,
125567,note_on,,27,0,1,,,,,,,,,,,,76,0,0,,
125574,note_on,,7,0,1,,,,,,,,,,,,68,0,0,,
125650,note_on,,76,0,1,,,,,,,,,,,,59,0,0,,
125737,note_on,,87,0,1,,,,,,,,,,,,52,0,0,,
125768,note_on,,31,0,1,,,,,,,,,,,,73,70,0,,
125773,note_on,,5,0,1,,,,,,,,,,,,57,61,0,,
125793,note_on,,20,0,1,,,,,,,,,,,,69,38,0,,
125826,note_on,,33,0,1,,,,,,,,,,,,74,0,0,,
125829,control_change,,3,0,1,,,,,,,,,,,,,,0,64,0
125981,control_change,,152,0,1,,,,,,,,,,,,,,0,64,127
126026,note_on,,45,0,1,,,,,,,,,,,,52,58,0,,
126035,note_on,,9,0,1,,,,,,,,,,,,69,0,0,,
126040,note_on,,5,0,1,,,,,,,,,,,,73,0,0,,
126054,note_on,,14,0,1,,,,,,,,,,,,57,0,0,,
126068,note_on,,14,0,1,,,,,,,,,,,,52,0,0,,
126311,note_on,,243,0,1,,,,,,,,,,,,71,52,0,,
126311,note_on,,0,0,1,,,,,,,,,,,,64,39,0,,
126317,note_on,,6,0,1,,,,,,,,,,,,68,44,0,,
126367,control_change,,50,0,1,,,,,,,,,,,,,,0,64,0
126549,note_on,,182,0,1,,,,,,,,,,,,63,66,0,,
126607,note_on,,58,0,1,,,,,,,,,,,,64,0,0,,
126807,note_on,,200,0,1,,,,,,,,,,,,64,78,0,,
126835,note_on,,28,0,1,,,,,,,,,,,,63,0,0,,
127019,note_on,,184,0,1,,,,,,,,,,,,66,84,0,,
127049,note_on,,30,0,1,,,,,,,,,,,,64,0,0,,
127151,note_on,,102,0,1,,,,,,,,,,,,71,0,0,,
127250,control_change,,99,0,1,,,,,,,,,,,,,,0,64,127
127266,note_on,,16,0,1,,,,,,,,,,,,64,85,0,,
127277,note_on,,11,0,1,,,,,,,,,,,,68,0,0,,
127281,note_on,,4,0,1,,,,,,,,,,,,66,0,0,,
127337,note_on,,56,0,1,,,,,,,,,,,,64,0,0,,
127495,note_on,,158,0,1,,,,,,,,,,,,64,72,0,,
127501,note_on,,6,0,1,,,,,,,,,,,,62,51,0,,
127571,control_change,,70,0,1,,,,,,,,,,,,,,0,64,0
127726,note_on,,155,0,1,,,,,,,,,,,,61,59,0,,
127728,note_on,,2,0,1,,,,,,,,,,,,66,69,0,,
127757,note_on,,29,0,1,,,,,,,,,,,,62,0,0,,
127801,note_on,,44,0,1,,,,,,,,,,,,64,0,0,,
127965,note_on,,164,0,1,,,,,,,,,,,,61,0,0,,
127965,note_on,,0,0,1,,,,,,,,,,,,68,66,0,,
127972,note_on,,7,0,1,,,,,,,,,,,,59,56,0,,
128017,control_change,,45,0,1,,,,,,,,,,,,,,0,64,127
128034,note_on,,17,0,1,,,,,,,,,,,,66,0,0,,
128067,note_on,,33,0,1,,,,,,,,,,,,68,0,0,,
128236,note_on,,169,0,1,,,,,,,,,,,,59,0,0,,
128239,note_on,,3,0,1,,,,,,,,,,,,61,54,0,,
128261,note_on,,22,0,1,,,,,,,,,,,,69,50,0,,
128261,control_change,,0,0,1,,,,,,,,,,,,,,0,64,0
128261,note_on,,0,0,1,,,,,,,,,,,,76,57,0,,
128488,note_on,,227,0,1,,,,,,,,,,,,59,63,0,,
128493,note_on,,5,0,1,,,,,,,,,,,,61,0,0,,
128712,note_on,,219,0,1,,,,,,,,,,,,61,65,0,,
128730,note_on,,18,0,1,,,,,,,,,,,,59,0,0,,
128951,note_on,,221,0,1,,,,,,,,,,,,57,63,0,,
128960,control_change,,9,0,1,,,,,,,,,,,,,,0,64,127
128962,note_on,,2,0,1,,,,,,,,,,,,68,85,0,,
128974,note_on,,12,0,1,,,,,,,,,,,,69,0,0,,
128979,note_on,,5,0,1,,,,,,,,,,,,61,0,0,,
129015,note_on,,36,0,1,,,,,,,,,,,,76,0,0,,
129201,note_on,,186,0,1,,,,,,,,,,,,69,89,0,,
129204,note_on,,3,0,1,,,,,,,,,,,,76,80,0,,
129206,note_on,,2,0,1,,,,,,,,,,,,61,64,0,,
129216,control_change,,10,0,1,,,,,,,,,,,,,,0,64,0
129222,note_on,,6,0,1,,,,,,,,,,,,68,0,0,,
129226,note_on,,4,0,1,,,,,,,,,,,,57,0,0,,
129382,control_change,,156,0,1,,,,,,,,,,,,,,0,64,127
129426,note_on,,44,0,1,,,,,,,,,,,,57,65,0,,
129483,note_on,,57,0,1,,,,,,,,,,,,61,0,0,,
129490,note_on,,7,0,1,,,,,,,,,,,,76,0,0,,
129639,note_on,,149,0,1,,,,,,,,,,,,76,101,0,,
129651,note_on,,12,0,1,,,,,,,,,,,,73,76,0,,
129665,control_change,,14,0,1,,,,,,,,,,,,,,0,64,0
129667,note_on,,2,0,1,,,,,,,,,,,,64,71,0,,
129677,note_on,,10,0,1,,,,,,,,,,,,69,0,0,,
129677,note_on,,0,0,1,,,,,,,,,,,,57,0,0,,
129817,control_change,,140,0,1,,,,,,,,,,,,,,0,64,127
129840,note_on,,23,0,1,,,,,,,,,,,,76,0,0,,
129853,note_on,,13,0,1,,,,,,,,,,,,73,0,0,,
129895,note_on,,42,0,1,,,,,,,,,,,,57,75,0,,
129901,note_on,,6,0,1,,,,,,,,,,,,64,0,0,,
130091,note_on,,190,0,1,,,,,,,,,,,,71,62,0,,
130114,note_on,,23,0,1,,,,,,,,,,,,62,78,0,,
130118,note_on,,4,0,1,,,,,,,,,,,,57,0,0,,
130126,control_change,,8,0,1,,,,,,,,,,,,,,0,64,0
130140,note_on,,14,0,1,,,,,,,,,,,,76,95,0,,
130176,note_on,,36,0,1,,,,,,,,,,,,71,0,0,,
130224,note_on,,48,0,1,,,,,,,,,,,,78,93,0,,
130241,control_change,,17,0,1,,,,,,,,,,,,,,0,64,127
130243,note_on,,2,0,1,,,,,,,,,,,,76,0,0,,
130283,note_on,,40,0,1,,,,,,,,,,,,57,62,0,,
130301,note_on,,18,0,1,,,,,,,,,,,,76,97,0,,
130326,note_on,,25,0,1,,,,,,,,,,,,78,0,0,,
130347,note_on,,21,0,1,,,,,,,,,,,,62,0,0,,
130412,note_on,,65,0,1,,,,,,,,,,,,75,84,0,,
130422,note_on,,10,0,1,,,,,,,,,,,,76,0,0,,
130476,note_on,,54,0,1,,,,,,,,,,,,76,113,0,,
130502,note_on,,26,0,1,,,,,,,,,,,,75,0,0,,
130546,note_on,,44,0,1,,,,,,,,,,,,78,100,0,,
130561,note_on,,15,0,1,,,,,,,,,,,,62,69,0,,
130591,note_on,,30,0,1,,,,,,,,,,,,57,0,0,,
130612,note_on,,21,0,1,,,,,,,,,,,,76,0,0,,
130701,control_change,,89,0,1,,,,,,,,,,,,,,0,64,0
130753,control_change,,52,0,1,,,,,,,,,,,,,,0,64,127
130768,note_on,,15,0,1,,,,,,,,,,,,80,99,0,,
130790,note_on,,22,0,1,,,,,,,,,,,,57,69,0,,
130828,note_on,,38,0,1,,,,,,,,,,,,78,0,0,,
130849,note_on,,21,0,1,,,,,,,,,,,,62,0,0,,
130930,note_on,,81,0,1,,,,,,,,,,,,80,0,0,,
131006,note_on,,76,0,1,,,,,,,,,,,,81,87,0,,
131016,note_on,,10,0,1,,,,,,,,,,,,69,67,0,,
131016,note_on,,0,0,1,,,,,,,,,,,,61,60,0,,
131055,note_on,,39,0,1,,,,,,,,,,,,57,0,0,,
131073,control_change,,18,0,1,,,,,,,,,,,,,,0,64,0
131245,note_on,,172,0,1,,,,,,,,,,,,57,36,0,,
131252,control_change,,7,0,1,,,,,,,,,,,,,,0,64,127
131268,note_on,,16,0,1,,,,,,,,,,,,61,0,0,,
131482,note_on,,214,0,1,,,,,,,,,,,,61,51,0,,
131482,note_on,,0,0,1,,,,,,,,,,,,76,81,0,,
131489,note_on,,7,0,1,,,,,,,,,,,,57,0,0,,
131493,note_on,,4,0,1,,,,,,,,,,,,81,0,0,,
131547,control_change,,54,0,1,,,,,,,,,,,,,,0,64,0
131662,control_change,,115,0,1,,,,,,,,,,,,,,0,64,127
131703,note_on,,41,0,1,,,,,,,,,,,,57,55,0,,
131712,note_on,,9,0,1,,,,,,,,,,,,69,0,0,,
131730,note_on,,18,0,1,,,,,,,,,,,,76,0,0,,
131747,note_on,,17,0,1,,,,,,,,,,,,61,0,0,,
131952,note_on,,205,0,1,,,,,,,,,,,,76,74,0,,
131954,note_on,,2,0,1,,,,,,,,,,,,57,0,0,,
131956,note_on,,2,0,1,,,,,,,,,,,,68,52,0,,
131964,note_on,,8,0,1,,,,,,,,,,,,59,45,0,,
132034,control_change,,70,0,1,,,,,,,,,,,,,,0,64,0
132159,note_on,,125,0,1,,,,,,,,,,,,59,0,0,,
132162,control_change,,3,0,1,,,,,,,,,,,,,,0,64,127
132174,note_on,,12,0,1,,,,,,,,,,,,57,53,0,,
132403,note_on,,229,0,1,,,,,,,,,,,,71,62,0,,
132408,note_on,,5,0,1,,,,,,,,,,,,62,52,0,,
132412,note_on,,4,0,1,,,,,,,,,,,,57,0,0,,
132456,control_change,,44,0,1,,,,,,,,,,,,,,0,64,0
132519,note_on,,63,0,1,,,,,,,,,,,,76,0,0,,
132557,control_change,,38,0,1,,,,,,,,,,,,,,0,64,127
132638,note_on,,81,0,1,,,,,,,,,,,,68,0,0,,
132654,note_on,,16,0,1,,,,,,,,,,,,57,57,0,,
132693,note_on,,39,0,1,,,,,,,,,,,,62,0,0,,
132697,note_on,,4,0,1,,,,,,,,,,,,71,0,0,,
132875,note_on,,178,0,1,,,,,,,,,,,,57,0,0,,
132882,note_on,,7,0,1,,,,,,,,,,,,68,59,0,,
132884,note_on,,2,0,1,,,,,,,,,,,,76,80,0,,
132886,note_on,,2,0,1,,,,,,,,,,,,59,52,0,,
132904,control_change,,18,0,1,,,,,,,,,,,,,,0,64,0
133032,control_change,,128,0,1,,,,,,,,,,,,,,0,64,127
133077,note_on,,45,0,1,,,,,,,,,,,,59,0,0,,
133090,note_on,,13,0,1,,,,,,,,,,,,57,61,0,,
133321,note_on,,231,0,1,,,,,,,,,,,,71,69,0,,
133326,note_on,,5,0,1,,,,,,,,,,,,62,61,0,,
133329,note_on,,3,0,1,,,,,,,,,,,,57,0,0,,
133400,note_on,,71,0,1,,,,,,,,,,,,68,0,0,,
133534,note_on,,134,0,1,,,,,,,,,,,,57,53,0,,
133540,note_on,,6,0,1,,,,,,,,,,,,76,0,0,,
133574,note_on,,34,0,1,,,,,,,,,,,,62,0,0,,
133731,note_on,,157,0,1,,,,,,,,,,,,57,0,0,,
133797,note_on,,66,0,1,,,,,,,,,,,,71,0,0,,
133807,note_on,,10,0,1,,,,,,,,,,,,61,63,0,,
133815,note_on,,8,0,1,,,,,,,,,,,,57,39,0,,
133824,note_on,,9,0,1,,,,,,,,,,,,69,50,0,,
133851,control_change,,27,0,1,,,,,,,,,,,,,,0,64,0
133967,control_change,,116,0,1,,,,,,,,,,,,,,0,64,127
133971,note_on,,4,0,1,,,,,,,,,,,,61,0,0,,
133993,note_on,,22,0,1,,,,,,,,,,,,57,0,0,,
134076,note_on,,83,0,1,,,,,,,,,,,,57,52,0,,
134301,note_on,,225,0,1,,,,,,,,,,,,59,72,0,,
134313,control_change,,12,0,1,,,,,,,,,,,,,,0,64,0
134327,note_on,,14,0,1,,,,,,,,,,,,57,0,0,,
134502,note_on,,175,0,1,,,,,,,,,,,,57,78,0,,
134583,note_on,,81,0,1,,,,,,,,,,,,59,0,0,,
134727,note_on,,144,0,1,,,,,,,,,,,,56,86,0,,
134803,note_on,,76,0,1,,,,,,,,,,,,57,0,0,,
134931,note_on,,128,0,1,,,,,,,,,,,,73,90,0,,
134936,note_on,,5,0,1,,,,,,,,,,,,76,95,0,,
134944,note_on,,8,0,1,,,,,,,,,,,,57,100,0,,
135001,note_on,,57,0,1,,,,,,,,,,,,69,0,0,,
135023,note_on,,22,0,1,,,,,,,,,,,,56,0,0,,
135154,note_on,,131,0,1,,,,,,,,,,,,71,76,0,,
135158,note_on,,4,0,1,,,,,,,,,,,,59,84,0,,
135158,note_on,,0,0,1,,,,,,,,,,,,74,97,0,,
135194,note_on,,36,0,1,,,,,,,,,,,,57,0,0,,
135224,note_on,,30,0,1,,,,,,,,,,,,76,0,0,,
135246,note_on,,22,0,1,,,,,,,,,,,,73,0,0,,
135372,note_on,,126,0,1,,,,,,,,,,,,61,90,0,,
135382,note_on,,10,0,1,,,,,,,,,,,,73,86,0,,
135384,note_on,,2,0,1,,,,,,,,,,,,69,89,0,,
135430,note_on,,46,0,1,,,,,,,,,,,,59,0,0,,
135487,note_on,,57,0,1,,,,,,,,,,,,71,0,0,,
135537,note_on,,50,0,1,,,,,,,,,,,,69,0,0,,
135561,note_on,,24,0,1,,,,,,,,,,,,74,0,0,,
135648,note_on,,87,0,1,,,,,,,,,,,,62,81,0,,
135651,note_on,,3,0,1,,,,,,,,,,,,71,80,0,,
135676,note_on,,25,0,1,,,,,,,,,,,,73,0,0,,
135676,note_on,,0,0,1,,,,,,,,,,,,68,75,0,,
135695,note_on,,19,0,1,,,,,,,,,,,,61,0,0,,
135937,note_on,,242,0,1,,,,,,,,,,,,76,70,0,,
136027,note_on,,90,0,1,,,,,,,,,,,,68,0,0,,
136029,control_change,,2,0,1,,,,,,,,,,,,,,0,64,127
136055,note_on,,26,0,1,,,,,,,,,,,,71,0,0,,
136132,note_on,,77,0,1,,,,,,,,,,,,71,50,0,,
136154,note_on,,22,0,1,,,,,,,,,,,,68,41,0,,
136172,note_on,,18,0,1,,,,,,,,,,,,76,0,0,,
136348,note_on,,176,0,1,,,,,,,,,,,,68,0,0,,
136357,note_on,,9,0,1,,,,,,,,,,,,64,65,0,,
136364,note_on,,7,0,1,,,,,,,,,,,,76,85,0,,
136368,note_on,,4,0,1,,,,,,,,,,,,62,0,0,,
136376,note_on,,8,0,1,,,,,,,,,,,,71,0,0,,
136580,note_on,,204,0,1,,,,,,,,,,,,62,75,0,,
136594,note_on,,14,0,1,,,,,,,,,,,,76,0,0,,
136594,note_on,,0,0,1,,,,,,,,,,,,68,70,0,,
136594,note_on,,0,0,1,,,,,,,,,,,,71,65,0,,
136629,control_change,,35,0,1,,,,,,,,,,,,,,0,64,0
136640,note_on,,11,0,1,,,,,,,,,,,,64,0,0,,
136784,control_change,,144,0,1,,,,,,,,,,,,,,0,64,127
136816,note_on,,32,0,1,,,,,,,,,,,,76,91,0,,
136862,note_on,,46,0,1,,,,,,,,,,,,68,0,0,,
137024,note_on,,162,0,1,,,,,,,,,,,,61,82,0,,
137040,note_on,,16,0,1,,,,,,,,,,,,69,91,0,,
