tick,type,key,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,note,velocity,channel,control,value
27406,control_change,,269,0,1,,,,,,,,,,,,,,0,64,127
27606,note_on,,200,0,1,,,,,,,,,,,,81,0,0,,
27608,note_on,,2,0,1,,,,,,,,,,,,76,55,0,,
27632,note_on,,24,0,1,,,,,,,,,,,,57,0,0,,
27677,note_on,,45,0,1,,,,,,,,,,,,61,0,0,,
27719,note_on,,42,0,1,,,,,,,,,,,,69,0,0,,
27787,note_on,,68,0,1,,,,,,,,,,,,76,0,0,,
28114,note_on,,327,0,1,,,,,,,,,,,,76,63,0,,
28123,note_on,,9,0,1,,,,,,,,,,,,68,38,0,,
28140,note_on,,17,0,1,,,,,,,,,,,,57,40,0,,
28144,note_on,,4,0,1,,,,,,,,,,,,59,36,0,,
28198,control_change,,54,0,1,,,,,,,,,,,,,,0,64,0
28392,control_change,,194,0,1,,,,,,,,,,,,,,0,64,127
28588,note_on,,196,0,1,,,,,,,,,,,,71,59,0,,
28602,note_on,,14,0,1,,,,,,,,,,,,62,48,0,,
28624,note_on,,22,0,1,,,,,,,,,,,,76,0,0,,
28646,note_on,,22,0,1,,,,,,,,,,,,68,0,0,,
28691,note_on,,45,0,1,,,,,,,,,,,,57,0,0,,
28708,note_on,,17,0,1,,,,,,,,,,,,59,0,0,,
28708,note_on,,0,0,1,,,,,,,,,,,,71,0,0,,
28717,note_on,,9,0,1,,,,,,,,,,,,62,0,0,,
29044,note_on,,327,0,1,,,,,,,,,,,,68,45,0,,
29047,note_on,,3,0,1,,,,,,,,,,,,76,66,0,,
29063,note_on,,16,0,1,,,,,,,,,,,,59,36,0,,
29066,note_on,,3,0,1,,,,,,,,,,,,57,41,0,,
29082,control_change,,16,0,1,,,,,,,,,,,,,,0,64,0
29237,control_change,,155,0,1,,,,,,,,,,,,,,0,64,127
29254,note_on,,17,0,1,,,,,,,,,,,,76,0,0,,
29277,note_on,,23,0,1,,,,,,,,,,,,68,0,0,,
29532,note_on,,255,0,1,,,,,,,,,,,,71,44,0,,
29538,note_on,,6,0,1,,,,,,,,,,,,76,59,0,,
29560,note_on,,22,0,1,,,,,,,,,,,,62,48,0,,
29583,control_change,,23,0,1,,,,,,,,,,,,,,0,64,0
29708,note_on,,125,0,1,,,,,,,,,,,,59,0,0,,
29723,control_change,,15,0,1,,,,,,,,,,,,,,0,64,127
29757,note_on,,34,0,1,,,,,,,,,,,,76,0,0,,
29793,note_on,,36,0,1,,,,,,,,,,,,71,0,0,,
29811,note_on,,18,0,1,,,,,,,,,,,,57,0,0,,
29935,note_on,,124,0,1,,,,,,,,,,,,62,0,0,,
30081,note_on,,146,0,1,,,,,,,,,,,,61,35,0,,
30085,note_on,,4,0,1,,,,,,,,,,,,69,38,0,,
30095,note_on,,10,0,1,,,,,,,,,,,,57,26,0,,
30172,control_change,,77,0,1,,,,,,,,,,,,,,0,64,0
30363,control_change,,191,0,1,,,,,,,,,,,,,,0,64,127
30477,note_on,,114,0,1,,,,,,,,,,,,69,0,0,,
30491,note_on,,14,0,1,,,,,,,,,,,,61,0,0,,
30491,note_on,,0,0,1,,,,,,,,,,,,57,0,0,,
31029,control_change,,538,0,1,,,,,,,,,,,,,,0,64,0
31750,note_on,,721,0,1,,,,,,,,,,,,76,91,0,,
32354,note_on,,604,0,1,,,,,,,,,,,,59,50,0,,
32356,note_on,,2,0,1,,,,,,,,,,,,74,84,0,,
32358,note_on,,2,0,1,,,,,,,,,,,,68,50,0,,
32372,note_on,,14,0,1,,,,,,,,,,,,52,45,0,,
32388,note_on,,16,0,1,,,,,,,,,,,,76,0,0,,
32770,control_change,,382,0,1,,,,,,,,,,,,,,0,64,127
33054,note_on,,284,0,1,,,,,,,,,,,,61,70,0,,
33065,note_on,,11,0,1,,,,,,,,,,,,76,96,0,,
33121,note_on,,56,0,1,,,,,,,,,,,,74,0,0,,
33125,note_on,,4,0,1,,,,,,,,,,,,59,0,0,,
33312,note_on,,187,0,1,,,,,,,,,,,,59,67,0,,
33314,note_on,,2,0,1,,,,,,,,,,,,74,96,0,,
33337,note_on,,23,0,1,,,,,,,,,,,,61,0,0,,
33354,note_on,,17,0,1,,,,,,,,,,,,76,0,0,,
33373,control_change,,19,0,1,,,,,,,,,,,,,,0,64,0
33552,control_change,,179,0,1,,,,,,,,,,,,,,0,64,127
33627,note_on,,75,0,1,,,,,,,,,,,,68,0,0,,
33770,note_on,,143,0,1,,,,,,,,,,,,73,94,0,,
33780,note_on,,10,0,1,,,,,,,,,,,,57,79,0,,
33782,note_on,,2,0,1,,,,,,,,,,,,69,75,0,,
33808,control_change,,26,0,1,,,,,,,,,,,,,,0,64,0
33847,note_on,,39,0,1,,,,,,,,,,,,59,0,0,,
33932,note_on,,85,0,1,,,,,,,,,,,,74,0,0,,
33961,control_change,,29,0,1,,,,,,,,,,,,,,0,64,127
34008,note_on,,47,0,1,,,,,,,,,,,,52,0,0,,
34026,note_on,,18,0,1,,,,,,,,,,,,69,0,0,,
34281,note_on,,255,0,1,,,,,,,,,,,,73,0,0,,
34320,note_on,,39,0,1,,,,,,,,,,,,62,57,0,,
34320,note_on,,0,0,1,,,,,,,,,,,,68,59,0,,
34320,note_on,,0,0,1,,,,,,,,,,,,71,70,0,,
34332,note_on,,12,0,1,,,,,,,,,,,,57,0,0,,
34332,note_on,,0,0,1,,,,,,,,,,,,52,64,0,,
34396,control_change,,64,0,1,,,,,,,,,,,,,,0,64,0
34614,control_change,,218,0,1,,,,,,,,,,,,,,0,64,127
34817,note_on,,203,0,1,,,,,,,,,,,,62,0,0,,
34985,note_on,,168,0,1,,,,,,,,,,,,73,78,0,,
34989,note_on,,4,0,1,,,,,,,,,,,,71,0,0,,
35003,note_on,,14,0,1,,,,,,,,,,,,64,63,0,,
35082,note_on,,79,0,1,,,,,,,,,,,,68,0,0,,
35110,note_on,,28,0,1,,,,,,,,,,,,64,0,0,,
35243,note_on,,133,0,1,,,,,,,,,,,,62,59,0,,
35255,note_on,,12,0,1,,,,,,,,,,,,71,65,0,,
35291,note_on,,36,0,1,,,,,,,,,,,,73,0,0,,
35306,control_change,,15,0,1,,,,,,,,,,,,,,0,64,0
35485,control_change,,179,0,1,,,,,,,,,,,,,,0,64,127
35703,control_change,,218,0,1,,,,,,,,,,,,,,0,64,0
35707,note_on,,4,0,1,,,,,,,,,,,,61,57,0,,
35721,note_on,,14,0,1,,,,,,,,,,,,69,76,0,,
35726,note_on,,5,0,1,,,,,,,,,,,,64,39,0,,
35742,note_on,,16,0,1,,,,,,,,,,,,62,0,0,,
35856,control_change,,114,0,1,,,,,,,,,,,,,,0,64,127
35910,note_on,,54,0,1,,,,,,,,,,,,64,0,0,,
35922,note_on,,12,0,1,,,,,,,,,,,,71,0,0,,
35940,note_on,,18,0,1,,,,,,,,,,,,52,0,0,,
35953,note_on,,13,0,1,,,,,,,,,,,,61,0,0,,
35955,note_on,,2,0,1,,,,,,,,,,,,69,0,0,,
36319,note_on,,364,0,1,,,,,,,,,,,,76,98,0,,
36327,note_on,,8,0,1,,,,,,,,,,,,59,55,0,,
36333,note_on,,6,0,1,,,,,,,,,,,,68,62,0,,
36343,control_change,,10,0,1,,,,,,,,,,,,,,0,64,0
36347,note_on,,4,0,1,,,,,,,,,,,,52,51,0,,
36521,control_change,,174,0,1,,,,,,,,,,,,,,0,64,127
36574,note_on,,53,0,1,,,,,,,,,,,,74,97,0,,
36627,note_on,,53,0,1,,,,,,,,,,,,68,0,0,,
36634,note_on,,7,0,1,,,,,,,,,,,,76,0,0,,
36826,note_on,,192,0,1,,,,,,,,,,,,73,77,0,,
36841,control_change,,15,0,1,,,,,,,,,,,,,,0,64,0
36846,note_on,,5,0,1,,,,,,,,,,,,69,65,0,,
36856,note_on,,10,0,1,,,,,,,,,,,,57,50,0,,
36858,note_on,,2,0,1,,,,,,,,,,,,74,0,0,,
36894,note_on,,36,0,1,,,,,,,,,,,,59,0,0,,
37034,control_change,,140,0,1,,,,,,,,,,,,,,0,64,127
37051,note_on,,17,0,1,,,,,,,,,,,,69,0,0,,
37060,note_on,,9,0,1,,,,,,,,,,,,73,0,0,,
37122,note_on,,62,0,1,,,,,,,,,,,,52,0,0,,
37137,note_on,,15,0,1,,,,,,,,,,,,57,0,0,,
37279,note_on,,142,0,1,,,,,,,,,,,,76,101,0,,
37283,note_on,,4,0,1,,,,,,,,,,,,68,76,0,,
37295,note_on,,12,0,1,,,,,,,,,,,,52,63,0,,
37299,note_on,,4,0,1,,,,,,,,,,,,59,60,0,,
37329,control_change,,30,0,1,,,,,,,,,,,,,,0,64,0
37495,control_change,,166,0,1,,,,,,,,,,,,,,0,64,127
37521,note_on,,26,0,1,,,,,,,,,,,,74,96,0,,
37582,note_on,,61,0,1,,,,,,,,,,,,76,0,0,,
37602,note_on,,20,0,1,,,,,,,,,,,,68,0,0,,
37770,note_on,,168,0,1,,,,,,,,,,,,73,74,0,,
37778,note_on,,8,0,1,,,,,,,,,,,,59,0,0,,
37778,note_on,,0,0,1,,,,,,,,,,,,57,58,0,,
37783,note_on,,5,0,1,,,,,,,,,,,,74,0,0,,
37789,note_on,,6,0,1,,,,,,,,,,,,69,53,0,,
37803,control_change,,14,0,1,,,,,,,,,,,,,,0,64,0
37982,control_change,,179,0,1,,,,,,,,,,,,,,0,64,127
37991,note_on,,9,0,1,,,,,,,,,,,,52,0,0,,
38002,note_on,,11,0,1,,,,,,,,,,,,57,0,0,,
38004,note_on,,2,0,1,,,,,,,,,,,,69,0,0,,
38012,note_on,,8,0,1,,,,,,,,,,,,73,0,0,,
38186,control_change,,174,0,1,,,,,,,,,,,,,,0,64,0
38250,note_on,,64,0,1,,,,,,,,,,,,71,67,0,,
38252,note_on,,2,0,1,,,,,,,,,,,,68,56,0,,
38258,note_on,,6,0,1,,,,,,,,,,,,64,60,0,,
38258,note_on,,0,0,1,,,,,,,,,,,,52,43,0,,
38314,control_change,,56,0,1,,,,,,,,,,,,,,0,64,127
38346,note_on,,32,0,1,,,,,,,,,,,,52,0,0,,
38510,note_on,,164,0,1,,,,,,,,,,,,63,69,0,,
38548,note_on,,38,0,1,,,,,,,,,,,,64,0,0,,
38596,control_change,,48,0,1,,,,,,,,,,,,,,0,64,0
38748,note_on,,152,0,1,,,,,,,,,,,,64,88,0,,
38785,note_on,,37,0,1,,,,,,,,,,,,63,0,0,,
38961,note_on,,176,0,1,,,,,,,,,,,,66,84,0,,
38995,note_on,,34,0,1,,,,,,,,,,,,64,0,0,,
39047,note_on,,52,0,1,,,,,,,,,,,,68,0,0,,
39097,control_change,,50,0,1,,,,,,,,,,,,,,0,64,127
39171,note_on,,74,0,1,,,,,,,,,,,,71,0,0,,
39186,note_on,,15,0,1,,,,,,,,,,,,64,97,0,,
39193,note_on,,7,0,1,,,,,,,,,,,,66,0,0,,
39266,note_on,,73,0,1,,,,,,,,,,,,64,0,0,,
39397,note_on,,131,0,1,,,,,,,,,,,,62,78,0,,
39409,note_on,,12,0,1,,,,,,,,,,,,64,100,0,,
39466,control_change,,57,0,1,,,,,,,,,,,,,,0,64,0
39625,note_on,,159,0,1,,,,,,,,,,,,66,88,0,,
39641,note_on,,16,0,1,,,,,,,,,,,,61,70,0,,
39702,note_on,,61,0,1,,,,,,,,,,,,62,0,0,,
39744,note_on,,42,0,1,,,,,,,,,,,,64,0,0,,
39860,note_on,,116,0,1,,,,,,,,,,,,59,70,0,,
39864,note_on,,4,0,1,,,,,,,,,,,,68,79,0,,
39886,note_on,,22,0,1,,,,,,,,,,,,61,0,0,,
39915,control_change,,29,0,1,,,,,,,,,,,,,,0,64,127
39957,note_on,,42,0,1,,,,,,,,,,,,66,0,0,,
39997,note_on,,40,0,1,,,,,,,,,,,,59,0,0,,
39997,note_on,,0,0,1,,,,,,,,,,,,68,0,0,,
40227,note_on,,230,0,1,,,,,,,,,,,,76,56,0,,
40235,note_on,,8,0,1,,,,,,,,,,,,61,43,0,,
40243,note_on,,8,0,1,,,,,,,,,,,,69,43,0,,
40248,note_on,,5,0,1,,,,,,,,,,,,57,42,0,,
40300,control_change,,52,0,1,,,,,,,,,,,,,,0,64,0
40683,control_change,,383,0,1,,,,,,,,,,,,,,0,64,127
40913,note_on,,230,0,1,,,,,,,,,,,,68,56,0,,
40915,note_on,,2,0,1,,,,,,,,,,,,62,47,0,,
40942,note_on,,27,0,1,,,,,,,,,,,,61,0,0,,
40954,note_on,,12,0,1,,,,,,,,,,,,69,0,0,,
41002,note_on,,48,0,1,,,,,,,,,,,,76,0,0,,
41027,note_on,,25,0,1,,,,,,,,,,,,68,0,0,,
41102,note_on,,75,0,1,,,,,,,,,,,,62,0,0,,
41187,note_on,,85,0,1,,,,,,,,,,,,69,62,0,,
41191,note_on,,4,0,1,,,,,,,,,,,,61,53,0,,
41191,note_on,,0,0,1,,,,,,,,,,,,76,67,0,,
41234,control_change,,43,0,1,,,,,,,,,,,,,,0,64,0
41426,control_change,,192,0,1,,,,,,,,,,,,,,0,64,127
41443,note_on,,17,0,1,,,,,,,,,,,,76,0,0,,
41533,note_on,,90,0,1,,,,,,,,,,,,69,0,0,,
41646,note_on,,113,0,1,,,,,,,,,,,,76,81,0,,
41650,note_on,,4,0,1,,,,,,,,,,,,64,60,0,,
41662,note_on,,12,0,1,,,,,,,,,,,,73,62,0,,
41670,control_change,,8,0,1,,,,,,,,,,,,,,0,64,0
41771,control_change,,101,0,1,,,,,,,,,,,,,,0,64,127
41821,note_on,,50,0,1,,,,,,,,,,,,76,0,0,,
41823,note_on,,2,0,1,,,,,,,,,,,,73,0,0,,
41841,note_on,,18,0,1,,,,,,,,,,,,57,0,0,,
41857,note_on,,16,0,1,,,,,,,,,,,,61,0,0,,
41913,note_on,,56,0,1,,,,,,,,,,,,64,0,0,,
42081,note_on,,168,0,1,,,,,,,,,,,,71,62,0,,
42091,control_change,,10,0,1,,,,,,,,,,,,,,0,64,0
42103,note_on,,12,0,1,,,,,,,,,,,,57,62,0,,
42107,note_on,,4,0,1,,,,,,,,,,,,62,69,0,,
42131,note_on,,24,0,1,,,,,,,,,,,,76,87,0,,
42191,note_on,,60,0,1,,,,,,,,,,,,71,0,0,,
42203,note_on,,12,0,1,,,,,,,,,,,,78,92,0,,
42221,control_change,,18,0,1,,,,,,,,,,,,,,0,64,127
42224,note_on,,3,0,1,,,,,,,,,,,,76,0,0,,
42284,note_on,,60,0,1,,,,,,,,,,,,78,0,0,,
42284,note_on,,0,0,1,,,,,,,,,,,,76,97,0,,
42323,note_on,,39,0,1,,,,,,,,,,,,76,0,0,,
42329,note_on,,6,0,1,,,,,,,,,,,,78,95,0,,
42392,note_on,,63,0,1,,,,,,,,,,,,76,95,0,,
42430,note_on,,38,0,1,,,,,,,,,,,,78,0,0,,
42469,note_on,,39,0,1,,,,,,,,,,,,76,0,0,,
42474,note_on,,5,0,1,,,,,,,,,,,,75,88,0,,
42525,note_on,,51,0,1,,,,,,,,,,,,76,108,0,,
42566,note_on,,41,0,1,,,,,,,,,,,,75,0,0,,
42612,note_on,,46,0,1,,,,,,,,,,,,78,100,0,,
42702,note_on,,90,0,1,,,,,,,,,,,,76,0,0,,
42843,note_on,,141,0,1,,,,,,,,,,,,80,101,0,,
42896,note_on,,53,0,1,,,,,,,,,,,,78,0,0,,
43009,note_on,,113,0,1,,,,,,,,,,,,80,0,0,,
43091,note_on,,82,0,1,,,,,,,,,,,,81,79,0,,
43103,note_on,,12,0,1,,,,,,,,,,,,61,52,0,,
43107,note_on,,4,0,1,,,,,,,,,,,,69,64,0,,
43119,note_on,,12,0,1,,,,,,,,,,,,62,0,0,,
43168,control_change,,49,0,1,,,,,,,,,,,,,,0,64,0
43397,control_change,,229,0,1,,,,,,,,,,,,,,0,64,127
43562,note_on,,165,0,1,,,,,,,,,,,,57,0,0,,
43606,note_on,,44,0,1,,,,,,,,,,,,76,82,0,,
43618,note_on,,12,0,1,,,,,,,,,,,,81,0,0,,
43634,note_on,,16,0,1,,,,,,,,,,,,61,0,0,,
43694,note_on,,60,0,1,,,,,,,,,,,,69,0,0,,
43711,note_on,,17,0,1,,,,,,,,,,,,76,0,0,,
44036,note_on,,325,0,1,,,,,,,,,,,,76,68,0,,
44036,note_on,,0,0,1,,,,,,,,,,,,57,43,0,,
44045,note_on,,9,0,1,,,,,,,,,,,,68,42,0,,
44047,note_on,,2,0,1,,,,,,,,,,,,59,46,0,,
44127,control_change,,80,0,1,,,,,,,,,,,,,,0,64,0
44346,control_change,,219,0,1,,,,,,,,,,,,,,0,64,127
44523,note_on,,177,0,1,,,,,,,,,,,,71,49,0,,
44523,note_on,,0,0,1,,,,,,,,,,,,62,42,0,,
44532,note_on,,9,0,1,,,,,,,,,,,,76,0,0,,
44539,note_on,,7,0,1,,,,,,,,,,,,68,0,0,,
44623,note_on,,84,0,1,,,,,,,,,,,,71,0,0,,
44640,note_on,,17,0,1,,,,,,,,,,,,62,0,0,,
44642,note_on,,2,0,1,,,,,,,,,,,,59,0,0,,
44648,note_on,,6,0,1,,,,,,,,,,,,57,0,0,,
44994,note_on,,346,0,1,,,,,,,,,,,,68,42,0,,
45011,note_on,,17,0,1,,,,,,,,,,,,76,51,0,,
45016,note_on,,5,0,1,,,,,,,,,,,,57,41,0,,
45018,note_on,,2,0,1,,,,,,,,,,,,59,37,0,,
45024,control_change,,6,0,1,,,,,,,,,,,,,,0,64,0
45216,control_change,,192,0,1,,,,,,,,,,,,,,0,64,127
45228,note_on,,12,0,1,,,,,,,,,,,,76,0,0,,
45290,note_on,,62,0,1,,,,,,,,,,,,68,0,0,,
45491,note_on,,201,0,1,,,,,,,,,,,,76,65,0,,
45494,note_on,,3,0,1,,,,,,,,,,,,62,40,0,,
45500,note_on,,6,0,1,,,,,,,,,,,,71,37,0,,
45522,control_change,,22,0,1,,,,,,,,,,,,,,0,64,0
45671,note_on,,149,0,1,,,,,,,,,,,,76,0,0,,
45688,note_on,,17,0,1,,,,,,,,,,,,59,0,0,,
45690,control_change,,2,0,1,,,,,,,,,,,,,,0,64,127
45706,note_on,,16,0,1,,,,,,,,,,,,57,0,0,,
45710,note_on,,4,0,1,,,,,,,,,,,,71,0,0,,
45786,note_on,,76,0,1,,,,,,,,,,,,62,0,0,,
46057,note_on,,271,0,1,,,,,,,,,,,,69,45,0,,
46060,note_on,,3,0,1,,,,,,,,,,,,61,34,0,,
46080,note_on,,20,0,1,,,,,,,,,,,,57,25,0,,
46126,control_change,,46,0,1,,,,,,,,,,,,,,0,64,0
46305,control_change,,179,0,1,,,,,,,,,,,,,,0,64,127
46489,note_on,,184,0,1,,,,,,,,,,,,57,0,0,,
46527,note_on,,38,0,1,,,,,,,,,,,,69,0,0,,
46527,note_on,,0,0,1,,,,,,,,,,,,61,0,0,,
46931,control_change,,404,0,1,,,,,,,,,,,,,,0,64,0
47647,note_on,,716,0,1,,,,,,,,,,,,76,56,0,,
48172,note_on,,525,0,1,,,,,,,,,,,,76,0,0,,
48172,note_on,,0,0,1,,,,,,,,,,,,59,38,0,,
48180,note_on,,8,0,1,,,,,,,,,,,,52,50,0,,
48188,note_on,,8,0,1,,,,,,,,,,,,74,59,0,,
48196,note_on,,8,0,1,,,,,,,,,,,,68,30,0,,
48443,control_change,,247,0,1,,,,,,,,,,,,,,0,64,127
48830,note_on,,387,0,1,,,,,,,,,,,,61,44,0,,
48832,note_on,,2,0,1,,,,,,,,,,,,74,0,0,,
48864,note_on,,32,0,1,,,,,,,,,,,,76,70,0,,
48884,note_on,,20,0,1,,,,,,,,,,,,59,0,0,,
49072,note_on,,188,0,1,,,,,,,,,,,,68,0,0,,
49097,note_on,,25,0,1,,,,,,,,,,,,59,57,0,,
49109,note_on,,12,0,1,,,,,,,,,,,,61,0,0,,
49119,note_on,,10,0,1,,,,,,,,,,,,74,64,0,,
49134,note_on,,15,0,1,,,,,,,,,,,,76,0,0,,
49172,control_change,,38,0,1,,,,,,,,,,,,,,0,64,0
49364,control_change,,192,0,1,,,,,,,,,,,,,,0,64,127
49551,note_on,,187,0,1,,,,,,,,,,,,73,71,0,,
49564,note_on,,13,0,1,,,,,,,,,,,,69,48,0,,
49564,note_on,,0,0,1,,,,,,,,,,,,57,53,0,,
49571,note_on,,7,0,1,,,,,,,,,,,,59,0,0,,
49582,control_change,,11,0,1,,,,,,,,,,,,,,0,64,0
49585,note_on,,3,0,1,,,,,,,,,,,,74,0,0,,
49748,control_change,,163,0,1,,,,,,,,,,,,,,0,64,127
49827,note_on,,79,0,1,,,,,,,,,,,,69,0,0,,
49852,note_on,,25,0,1,,,,,,,,,,,,52,0,0,,
49949,note_on,,97,0,1,,,,,,,,,,,,73,0,0,,
50041,note_on,,92,0,1,,,,,,,,,,,,71,65,0,,
50041,note_on,,0,0,1,,,,,,,,,,,,68,44,0,,
50052,note_on,,11,0,1,,,,,,,,,,,,57,0,0,,
50052,note_on,,0,0,1,,,,,,,,,,,,62,44,0,,
50056,note_on,,4,0,1,,,,,,,,,,,,52,37,0,,
50068,control_change,,12,0,1,,,,,,,,,,,,,,0,64,0
50260,control_change,,192,0,1,,,,,,,,,,,,,,0,64,127
50456,note_on,,196,0,1,,,,,,,,,,,,62,0,0,,
50611,note_on,,155,0,1,,,,,,,,,,,,71,0,0,,
50672,note_on,,61,0,1,,,,,,,,,,,,73,79,0,,
50692,note_on,,20,0,1,,,,,,,,,,,,64,70,0,,
50724,note_on,,32,0,1,,,,,,,,,,,,68,0,0,,
50807,note_on,,83,0,1,,,,,,,,,,,,64,0,0,,
50923,note_on,,116,0,1,,,,,,,,,,,,62,61,0,,
50925,note_on,,2,0,1,,,,,,,,,,,,71,82,0,,
50981,note_on,,56,0,1,,,,,,,,,,,,73,0,0,,
51016,control_change,,35,0,1,,,,,,,,,,,,,,0,64,0
51170,control_change,,154,0,1,,,,,,,,,,,,,,0,64,127
51337,control_change,,167,0,1,,,,,,,,,,,,,,0,64,0
51344,note_on,,7,0,1,,,,,,,,,,,,61,67,0,,
51349,note_on,,5,0,1,,,,,,,,,,,,69,86,0,,
51355,note_on,,6,0,1,,,,,,,,,,,,64,58,0,,
51439,control_change,,84,0,1,,,,,,,,,,,,,,0,64,127
51463,note_on,,24,0,1,,,,,,,,,,,,62,0,0,,
51512,note_on,,49,0,1,,,,,,,,,,,,71,0,0,,
51522,note_on,,10,0,1,,,,,,,,,,,,64,0,0,,
51534,note_on,,12,0,1,,,,,,,,,,,,52,0,0,,
51552,note_on,,18,0,1,,,,,,,,,,,,61,0,0,,
51562,note_on,,10,0,1,,,,,,,,,,,,69,0,0,,
51795,note_on,,233,0,1,,,,,,,,,,,,76,95,0,,
51801,note_on,,6,0,1,,,,,,,,,,,,68,68,0,,
51807,note_on,,6,0,1,,,,,,,,,,,,59,56,0,,
51823,note_on,,16,0,1,,,,,,,,,,,,52,49,0,,
51836,control_change,,13,0,1,,,,,,,,,,,,,,0,64,0
52003,control_change,,167,0,1,,,,,,,,,,,,,,0,64,127
52022,note_on,,19,0,1,,,,,,,,,,,,74,99,0,,
52064,note_on,,42,0,1,,,,,,,,,,,,68,0,0,,
52068,note_on,,4,0,1,,,,,,,,,,,,76,0,0,,
52308,note_on,,240,0,1,,,,,,,,,,,,73,77,0,,
52321,note_on,,13,0,1,,,,,,,,,,,,69,60,0,,
52343,note_on,,22,0,1,,,,,,,,,,,,57,41,0,,
52347,note_on,,4,0,1,,,,,,,,,,,,74,0,0,,
52361,control_change,,14,0,1,,,,,,,,,,,,,,0,64,0
52363,note_on,,2,0,1,,,,,,,,,,,,59,0,0,,
52553,control_change,,190,0,1,,,,,,,,,,,,,,0,64,127
52570,note_on,,17,0,1,,,,,,,,,,,,52,0,0,,
52576,note_on,,6,0,1,,,,,,,,,,,,69,0,0,,
52590,note_on,,14,0,1,,,,,,,,,,,,73,0,0,,
52652,note_on,,62,0,1,,,,,,,,,,,,57,0,0,,
52751,note_on,,99,0,1,,,,,,,,,,,,76,97,0,,
52758,note_on,,7,0,1,,,,,,,,,,,,68,69,0,,
52758,note_on,,0,0,1,,,,,,,,,,,,52,44,0,,
52761,note_on,,3,0,1,,,,,,,,,,,,59,59,0,,
52809,control_change,,48,0,1,,,,,,,,,,,,,,0,64,0
52961,control_change,,152,0,1,,,,,,,,,,,,,,0,64,127
52986,note_on,,25,0,1,,,,,,,,,,,,74,94,0,,
53040,note_on,,54,0,1,,,,,,,,,,,,76,0,0,,
53040,note_on,,0,0,1,,,,,,,,,,,,68,0,0,,
53254,note_on,,214,0,1,,,,,,,,,,,,73,72,0,,
53263,note_on,,9,0,1,,,,,,,,,,,,59,0,0,,
53266,note_on,,3,0,1,,,,,,,,,,,,57,51,0,,
53270,control_change,,4,0,1,,,,,,,,,,,,,,0,64,0
53272,note_on,,2,0,1,,,,,,,,,,,,69,47,0,,
53300,note_on,,28,0,1,,,,,,,,,,,,74,0,0,,
53474,note_on,,174,0,1,,,,,,,,,,,,52,0,0,,
53474,note_on,,0,0,1,,,,,,,,,,,,69,0,0,,
53474,control_change,,0,0,1,,,,,,,,,,,,,,0,64,127
53499,note_on,,25,0,1,,,,,,,,,,,,57,0,0,,
53503,note_on,,4,0,1,,,,,,,,,,,,73,0,0,,
53719,control_change,,216,0,1,,,,,,,,,,,,,,0,64,0
53752,note_on,,33,0,1,,,,,,,,,,,,64,55,0,,
53752,note_on,,0,0,1,,,,,,,,,,,,71,60,0,,
53759,note_on,,7,0,1,,,,,,,,,,,,68,44,0,,
53763,note_on,,4,0,1,,,,,,,,,,,,52,39,0,,
53833,control_change,,70,0,1,,,,,,,,,,,,,,0,64,127
53847,note_on,,14,0,1,,,,,,,,,,,,52,0,0,,
54032,note_on,,185,0,1,,,,,,,,,,,,63,70,0,,
54081,note_on,,49,0,1,,,,,,,,,,,,64,0,0,,
54192,control_change,,111,0,1,,,,,,,,,,,,,,0,64,0
54271,note_on,,79,0,1,,,,,,,,,,,,64,99,0,,
54314,note_on,,43,0,1,,,,,,,,,,,,63,0,0,,
54487,note_on,,173,0,1,,,,,,,,,,,,66,95,0,,
54542,note_on,,55,0,1,,,,,,,,,,,,64,0,0,,
54589,control_change,,47,0,1,,,,,,,,,,,,,,0,64,127
54612,note_on,,23,0,1,,,,,,,,,,,,68,0,0,,
54700,note_on,,88,0,1,,,,,,,,,,,,71,0,0,,
54716,note_on,,16,0,1,,,,,,,,,,,,64,102,0,,
54726,note_on,,10,0,1,,,,,,,,,,,,66,0,0,,
54791,note_on,,65,0,1,,,,,,,,,,,,64,0,0,,
54926,note_on,,135,0,1,,,,,,,,,,,,62,84,0,,
54930,note_on,,4,0,1,,,,,,,,,,,,64,105,0,,
54960,control_change,,30,0,1,,,,,,,,,,,,,,0,64,0
55142,note_on,,182,0,1,,,,,,,,,,,,66,88,0,,
55152,note_on,,10,0,1,,,,,,,,,,,,61,81,0,,
55215,note_on,,63,0,1,,,,,,,,,,,,62,0,0,,
55256,note_on,,41,0,1,,,,,,,,,,,,64,0,0,,
55367,note_on,,111,0,1,,,,,,,,,,,,68,85,0,,
55374,note_on,,7,0,1,,,,,,,,,,,,59,67,0,,
55399,note_on,,25,0,1,,,,,,,,,,,,61,0,0,,
55415,note_on,,16,0,1,,,,,,,,,,,,66,0,0,,
55675,note_on,,260,0,1,,,,,,,,,,,,68,0,0,,
55710,note_on,,35,0,1,,,,,,,,,,,,59,0,0,,
55754,note_on,,44,0,1,,,,,,,,,,,,61,48,0,,
55757,note_on,,3,0,1,,,,,,,,,,,,76,51,0,,
55761,note_on,,4,0,1,,,,,,,,,,,,57,41,0,,
55767,note_on,,6,0,1,,,,,,,,,,,,69,40,0,,
56047,control_change,,280,0,1,,,,,,,,,,,,,,0,64,127
