tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity,control,value
5588,note_on,,,,,40,0,1,,,1,81,76,,
5595,note_on,,,,,7,0,1,,,1,61,54,,
5598,note_on,,,,,3,0,1,,,1,69,53,,
5603,note_off,,,,,5,0,1,,,1,62,64,,
5630,control_change,,,,,27,0,1,,,1,,,64,0
5777,control_change,,,,,147,0,1,,,1,,,64,127
5883,note_off,,,,,106,0,1,,,1,57,64,,
5887,note_on,,,,,4,0,1,,,1,76,74,,
5891,note_off,,,,,4,0,1,,,1,81,64,,
5905,note_off,,,,,14,0,1,,,1,61,64,,
5943,note_off,,,,,38,0,1,,,1,76,64,,
5958,note_off,,,,,15,0,1,,,1,69,64,,
6122,note_on,,,,,164,0,1,,,1,76,59,,
6122,note_on,,,,,0,0,1,,,1,68,35,,
6125,note_on,,,,,3,0,1,,,1,57,35,,
6127,note_on,,,,,2,0,1,,,1,59,36,,
6161,control_change,,,,,34,0,1,,,1,,,64,0
6263,control_change,,,,,102,0,1,,,1,,,64,127
6361,note_on,,,,,98,0,1,,,1,71,46,,
6363,note_off,,,,,2,0,1,,,1,68,64,,
6363,note_off,,,,,0,0,1,,,1,76,64,,
6366,note_on,,,,,3,0,1,,,1,62,42,,
6380,note_off,,,,,14,0,1,,,1,71,64,,
6396,note_off,,,,,16,0,1,,,1,59,64,,
6414,note_off,,,,,18,0,1,,,1,62,64,,
6468,note_off,,,,,54,0,1,,,1,57,64,,
6598,note_on,,,,,130,0,1,,,1,68,45,,
6598,note_on,,,,,0,0,1,,,1,59,49,,
6599,note_on,,,,,1,0,1,,,1,76,64,,
6600,note_on,,,,,1,0,1,,,1,57,42,,
6622,control_change,,,,,22,0,1,,,1,,,64,0
6705,control_change,,,,,83,0,1,,,1,,,64,127
6717,note_off,,,,,12,0,1,,,1,76,64,,
6723,note_off,,,,,6,0,1,,,1,68,64,,
6840,note_on,,,,,117,0,1,,,1,76,71,,
6840,note_on,,,,,0,0,1,,,1,62,43,,
6850,note_on,,,,,10,0,1,,,1,71,31,,
6859,control_change,,,,,9,0,1,,,1,,,64,0
6923,note_off,,,,,64,0,1,,,1,76,64,,
6923,control_change,,,,,0,0,1,,,1,,,64,127
6933,note_off,,,,,10,0,1,,,1,71,64,,
6944,note_off,,,,,11,0,1,,,1,59,64,,
6946,note_off,,,,,2,0,1,,,1,57,64,,
6966,note_off,,,,,20,0,1,,,1,62,64,,
7115,note_on,,,,,149,0,1,,,1,69,45,,
7120,note_on,,,,,5,0,1,,,1,61,32,,
7129,note_on,,,,,9,0,1,,,1,57,25,,
7140,control_change,,,,,11,0,1,,,1,,,64,0
7230,control_change,,,,,90,0,1,,,1,,,64,127
7321,note_off,,,,,91,0,1,,,1,57,64,,
7321,note_off,,,,,0,0,1,,,1,69,64,,
7356,note_off,,,,,35,0,1,,,1,61,64,,
7575,control_change,,,,,219,0,1,,,1,,,64,0
7988,note_on,,,,,413,0,1,,,1,64,42,,
8152,control_change,,,,,164,0,1,,,1,,,64,127
8285,note_on,,,,,133,0,1,,,1,76,57,,
8289,note_on,,,,,4,0,1,,,1,57,33,,
8291,note_off,,,,,2,0,1,,,1,64,64,,
8291,note_on,,,,,0,0,1,,,1,61,34,,
8304,note_on,,,,,13,0,1,,,1,69,31,,
8332,control_change,,,,,28,0,1,,,1,,,64,0
8408,control_change,,,,,76,0,1,,,1,,,64,127
8442,note_off,,,,,34,0,1,,,1,76,64,,
8484,note_off,,,,,42,0,1,,,1,69,64,,
8651,note_on,,,,,167,0,1,,,1,68,59,,
8655,note_on,,,,,4,0,1,,,1,59,47,,
8664,note_off,,,,,9,0,1,,,1,61,64,,
8729,note_off,,,,,65,0,1,,,1,68,64,,
8775,note_off,,,,,46,0,1,,,1,59,64,,
8777,note_on,,,,,2,0,1,,,1,61,57,,
8787,note_on,,,,,10,0,1,,,1,69,54,,
8788,note_on,,,,,1,0,1,,,1,76,67,,
8811,control_change,,,,,23,0,1,,,1,,,64,0
8901,control_change,,,,,90,0,1,,,1,,,64,127
8913,note_off,,,,,12,0,1,,,1,76,64,,
9006,note_on,,,,,93,0,1,,,1,76,88,,
9007,note_on,,,,,1,0,1,,,1,73,72,,
9008,note_on,,,,,1,0,1,,,1,64,67,,
9026,note_off,,,,,18,0,1,,,1,69,64,,
9087,note_off,,,,,61,0,1,,,1,57,64,,
9089,note_off,,,,,2,0,1,,,1,76,64,,
9096,note_off,,,,,7,0,1,,,1,73,64,,
9106,note_off,,,,,10,0,1,,,1,61,64,,
9121,note_off,,,,,15,0,1,,,1,64,64,,
9215,note_on,,,,,94,0,1,,,1,71,59,,
9221,control_change,,,,,6,0,1,,,1,,,64,0
9231,note_on,,,,,10,0,1,,,1,62,64,,
9231,note_on,,,,,0,0,1,,,1,57,65,,
9249,note_on,,,,,18,0,1,,,1,76,87,,
9280,note_off,,,,,31,0,1,,,1,71,64,,
9283,note_on,,,,,3,0,1,,,1,78,87,,
9285,control_change,,,,,2,0,1,,,1,,,64,127
9293,note_off,,,,,8,0,1,,,1,76,64,,
9321,note_on,,,,,28,0,1,,,1,76,80,,
9323,note_off,,,,,2,0,1,,,1,78,64,,
9339,note_off,,,,,16,0,1,,,1,76,64,,
9346,note_on,,,,,7,0,1,,,1,78,97,,
9374,note_on,,,,,28,0,1,,,1,76,93,,
9391,note_off,,,,,17,0,1,,,1,78,64,,
9412,note_off,,,,,21,0,1,,,1,76,64,,
9413,note_on,,,,,1,0,1,,,1,75,85,,
9439,note_on,,,,,26,0,1,,,1,76,107,,
9461,note_off,,,,,22,0,1,,,1,75,64,,
9484,note_on,,,,,23,0,1,,,1,78,98,,
9539,note_off,,,,,55,0,1,,,1,76,64,,
9594,note_on,,,,,55,0,1,,,1,80,98,,
9619,note_off,,,,,25,0,1,,,1,78,64,,
9723,note_off,,,,,104,0,1,,,1,80,64,,
9725,note_on,,,,,2,0,1,,,1,81,83,,
9725,note_on,,,,,0,0,1,,,1,61,48,,
9740,note_on,,,,,15,0,1,,,1,69,56,,
9743,note_off,,,,,3,0,1,,,1,62,64,,
9785,control_change,,,,,42,0,1,,,1,,,64,0
9912,control_change,,,,,127,0,1,,,1,,,64,127
9945,note_off,,,,,33,0,1,,,1,57,64,,
10008,note_off,,,,,63,0,1,,,1,81,64,,
10011,note_on,,,,,3,0,1,,,1,76,63,,
10078,note_off,,,,,67,0,1,,,1,69,64,,
10092,note_off,,,,,14,0,1,,,1,76,64,,
10128,note_off,,,,,36,0,1,,,1,61,64,,
10265,note_on,,,,,137,0,1,,,1,76,57,,
10271,note_on,,,,,6,0,1,,,1,68,34,,
10271,note_on,,,,,0,0,1,,,1,59,43,,
10274,note_on,,,,,3,0,1,,,1,57,36,,
10310,control_change,,,,,36,0,1,,,1,,,64,0
10418,control_change,,,,,108,0,1,,,1,,,64,127
10502,note_on,,,,,84,0,1,,,1,71,58,,
10510,note_off,,,,,8,0,1,,,1,76,64,,
10510,note_on,,,,,0,0,1,,,1,62,45,,
10520,note_off,,,,,10,0,1,,,1,68,64,,
10550,note_off,,,,,30,0,1,,,1,71,64,,
10565,note_off,,,,,15,0,1,,,1,59,64,,
10611,note_off,,,,,46,0,1,,,1,62,64,,
10620,note_off,,,,,9,0,1,,,1,57,64,,
10733,note_on,,,,,113,0,1,,,1,68,53,,
10734,note_on,,,,,1,0,1,,,1,76,69,,
10740,note_on,,,,,6,0,1,,,1,57,44,,
10742,note_on,,,,,2,0,1,,,1,59,35,,
10758,control_change,,,,,16,0,1,,,1,,,64,0
10853,control_change,,,,,95,0,1,,,1,,,64,127
10861,note_off,,,,,8,0,1,,,1,76,64,,
10879,note_off,,,,,18,0,1,,,1,68,64,,
10963,note_on,,,,,84,0,1,,,1,76,87,,
10967,note_on,,,,,4,0,1,,,1,62,50,,
10969,note_on,,,,,2,0,1,,,1,71,50,,
10990,note_off,,,,,21,0,1,,,1,71,64,,
11014,note_off,,,,,24,0,1,,,1,59,64,,
11021,note_off,,,,,7,0,1,,,1,76,64,,
11043,note_off,,,,,22,0,1,,,1,57,64,,
11121,note_off,,,,,78,0,1,,,1,62,64,,
11187,note_on,,,,,66,0,1,,,1,69,58,,
11197,note_on,,,,,10,0,1,,,1,61,47,,
11197,note_on,,,,,0,0,1,,,1,76,72,,
11201,note_on,,,,,4,0,1,,,1,57,47,,
11213,control_change,,,,,12,0,1,,,1,,,64,0
11306,note_on,,,,,93,0,1,,,1,75,83,,
11351,note_off,,,,,45,0,1,,,1,76,64,,
11416,note_on,,,,,65,0,1,,,1,76,98,,
11430,note_off,,,,,14,0,1,,,1,69,64,,
11460,note_off,,,,,30,0,1,,,1,75,64,,
11508,note_off,,,,,48,0,1,,,1,57,64,,
11521,note_on,,,,,13,0,1,,,1,78,82,,
11538,note_off,,,,,17,0,1,,,1,61,64,,
11544,note_off,,,,,6,0,1,,,1,76,64,,
11633,note_on,,,,,89,0,1,,,1,76,83,,
11663,note_off,,,,,30,0,1,,,1,78,64,,
11736,note_on,,,,,73,0,1,,,1,66,59,,
11741,note_off,,,,,5,0,1,,,1,76,64,,
11741,note_on,,,,,0,0,1,,,1,74,80,,
11840,note_on,,,,,99,0,1,,,1,73,77,,
11849,note_on,,,,,9,0,1,,,1,64,79,,
11851,note_off,,,,,2,0,1,,,1,66,64,,
11853,note_off,,,,,2,0,1,,,1,74,64,,
11951,note_on,,,,,98,0,1,,,1,71,81,,
11954,note_on,,,,,3,0,1,,,1,62,76,,
11984,note_off,,,,,30,0,1,,,1,73,64,,
11986,note_off,,,,,2,0,1,,,1,64,64,,
12089,note_on,,,,,103,0,1,,,1,61,50,,
12093,note_on,,,,,4,0,1,,,1,76,68,,
12095,note_on,,,,,2,0,1,,,1,69,57,,
12096,note_on,,,,,1,0,1,,,1,57,42,,
12100,note_off,,,,,4,0,1,,,1,71,64,,
12111,note_off,,,,,11,0,1,,,1,62,64,,
12236,control_change,,,,,125,0,1,,,1,,,64,127
12435,note_on,,,,,199,0,1,,,1,68,72,,
12435,note_on,,,,,0,0,1,,,1,59,54,,
12455,note_off,,,,,20,0,1,,,1,61,64,,
12467,note_off,,,,,12,0,1,,,1,76,64,,
12470,note_off,,,,,3,0,1,,,1,69,64,,
12514,note_off,,,,,44,0,1,,,1,68,64,,
12534,note_off,,,,,20,0,1,,,1,59,64,,
12569,note_on,,,,,35,0,1,,,1,76,80,,
12570,note_on,,,,,1,0,1,,,1,61,49,,
12575,note_on,,,,,5,0,1,,,1,69,67,,
12595,control_change,,,,,20,0,1,,,1,,,64,0
12685,control_change,,,,,90,0,1,,,1,,,64,127
12713,note_off,,,,,28,0,1,,,1,76,64,,
12803,note_on,,,,,90,0,1,,,1,76,91,,
12804,note_on,,,,,1,0,1,,,1,64,73,,
12804,note_on,,,,,0,0,1,,,1,73,74,,
12806,control_change,,,,,2,0,1,,,1,,,64,0
12822,note_off,,,,,16,0,1,,,1,69,64,,
12876,control_change,,,,,54,0,1,,,1,,,64,127
12910,note_off,,,,,34,0,1,,,1,76,64,,
12916,note_off,,,,,6,0,1,,,1,73,64,,
12919,note_off,,,,,3,0,1,,,1,57,64,,
12927,note_off,,,,,8,0,1,,,1,61,64,,
12954,note_off,,,,,27,0,1,,,1,64,64,,
13026,note_on,,,,,72,0,1,,,1,71,70,,
13037,control_change,,,,,11,0,1,,,1,,,64,0
13039,note_on,,,,,2,0,1,,,1,57,76,,
13039,note_on,,,,,0,0,1,,,1,62,75,,
13051,note_on,,,,,12,0,1,,,1,76,91,,
13074,note_off,,,,,23,0,1,,,1,71,64,,
13088,note_on,,,,,14,0,1,,,1,78,90,,
13098,note_off,,,,,10,0,1,,,1,76,64,,
13101,control_change,,,,,3,0,1,,,1,,,64,127
13117,note_on,,,,,16,0,1,,,1,76,69,,
13128,note_off,,,,,11,0,1,,,1,78,64,,
13141,note_off,,,,,13,0,1,,,1,76,64,,
13153,note_on,,,,,12,0,1,,,1,78,90,,
13176,note_on,,,,,23,0,1,,,1,76,98,,
13199,note_off,,,,,23,0,1,,,1,78,64,,
13217,note_on,,,,,18,0,1,,,1,75,89,,
13222,note_off,,,,,5,0,1,,,1,76,64,,
13242,note_on,,,,,20,0,1,,,1,76,96,,
13264,note_off,,,,,22,0,1,,,1,75,64,,
13283,note_on,,,,,19,0,1,,,1,78,99,,
13322,note_off,,,,,39,0,1,,,1,76,64,,
13392,note_on,,,,,70,0,1,,,1,80,101,,
13419,note_off,,,,,27,0,1,,,1,78,64,,
13484,note_off,,,,,65,0,1,,,1,80,64,,
13523,note_on,,,,,39,0,1,,,1,81,80,,
13529,note_on,,,,,6,0,1,,,1,61,46,,
13533,note_on,,,,,4,0,1,,,1,69,59,,
13551,note_off,,,,,18,0,1,,,1,62,64,,
13568,control_change,,,,,17,0,1,,,1,,,64,0
13703,control_change,,,,,135,0,1,,,1,,,64,127
13803,note_off,,,,,100,0,1,,,1,81,64,,
13804,note_on,,,,,1,0,1,,,1,76,55,,
13816,note_off,,,,,12,0,1,,,1,57,64,,
13838,note_off,,,,,22,0,1,,,1,61,64,,
13859,note_off,,,,,21,0,1,,,1,69,64,,
13893,note_off,,,,,34,0,1,,,1,76,64,,
14057,note_on,,,,,164,0,1,,,1,76,63,,
14061,note_on,,,,,4,0,1,,,1,68,38,,
14070,note_on,,,,,9,0,1,,,1,57,40,,
14072,note_on,,,,,2,0,1,,,1,59,36,,
14099,control_change,,,,,27,0,1,,,1,,,64,0
14196,control_change,,,,,97,0,1,,,1,,,64,127
14294,note_on,,,,,98,0,1,,,1,71,59,,
14301,note_on,,,,,7,0,1,,,1,62,48,,
14312,note_off,,,,,11,0,1,,,1,76,64,,
14323,note_off,,,,,11,0,1,,,1,68,64,,
14345,note_off,,,,,22,0,1,,,1,57,64,,
14354,note_off,,,,,9,0,1,,,1,71,64,,
14354,note_off,,,,,0,0,1,,,1,59,64,,
14358,note_off,,,,,4,0,1,,,1,62,64,,
14522,note_on,,,,,164,0,1,,,1,68,45,,
14523,note_on,,,,,1,0,1,,,1,76,66,,
14531,note_on,,,,,8,0,1,,,1,59,36,,
14533,note_on,,,,,2,0,1,,,1,57,41,,
14541,control_change,,,,,8,0,1,,,1,,,64,0
14618,control_change,,,,,77,0,1,,,1,,,64,127
14627,note_off,,,,,9,0,1,,,1,76,64,,
14638,note_off,,,,,11,0,1,,,1,68,64,,
14766,note_on,,,,,128,0,1,,,1,71,44,,
14769,note_on,,,,,3,0,1,,,1,76,59,,
14780,note_on,,,,,11,0,1,,,1,62,48,,
14791,control_change,,,,,11,0,1,,,1,,,64,0
14854,note_off,,,,,63,0,1,,,1,59,64,,
14861,control_change,,,,,7,0,1,,,1,,,64,127
14878,note_off,,,,,17,0,1,,,1,76,64,,
14896,note_off,,,,,18,0,1,,,1,71,64,,
14905,note_off,,,,,9,0,1,,,1,57,64,,
14967,note_off,,,,,62,0,1,,,1,62,64,,
15040,note_on,,,,,73,0,1,,,1,61,35,,
15042,note_on,,,,,2,0,1,,,1,69,38,,
15047,note_on,,,,,5,0,1,,,1,57,26,,
15086,control_change,,,,,39,0,1,,,1,,,64,0
15181,control_change,,,,,95,0,1,,,1,,,64,127
15238,note_off,,,,,57,0,1,,,1,69,64,,
15245,note_off,,,,,7,0,1,,,1,57,64,,
15245,note_off,,,,,0,0,1,,,1,61,64,,
15514,control_change,,,,,269,0,1,,,1,,,64,0
15875,note_on,,,,,361,0,1,,,1,76,91,,
16177,note_on,,,,,302,0,1,,,1,59,50,,
16178,note_on,,,,,1,0,1,,,1,74,84,,
16179,note_on,,,,,1,0,1,,,1,68,50,,
16186,note_on,,,,,7,0,1,,,1,52,45,,
16194,note_off,,,,,8,0,1,,,1,76,64,,
16385,control_change,,,,,191,0,1,,,1,,,64,127
16527,note_on,,,,,142,0,1,,,1,61,70,,
16532,note_on,,,,,5,0,1,,,1,76,96,,
16560,note_off,,,,,28,0,1,,,1,74,64,,
16562,note_off,,,,,2,0,1,,,1,59,64,,
16656,note_on,,,,,94,0,1,,,1,59,67,,
16657,note_on,,,,,1,0,1,,,1,74,96,,
16668,note_off,,,,,11,0,1,,,1,61,64,,
16677,note_off,,,,,9,0,1,,,1,76,64,,
16686,control_change,,,,,9,0,1,,,1,,,64,0
16776,control_change,,,,,90,0,1,,,1,,,64,127
16813,note_off,,,,,37,0,1,,,1,68,64,,
16885,note_on,,,,,72,0,1,,,1,73,94,,
16890,note_on,,,,,5,0,1,,,1,57,79,,
16891,note_on,,,,,1,0,1,,,1,69,75,,
16904,control_change,,,,,13,0,1,,,1,,,64,0
16923,note_off,,,,,19,0,1,,,1,59,64,,
16966,note_off,,,,,43,0,1,,,1,74,64,,
16980,control_change,,,,,14,0,1,,,1,,,64,127
17004,note_off,,,,,24,0,1,,,1,52,64,,
17013,note_off,,,,,9,0,1,,,1,69,64,,
17140,note_off,,,,,127,0,1,,,1,73,64,,
17160,note_on,,,,,20,0,1,,,1,71,70,,
17160,note_on,,,,,0,0,1,,,1,68,59,,
17160,note_on,,,,,0,0,1,,,1,62,57,,
17166,note_off,,,,,6,0,1,,,1,57,64,,
17166,note_on,,,,,0,0,1,,,1,52,64,,
17198,control_change,,,,,32,0,1,,,1,,,64,0
17307,control_change,,,,,109,0,1,,,1,,,64,127
17408,note_off,,,,,101,0,1,,,1,62,64,,
17492,note_on,,,,,84,0,1,,,1,73,78,,
17494,note_off,,,,,2,0,1,,,1,71,64,,
17501,note_on,,,,,7,0,1,,,1,64,63,,
17541,note_off,,,,,40,0,1,,,1,68,64,,
17555,note_off,,,,,14,0,1,,,1,64,64,,
17621,note_on,,,,,66,0,1,,,1,62,59,,
17627,note_on,,,,,6,0,1,,,1,71,65,,
17645,note_off,,,,,18,0,1,,,1,73,64,,
17653,control_change,,,,,8,0,1,,,1,,,64,0
17742,control_change,,,,,89,0,1,,,1,,,64,127
17851,control_change,,,,,109,0,1,,,1,,,64,0
17853,note_on,,,,,2,0,1,,,1,61,57,,
