tick,type,frame_rate,hours,minutes,seconds,frames,sub_frames,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,note,velocity,channel,control,value
531750,note_off,,,,,,,36,0,0,,,,,,,56,64,0,,
531762,note_on,,,,,,,12,0,0,,,,,,,60,59,0,,
531860,note_off,,,,,,,98,0,0,,,,,,,60,64,0,,
531868,note_on,,,,,,,8,0,0,,,,,,,51,73,0,,
531944,note_off,,,,,,,76,0,0,,,,,,,51,64,0,,
531964,note_on,,,,,,,20,0,0,,,,,,,60,57,0,,
532036,note_off,,,,,,,72,0,0,,,,,,,60,64,0,,
532068,note_on,,,,,,,32,0,0,,,,,,,56,66,0,,
532136,note_off,,,,,,,68,0,0,,,,,,,56,64,0,,
532154,note_on,,,,,,,18,0,0,,,,,,,60,54,0,,
532266,note_on,,,,,,,112,0,0,,,,,,,49,79,0,,
532286,note_off,,,,,,,20,0,0,,,,,,,60,64,0,,
532352,control_change,,,,,,,66,0,0,,,,,,,,,0,64,0
532386,note_on,,,,,,,34,0,0,,,,,,,58,84,0,,
532476,note_off,,,,,,,90,0,0,,,,,,,58,64,0,,
532492,note_on,,,,,,,16,0,0,,,,,,,53,66,0,,
532510,note_off,,,,,,,18,0,0,,,,,,,49,64,0,,
532538,control_change,,,,,,,28,0,0,,,,,,,,,0,64,127
532582,note_off,,,,,,,44,0,0,,,,,,,53,64,0,,
532584,note_on,,,,,,,2,0,0,,,,,,,58,69,0,,
532692,note_on,,,,,,,108,0,0,,,,,,,49,74,0,,
532706,note_off,,,,,,,14,0,0,,,,,,,58,64,0,,
532790,note_on,,,,,,,84,0,0,,,,,,,58,71,0,,
532826,note_off,,,,,,,36,0,0,,,,,,,49,64,0,,
532908,note_off,,,,,,,82,0,0,,,,,,,58,64,0,,
532921,note_on,,,,,,,13,0,0,,,,,,,53,59,0,,
532934,note_off,,,,,,,13,0,0,,,,,,,32,64,0,,
532996,note_off,,,,,,,62,0,0,,,,,,,53,64,0,,
532996,note_on,,,,,,,0,0,0,,,,,,,58,69,0,,
533108,note_off,,,,,,,112,0,0,,,,,,,58,64,0,,
533128,note_on,,,,,,,20,0,0,,,,,,,49,70,0,,
533162,note_on,,,,,,,34,0,0,,,,,,,32,81,0,,
533172,note_on,,,,,,,10,0,0,,,,,,,30,63,0,,
533204,note_on,,,,,,,32,0,0,,,,,,,31,66,0,,
533260,note_on,,,,,,,56,0,0,,,,,,,58,56,0,,
533274,note_off,,,,,,,14,0,0,,,,,,,30,64,0,,
533290,note_off,,,,,,,16,0,0,,,,,,,31,64,0,,
533372,note_off,,,,,,,82,0,0,,,,,,,58,64,0,,
533400,note_on,,,,,,,28,0,0,,,,,,,53,54,0,,
533458,note_off,,,,,,,58,0,0,,,,,,,49,64,0,,
533464,note_on,,,,,,,6,0,0,,,,,,,58,64,0,,
533492,note_off,,,,,,,28,0,0,,,,,,,53,64,0,,
533504,control_change,,,,,,,12,0,0,,,,,,,,,0,64,0
533574,note_on,,,,,,,70,0,0,,,,,,,49,56,0,,
533598,note_off,,,,,,,24,0,0,,,,,,,58,64,0,,
533670,note_on,,,,,,,72,0,0,,,,,,,58,76,0,,
533704,control_change,,,,,,,34,0,0,,,,,,,,,0,64,127
533806,note_off,,,,,,,102,0,0,,,,,,,58,64,0,,
533816,note_on,,,,,,,10,0,0,,,,,,,53,50,0,,
533860,note_off,,,,,,,44,0,0,,,,,,,49,64,0,,
533874,note_on,,,,,,,14,0,0,,,,,,,58,88,0,,
533922,note_off,,,,,,,48,0,0,,,,,,,53,64,0,,
533982,control_change,,,,,,,60,0,0,,,,,,,,,0,64,0
534016,note_on,,,,,,,34,0,0,,,,,,,48,83,0,,
534100,note_off,,,,,,,84,0,0,,,,,,,58,64,0,,
534126,note_on,,,,,,,26,0,0,,,,,,,56,69,0,,
534190,note_off,,,,,,,64,0,0,,,,,,,48,64,0,,
534210,control_change,,,,,,,20,0,0,,,,,,,,,0,64,127
534222,note_on,,,,,,,12,0,0,,,,,,,51,74,0,,
534250,note_off,,,,,,,28,0,0,,,,,,,56,64,0,,
534328,note_on,,,,,,,78,0,0,,,,,,,56,75,0,,
534357,note_off,,,,,,,29,0,0,,,,,,,51,64,0,,
534446,note_off,,,,,,,89,0,0,,,,,,,56,64,0,,
534449,note_on,,,,,,,3,0,0,,,,,,,48,70,0,,
534532,note_on,,,,,,,83,0,0,,,,,,,56,57,0,,
534596,note_off,,,,,,,64,0,0,,,,,,,48,64,0,,
534652,note_off,,,,,,,56,0,0,,,,,,,56,64,0,,
534652,note_on,,,,,,,0,0,0,,,,,,,51,69,0,,
534736,note_on,,,,,,,84,0,0,,,,,,,56,61,0,,
534792,note_off,,,,,,,56,0,0,,,,,,,51,64,0,,
534868,note_on,,,,,,,76,0,0,,,,,,,46,94,0,,
534888,control_change,,,,,,,20,0,0,,,,,,,,,0,64,0
534934,note_off,,,,,,,46,0,0,,,,,,,56,64,0,,
535004,note_on,,,,,,,70,0,0,,,,,,,55,69,0,,
535058,note_off,,,,,,,54,0,0,,,,,,,46,64,0,,
535072,control_change,,,,,,,14,0,0,,,,,,,,,0,64,127
535118,note_on,,,,,,,46,0,0,,,,,,,49,73,0,,
535126,note_off,,,,,,,8,0,0,,,,,,,55,64,0,,
535198,note_off,,,,,,,72,0,0,,,,,,,49,64,0,,
535218,note_on,,,,,,,20,0,0,,,,,,,55,61,0,,
535328,note_on,,,,,,,110,0,0,,,,,,,46,94,0,,
535332,note_off,,,,,,,4,0,0,,,,,,,55,64,0,,
535450,note_off,,,,,,,118,0,0,,,,,,,46,64,0,,
535452,note_off,,,,,,,2,0,0,,,,,,,32,64,0,,
535452,note_on,,,,,,,0,0,0,,,,,,,55,51,0,,
535586,note_on,,,,,,,134,0,0,,,,,,,49,76,0,,
535591,note_off,,,,,,,5,0,0,,,,,,,55,64,0,,
535706,note_on,,,,,,,115,0,0,,,,,,,55,50,0,,
535748,note_off,,,,,,,42,0,0,,,,,,,49,64,0,,
535882,note_off,,,,,,,134,0,0,,,,,,,55,64,0,,
535898,note_on,,,,,,,16,0,0,,,,,,,48,80,0,,
535898,note_on,,,,,,,0,0,0,,,,,,,32,91,0,,
536104,control_change,,,,,,,206,0,0,,,,,,,,,0,64,0
536230,note_on,,,,,,,126,0,0,,,,,,,56,75,0,,
536510,note_on,,,,,,,280,0,0,,,,,,,51,68,0,,
536532,control_change,,,,,,,22,0,0,,,,,,,,,0,64,127
536564,note_off,,,,,,,32,0,0,,,,,,,48,64,0,,
536584,note_off,,,,,,,20,0,0,,,,,,,56,64,0,,
536738,note_on,,,,,,,154,0,0,,,,,,,48,81,0,,
536780,note_off,,,,,,,42,0,0,,,,,,,51,64,0,,
536886,note_off,,,,,,,106,0,0,,,,,,,48,64,0,,
536944,note_on,,,,,,,58,0,0,,,,,,,44,73,0,,
537152,note_off,,,,,,,208,0,0,,,,,,,44,64,0,,
537152,note_on,,,,,,,0,0,0,,,,,,,51,81,0,,
537210,note_off,,,,,,,58,0,0,,,,,,,32,64,0,,
537348,note_off,,,,,,,138,0,0,,,,,,,51,64,0,,
537366,note_on,,,,,,,18,0,0,,,,,,,48,80,0,,
537528,note_off,,,,,,,162,0,0,,,,,,,48,64,0,,
537558,note_on,,,,,,,30,0,0,,,,,,,44,75,0,,
537674,note_off,,,,,,,116,0,0,,,,,,,44,64,0,,
537750,note_on,,,,,,,76,0,0,,,,,,,39,76,0,,
537960,note_on,,,,,,,210,0,0,,,,,,,48,91,0,,
538130,control_change,,,,,,,170,0,0,,,,,,,,,0,64,0
538180,note_on,,,,,,,50,0,0,,,,,,,44,82,0,,
538206,note_off,,,,,,,26,0,0,,,,,,,39,64,0,,
538344,control_change,,,,,,,138,0,0,,,,,,,,,0,64,127
538396,note_on,,,,,,,52,0,0,,,,,,,39,90,0,,
538410,note_off,,,,,,,14,0,0,,,,,,,48,64,0,,
538452,note_off,,,,,,,42,0,0,,,,,,,44,64,0,,
538658,note_on,,,,,,,206,0,0,,,,,,,36,91,0,,
538712,control_change,,,,,,,54,0,0,,,,,,,,,0,64,0
538714,note_off,,,,,,,2,0,0,,,,,,,39,64,0,,
538900,note_on,,,,,,,186,0,0,,,,,,,44,79,0,,
538960,control_change,,,,,,,60,0,0,,,,,,,,,0,64,127
539058,note_off,,,,,,,98,0,0,,,,,,,36,64,0,,
539124,note_on,,,,,,,66,0,0,,,,,,,39,79,0,,
539194,note_off,,,,,,,70,0,0,,,,,,,44,64,0,,
539328,note_on,,,,,,,134,0,0,,,,,,,48,88,0,,
539458,note_off,,,,,,,130,0,0,,,,,,,39,64,0,,
539516,note_off,,,,,,,58,0,0,,,,,,,48,64,0,,
539524,note_on,,,,,,,8,0,0,,,,,,,44,78,0,,
539712,note_off,,,,,,,188,0,0,,,,,,,44,64,0,,
539744,note_on,,,,,,,32,0,0,,,,,,,51,86,0,,
539938,note_off,,,,,,,194,0,0,,,,,,,51,64,0,,
539941,note_on,,,,,,,3,0,0,,,,,,,48,95,0,,
540034,control_change,,,,,,,93,0,0,,,,,,,,,0,64,0
540132,note_on,,,,,,,98,0,0,,,,,,,56,84,0,,
540190,note_off,,,,,,,58,0,0,,,,,,,48,64,0,,
540218,control_change,,,,,,,28,0,0,,,,,,,,,0,64,127
540340,note_on,,,,,,,122,0,0,,,,,,,51,84,0,,
540356,control_change,,,,,,,16,0,0,,,,,,,,,0,64,0
540444,note_off,,,,,,,88,0,0,,,,,,,56,64,0,,
540512,control_change,,,,,,,68,0,0,,,,,,,,,0,64,127
540548,note_on,,,,,,,36,0,0,,,,,,,60,84,0,,
540634,note_off,,,,,,,86,0,0,,,,,,,51,64,0,,
540742,control_change,,,,,,,108,0,0,,,,,,,,,0,64,0
540742,note_on,,,,,,,0,0,0,,,,,,,56,84,0,,
540790,note_off,,,,,,,48,0,0,,,,,,,60,64,0,,
540878,control_change,,,,,,,88,0,0,,,,,,,,,0,64,127
540942,note_on,,,,,,,64,0,0,,,,,,,63,90,0,,
540964,note_off,,,,,,,22,0,0,,,,,,,56,64,0,,
541000,note_off,,,,,,,36,0,0,,,,,,,63,64,0,,
541128,note_on,,,,,,,128,0,0,,,,,,,60,100,0,,
541320,note_on,,,,,,,192,0,0,,,,,,,68,93,0,,
541436,note_off,,,,,,,116,0,0,,,,,,,60,64,0,,
541494,control_change,,,,,,,58,0,0,,,,,,,,,0,64,0
541512,note_on,,,,,,,18,0,0,,,,,,,63,90,0,,
541616,control_change,,,,,,,104,0,0,,,,,,,,,0,64,127
541626,note_off,,,,,,,10,0,0,,,,,,,68,64,0,,
541684,note_off,,,,,,,58,0,0,,,,,,,63,64,0,,
541710,note_on,,,,,,,26,0,0,,,,,,,72,103,0,,
541758,note_off,,,,,,,48,0,0,,,,,,,72,64,0,,
541904,note_on,,,,,,,146,0,0,,,,,,,68,100,0,,
542062,control_change,,,,,,,158,0,0,,,,,,,,,0,64,0
542102,note_on,,,,,,,40,0,0,,,,,,,75,98,0,,
542120,note_off,,,,,,,18,0,0,,,,,,,68,64,0,,
542124,control_change,,,,,,,4,0,0,,,,,,,,,0,64,127
542298,note_on,,,,,,,174,0,0,,,,,,,72,107,0,,
542308,control_change,,,,,,,10,0,0,,,,,,,,,0,64,0
542372,note_off,,,,,,,64,0,0,,,,,,,75,64,0,,
542462,control_change,,,,,,,90,0,0,,,,,,,,,0,64,127
542490,note_on,,,,,,,28,0,0,,,,,,,80,100,0,,
542590,note_off,,,,,,,100,0,0,,,,,,,72,64,0,,
542690,note_on,,,,,,,100,0,0,,,,,,,75,99,0,,
542708,control_change,,,,,,,18,0,0,,,,,,,,,0,64,0
542782,note_off,,,,,,,74,0,0,,,,,,,80,64,0,,
542892,note_off,,,,,,,110,0,0,,,,,,,75,64,0,,
542892,control_change,,,,,,,0,0,0,,,,,,,,,0,64,127
542914,note_on,,,,,,,22,0,0,,,,,,,84,108,0,,
542982,note_off,,,,,,,68,0,0,,,,,,,84,64,0,,
543142,note_on,,,,,,,160,0,0,,,,,,,80,100,0,,
543398,note_on,,,,,,,256,0,0,,,,,,,87,102,0,,
543450,note_off,,,,,,,52,0,0,,,,,,,80,64,0,,
543644,note_off,,,,,,,194,0,0,,,,,,,87,64,0,,
543758,note_on,,,,,,,114,0,0,,,,,,,61,73,0,,
543760,note_on,,,,,,,2,0,0,,,,,,,88,107,0,,
543768,note_on,,,,,,,8,0,0,,,,,,,58,79,0,,
543776,note_on,,,,,,,8,0,0,,,,,,,55,66,0,,
544030,control_change,,,,,,,254,0,0,,,,,,,,,0,64,0
544660,control_change,,,,,,,630,0,0,,,,,,,,,0,64,127
545000,note_off,,,,,,,340,0,0,,,,,,,88,64,0,,
545058,note_off,,,,,,,58,0,0,,,,,,,61,64,0,,
545142,note_off,,,,,,,84,0,0,,,,,,,58,64,0,,
545160,note_on,,,,,,,18,0,0,,,,,,,82,104,0,,
545186,note_off,,,,,,,26,0,0,,,,,,,55,64,0,,
545448,note_on,,,,,,,262,0,0,,,,,,,85,100,0,,
545474,control_change,,,,,,,26,0,0,,,,,,,,,0,64,0
545522,note_off,,,,,,,48,0,0,,,,,,,82,64,0,,
545596,control_change,,,,,,,74,0,0,,,,,,,,,0,64,127
545654,note_off,,,,,,,58,0,0,,,,,,,85,64,0,,
545680,note_on,,,,,,,26,0,0,,,,,,,79,98,0,,
545898,note_on,,,,,,,218,0,0,,,,,,,82,110,0,,
545908,note_off,,,,,,,10,0,0,,,,,,,79,64,0,,
545998,note_off,,,,,,,90,0,0,,,,,,,82,64,0,,
546088,note_on,,,,,,,90,0,0,,,,,,,76,103,0,,
546270,note_off,,,,,,,182,0,0,,,,,,,76,64,0,,
546288,note_on,,,,,,,18,0,0,,,,,,,79,101,0,,
546380,note_off,,,,,,,92,0,0,,,,,,,79,64,0,,
546478,note_on,,,,,,,98,0,0,,,,,,,73,97,0,,
546580,control_change,,,,,,,102,0,0,,,,,,,,,0,64,0
546680,note_on,,,,,,,100,0,0,,,,,,,76,108,0,,
546718,control_change,,,,,,,38,0,0,,,,,,,,,0,64,127
546720,note_off,,,,,,,2,0,0,,,,,,,73,64,0,,
546788,note_off,,,,,,,68,0,0,,,,,,,76,64,0,,
546866,note_on,,,,,,,78,0,0,,,,,,,70,104,0,,
546918,control_change,,,,,,,52,0,0,,,,,,,,,0,64,0
547062,note_on,,,,,,,144,0,0,,,,,,,73,97,0,,
547088,control_change,,,,,,,26,0,0,,,,,,,,,0,64,127
547112,note_off,,,,,,,24,0,0,,,,,,,70,64,0,,
547214,note_off,,,,,,,102,0,0,,,,,,,73,64,0,,
547252,note_on,,,,,,,38,0,0,,,,,,,67,103,0,,
547482,note_on,,,,,,,230,0,0,,,,,,,70,105,0,,
547494,note_off,,,,,,,12,0,0,,,,,,,67,64,0,,
547688,note_off,,,,,,,194,0,0,,,,,,,70,64,0,,
547840,control_change,,,,,,,152,0,0,,,,,,,,,0,64,0
547870,note_on,,,,,,,30,0,0,,,,,,,73,99,0,,
547876,note_on,,,,,,,6,0,0,,,,,,,64,101,0,,
547876,note_on,,,,,,,0,0,0,,,,,,,55,103,0,,
547876,note_on,,,,,,,0,0,0,,,,,,,70,101,0,,
547882,note_on,,,,,,,6,0,0,,,,,,,43,96,0,,
548048,note_off,,,,,,,166,0,0,,,,,,,55,64,0,,
548050,note_off,,,,,,,2,0,0,,,,,,,43,64,0,,
548054,control_change,,,,,,,4,0,0,,,,,,,,,0,64,127
548076,note_off,,,,,,,22,0,0,,,,,,,64,64,0,,
548086,note_off,,,,,,,10,0,0,,,,,,,73,64,0,,
548102,note_off,,,,,,,16,0,0,,,,,,,70,64,0,,
548192,control_change,,,,,,,90,0,0,,,,,,,,,0,64,0
548264,note_on,,,,,,,72,0,0,,,,,,,73,102,0,,
548264,note_on,,,,,,,0,0,0,,,,,,,55,97,0,,
548268,note_on,,,,,,,4,0,0,,,,,,,70,101,0,,
548270,note_on,,,,,,,2,0,0,,,,,,,43,92,0,,
548272,note_on,,,,,,,2,0,0,,,,,,,64,101,0,,
548414,note_off,,,,,,,142,0,0,,,,,,,55,64,0,,
548414,note_off,,,,,,,0,0,0,,,,,,,43,64,0,,
548424,control_change,,,,,,,10,0,0,,,,,,,,,0,64,127
548442,note_off,,,,,,,18,0,0,,,,,,,64,64,0,,
548480,note_off,,,,,,,38,0,0,,,,,,,73,64,0,,
548504,note_off,,,,,,,24,0,0,,,,,,,70,64,0,,
548576,control_change,,,,,,,72,0,0,,,,,,,,,0,64,0
548664,note_on,,,,,,,88,0,0,,,,,,,73,100,0,,
548667,note_on,,,,,,,3,0,0,,,,,,,70,99,0,,
548667,note_on,,,,,,,0,0,0,,,,,,,65,100,0,,
548678,note_on,,,,,,,11,0,0,,,,,,,53,97,0,,
548684,note_on,,,,,,,6,0,0,,,,,,,41,92,0,,
548812,note_off,,,,,,,128,0,0,,,,,,,53,64,0,,
548824,control_change,,,,,,,12,0,0,,,,,,,,,0,64,127
548842,note_off,,,,,,,18,0,0,,,,,,,41,64,0,,
548888,note_off,,,,,,,46,0,0,,,,,,,70,64,0,,
548892,note_off,,,,,,,4,0,0,,,,,,,65,64,0,,
548912,note_off,,,,,,,20,0,0,,,,,,,73,64,0,,
549022,control_change,,,,,,,110,0,0,,,,,,,,,0,64,0
549126,note_on,,,,,,,104,0,0,,,,,,,67,100,0,,
549126,note_on,,,,,,,0,0,0,,,,,,,70,97,0,,
549129,note_on,,,,,,,3,0,0,,,,,,,72,107,0,,
549142,note_on,,,,,,,13,0,0,,,,,,,52,98,0,,
549146,note_on,,,,,,,4,0,0,,,,,,,40,97,0,,
549406,control_change,,,,,,,260,0,0,,,,,,,,,0,64,127
549440,note_off,,,,,,,34,0,0,,,,,,,40,64,0,,
549445,note_off,,,,,,,5,0,0,,,,,,,52,64,0,,
549492,note_off,,,,,,,47,0,0,,,,,,,67,64,0,,
549538,note_off,,,,,,,46,0,0,,,,,,,72,64,0,,
549566,note_off,,,,,,,28,0,0,,,,,,,70,64,0,,
549930,control_change,,,,,,,364,0,0,,,,,,,,,0,64,0
550016,note_on,,,,,,,86,0,0,,,,,,,48,86,0,,
550190,control_change,,,,,,,174,0,0,,,,,,,,,0,64,127
550214,note_on,,,,,,,24,0,0,,,,,,,55,87,0,,
550224,note_off,,,,,,,10,0,0,,,,,,,48,64,0,,
550296,note_off,,,,,,,72,0,0,,,,,,,55,64,0,,
550400,note_on,,,,,,,104,0,0,,,,,,,52,102,0,,
550422,control_change,,,,,,,22,0,0,,,,,,,,,0,64,0
550566,note_off,,,,,,,144,0,0,,,,,,,52,64,0,,
550584,note_on,,,,,,,18,0,0,,,,,,,58,108,0,,
550606,control_change,,,,,,,22,0,0,,,,,,,,,0,64,127
550720,note_off,,,,,,,114,0,0,,,,,,,58,64,0,,
550768,note_on,,,,,,,48,0,0,,,,,,,55,97,0,,
550790,control_change,,,,,,,22,0,0,,,,,,,,,0,64,0
550932,note_off,,,,,,,142,0,0,,,,,,,55,64,0,,
550940,note_on,,,,,,,8,0,0,,,,,,,61,97,0,,
551004,control_change,,,,,,,64,0,0,,,,,,,,,0,64,127
551120,note_on,,,,,,,116,0,0,,,,,,,58,107,0,,
551168,note_off,,,,,,,48,0,0,,,,,,,61,64,0,,
551174,control_change,,,,,,,6,0,0,,,,,,,,,0,64,0
551314,note_on,,,,,,,140,0,0,,,,,,,64,105,0,,
551320,note_off,,,,,,,6,0,0,,,,,,,58,64,0,,
551388,control_change,,,,,,,68,0,0,,,,,,,,,0,64,127
551490,note_on,,,,,,,102,0,0,,,,,,,61,98,0,,
551514,note_off,,,,,,,24,0,0,,,,,,,64,64,0,,
551528,control_change,,,,,,,14,0,0,,,,,,,,,0,64,0
551674,note_on,,,,,,,146,0,0,,,,,,,67,105,0,,
551696,control_change,,,,,,,22,0,0,,,,,,,,,0,64,127
551760,note_off,,,,,,,64,0,0,,,,,,,61,64,0,,
551848,note_on,,,,,,,88,0,0,,,,,,,64,105,0,,
551868,note_off,,,,,,,20,0,0,,,,,,,67,64,0,,
551988,control_change,,,,,,,120,0,0,,,,,,,,,0,64,0
552080,note_on,,,,,,,92,0,0,,,,,,,70,113,0,,
552142,note_off,,,,,,,62,0,0,,,,,,,64,64,0,,
552172,control_change,,,,,,,30,0,0,,,,,,,,,0,64,127
552190,note_off,,,,,,,18,0,0,,,,,,,70,64,0,,
552388,control_change,,,,,,,198,0,0,,,,,,,,,0,64,0
552406,note_on,,,,,,,18,0,0,,,,,,,58,106,0,,
552408,note_on,,,,,,,2,0,0,,,,,,,73,96,0,,
552410,note_on,,,,,,,2,0,0,,,,,,,76,111,0,,
552412,note_on,,,,,,,2,0,0,,,,,,,46,105,0,,
552412,note_on,,,,,,,0,0,0,,,,,,,67,106,0,,
552536,note_off,,,,,,,124,0,0,,,,,,,58,64,0,,
552562,note_off,,,,,,,26,0,0,,,,,,,46,64,0,,
552572,control_change,,,,,,,10,0,0,,,,,,,,,0,64,127
552578,note_off,,,,,,,6,0,0,,,,,,,73,64,0,,
552582,note_off,,,,,,,4,0,0,,,,,,,67,64,0,,
552630,note_off,,,,,,,48,0,0,,,,,,,76,64,0,,
552742,control_change,,,,,,,112,0,0,,,,,,,,,0,64,0
552802,note_on,,,,,,,60,0,0,,,,,,,77,110,0,,
552804,note_on,,,,,,,2,0,0,,,,,,,68,97,0,,
552804,note_on,,,,,,,0,0,0,,,,,,,56,94,0,,
552814,note_on,,,,,,,10,0,0,,,,,,,44,86,0,,
552820,note_on,,,,,,,6,0,0,,,,,,,72,101,0,,
552938,note_off,,,,,,,118,0,0,,,,,,,56,64,0,,
552956,control_change,,,,,,,18,0,0,,,,,,,,,0,64,127
552970,note_off,,,,,,,14,0,0,,,,,,,44,64,0,,
552982,note_off,,,,,,,12,0,0,,,,,,,72,64,0,,
552990,note_off,,,,,,,8,0,0,,,,,,,77,64,0,,
552996,note_off,,,,,,,6,0,0,,,,,,,68,64,0,,
553124,control_change,,,,,,,128,0,0,,,,,,,,,0,64,0
553188,note_on,,,,,,,64,0,0,,,,,,,79,106,0,,
553190,note_on,,,,,,,2,0,0,,,,,,,70,105,0,,
553198,note_on,,,,,,,8,0,0,,,,,,,76,105,0,,
553200,note_on,,,,,,,2,0,0,,,,,,,55,98,0,,
553204,note_on,,,,,,,4,0,0,,,,,,,43,91,0,,
553306,note_off,,,,,,,102,0,0,,,,,,,55,64,0,,
553362,note_off,,,,,,,56,0,0,,,,,,,43,64,0,,
553372,control_change,,,,,,,10,0,0,,,,,,,,,0,64,127
553414,note_off,,,,,,,42,0,0,,,,,,,76,64,0,,
553432,note_off,,,,,,,18,0,0,,,,,,,70,64,0,,
553436,note_off,,,,,,,4,0,0,,,,,,,79,64,0,,
553586,control_change,,,,,,,150,0,0,,,,,,,,,0,64,0
553656,note_on,,,,,,,70,0,0,,,,,,,80,107,0,,
553659,note_on,,,,,,,3,0,0,,,,,,,72,107,0,,
553659,note_on,,,,,,,0,0,0,,,,,,,53,95,0,,
553663,note_on,,,,,,,4,0,0,,,,,,,41,93,0,,
553663,note_on,,,,,,,0,0,0,,,,,,,77,103,0,,
553924,control_change,,,,,,,261,0,0,,,,,,,,,0,64,127
553938,note_off,,,,,,,14,0,0,,,,,,,53,64,0,,
554010,note_off,,,,,,,72,0,0,,,,,,,41,64,0,,
554018,note_off,,,,,,,8,0,0,,,,,,,80,64,0,,
554024,note_off,,,,,,,6,0,0,,,,,,,77,64,0,,
554062,note_off,,,,,,,38,0,0,,,,,,,72,64,0,,
554478,control_change,,,,,,,416,0,0,,,,,,,,,0,64,0
554706,note_on,,,,,,,228,0,0,,,,,,,56,52,0,,
554954,control_change,,,,,,,248,0,0,,,,,,,,,0,64,127
554956,note_on,,,,,,,2,0,0,,,,,,,65,64,0,,
554984,note_off,,,,,,,28,0,0,,,,,,,56,64,0,,
555108,note_off,,,,,,,124,0,0,,,,,,,65,64,0,,
555154,control_change,,,,,,,46,0,0,,,,,,,,,0,64,0
555172,note_on,,,,,,,18,0,0,,,,,,,60,70,0,,
555314,note_off,,,,,,,142,0,0,,,,,,,60,64,0,,
555338,control_change,,,,,,,24,0,0,,,,,,,,,0,64,127
555350,note_on,,,,,,,12,0,0,,,,,,,68,82,0,,
555428,note_off,,,,,,,78,0,0,,,,,,,68,64,0,,
555540,note_on,,,,,,,112,0,0,,,,,,,65,98,0,,
555569,control_change,,,,,,,29,0,0,,,,,,,,,0,64,0
555722,note_on,,,,,,,153,0,0,,,,,,,72,105,0,,
555750,note_off,,,,,,,28,0,0,,,,,,,65,64,0,,
555752,control_change,,,,,,,2,0,0,,,,,,,,,0,64,127
555860,control_change,,,,,,,108,0,0,,,,,,,,,0,64,0
555892,note_off,,,,,,,32,0,0,,,,,,,72,64,0,,
555892,note_on,,,,,,,0,0,0,,,,,,,68,103,0,,
556044,control_change,,,,,,,152,0,0,,,,,,,,,0,64,127
556064,note_off,,,,,,,20,0,0,,,,,,,68,64,0,,
556074,note_on,,,,,,,10,0,0,,,,,,,77,111,0,,
556150,note_off,,,,,,,76,0,0,,,,,,,77,64,0,,
556198,control_change,,,,,,,48,0,0,,,,,,,,,0,64,0
556258,note_on,,,,,,,60,0,0,,,,,,,72,111,0,,
556366,control_change,,,,,,,108,0,0,,,,,,,,,0,64,127
556426,note_on,,,,,,,60,0,0,,,,,,,80,106,0,,
556446,note_off,,,,,,,20,0,0,,,,,,,72,64,0,,
556506,control_change,,,,,,,60,0,0,,,,,,,,,0,64,0
556604,note_on,,,,,,,98,0,0,,,,,,,77,112,0,,
556658,note_off,,,,,,,54,0,0,,,,,,,80,64,0,,
556860,note_on,,,,,,,202,0,0,,,,,,,84,107,0,,
556874,note_off,,,,,,,14,0,0,,,,,,,77,64,0,,
556978,note_off,,,,,,,104,0,0,,,,,,,84,64,0,,
556981,control_change,,,,,,,3,0,0,,,,,,,,,0,64,127
557320,note_on,,,,,,,339,0,0,,,,,,,72,106,0,,
557322,note_on,,,,,,,2,0,0,,,,,,,53,93,0,,
557324,note_on,,,,,,,2,0,0,,,,,,,68,88,0,,
557326,note_on,,,,,,,2,0,0,,,,,,,65,97,0,,
557328,note_on,,,,,,,2,0,0,,,,,,,41,84,0,,
557510,note_off,,,,,,,182,0,0,,,,,,,65,64,0,,
557532,note_off,,,,,,,22,0,0,,,,,,,53,64,0,,
557552,note_off,,,,,,,20,0,0,,,,,,,72,64,0,,
557558,note_off,,,,,,,6,0,0,,,,,,,41,64,0,,
557566,note_off,,,,,,,8,0,0,,,,,,,68,64,0,,
557704,control_change,,,,,,,138,0,0,,,,,,,,,0,64,0
557740,note_on,,,,,,,36,0,0,,,,,,,72,110,0,,
557750,note_on,,,,,,,10,0,0,,,,,,,65,97,0,,
557750,note_on,,,,,,,0,0,0,,,,,,,68,92,0,,
557750,note_on,,,,,,,0,0,0,,,,,,,53,100,0,,
557758,note_on,,,,,,,8,0,0,,,,,,,41,94,0,,
557904,control_change,,,,,,,146,0,0,,,,,,,,,0,64,127
557956,note_off,,,,,,,52,0,0,,,,,,,65,64,0,,
557956,note_off,,,,,,,0,0,0,,,,,,,53,64,0,,
557966,note_off,,,,,,,10,0,0,,,,,,,72,64,0,,
557976,note_off,,,,,,,10,0,0,,,,,,,41,64,0,,
558044,note_off,,,,,,,68,0,0,,,,,,,68,64,0,,
558104,control_change,,,,,,,60,0,0,,,,,,,,,0,64,0
558160,note_on,,,,,,,56,0,0,,,,,,,72,109,0,,
558160,note_on,,,,,,,0,0,0,,,,,,,51,99,0,,
558163,note_on,,,,,,,3,0,0,,,,,,,67,104,0,,
558166,note_on,,,,,,,3,0,0,,,,,,,39,97,0,,
558364,control_change,,,,,,,198,0,0,,,,,,,,,0,64,127
558374,note_off,,,,,,,10,0,0,,,,,,,51,64,0,,
