tick,type,frame_rate,hours,minutes,seconds,frames,sub_frames,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,note,velocity,channel,control,value
112522,note_on,,,,,,,30,0,0,,,,,,,66,48,0,,
112522,control_change,,,,,,,0,0,0,,,,,,,,,0,64,0
112548,note_on,,,,,,,26,0,0,,,,,,,57,38,0,,
112692,control_change,,,,,,,144,0,0,,,,,,,,,0,64,127
112806,note_off,,,,,,,114,0,0,,,,,,,57,64,0,,
112816,note_off,,,,,,,10,0,0,,,,,,,66,64,0,,
112870,note_on,,,,,,,54,0,0,,,,,,,65,48,0,,
112880,note_on,,,,,,,10,0,0,,,,,,,55,45,0,,
112908,control_change,,,,,,,28,0,0,,,,,,,,,0,64,0
113154,control_change,,,,,,,246,0,0,,,,,,,,,0,64,127
113206,note_on,,,,,,,52,0,0,,,,,,,59,30,0,,
113214,note_on,,,,,,,8,0,0,,,,,,,74,66,0,,
113230,control_change,,,,,,,16,0,0,,,,,,,,,0,64,0
113240,note_off,,,,,,,10,0,0,,,,,,,71,64,0,,
113360,note_off,,,,,,,120,0,0,,,,,,,55,64,0,,
113460,control_change,,,,,,,100,0,0,,,,,,,,,0,64,127
113506,control_change,,,,,,,46,0,0,,,,,,,,,0,64,0
113528,note_off,,,,,,,22,0,0,,,,,,,59,64,0,,
113528,note_on,,,,,,,0,0,0,,,,,,,58,49,0,,
113531,note_on,,,,,,,3,0,0,,,,,,,73,48,0,,
113558,note_off,,,,,,,27,0,0,,,,,,,74,64,0,,
113752,control_change,,,,,,,194,0,0,,,,,,,,,0,64,127
113876,control_change,,,,,,,124,0,0,,,,,,,,,0,64,0
113926,note_on,,,,,,,50,0,0,,,,,,,71,40,0,,
113936,note_off,,,,,,,10,0,0,,,,,,,73,64,0,,
113956,note_off,,,,,,,20,0,0,,,,,,,58,64,0,,
113956,note_on,,,,,,,0,0,0,,,,,,,59,18,0,,
114136,control_change,,,,,,,180,0,0,,,,,,,,,0,64,127
114186,note_off,,,,,,,50,0,0,,,,,,,65,64,0,,
114348,note_off,,,,,,,162,0,0,,,,,,,59,64,0,,
114430,note_off,,,,,,,82,0,0,,,,,,,71,64,0,,
114458,control_change,,,,,,,28,0,0,,,,,,,,,0,64,0
114460,note_on,,,,,,,2,0,0,,,,,,,70,38,0,,
114462,note_on,,,,,,,2,0,0,,,,,,,66,24,0,,
114500,note_on,,,,,,,38,0,0,,,,,,,61,24,0,,
114512,note_on,,,,,,,12,0,0,,,,,,,54,21,0,,
115166,control_change,,,,,,,654,0,0,,,,,,,,,0,64,127
115364,note_off,,,,,,,198,0,0,,,,,,,61,64,0,,
115404,note_off,,,,,,,40,0,0,,,,,,,66,64,0,,
115408,note_off,,,,,,,4,0,0,,,,,,,70,64,0,,
115418,note_off,,,,,,,10,0,0,,,,,,,54,64,0,,
115566,control_change,,,,,,,148,0,0,,,,,,,,,0,64,0
116230,note_on,,,,,,,664,0,0,,,,,,,66,90,0,,
116230,note_on,,,,,,,0,0,0,,,,,,,78,103,0,,
116238,note_on,,,,,,,8,0,0,,,,,,,47,73,0,,
116240,note_on,,,,,,,2,0,0,,,,,,,35,76,0,,
116240,note_on,,,,,,,0,0,0,,,,,,,71,86,0,,
116242,note_on,,,,,,,2,0,0,,,,,,,74,98,0,,
116350,control_change,,,,,,,108,0,0,,,,,,,,,0,64,127
116688,note_off,,,,,,,338,0,0,,,,,,,35,64,0,,
116752,note_off,,,,,,,64,0,0,,,,,,,47,64,0,,
117076,note_on,,,,,,,324,0,0,,,,,,,38,67,0,,
117076,note_on,,,,,,,0,0,0,,,,,,,50,58,0,,
117148,control_change,,,,,,,72,0,0,,,,,,,,,0,64,0
117412,note_off,,,,,,,264,0,0,,,,,,,71,64,0,,
117470,control_change,,,,,,,58,0,0,,,,,,,,,0,64,127
117524,note_off,,,,,,,54,0,0,,,,,,,74,64,0,,
117576,note_off,,,,,,,52,0,0,,,,,,,50,64,0,,
117668,note_off,,,,,,,92,0,0,,,,,,,66,64,0,,
117682,note_off,,,,,,,14,0,0,,,,,,,38,64,0,,
117686,note_on,,,,,,,4,0,0,,,,,,,76,56,0,,
117772,note_off,,,,,,,86,0,0,,,,,,,78,64,0,,
117836,note_off,,,,,,,64,0,0,,,,,,,76,64,0,,
117839,note_on,,,,,,,3,0,0,,,,,,,74,56,0,,
117974,note_on,,,,,,,135,0,0,,,,,,,70,57,0,,
117986,note_on,,,,,,,12,0,0,,,,,,,73,61,0,,
117996,note_off,,,,,,,10,0,0,,,,,,,74,64,0,,
117996,note_on,,,,,,,0,0,0,,,,,,,54,29,0,,
118010,note_on,,,,,,,14,0,0,,,,,,,42,29,0,,
118070,control_change,,,,,,,60,0,0,,,,,,,,,0,64,0
118562,control_change,,,,,,,492,0,0,,,,,,,,,0,64,127
118764,note_off,,,,,,,202,0,0,,,,,,,70,64,0,,
118776,note_off,,,,,,,12,0,0,,,,,,,42,64,0,,
118792,note_off,,,,,,,16,0,0,,,,,,,73,64,0,,
118826,note_off,,,,,,,34,0,0,,,,,,,54,64,0,,
119006,control_change,,,,,,,180,0,0,,,,,,,,,0,64,0
119704,note_on,,,,,,,698,0,0,,,,,,,74,80,0,,
119709,note_on,,,,,,,5,0,0,,,,,,,68,47,0,,
119732,note_on,,,,,,,23,0,0,,,,,,,53,47,0,,
119732,note_on,,,,,,,0,0,0,,,,,,,59,38,0,,
120190,control_change,,,,,,,458,0,0,,,,,,,,,0,64,127
120418,note_on,,,,,,,228,0,0,,,,,,,71,57,0,,
120426,note_off,,,,,,,8,0,0,,,,,,,59,64,0,,
120438,note_on,,,,,,,12,0,0,,,,,,,62,46,0,,
120442,note_off,,,,,,,4,0,0,,,,,,,74,64,0,,
120528,control_change,,,,,,,86,0,0,,,,,,,,,0,64,0
120628,note_on,,,,,,,100,0,0,,,,,,,74,71,0,,
120631,note_on,,,,,,,3,0,0,,,,,,,59,47,0,,
120634,note_off,,,,,,,3,0,0,,,,,,,62,64,0,,
120660,note_off,,,,,,,26,0,0,,,,,,,71,64,0,,
121218,control_change,,,,,,,558,0,0,,,,,,,,,0,64,127
121416,note_off,,,,,,,198,0,0,,,,,,,59,64,0,,
121438,note_off,,,,,,,22,0,0,,,,,,,53,64,0,,
121480,note_off,,,,,,,42,0,0,,,,,,,74,64,0,,
121480,note_on,,,,,,,0,0,0,,,,,,,71,34,0,,
121486,note_on,,,,,,,6,0,0,,,,,,,62,29,0,,
121680,control_change,,,,,,,194,0,0,,,,,,,,,0,64,0
121710,note_on,,,,,,,30,0,0,,,,,,,70,50,0,,
121724,note_on,,,,,,,14,0,0,,,,,,,66,32,0,,
121754,note_off,,,,,,,30,0,0,,,,,,,71,64,0,,
121756,note_off,,,,,,,2,0,0,,,,,,,62,64,0,,
121762,note_on,,,,,,,6,0,0,,,,,,,54,39,0,,
121765,note_on,,,,,,,3,0,0,,,,,,,61,38,0,,
121784,note_off,,,,,,,19,0,0,,,,,,,68,64,0,,
122432,control_change,,,,,,,648,0,0,,,,,,,,,0,64,127
122566,note_off,,,,,,,134,0,0,,,,,,,54,64,0,,
122566,note_off,,,,,,,0,0,0,,,,,,,61,64,0,,
122574,note_off,,,,,,,8,0,0,,,,,,,66,64,0,,
122616,note_off,,,,,,,42,0,0,,,,,,,70,64,0,,
122910,control_change,,,,,,,294,0,0,,,,,,,,,0,64,0
123402,note_on,,,,,,,492,0,0,,,,,,,66,58,0,,
123616,control_change,,,,,,,214,0,0,,,,,,,,,0,64,127
123662,note_off,,,,,,,46,0,0,,,,,,,66,64,0,,
124046,control_change,,,,,,,384,0,0,,,,,,,,,0,64,0
124196,note_on,,,,,,,150,0,0,,,,,,,66,81,0,,
124492,control_change,,,,,,,296,0,0,,,,,,,,,0,64,127
124506,note_off,,,,,,,14,0,0,,,,,,,66,64,0,,
124954,control_change,,,,,,,448,0,0,,,,,,,,,0,64,0
125126,note_on,,,,,,,172,0,0,,,,,,,71,62,0,,
125536,control_change,,,,,,,410,0,0,,,,,,,,,0,64,127
125806,note_off,,,,,,,270,0,0,,,,,,,71,64,0,,
126336,control_change,,,,,,,530,0,0,,,,,,,,,0,64,0
126606,note_on,,,,,,,270,0,0,,,,,,,54,51,0,,
126618,note_on,,,,,,,12,0,0,,,,,,,59,55,0,,
126624,note_on,,,,,,,6,0,0,,,,,,,50,45,0,,
126624,note_on,,,,,,,0,0,0,,,,,,,38,44,0,,
126828,note_off,,,,,,,204,0,0,,,,,,,59,64,0,,
126842,control_change,,,,,,,14,0,0,,,,,,,,,0,64,127
126944,note_off,,,,,,,102,0,0,,,,,,,50,64,0,,
126968,note_on,,,,,,,24,0,0,,,,,,,59,50,0,,
127032,note_off,,,,,,,64,0,0,,,,,,,38,64,0,,
127058,note_off,,,,,,,26,0,0,,,,,,,54,64,0,,
127138,note_off,,,,,,,80,0,0,,,,,,,59,64,0,,
127304,control_change,,,,,,,166,0,0,,,,,,,,,0,64,0
127326,note_on,,,,,,,22,0,0,,,,,,,62,57,0,,
127328,note_on,,,,,,,2,0,0,,,,,,,59,46,0,,
127336,note_on,,,,,,,8,0,0,,,,,,,47,30,0,,
127344,note_on,,,,,,,8,0,0,,,,,,,35,36,0,,
127562,note_off,,,,,,,218,0,0,,,,,,,62,64,0,,
127580,control_change,,,,,,,18,0,0,,,,,,,,,0,64,127
127596,note_off,,,,,,,16,0,0,,,,,,,47,64,0,,
127599,note_off,,,,,,,3,0,0,,,,,,,35,64,0,,
127682,note_on,,,,,,,83,0,0,,,,,,,62,50,0,,
127806,note_off,,,,,,,124,0,0,,,,,,,59,64,0,,
127886,note_off,,,,,,,80,0,0,,,,,,,62,64,0,,
128026,control_change,,,,,,,140,0,0,,,,,,,,,0,64,0
128058,note_on,,,,,,,32,0,0,,,,,,,58,57,0,,
128066,note_on,,,,,,,8,0,0,,,,,,,54,37,0,,
128072,note_on,,,,,,,6,0,0,,,,,,,66,51,0,,
128078,note_on,,,,,,,6,0,0,,,,,,,61,45,0,,
128092,note_on,,,,,,,14,0,0,,,,,,,42,41,0,,
128518,control_change,,,,,,,426,0,0,,,,,,,,,0,64,127
128570,note_off,,,,,,,52,0,0,,,,,,,54,64,0,,
128614,note_off,,,,,,,44,0,0,,,,,,,58,64,0,,
128666,note_off,,,,,,,52,0,0,,,,,,,42,64,0,,
128676,note_off,,,,,,,10,0,0,,,,,,,66,64,0,,
128692,note_off,,,,,,,16,0,0,,,,,,,61,64,0,,
129164,control_change,,,,,,,472,0,0,,,,,,,,,0,64,0
129494,note_on,,,,,,,330,0,0,,,,,,,54,48,0,,
129504,note_on,,,,,,,10,0,0,,,,,,,59,49,0,,
129514,note_on,,,,,,,10,0,0,,,,,,,38,36,0,,
129520,note_on,,,,,,,6,0,0,,,,,,,50,36,0,,
129654,control_change,,,,,,,134,0,0,,,,,,,,,0,64,127
129662,note_off,,,,,,,8,0,0,,,,,,,59,64,0,,
129764,note_off,,,,,,,102,0,0,,,,,,,50,64,0,,
129854,note_on,,,,,,,90,0,0,,,,,,,59,62,0,,
129860,note_off,,,,,,,6,0,0,,,,,,,38,64,0,,
129890,note_off,,,,,,,30,0,0,,,,,,,54,64,0,,
129958,note_off,,,,,,,68,0,0,,,,,,,59,64,0,,
130176,control_change,,,,,,,218,0,0,,,,,,,,,0,64,0
130190,note_on,,,,,,,14,0,0,,,,,,,62,64,0,,
130194,note_on,,,,,,,4,0,0,,,,,,,59,39,0,,
130210,note_on,,,,,,,16,0,0,,,,,,,47,31,0,,
130210,note_on,,,,,,,0,0,0,,,,,,,35,33,0,,
130412,note_off,,,,,,,202,0,0,,,,,,,62,64,0,,
130438,control_change,,,,,,,26,0,0,,,,,,,,,0,64,127
130440,note_off,,,,,,,2,0,0,,,,,,,35,64,0,,
130512,note_off,,,,,,,72,0,0,,,,,,,47,64,0,,
130542,note_on,,,,,,,30,0,0,,,,,,,62,41,0,,
130554,note_off,,,,,,,12,0,0,,,,,,,59,64,0,,
130692,note_off,,,,,,,138,0,0,,,,,,,62,64,0,,
130896,note_on,,,,,,,204,0,0,,,,,,,66,41,0,,
130898,control_change,,,,,,,2,0,0,,,,,,,,,0,64,0
130906,note_on,,,,,,,8,0,0,,,,,,,58,42,0,,
130924,note_on,,,,,,,18,0,0,,,,,,,54,23,0,,
130926,note_on,,,,,,,2,0,0,,,,,,,61,28,0,,
130932,note_on,,,,,,,6,0,0,,,,,,,42,28,0,,
131356,note_off,,,,,,,424,0,0,,,,,,,61,64,0,,
131368,note_off,,,,,,,12,0,0,,,,,,,54,64,0,,
131376,control_change,,,,,,,8,0,0,,,,,,,,,0,64,127
131384,note_off,,,,,,,8,0,0,,,,,,,58,64,0,,
131494,note_off,,,,,,,110,0,0,,,,,,,66,64,0,,
131584,note_off,,,,,,,90,0,0,,,,,,,42,64,0,,
131820,control_change,,,,,,,236,0,0,,,,,,,,,0,64,0
132246,note_on,,,,,,,426,0,0,,,,,,,54,30,0,,
132284,note_on,,,,,,,38,0,0,,,,,,,38,25,0,,
132284,note_on,,,,,,,0,0,0,,,,,,,59,21,0,,
132294,note_on,,,,,,,10,0,0,,,,,,,50,23,0,,
132406,control_change,,,,,,,112,0,0,,,,,,,,,0,64,127
132446,note_off,,,,,,,40,0,0,,,,,,,59,64,0,,
132492,note_off,,,,,,,46,0,0,,,,,,,50,64,0,,
132510,note_off,,,,,,,18,0,0,,,,,,,54,64,0,,
132574,note_off,,,,,,,64,0,0,,,,,,,38,64,0,,
132670,note_on,,,,,,,96,0,0,,,,,,,59,43,0,,
132722,note_off,,,,,,,52,0,0,,,,,,,59,64,0,,
132988,control_change,,,,,,,266,0,0,,,,,,,,,0,64,0
133002,note_on,,,,,,,14,0,0,,,,,,,62,42,0,,
133024,note_on,,,,,,,22,0,0,,,,,,,59,28,0,,
133036,note_on,,,,,,,12,0,0,,,,,,,35,23,0,,
133036,note_on,,,,,,,0,0,0,,,,,,,47,15,0,,
133190,note_off,,,,,,,154,0,0,,,,,,,62,64,0,,
133240,note_off,,,,,,,50,0,0,,,,,,,35,64,0,,
133250,control_change,,,,,,,10,0,0,,,,,,,,,0,64,127
133272,note_off,,,,,,,22,0,0,,,,,,,47,64,0,,
133354,note_off,,,,,,,82,0,0,,,,,,,59,64,0,,
133404,note_on,,,,,,,50,0,0,,,,,,,62,33,0,,
133492,note_off,,,,,,,88,0,0,,,,,,,62,64,0,,
133878,note_on,,,,,,,386,0,0,,,,,,,58,37,0,,
133878,note_on,,,,,,,0,0,0,,,,,,,66,27,0,,
133901,note_on,,,,,,,23,0,0,,,,,,,61,21,0,,
133901,note_on,,,,,,,0,0,0,,,,,,,54,16,0,,
133906,note_on,,,,,,,5,0,0,,,,,,,42,18,0,,
133958,control_change,,,,,,,52,0,0,,,,,,,,,0,64,0
134418,note_off,,,,,,,460,0,0,,,,,,,58,64,0,,
134418,control_change,,,,,,,0,0,0,,,,,,,,,0,64,127
134428,note_off,,,,,,,10,0,0,,,,,,,54,64,0,,
134452,note_off,,,,,,,24,0,0,,,,,,,66,64,0,,
134455,note_off,,,,,,,3,0,0,,,,,,,61,64,0,,
134460,note_off,,,,,,,5,0,0,,,,,,,42,64,0,,
134864,control_change,,,,,,,404,0,0,,,,,,,,,0,64,0
135246,note_on,,,,,,,382,0,0,,,,,,,66,25,0,,
135252,note_on,,,,,,,6,0,0,,,,,,,54,17,0,,
135256,note_on,,,,,,,4,0,0,,,,,,,42,19,0,,
135262,note_on,,,,,,,6,0,0,,,,,,,61,25,0,,
135262,note_on,,,,,,,0,0,0,,,,,,,58,30,0,,
135478,control_change,,,,,,,216,0,0,,,,,,,,,0,64,127
135520,note_off,,,,,,,42,0,0,,,,,,,54,64,0,,
135540,note_off,,,,,,,20,0,0,,,,,,,58,64,0,,
135548,note_off,,,,,,,8,0,0,,,,,,,61,64,0,,
135572,note_off,,,,,,,24,0,0,,,,,,,42,64,0,,
135604,note_off,,,,,,,32,0,0,,,,,,,66,64,0,,
136092,control_change,,,,,,,488,0,0,,,,,,,,,0,64,0
136666,note_on,,,,,,,574,0,0,,,,,,,42,17,0,,
136669,note_on,,,,,,,3,0,0,,,,,,,54,18,0,,
136669,note_on,,,,,,,0,0,0,,,,,,,66,23,0,,
136672,note_on,,,,,,,3,0,0,,,,,,,61,23,0,,
136672,note_on,,,,,,,0,0,0,,,,,,,58,32,0,,
136862,control_change,,,,,,,190,0,0,,,,,,,,,0,64,127
136904,note_off,,,,,,,42,0,0,,,,,,,54,64,0,,
136918,note_off,,,,,,,14,0,0,,,,,,,42,64,0,,
136936,note_off,,,,,,,18,0,0,,,,,,,58,64,0,,
136944,note_off,,,,,,,8,0,0,,,,,,,61,64,0,,
137044,note_off,,,,,,,100,0,0,,,,,,,66,64,0,,
137614,note_on,,,,,,,570,0,0,,,,,,,66,42,0,,
137996,note_off,,,,,,,382,0,0,,,,,,,66,64,0,,
138286,note_on,,,,,,,290,0,0,,,,,,,66,52,0,,
138850,note_off,,,,,,,564,0,0,,,,,,,66,64,0,,
139092,note_on,,,,,,,242,0,0,,,,,,,66,36,0,,
139166,control_change,,,,,,,74,0,0,,,,,,,,,0,64,0
139458,control_change,,,,,,,292,0,0,,,,,,,,,0,64,127
139598,note_off,,,,,,,140,0,0,,,,,,,66,64,0,,
140212,note_on,,,,,,,614,0,0,,,,,,,66,51,0,,
140256,note_on,,,,,,,44,0,0,,,,,,,50,24,0,,
140702,note_off,,,,,,,446,0,0,,,,,,,50,64,0,,
140740,note_on,,,,,,,38,0,0,,,,,,,57,21,0,,
141028,note_off,,,,,,,288,0,0,,,,,,,57,64,0,,
141070,note_on,,,,,,,42,0,0,,,,,,,54,22,0,,
141304,note_off,,,,,,,234,0,0,,,,,,,54,64,0,,
141308,note_off,,,,,,,4,0,0,,,,,,,66,64,0,,
141430,note_on,,,,,,,122,0,0,,,,,,,57,25,0,,
141596,note_off,,,,,,,166,0,0,,,,,,,57,64,0,,
141772,note_on,,,,,,,176,0,0,,,,,,,66,76,0,,
141810,note_on,,,,,,,38,0,0,,,,,,,50,24,0,,
142132,note_on,,,,,,,322,0,0,,,,,,,57,34,0,,
142174,note_off,,,,,,,42,0,0,,,,,,,66,64,0,,
142346,note_off,,,,,,,172,0,0,,,,,,,57,64,0,,
142412,note_off,,,,,,,66,0,0,,,,,,,50,64,0,,
142438,note_on,,,,,,,26,0,0,,,,,,,66,90,0,,
142450,note_on,,,,,,,12,0,0,,,,,,,54,34,0,,
142654,note_off,,,,,,,204,0,0,,,,,,,54,64,0,,
142724,note_off,,,,,,,70,0,0,,,,,,,66,64,0,,
142760,note_on,,,,,,,36,0,0,,,,,,,57,44,0,,
142871,note_off,,,,,,,111,0,0,,,,,,,57,64,0,,
143170,note_on,,,,,,,299,0,0,,,,,,,64,80,0,,
143186,note_on,,,,,,,16,0,0,,,,,,,55,28,0,,
143189,note_on,,,,,,,3,0,0,,,,,,,50,18,0,,
143314,control_change,,,,,,,125,0,0,,,,,,,,,0,64,0
143560,control_change,,,,,,,246,0,0,,,,,,,,,0,64,127
143576,note_on,,,,,,,16,0,0,,,,,,,69,75,0,,
143576,note_on,,,,,,,0,0,0,,,,,,,61,39,0,,
143602,note_off,,,,,,,26,0,0,,,,,,,64,64,0,,
143740,note_on,,,,,,,138,0,0,,,,,,,67,84,0,,
143770,note_off,,,,,,,30,0,0,,,,,,,69,64,0,,
143788,note_off,,,,,,,18,0,0,,,,,,,67,64,0,,
143796,note_off,,,,,,,8,0,0,,,,,,,61,64,0,,
143874,note_on,,,,,,,78,0,0,,,,,,,67,71,0,,
143900,note_on,,,,,,,26,0,0,,,,,,,52,44,0,,
143914,control_change,,,,,,,14,0,0,,,,,,,,,0,64,0
144174,control_change,,,,,,,260,0,0,,,,,,,,,0,64,127
144212,note_on,,,,,,,38,0,0,,,,,,,61,37,0,,
144218,note_off,,,,,,,6,0,0,,,,,,,52,64,0,,
144474,note_off,,,,,,,256,0,0,,,,,,,61,64,0,,
144538,note_on,,,,,,,64,0,0,,,,,,,52,42,0,,
144834,note_on,,,,,,,296,0,0,,,,,,,61,40,0,,
144874,note_off,,,,,,,40,0,0,,,,,,,55,64,0,,
144932,note_off,,,,,,,58,0,0,,,,,,,52,64,0,,
145068,note_off,,,,,,,136,0,0,,,,,,,61,64,0,,
145122,note_on,,,,,,,54,0,0,,,,,,,66,52,0,,
145138,note_on,,,,,,,16,0,0,,,,,,,54,41,0,,
145232,note_off,,,,,,,94,0,0,,,,,,,67,64,0,,
145250,control_change,,,,,,,18,0,0,,,,,,,,,0,64,0
145448,note_on,,,,,,,198,0,0,,,,,,,62,41,0,,
145466,control_change,,,,,,,18,0,0,,,,,,,,,0,64,127
145514,note_off,,,,,,,48,0,0,,,,,,,62,64,0,,
145528,note_off,,,,,,,14,0,0,,,,,,,66,64,0,,
145546,note_off,,,,,,,18,0,0,,,,,,,54,64,0,,
145562,note_off,,,,,,,16,0,0,,,,,,,50,64,0,,
145854,note_on,,,,,,,292,0,0,,,,,,,64,67,0,,
145894,note_on,,,,,,,40,0,0,,,,,,,43,25,0,,
146094,control_change,,,,,,,200,0,0,,,,,,,,,0,64,0
146206,note_on,,,,,,,112,0,0,,,,,,,55,46,0,,
146310,control_change,,,,,,,104,0,0,,,,,,,,,0,64,127
146458,note_off,,,,,,,148,0,0,,,,,,,55,64,0,,
146540,note_on,,,,,,,82,0,0,,,,,,,52,45,0,,
146678,note_on,,,,,,,138,0,0,,,,,,,67,66,0,,
146680,note_off,,,,,,,2,0,0,,,,,,,52,64,0,,
146804,note_off,,,,,,,124,0,0,,,,,,,64,64,0,,
146826,note_off,,,,,,,22,0,0,,,,,,,43,64,0,,
146874,note_off,,,,,,,48,0,0,,,,,,,67,64,0,,
146886,note_on,,,,,,,12,0,0,,,,,,,71,60,0,,
146912,note_on,,,,,,,26,0,0,,,,,,,55,39,0,,
147018,note_on,,,,,,,106,0,0,,,,,,,67,62,0,,
147028,note_off,,,,,,,10,0,0,,,,,,,71,64,0,,
147114,note_off,,,,,,,86,0,0,,,,,,,55,64,0,,
147146,note_on,,,,,,,32,0,0,,,,,,,64,70,0,,
147180,note_off,,,,,,,34,0,0,,,,,,,67,64,0,,
147282,note_on,,,,,,,102,0,0,,,,,,,45,64,0,,
147298,note_on,,,,,,,16,0,0,,,,,,,54,19,0,,
147308,note_on,,,,,,,10,0,0,,,,,,,62,71,0,,
147324,note_off,,,,,,,16,0,0,,,,,,,64,64,0,,
147354,control_change,,,,,,,30,0,0,,,,,,,,,0,64,0
147594,note_on,,,,,,,240,0,0,,,,,,,57,42,0,,
147648,note_off,,,,,,,54,0,0,,,,,,,54,64,0,,
147678,control_change,,,,,,,30,0,0,,,,,,,,,0,64,127
147800,note_off,,,,,,,122,0,0,,,,,,,57,64,0,,
147904,note_on,,,,,,,104,0,0,,,,,,,47,7,0,,
147914,note_on,,,,,,,10,0,0,,,,,,,61,70,0,,
147944,note_on,,,,,,,30,0,0,,,,,,,55,36,0,,
147986,note_off,,,,,,,42,0,0,,,,,,,62,64,0,,
148000,control_change,,,,,,,14,0,0,,,,,,,,,0,64,0
148016,note_off,,,,,,,16,0,0,,,,,,,45,64,0,,
148046,note_off,,,,,,,30,0,0,,,,,,,47,64,0,,
148186,control_change,,,,,,,140,0,0,,,,,,,,,0,64,127
148208,note_off,,,,,,,22,0,0,,,,,,,55,64,0,,
148260,note_on,,,,,,,52,0,0,,,,,,,52,51,0,,
148306,note_off,,,,,,,46,0,0,,,,,,,52,64,0,,
148678,note_on,,,,,,,372,0,0,,,,,,,62,56,0,,
148690,note_on,,,,,,,12,0,0,,,,,,,54,32,0,,
148718,note_on,,,,,,,28,0,0,,,,,,,45,34,0,,
148750,note_off,,,,,,,32,0,0,,,,,,,61,64,0,,
148768,control_change,,,,,,,18,0,0,,,,,,,,,0,64,0
149038,note_off,,,,,,,270,0,0,,,,,,,45,64,0,,
149060,control_change,,,,,,,22,0,0,,,,,,,,,0,64,127
149144,note_off,,,,,,,84,0,0,,,,,,,54,64,0,,
149304,note_off,,,,,,,160,0,0,,,,,,,62,64,0,,
149326,note_on,,,,,,,22,0,0,,,,,,,64,40,0,,
149390,note_off,,,,,,,64,0,0,,,,,,,64,64,0,,
149424,note_on,,,,,,,34,0,0,,,,,,,66,51,0,,
149568,note_off,,,,,,,144,0,0,,,,,,,66,64,0,,
149602,note_on,,,,,,,34,0,0,,,,,,,52,31,0,,
149606,note_on,,,,,,,4,0,0,,,,,,,64,59,0,,
149608,note_on,,,,,,,2,0,0,,,,,,,49,29,0,,
149616,note_on,,,,,,,8,0,0,,,,,,,45,27,0,,
149630,control_change,,,,,,,14,0,0,,,,,,,,,0,64,0
150178,note_off,,,,,,,548,0,0,,,,,,,64,64,0,,
150181,control_change,,,,,,,3,0,0,,,,,,,,,0,64,127
150186,note_off,,,,,,,5,0,0,,,,,,,52,64,0,,
150190,note_off,,,,,,,4,0,0,,,,,,,49,64,0,,
150330,note_off,,,,,,,140,0,0,,,,,,,45,64,0,,
150428,control_change,,,,,,,98,0,0,,,,,,,,,0,64,0
150544,note_on,,,,,,,116,0,0,,,,,,,69,79,0,,
150694,note_off,,,,,,,150,0,0,,,,,,,69,64,0,,
150786,note_on,,,,,,,92,0,0,,,,,,,71,83,0,,
150890,note_off,,,,,,,104,0,0,,,,,,,71,64,0,,
150992,note_on,,,,,,,102,0,0,,,,,,,73,83,0,,
151142,note_off,,,,,,,150,0,0,,,,,,,73,64,0,,
151206,note_on,,,,,,,64,0,0,,,,,,,74,89,0,,
151338,note_off,,,,,,,132,0,0,,,,,,,74,64,0,,
151452,note_on,,,,,,,114,0,0,,,,,,,76,92,0,,
151612,control_change,,,,,,,160,0,0,,,,,,,,,0,64,127
151642,note_off,,,,,,,30,0,0,,,,,,,76,64,0,,
151734,control_change,,,,,,,92,0,0,,,,,,,,,0,64,0
151776,note_on,,,,,,,42,0,0,,,,,,,62,34,0,,
151800,note_on,,,,,,,24,0,0,,,,,,,78,79,0,,
152160,note_on,,,,,,,360,0,0,,,,,,,69,41,0,,
152240,control_change,,,,,,,80,0,0,,,,,,,,,0,64,127
152400,note_off,,,,,,,160,0,0,,,,,,,69,64,0,,
152448,note_off,,,,,,,48,0,0,,,,,,,62,64,0,,
152472,note_on,,,,,,,24,0,0,,,,,,,66,33,0,,
152548,note_off,,,,,,,76,0,0,,,,,,,78,64,0,,
152716,note_off,,,,,,,168,0,0,,,,,,,66,64,0,,
152812,note_on,,,,,,,96,0,0,,,,,,,69,30,0,,
152958,note_off,,,,,,,146,0,0,,,,,,,69,64,0,,
153098,note_on,,,,,,,140,0,0,,,,,,,78,64,0,,
153114,note_on,,,,,,,16,0,0,,,,,,,62,23,0,,
153286,control_change,,,,,,,172,0,0,,,,,,,,,0,64,0
153470,note_on,,,,,,,184,0,0,,,,,,,69,37,0,,
153472,control_change,,,,,,,2,0,0,,,,,,,,,0,64,127
153536,note_off,,,,,,,64,0,0,,,,,,,78,64,0,,
153646,note_off,,,,,,,110,0,0,,,,,,,62,64,0,,
153664,note_off,,,,,,,18,0,0,,,,,,,69,64,0,,
153760,note_on,,,,,,,96,0,0,,,,,,,78,88,0,,
153768,note_on,,,,,,,8,0,0,,,,,,,66,36,0,,
153954,note_off,,,,,,,186,0,0,,,,,,,66,64,0,,
153988,note_off,,,,,,,34,0,0,,,,,,,78,64,0,,
154090,note_on,,,,,,,102,0,0,,,,,,,69,47,0,,
154192,note_off,,,,,,,102,0,0,,,,,,,69,64,0,,
154378,note_on,,,,,,,186,0,0,,,,,,,76,89,0,,
154410,note_on,,,,,,,32,0,0,,,,,,,62,41,0,,
154446,note_on,,,,,,,36,0,0,,,,,,,67,25,0,,
154484,control_change,,,,,,,38,0,0,,,,,,,,,0,64,0
