tick,type,data,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,control,value,channel,note,velocity,program
45095,note_off,,24,0,1,,,,,,,,3,74,64,
45095,note_off,,0,0,1,,,,,,,,3,58,64,
45120,note_on,,25,0,1,,,,,,,,3,57,80,
45120,note_on,,0,0,1,,,,,,,,3,72,80,
45120,note_on,,0,0,1,,,,,,,,3,48,80,
45575,note_off,,455,0,1,,,,,,,,3,72,64,
45575,note_off,,0,0,1,,,,,,,,3,57,64,
45600,note_on,,25,0,1,,,,,,,,3,55,80,
45600,note_on,,0,0,1,,,,,,,,3,64,80,
45600,note_on,,0,0,1,,,,,,,,3,70,80,
46031,note_off,,431,0,1,,,,,,,,3,48,64,
46055,note_off,,24,0,1,,,,,,,,3,70,64,
46055,note_off,,0,0,1,,,,,,,,3,64,64,
46055,note_off,,0,0,1,,,,,,,,3,55,64,
46080,note_on,,25,0,1,,,,,,,,3,48,80,
46080,note_on,,0,0,1,,,,,,,,3,55,80,
46080,note_on,,0,0,1,,,,,,,,3,64,80,
46080,note_on,,0,0,1,,,,,,,,3,70,80,
46535,note_off,,0,0,1,,,,,,,,3,55,64,
46535,note_off,,0,0,1,,,,,,,,3,48,64,
46535,note_off,,0,0,1,,,,,,,,3,64,64,
46535,note_off,,455,0,1,,,,,,,,3,70,64,
46560,note_on,,25,0,1,,,,,,,,3,53,80,
46560,note_on,,0,0,1,,,,,,,,3,57,80,
46560,note_on,,0,0,1,,,,,,,,3,65,80,
46560,note_on,,0,0,1,,,,,,,,3,69,80,
47015,note_off,,455,0,1,,,,,,,,3,69,64,
47015,note_off,,0,0,1,,,,,,,,3,65,64,
47015,note_off,,0,0,1,,,,,,,,3,57,64,
47015,note_off,,0,0,1,,,,,,,,3,53,64,
47040,note_on,,25,0,1,,,,,,,,3,69,80,
47040,note_on,,0,0,1,,,,,,,,3,53,80,
47040,note_on,,0,0,1,,,,,,,,3,57,80,
47040,note_on,,0,0,1,,,,,,,,3,65,80,
47495,note_off,,455,0,1,,,,,,,,3,69,64,
47520,note_on,,25,0,1,,,,,,,,3,57,80,
47951,note_off,,431,0,1,,,,,,,,3,65,64,
47951,note_off,,0,0,1,,,,,,,,3,53,64,
47951,note_off,,0,0,1,,,,,,,,3,57,64,
47975,note_off,,24,0,1,,,,,,,,3,57,64,
48000,note_on,,25,0,1,,,,,,,,3,55,80,
48000,note_on,,0,0,1,,,,,,,,3,53,80,
48455,note_off,,455,0,1,,,,,,,,3,55,64,
48480,note_on,,25,0,1,,,,,,,,3,62,80,
48911,note_off,,431,0,1,,,,,,,,3,53,64,
48935,note_off,,24,0,1,,,,,,,,3,62,64,
48960,note_on,,25,0,1,,,,,,,,3,67,80,
48960,note_on,,0,0,1,,,,,,,,3,53,80,
49415,note_off,,455,0,1,,,,,,,,3,67,64,
49440,note_on,,25,0,1,,,,,,,,3,59,80,
49440,note_on,,0,0,1,,,,,,,,3,67,80,
49871,note_off,,431,0,1,,,,,,,,3,53,64,
49895,note_off,,0,0,1,,,,,,,,3,59,64,
49895,note_off,,24,0,1,,,,,,,,3,67,64,
49920,note_on,,0,0,1,,,,,,,,3,61,80,
49920,note_on,,0,0,1,,,,,,,,3,67,80,
49920,note_on,,25,0,1,,,,,,,,3,52,80,
49920,note_on,,0,0,1,,,,,,,,3,55,80,
50375,note_off,,455,0,1,,,,,,,,3,67,64,
50375,note_off,,0,0,1,,,,,,,,3,61,64,
50375,note_off,,0,0,1,,,,,,,,3,55,64,
50375,note_off,,0,0,1,,,,,,,,3,52,64,
50400,note_on,,25,0,1,,,,,,,,3,50,80,
50400,note_on,,0,0,1,,,,,,,,3,58,80,
50400,note_on,,0,0,1,,,,,,,,3,65,80,
50400,note_on,,0,0,1,,,,,,,,3,70,80,
50855,note_off,,0,0,1,,,,,,,,3,50,64,
50855,note_off,,455,0,1,,,,,,,,3,70,64,
50855,note_off,,0,0,1,,,,,,,,3,65,64,
50855,note_off,,0,0,1,,,,,,,,3,58,64,
50880,note_on,,0,0,1,,,,,,,,3,69,80,
50880,note_on,,0,0,1,,,,,,,,3,64,80,
50880,note_on,,0,0,1,,,,,,,,3,52,80,
50880,note_on,,25,0,1,,,,,,,,3,49,80,
51335,note_off,,0,0,1,,,,,,,,3,49,64,
51335,note_off,,455,0,1,,,,,,,,3,69,64,
51335,note_off,,0,0,1,,,,,,,,3,64,64,
51335,note_off,,0,0,1,,,,,,,,3,52,64,
51360,note_on,,0,0,1,,,,,,,,3,61,80,
51360,note_on,,0,0,1,,,,,,,,3,64,80,
51360,note_on,,0,0,1,,,,,,,,3,67,80,
51360,note_on,,25,0,1,,,,,,,,3,45,80,
51815,note_off,,455,0,1,,,,,,,,3,67,64,
51815,note_off,,0,0,1,,,,,,,,3,64,64,
51815,note_off,,0,0,1,,,,,,,,3,45,64,
51815,note_off,,0,0,1,,,,,,,,3,61,64,
51840,note_on,,0,0,1,,,,,,,,3,64,80,
51840,note_on,,0,0,1,,,,,,,,3,67,80,
51840,note_on,,25,0,1,,,,,,,,3,46,80,
51840,note_on,,0,0,1,,,,,,,,3,61,80,
52295,note_off,,455,0,1,,,,,,,,3,46,64,
52320,note_on,,25,0,1,,,,,,,,3,46,80,
52751,note_off,,431,0,1,,,,,,,,3,67,64,
52751,note_off,,0,0,1,,,,,,,,3,64,64,
52751,note_off,,0,0,1,,,,,,,,3,61,64,
52775,note_off,,24,0,1,,,,,,,,3,46,64,
52800,note_on,,25,0,1,,,,,,,,3,45,80,
52800,note_on,,0,0,1,,,,,,,,3,62,80,
52800,note_on,,0,0,1,,,,,,,,3,62,80,
52800,note_on,,0,0,1,,,,,,,,3,65,80,
53027,note_off,,227,0,1,,,,,,,,3,65,64,
53027,note_off,,0,0,1,,,,,,,,3,62,64,
53040,note_on,,0,0,1,,,,,,,,3,64,80,
53040,note_on,,13,0,1,,,,,,,,3,61,80,
53255,note_off,,0,0,1,,,,,,,,3,45,64,
53255,note_off,,215,0,1,,,,,,,,3,62,64,
53267,note_off,,0,0,1,,,,,,,,3,61,64,
53267,note_off,,12,0,1,,,,,,,,3,64,64,
53280,note_on,,0,0,1,,,,,,,,3,59,80,
53280,note_on,,13,0,1,,,,,,,,3,44,80,
53280,note_on,,0,0,1,,,,,,,,3,62,80,
53280,note_on,,0,0,1,,,,,,,,3,65,80,
53735,note_off,,0,0,1,,,,,,,,3,59,64,
53735,note_off,,455,0,1,,,,,,,,3,65,64,
53735,note_off,,0,0,1,,,,,,,,3,62,64,
53735,note_off,,0,0,1,,,,,,,,3,44,64,
53760,note_on,,25,0,1,,,,,,,,3,45,80,
53760,note_on,,0,0,1,,,,,,,,3,52,80,
53760,note_on,,0,0,1,,,,,,,,3,64,80,
53760,note_on,,0,0,1,,,,,,,,3,61,80,
54215,note_off,,455,0,1,,,,,,,,3,64,64,
54215,note_off,,0,0,1,,,,,,,,3,61,64,
54215,note_off,,0,0,1,,,,,,,,3,52,64,
54215,note_off,,0,0,1,,,,,,,,3,45,64,
54240,note_on,,0,0,1,,,,,,,,3,57,80,
54240,note_on,,0,0,1,,,,,,,,3,61,80,
54240,note_on,,25,0,1,,,,,,,,3,57,80,
54695,note_off,,455,0,1,,,,,,,,3,61,64,
54695,note_off,,0,0,1,,,,,,,,3,57,64,
54720,note_on,,25,0,1,,,,,,,,3,59,80,
54720,note_on,,0,0,1,,,,,,,,3,62,80,
55151,note_off,,431,0,1,,,,,,,,3,57,64,
55175,note_off,,24,0,1,,,,,,,,3,62,64,
55175,note_off,,0,0,1,,,,,,,,3,59,64,
55200,note_on,,0,0,1,,,,,,,,3,61,80,
55200,note_on,,0,0,1,,,,,,,,3,64,80,
55200,note_on,,25,0,1,,,,,,,,3,57,80,
55200,note_on,,0,0,1,,,,,,,,3,57,80,
55427,note_off,,227,0,1,,,,,,,,3,57,64,
55440,note_on,,13,0,1,,,,,,,,3,52,80,
55655,note_off,,215,0,1,,,,,,,,3,57,64,
55655,note_off,,0,0,1,,,,,,,,3,64,64,
55655,note_off,,0,0,1,,,,,,,,3,61,64,
55667,note_off,,12,0,1,,,,,,,,3,52,64,
55680,note_on,,0,0,1,,,,,,,,3,62,80,
55680,note_on,,13,0,1,,,,,,,,3,50,80,
55680,note_on,,0,0,1,,,,,,,,3,57,80,
55680,note_on,,0,0,1,,,,,,,,3,66,80,
56591,note_off,,911,0,1,,,,,,,,3,57,64,
56591,note_off,,0,0,1,,,,,,,,3,50,64,
56640,note_on,,49,0,1,,,,,,,,3,50,80,
57047,note_off,,407,0,1,,,,,,,,3,66,64,
57047,note_off,,0,0,1,,,,,,,,3,62,64,
57120,note_on,,73,0,1,,,,,,,,3,62,80,
57120,note_on,,0,0,1,,,,,,,,3,66,80,
57551,note_off,,431,0,1,,,,,,,,3,50,64,
57575,note_off,,24,0,1,,,,,,,,3,66,64,
57575,note_off,,0,0,1,,,,,,,,3,62,64,
57600,note_on,,0,0,1,,,,,,,,3,59,80,
57600,note_on,,0,0,1,,,,,,,,3,66,80,
57600,note_on,,25,0,1,,,,,,,,3,62,80,
57600,note_on,,0,0,1,,,,,,,,3,55,80,
58055,note_off,,455,0,1,,,,,,,,3,66,64,
58055,note_off,,0,0,1,,,,,,,,3,62,64,
58080,note_on,,25,0,1,,,,,,,,3,61,80,
58080,note_on,,0,0,1,,,,,,,,3,64,80,
58535,note_off,,455,0,1,,,,,,,,3,64,64,
58535,note_off,,0,0,1,,,,,,,,3,61,64,
58560,note_on,,25,0,1,,,,,,,,3,59,80,
58560,note_on,,0,0,1,,,,,,,,3,62,80,
58967,note_off,,407,0,1,,,,,,,,3,55,64,
58967,note_off,,0,0,1,,,,,,,,3,59,64,
59015,note_off,,48,0,1,,,,,,,,3,59,64,
59015,note_off,,0,0,1,,,,,,,,3,62,64,
59040,note_on,,25,0,1,,,,,,,,3,64,80,
59040,note_on,,0,0,1,,,,,,,,3,67,80,
59040,note_on,,0,0,1,,,,,,,,3,55,80,
59040,note_on,,0,0,1,,,,,,,,3,59,80,
59495,note_off,,455,0,1,,,,,,,,3,59,64,
59495,note_off,,0,0,1,,,,,,,,3,55,64,
59495,note_off,,0,0,1,,,,,,,,3,67,64,
59495,note_off,,0,0,1,,,,,,,,3,64,64,
59520,note_on,,25,0,1,,,,,,,,3,55,80,
59520,note_on,,0,0,1,,,,,,,,3,64,80,
59520,note_on,,0,0,1,,,,,,,,3,67,80,
59520,note_on,,0,0,1,,,,,,,,3,59,80,
59975,note_off,,455,0,1,,,,,,,,3,59,64,
59975,note_off,,0,0,1,,,,,,,,3,55,64,
60000,note_on,,25,0,1,,,,,,,,3,54,80,
60000,note_on,,0,0,1,,,,,,,,3,57,80,
60455,note_off,,455,0,1,,,,,,,,3,57,64,
60455,note_off,,0,0,1,,,,,,,,3,54,64,
60480,note_on,,25,0,1,,,,,,,,3,52,80,
60480,note_on,,0,0,1,,,,,,,,3,55,80,
60887,note_off,,407,0,1,,,,,,,,3,67,64,
60887,note_off,,0,0,1,,,,,,,,3,64,64,
60935,note_off,,48,0,1,,,,,,,,3,55,64,
60935,note_off,,0,0,1,,,,,,,,3,52,64,
60960,note_on,,25,0,1,,,,,,,,3,57,80,
60960,note_on,,0,0,1,,,,,,,,3,64,80,
60960,note_on,,0,0,1,,,,,,,,3,67,80,
60960,note_on,,0,0,1,,,,,,,,3,61,80,
61415,note_off,,0,0,1,,,,,,,,3,64,64,
61415,note_off,,0,0,1,,,,,,,,3,61,64,
61415,note_off,,0,0,1,,,,,,,,3,57,64,
61415,note_off,,455,0,1,,,,,,,,3,67,64,
61440,note_on,,0,0,1,,,,,,,,3,61,80,
61440,note_on,,0,0,1,,,,,,,,3,57,80,
61440,note_on,,0,0,1,,,,,,,,3,67,80,
61440,note_on,,25,0,1,,,,,,,,3,64,80,
61895,note_off,,0,0,1,,,,,,,,3,64,64,
61895,note_off,,455,0,1,,,,,,,,3,67,64,
61920,note_on,,0,0,1,,,,,,,,3,66,80,
61920,note_on,,25,0,1,,,,,,,,3,62,80,
62375,note_off,,0,0,1,,,,,,,,3,62,64,
62375,note_off,,455,0,1,,,,,,,,3,66,64,
62400,note_on,,25,0,1,,,,,,,,3,61,80,
62400,note_on,,0,0,1,,,,,,,,3,64,80,
62807,note_off,,0,0,1,,,,,,,,3,61,64,
62807,note_off,,407,0,1,,,,,,,,3,57,64,
62855,note_off,,48,0,1,,,,,,,,3,61,64,
62855,note_off,,0,0,1,,,,,,,,3,64,64,
62880,note_on,,0,0,1,,,,,,,,3,66,80,
62880,note_on,,0,0,1,,,,,,,,3,69,80,
62880,note_on,,0,0,1,,,,,,,,3,61,80,
62880,note_on,,25,0,1,,,,,,,,3,57,80,
63335,note_off,,0,0,1,,,,,,,,3,61,64,
63335,note_off,,0,0,1,,,,,,,,3,66,64,
63335,note_off,,455,0,1,,,,,,,,3,69,64,
63335,note_off,,0,0,1,,,,,,,,3,57,64,
63360,note_on,,25,0,1,,,,,,,,3,57,80,
63360,note_on,,0,0,1,,,,,,,,3,61,80,
63360,note_on,,0,0,1,,,,,,,,3,69,80,
63360,note_on,,0,0,1,,,,,,,,3,66,80,
63815,note_off,,455,0,1,,,,,,,,3,61,64,
63815,note_off,,0,0,1,,,,,,,,3,57,64,
63840,note_on,,25,0,1,,,,,,,,3,55,80,
63840,note_on,,0,0,1,,,,,,,,3,59,80,
64295,note_off,,455,0,1,,,,,,,,3,59,64,
64295,note_off,,0,0,1,,,,,,,,3,55,64,
64320,note_on,,0,0,1,,,,,,,,3,57,80,
64320,note_on,,25,0,1,,,,,,,,3,54,80,
64727,note_off,,0,0,1,,,,,,,,3,66,64,
64727,note_off,,407,0,1,,,,,,,,3,69,64,
64775,note_off,,0,0,1,,,,,,,,3,54,64,
64775,note_off,,48,0,1,,,,,,,,3,57,64,
64800,note_on,,0,0,1,,,,,,,,3,69,80,
64800,note_on,,0,0,1,,,,,,,,3,66,80,
64800,note_on,,0,0,1,,,,,,,,3,62,80,
64800,note_on,,25,0,1,,,,,,,,3,59,80,
65255,note_off,,0,0,1,,,,,,,,3,62,64,
65255,note_off,,0,0,1,,,,,,,,3,66,64,
65255,note_off,,455,0,1,,,,,,,,3,69,64,
65255,note_off,,0,0,1,,,,,,,,3,59,64,
65280,note_on,,0,0,1,,,,,,,,3,62,80,
65280,note_on,,0,0,1,,,,,,,,3,69,80,
65280,note_on,,25,0,1,,,,,,,,3,66,80,
65280,note_on,,0,0,1,,,,,,,,3,59,80,
65735,note_off,,455,0,1,,,,,,,,3,69,64,
65735,note_off,,0,0,1,,,,,,,,3,66,64,
65760,note_on,,25,0,1,,,,,,,,3,67,80,
66191,note_off,,431,0,1,,,,,,,,3,59,64,
66215,note_off,,24,0,1,,,,,,,,3,67,64,
66240,note_on,,0,0,1,,,,,,,,3,69,80,
66240,note_on,,0,0,1,,,,,,,,3,66,80,
66240,note_on,,25,0,1,,,,,,,,3,57,80,
66647,note_off,,407,0,1,,,,,,,,3,62,64,
66695,note_off,,0,0,1,,,,,,,,3,57,64,
66695,note_off,,0,0,1,,,,,,,,3,66,64,
66695,note_off,,48,0,1,,,,,,,,3,69,64,
66720,note_on,,0,0,1,,,,,,,,3,62,80,
66720,note_on,,0,0,1,,,,,,,,3,64,80,
66720,note_on,,25,0,1,,,,,,,,3,56,80,
66720,note_on,,0,0,1,,,,,,,,3,71,80,
67175,note_off,,0,0,1,,,,,,,,3,56,64,
67175,note_off,,0,0,1,,,,,,,,3,62,64,
67175,note_off,,455,0,1,,,,,,,,3,71,64,
67175,note_off,,0,0,1,,,,,,,,3,64,64,
67200,note_on,,25,0,1,,,,,,,,3,57,80,
67200,note_on,,0,0,1,,,,,,,,3,62,80,
67200,note_on,,0,0,1,,,,,,,,3,66,80,
68111,note_off,,0,0,1,,,,,,,,3,57,64,
68111,note_off,,0,0,1,,,,,,,,3,62,64,
68111,note_off,,911,0,1,,,,,,,,3,66,64,
68160,note_on,,0,0,1,,,,,,,,3,61,80,
68160,note_on,,0,0,1,,,,,,,,3,64,80,
68160,note_on,,0,0,1,,,,,,,,3,57,80,
68160,note_on,,49,0,1,,,,,,,,3,45,80,
68843,note_off,,683,0,1,,,,,,,,3,64,64,
68880,note_on,,37,0,1,,,,,,,,3,66,80,
69071,note_off,,0,0,1,,,,,,,,3,45,64,
69071,note_off,,0,0,1,,,,,,,,3,57,64,
69071,note_off,,191,0,1,,,,,,,,3,61,64,
69107,note_off,,36,0,1,,,,,,,,3,66,64,
69120,note_on,,0,0,1,,,,,,,,3,67,80,
69120,note_on,,13,0,1,,,,,,,,3,47,80,
69120,note_on,,0,0,1,,,,,,,,3,50,80,
69575,note_off,,455,0,1,,,,,,,,3,67,64,
69600,note_on,,25,0,1,,,,,,,,3,67,80,
70031,note_off,,431,0,1,,,,,,,,3,50,64,
70031,note_off,,0,0,1,,,,,,,,3,47,64,
70511,note_off,,480,0,1,,,,,,,,3,67,64,
70560,note_on,,49,0,1,,,,,,,,3,67,80,
71015,note_off,,455,0,1,,,,,,,,3,67,64,
71040,note_on,,25,0,1,,,,,,,,3,74,80,
71495,note_off,,455,0,1,,,,,,,,3,74,64,
71520,note_on,,25,0,1,,,,,,,,3,59,80,
71520,note_on,,0,0,1,,,,,,,,3,74,80,
71975,note_off,,455,0,1,,,,,,,,3,59,64,
72000,note_on,,0,0,1,,,,,,,,3,57,80,
72000,note_on,,25,0,1,,,,,,,,3,60,80,
72431,note_off,,431,0,1,,,,,,,,3,74,64,
72455,note_off,,24,0,1,,,,,,,,3,60,64,
72480,note_on,,25,0,1,,,,,,,,3,62,80,
72480,note_on,,0,0,1,,,,,,,,3,66,80,
72480,note_on,,0,0,1,,,,,,,,3,74,80,
72911,note_off,,431,0,1,,,,,,,,3,57,64,
72935,note_off,,0,0,1,,,,,,,,3,62,64,
72935,note_off,,0,0,1,,,,,,,,3,66,64,
72935,note_off,,24,0,1,,,,,,,,3,74,64,
72960,note_on,,25,0,1,,,,,,,,3,67,80,
72960,note_on,,0,0,1,,,,,,,,3,58,80,
72960,note_on,,0,0,1,,,,,,,,3,74,80,
73415,note_off,,0,0,1,,,,,,,,3,67,64,
73415,note_off,,455,0,1,,,,,,,,3,74,64,
73440,note_on,,0,0,1,,,,,,,,3,74,80,
73440,note_on,,25,0,1,,,,,,,,3,58,80,
73871,note_off,,431,0,1,,,,,,,,3,58,64,
73895,note_off,,0,0,1,,,,,,,,3,74,64,
73895,note_off,,24,0,1,,,,,,,,3,58,64,
73920,note_on,,0,0,1,,,,,,,,3,75,80,
73920,note_on,,25,0,1,,,,,,,,3,60,80,
73920,note_on,,0,0,1,,,,,,,,3,57,80,
74375,note_off,,0,0,1,,,,,,,,3,60,64,
74375,note_off,,455,0,1,,,,,,,,3,75,64,
74400,note_on,,25,0,1,,,,,,,,3,66,80,
74400,note_on,,0,0,1,,,,,,,,3,75,80,
74831,note_off,,431,0,1,,,,,,,,3,57,64,
74855,note_off,,24,0,1,,,,,,,,3,75,64,
74855,note_off,,0,0,1,,,,,,,,3,66,64,
74880,note_on,,0,0,1,,,,,,,,3,56,80,
74880,note_on,,25,0,1,,,,,,,,3,59,80,
74880,note_on,,0,0,1,,,,,,,,3,76,80,
75335,note_off,,455,0,1,,,,,,,,3,76,64,
75335,note_off,,0,0,1,,,,,,,,3,59,64,
75360,note_on,,0,0,1,,,,,,,,3,71,80,
75360,note_on,,25,0,1,,,,,,,,3,62,80,
75815,note_off,,455,0,1,,,,,,,,3,71,64,
75815,note_off,,0,0,1,,,,,,,,3,62,64,
75840,note_on,,25,0,1,,,,,,,,3,61,80,
75840,note_on,,0,0,1,,,,,,,,3,73,80,
76295,note_off,,455,0,1,,,,,,,,3,73,64,
76295,note_off,,0,0,1,,,,,,,,3,61,64,
76320,note_on,,25,0,1,,,,,,,,3,59,80,
76320,note_on,,0,0,1,,,,,,,,3,74,80,
76703,note_off,,383,0,1,,,,,,,,3,56,64,
76775,note_off,,0,0,1,,,,,,,,3,59,64,
76775,note_off,,72,0,1,,,,,,,,3,74,64,
76800,note_on,,0,0,1,,,,,,,,3,55,80,
76800,note_on,,0,0,1,,,,,,,,3,73,80,
76800,note_on,,25,0,1,,,,,,,,3,64,80,
76800,note_on,,0,0,1,,,,,,,,3,57,80,
77255,note_off,,0,0,1,,,,,,,,3,64,64,
77255,note_off,,455,0,1,,,,,,,,3,73,64,
77280,note_on,,25,0,1,,,,,,,,3,62,80,
77280,note_on,,0,0,1,,,,,,,,3,71,80,
77507,note_off,,0,0,1,,,,,,,,3,62,64,
77507,note_off,,227,0,1,,,,,,,,3,71,64,
77520,note_on,,0,0,1,,,,,,,,3,69,80,
77520,note_on,,13,0,1,,,,,,,,3,61,80,
77711,note_off,,191,0,1,,,,,,,,3,55,64,
77747,note_off,,36,0,1,,,,,,,,3,69,64,
77747,note_off,,0,0,1,,,,,,,,3,61,64,
77760,note_on,,13,0,1,,,,,,,,3,62,80,
77760,note_on,,0,0,1,,,,,,,,3,54,80,
77760,note_on,,0,0,1,,,,,,,,3,74,80,
78160,note_off,,400,0,1,,,,,,,,3,62,64,
78167,note_off,,7,0,1,,,,,,,,3,57,64,
78215,note_off,,48,0,1,,,,,,,,3,74,64,
78215,note_off,,0,0,1,,,,,,,,3,54,64,
79200,note_on,,0,0,1,,,,,,,,3,67,80,
79200,note_on,,0,0,1,,,,,,,,3,62,80,
79200,note_on,,985,0,1,,,,,,,,3,47,80,
79655,note_off,,455,0,1,,,,,,,,3,62,64,
79655,note_off,,0,0,1,,,,,,,,3,67,64,
79655,note_off,,0,0,1,,,,,,,,3,47,64,
79680,note_on,,25,0,1,,,,,,,,3,57,80,
79680,note_on,,0,0,1,,,,,,,,3,62,80,
79680,note_on,,0,0,1,,,,,,,,3,66,80,
79680,note_on,,0,0,1,,,,,,,,3,45,80,
80012,set_tempo,,80012,1,0,,,,,845070,,,,,,
80194,set_tempo,,182,1,0,,,,,857142,,,,,,
80253,set_tempo,,59,1,0,,,,,869565,,,,,,
80312,set_tempo,,59,1,0,,,,,882352,,,,,,
80371,set_tempo,,59,1,0,,,,,895522,,,,,,
80485,set_tempo,,114,1,0,,,,,909090,,,,,,
80591,note_off,,0,0,1,,,,,,,,3,62,64,
80591,note_off,,911,0,1,,,,,,,,3,66,64,
80591,note_off,,0,0,1,,,,,,,,3,57,64,
80640,note_on,,0,0,1,,,,,,,,3,64,80,
80640,note_on,,0,0,1,,,,,,,,3,61,80,
80640,note_on,,49,0,1,,,,,,,,3,55,80,
81047,set_tempo,,562,1,0,,,,,923076,,,,,,
81158,set_tempo,,111,1,0,,,,,937500,,,,,,
81503,note_off,,863,0,1,,,,,,,,3,45,64,
81551,note_off,,48,0,1,,,,,,,,3,64,64,
81551,note_off,,0,0,1,,,,,,,,3,61,64,
81551,note_off,,0,0,1,,,,,,,,3,55,64,
81600,note_on,,0,0,1,,,,,,,,3,62,80,
81600,note_on,,49,0,1,,,,,,,,3,50,80,
81600,note_on,,0,0,1,,,,,,,,3,54,80,
82080,note_on,,480,0,1,,,,,,,,3,66,80,
82195,set_tempo,,1037,1,0,,,,,923076,,,,,,
82251,set_tempo,,56,1,0,,,,,909090,,,,,,
82307,set_tempo,,56,1,0,,,,,895522,,,,,,
82363,set_tempo,,56,1,0,,,,,882352,,,,,,
82422,set_tempo,,59,1,0,,,,,869565,,,,,,
82481,set_tempo,,59,1,0,,,,,857142,,,,,,
82511,note_off,,431,0,1,,,,,,,,3,62,64,
82511,note_off,,0,0,1,,,,,,,,3,54,64,
82511,note_off,,0,0,1,,,,,,,,3,50,64,
82535,note_off,,24,0,1,,,,,,,,3,66,64,
82540,set_tempo,,59,1,0,,,,,845070,,,,,,
82560,note_on,,25,0,1,,,,,,,,3,66,80,
82560,note_on,,0,0,1,,,,,,,,3,69,80,
82661,set_tempo,,121,1,0,,,,,833333,,,,,,
83040,note_on,,480,0,1,,,,,,,,3,42,80,
83040,note_on,,0,0,1,,,,,,,,3,57,80,
83471,note_off,,0,0,1,,,,,,,,3,66,64,
83471,note_off,,431,0,1,,,,,,,,3,69,64,
83495,note_off,,0,0,1,,,,,,,,3,42,64,
83495,note_off,,24,0,1,,,,,,,,3,57,64,
83520,note_on,,0,0,1,,,,,,,,3,59,80,
83520,note_on,,25,0,1,,,,,,,,3,47,80,
84000,note_on,,480,0,1,,,,,,,,3,59,80,
84000,note_on,,0,0,1,,,,,,,,3,62,80,
84455,note_off,,455,0,1,,,,,,,,3,62,64,
84455,note_off,,0,0,1,,,,,,,,3,59,64,
84480,note_on,,25,0,1,,,,,,,,3,67,80,
84480,note_off,,0,0,1,,,,,,,,3,64,64,
84480,note_on,,0,0,1,,,,,,,,3,64,80,
84887,note_off,,0,0,1,,,,,,,,3,47,64,
84887,note_off,,407,0,1,,,,,,,,3,59,64,
84960,note_on,,0,0,1,,,,,,,,3,59,80,
84960,note_on,,73,0,1,,,,,,,,3,43,80,
85391,note_off,,431,0,1,,,,,,,,3,67,64,
85415,note_off,,0,0,1,,,,,,,,3,43,64,
85415,note_off,,24,0,1,,,,,,,,3,59,64,
85440,note_on,,0,0,1,,,,,,,,3,45,80,
85440,note_on,,25,0,1,,,,,,,,3,57,80,
85440,note_on,,0,0,1,,,,,,,,3,66,80,
85920,note_on,,480,0,1,,,,,,,,3,62,80,
86255,set_tempo,,3594,1,0,,,,,845070,,,,,,
86315,set_tempo,,60,1,0,,,,,857142,,,,,,
86351,note_off,,431,0,1,,,,,,,,3,66,64,
86351,note_off,,0,0,1,,,,,,,,3,57,64,
86374,set_tempo,,59,1,0,,,,,869565,,,,,,
86400,note_on,,0,0,1,,,,,,,,3,64,80,
86400,note_on,,49,0,1,,,,,,,,3,55,80,
86721,set_tempo,,347,1,0,,,,,1500000,,,,,,
86831,note_off,,431,0,1,,,,,,,,3,62,64,
86880,note_on,,49,0,1,,,,,,,,3,61,80,
87083,note_off,,203,0,1,,,,,,,,3,64,64,
87120,note_on,,37,0,1,,,,,,,,3,62,80,
87233,note_off,,113,0,1,,,,,,,,3,62,64,
87240,note_on,,7,0,1,,,,,,,,3,64,80,
87263,note_off,,23,0,1,,,,,,,,3,45,64,
87311,note_off,,48,0,1,,,,,,,,3,55,64,
87335,note_off,,24,0,1,,,,,,,,3,61,64,
87353,note_off,,18,0,1,,,,,,,,3,64,64,
87360,note_on,,0,0,1,,,,,,,,3,54,80,
87360,note_on,,0,0,1,,,,,,,,3,62,80,
87360,note_on,,7,0,1,,,,,,,,3,50,80,
87681,set_tempo,,960,1,0,,,,,857142,,,,,,
87681,end_of_track,,0,1,0,,,,,,,,,,,
89183,note_off,,0,0,1,,,,,,,,3,50,64,
89183,note_off,,1823,0,1,,,,,,,,3,62,64,
89183,note_off,,0,0,1,,,,,,,,3,54,64,
89183,end_of_track,,0,1,1,,,,,,,,,,,
